sample_id,lot_id,tool_id,sequence,field_x,field_y,reticle_id,align_quality,ambient_temp_c,overlay_x_nm,overlay_y_nm,residual_nm,spec_pass,pred_x,pred_y,calc_residual_x,calc_residual_y,calc_residual_nm
S00081,L0004,T01,81,-0.589474,-0.149499,3.0,0.751935,22.951737,0.318305,-0.459861,0.559276,PASS,0.758999057360934,0.5497207291299024,-0.440694057360934,-1.0095817291299025,1.1015745639702135
S00256,L0012,T02,256,-0.189894,-0.320364,2.0,0.64067,22.373693,2.474708,-1.601437,2.947674,PASS,2.228426723019402,-1.6280155417641926,0.2462812769805982,0.02657854176419261,0.24771129621699747
S00654,L0032,T02,654,-0.132008,-0.837984,3.0,0.884187,21.822936,2.009929,-3.46046,4.001824,PASS,-0.14603245167087042,-2.6942073182983726,2.1559614516708705,-0.7662526817016273,2.2880806264871225
S00774,L0038,T01,774,-0.689324,0.181262,2.0,0.966269,22.45906,4.791912,2.217463,5.28011,PASS,2.555670259309931,1.677518526570192,2.236241740690069,0.539944473429808,2.3005036746747316
S00623,L0031,T01,623,0.574708,-0.351268,3.0,0.748964,21.759673,2.111333,-7.851236,8.130168,FAIL,2.466506528412248,-5.21842165855241,-0.3551735284122479,-2.63281434144759,2.656663243961664
S00592,L0029,T01,592,0.788918,-0.599589,2.0,0.765543,21.09964,1.23421,-7.58471,7.684471,PASS,1.5291313757883815,-7.003353268795285,-0.2949213757883815,-0.581356731204715,0.6518851638240765
S00342,L0017,T03,342,0.288978,0.040487,4.0,0.871404,21.668658,4.158281,-4.118025,5.852301,PASS,3.5410829073747765,-3.126773003370423,0.6171980926252232,-0.9912519966295772,1.1676960248122525
S00331,L0016,T03,331,0.180567,0.887494,4.0,0.957598,22.073365,6.920355,1.67233,7.11955,PASS,7.397050560353071,-0.8482538838455662,-0.4766955603530709,2.5205838838455663,2.565264464487498
S00206,L0010,T01,206,-0.575602,0.756051,1.0,0.768597,22.770134,4.301855,3.71536,5.684176,PASS,5.65450206830941,1.8048631715363377,-1.3526470683094098,1.9104968284636623,2.340865699474396
S00573,L0028,T04,573,-0.830878,-0.371375,4.0,1.0,22.814257,0.427336,4.099546,4.121758,PASS,2.100079609614908,1.4924802289622037,-1.672743609614908,2.6070657710377967,3.0975576052794263
S00562,L0028,T04,562,0.907621,0.788728,3.0,0.868248,21.929394,11.442858,-5.654398,12.763668,FAIL,11.09615575728135,-4.230202666672584,0.34670224271864925,-1.4241953333274155,1.4657881131247208
S00297,L0014,T01,297,0.452828,-0.202269,3.0,0.831531,22.276326,2.073434,-3.652867,4.200305,PASS,2.978017030298571,-4.45053135478398,-0.9045830302985709,0.7976643547839797,1.2060426533075386
S00513,L0025,T03,513,0.613661,0.638844,1.0,0.8692869999999999,22.285657,8.008687,-3.091885,8.584802,FAIL,6.470606554101752,-3.52723408097287,1.538080445898248,0.4353490809728702,1.5985056397643633
S00306,L0015,T01,306,0.134841,-0.449991,1.0,0.88492,21.683166,1.480656,-2.638433,3.025504,PASS,1.053233771452363,-3.3906333976067238,0.427422228547637,0.7522003976067237,0.8651561706514852
S00486,L0024,T02,486,0.809022,-0.241403,4.0,0.783902,22.525827,6.641374,-3.753215,7.62853,PASS,5.027230749493866,-6.217914827133776,1.6141432505061335,2.464699827133776,2.94621853755416
S00296,L0014,T01,296,0.356404,-0.616788,1.0,0.890053,21.918868,-0.807052,-3.055801,3.160578,PASS,0.7178055199106907,-4.667582682304786,-1.5248575199106909,1.6117816823047861,2.218790356802875
S00456,L0022,T01,456,-0.602456,0.033822,4.0,0.852135,22.984036,-1.337349,0.42365,1.402848,PASS,1.6743089536591869,0.8250002168382662,-3.0116579536591868,-0.40135021683826616,3.0382833354370957
S00690,L0034,T01,690,0.852092,0.159988,2.0,0.877916,21.728334,5.242811,-4.472081,6.891051,PASS,5.687850710386012,-6.059969573922563,-0.44503971038601264,1.5878885739225632,1.6490756401736997
S00450,L0022,T01,450,0.351914,-0.074705,2.0,0.785232,21.275677,2.743183,-2.334353,3.60198,PASS,3.391031003813464,-3.949675922394075,-0.647848003813464,1.6153229223940748,1.74039512170565
S00290,L0014,T01,290,-0.799044,0.957602,2.0,0.764737,22.242377,8.091828,3.730027,8.91015,FAIL,6.439262787377228,3.5126135483955463,1.652565212622772,0.2174134516044539,1.6668054448283727
S00797,L0039,T01,797,-0.179528,0.714543,1.0,0.914389,21.834851,5.484508,0.063332,5.484874,PASS,6.403085692993185,-0.05686175801837323,-0.9185776929931855,0.12019375801837323,0.9264078570107565
S00790,L0039,T01,790,-0.654165,0.598403,4.0,0.787309,20.786948,4.811872,3.00573,5.673493,PASS,4.451351121976155,2.1430606136015213,0.3605208780238449,0.8626693863984785,0.9349726058661887
S00530,L0026,T01,530,-0.950334,-0.126472,3.0,0.864105,21.677393,0.934063,2.893069,3.040119,PASS,0.016422717466506143,2.286981912155759,0.9176402825334938,0.6060870878442413,1.0997296241257046
S00682,L0034,T04,682,0.67231,0.685617,1.0,0.819115,22.879265,11.976314,-4.092253,12.65617,FAIL,11.019696467990638,-4.2662129095454535,0.9566175320093624,0.17395990954545315,0.9723061002980212
S00118,L0005,T01,118,-0.066064,-0.622927,3.0,0.756206,20.999837,-0.961983,-4.410189,4.513888,PASS,-0.5392039587814708,-2.5344784159483,-0.4227790412185293,-1.8757105840517,1.922766837871204
S00533,L0026,T01,533,-0.780345,-0.007348,1.0,0.786267,22.882052,2.675452,1.871778,3.26521,PASS,1.1448427217511459,1.4798811793366609,1.530609278248854,0.3918968206633391,1.5799835064669223
S00640,L0032,T04,640,0.502321,0.711628,4.0,0.823493,21.383625,8.456426,-4.44392,9.552987,FAIL,8.928117891851613,-2.093478163506898,-0.47169189185161287,-2.3504418364931023,2.397304750668054
S00619,L0030,T01,619,0.576601,0.56166,3.0,0.879146,22.264074,8.408423,-5.826943,10.230095,FAIL,7.399040501718729,-4.0564477646824955,1.0093824982812718,-1.7704952353175045,2.0380153105701946
S00155,L0007,T03,155,0.683137,-0.286368,2.0,0.826442,20.750377,0.52192,-6.378149,6.399467,PASS,1.4988712840166565,-5.958431030517538,-0.9769512840166564,-0.41971796948246176,1.063295342437027
S00604,L0030,T01,604,-0.299573,-0.548157,2.0,0.916812,21.380751,-0.180719,-1.616831,1.626899,PASS,-0.48973196556933196,-1.4790744532961357,0.309012965569332,-0.13775654670386417,0.33832806423607115
S00535,L0026,T02,535,-0.958857,-0.392469,3.0,0.753659,22.822214,0.296406,1.51797,1.546638,PASS,0.6407240364458477,1.666385012470553,-0.34431803644584774,-0.148415012470553,0.37494256379952184
S00309,L0015,T04,309,0.822273,-0.108328,1.0,0.814334,23.020688,3.982453,-3.522563,5.316802,PASS,6.856049715929707,-5.7234709526053535,-2.873596715929707,2.2009079526053537,3.6196068711454683
S00351,L0017,T03,351,0.424953,0.436102,3.0,0.981379,23.516943,5.048309,-4.691878,6.891963,PASS,6.0790027834600515,-3.1882704715806254,-1.0306937834600518,-1.5036075284193746,1.8229550940115384
S00220,L0011,T04,220,-0.830563,-0.465455,1.0,0.819729,20.352308,0.408361,2.643459,2.674815,PASS,0.2538714968535096,1.3093693266308142,0.15448950314649035,1.3340896733691858,1.3430049378810007
S00759,L0037,T01,759,-0.442756,-0.859523,4.0,0.854371,23.026361,-1.227071,-0.169163,1.238677,PASS,-2.548417539881206,-1.6220287356344016,1.321346539881206,1.4528657356344017,1.9638674915168097
S00719,L0035,T01,719,-0.8985,-0.524382,2.0,0.846403,21.2687,-1.42412,4.129246,4.367928,PASS,-1.6245643247537624,1.5530828696907761,0.2004443247537624,2.576163130309224,2.5839493805588787
S00633,L0031,T03,633,-0.46969,-0.42464,2.0,0.929835,23.113674,-0.778953,-1.345936,1.555092,PASS,-1.0547316340660475,-1.2233139616121467,0.2757786340660475,-0.12262203838785335,0.30181123124517273
S00652,L0032,T02,652,-0.453618,0.63289,3.0,0.844579,21.452655,8.447638,2.917181,8.937143,FAIL,6.555528069413352,1.0184694307657627,1.8921099305866473,1.8987115692342371,2.6805196534568716
S00442,L0022,T02,442,0.577378,0.070055,2.0,1.0,20.829794,5.570527,-4.208588,6.981618,PASS,6.013823704968799,-4.415574817170857,-0.443296704968799,0.20698681717085687,0.4892397276578387
S00589,L0029,T01,589,-0.712812,-0.764283,1.0,0.943304,21.409731,-2.171738,0.252122,2.186324,PASS,-2.6663740305036345,-0.06751380809253482,0.4946360305036346,0.31963580809253483,0.5889243181321011
S00495,L0024,T04,495,-0.298324,-0.783108,1.0,0.945371,22.377104,-0.874444,-4.407835,4.493736,PASS,-0.11372960940925925,-1.38420717212075,-0.7607143905907408,-3.0236278278792503,3.1178536889305173
S00462,L0023,T03,462,0.842596,-0.567593,3.0,1.0,22.25014,2.028611,-7.41968,7.692003,PASS,1.3768807791104147,-6.856340960669359,0.6517302208895854,-0.563339039330641,0.861454092830696
S00091,L0004,T04,91,-0.841786,0.546447,4.0,0.768631,21.37762,4.912189,3.669888,6.131694,PASS,6.016511443480564,3.7247952989101094,-1.104322443480564,-0.05490729891010959,1.105686605982223
S00131,L0006,T01,131,0.721253,0.830308,1.0,0.79088,21.84987,9.293098,-1.998586,9.505579,FAIL,9.20952885667551,-3.946209599640131,0.08356914332449072,1.947623599640131,1.9494156785024508
S00401,L0020,T01,401,-0.605545,-0.232829,3.0,0.814446,20.37367,0.799562,0.171627,0.817775,PASS,0.2705770428637857,0.5188947536171273,0.5289849571362143,-0.34726775361712736,0.6327874663571398
S00644,L0032,T02,644,0.103331,0.209114,2.0,0.937304,20.919233,5.42592,-2.504725,5.97614,PASS,5.7585765115642795,-2.075608012077846,-0.3326565115642799,-0.4291169879221539,0.542956484452942
S00507,L0025,T02,507,0.221656,-0.020447,3.0,0.635142,22.400552,3.807927,-4.547759,5.931477,PASS,4.486148307709875,-2.9926561011492034,-0.6782213077098755,-1.5551028988507967,1.696563929902391
S00099,L0004,T02,99,0.848976,-0.380002,1.0,0.813684,22.611318,3.162624,-7.998892,8.601422,FAIL,3.600167753506723,-6.881673755315969,-0.43754375350672303,-1.1172182446840306,1.1998421323189223
S00022,L0001,T02,22,-0.122711,0.199194,3.0,0.837397,22.237226,4.427881,-1.146675,4.573947,PASS,4.981852148521407,-1.1235685119883438,-0.5539711485214065,-0.023106488011656268,0.5544528322430674
S00129,L0006,T01,129,0.648778,-0.957676,1.0,0.933902,22.977759,-2.807469,-6.141555,6.75282,PASS,-0.3592745755460518,-6.550757243208139,-2.4481944244539484,0.4092022432081386,2.482156807249287
S00299,L0014,T01,299,-0.729994,0.461746,2.0,0.76088,21.819431,3.944436,2.356083,4.59453,PASS,3.9566072846811697,2.345663272290571,-0.01217128468116968,0.010419727709428894,0.01602220010887132
S00019,L0000,T02,19,0.068744,-0.743589,2.0,0.884279,20.86984,1.296679,-3.966566,4.173131,PASS,0.46454514521478973,-3.4689357553033435,0.8321338547852102,-0.4976302446966563,0.9695785748027579
S00013,L0000,T03,13,-0.818985,0.315259,2.0,0.873855,22.086151,1.254049,0.955281,1.576452,PASS,2.2833613619771778,2.0993926851233033,-1.0293123619771778,-1.1441116851233033,1.5389852132345916
S00502,L0025,T02,502,-0.604659,-0.60835,3.0,0.882397,21.126526,0.714505,-1.722546,1.864854,PASS,0.18030623920282807,-0.2404731776635214,0.5341987607971719,-1.4820728223364785,1.5754073018574115
S00073,L0003,T02,73,0.452821,0.671312,1.0,0.760359,21.415504,8.177275,-4.879452,9.522441,FAIL,8.648525004595227,-3.598049075480045,-0.4712500045952268,-1.2814029245199547,1.3653094967073562
S00499,L0024,T01,499,-0.832241,0.205147,2.0,0.855931,22.730328,3.13601,4.416539,5.416676,PASS,2.3813962371606245,2.43124451292728,0.7546137628393756,1.98529448707272,2.1238729085018098
S00303,L0015,T03,303,-0.492762,0.523191,2.0,0.862121,21.570589,1.681054,0.972468,1.94207,PASS,3.8937892189030876,1.167123862058911,-2.2127352189030876,-0.19465586205891106,2.2212807237285412
S00768,L0038,T02,768,-0.847456,-0.166251,4.0,0.928086,22.701419,2.985508,3.685647,4.743126,PASS,1.7235353465528447,2.1479221700412525,1.2619726534471551,1.5377248299587474,1.989264344103144
S00273,L0013,T04,273,0.559662,-0.753206,2.0,0.921658,22.97828,1.70888,-5.315986,5.583903,PASS,1.8073413649401058,-5.011803997457834,-0.09846136494010582,-0.30418200254216554,0.3197207078942975
S00571,L0028,T01,571,0.681889,-0.045193,4.0,1.0,22.181168,3.878679,-6.621508,7.673886,PASS,4.09681395143858,-5.28653823055961,-0.21813495143858042,-1.3349697694403906,1.3526740710011564
S00785,L0039,T02,785,-0.23939,0.501136,4.0,0.724771,22.580048,7.410927,-0.346342,7.419015,PASS,6.271860945491568,-0.21656538880211618,1.1390660545084321,-0.1297766111978838,1.1464351029811557
S00028,L0001,T03,28,0.118218,-0.39861,2.0,0.884342,21.213723,0.606156,-3.404813,3.458349,PASS,0.013566017168008981,-3.7455143654172818,0.592589982831991,0.3407013654172819,0.6835497846902007
S00612,L0030,T02,612,0.919491,-0.976213,2.0,0.914831,24.279705,1.843318,-8.942488,9.130494,FAIL,1.0154252796105059,-7.640836208645056,0.8278927203894941,-1.3016517913549448,1.5426288414299318
S00639,L0031,T04,639,-0.481998,0.189637,4.0,0.844679,22.97737,8.314043,3.042322,8.853194,FAIL,5.076858787995005,1.2140255203416859,3.237184212004995,1.828296479658314,3.7177990316833136
S00029,L0001,T03,29,0.016453,0.974157,3.0,0.836297,23.013626,8.759996,-0.256489,8.76375,FAIL,8.101861076505264,-0.373368042027566,0.6581349234947353,0.116879042027566,0.6684327101426909
S00493,L0024,T01,493,-0.906381,-0.843127,4.0,0.92331,20.70946,-2.864035,-0.830314,2.981966,PASS,-3.484991990053185,0.5609679265503904,0.6209569900531853,-1.3912819265503904,1.5235658773553828
S00667,L0033,T03,667,-0.117462,-0.027363,4.0,0.852644,22.705065,3.702273,-2.587976,4.517128,PASS,2.4091922631913483,-1.4169640157490906,1.2930807368086517,-1.1710119842509092,1.7445133588381767
S00710,L0035,T03,710,0.854024,-0.084804,1.0,0.885124,21.910614,1.254619,-6.769606,6.884885,PASS,3.4778874158455184,-5.7896724962012796,-2.2232684158455185,-0.97993350379872,2.4296485591055093
S00629,L0031,T01,629,0.645813,0.013116,2.0,0.746569,20.917948,6.674597,-5.308371,8.528133,FAIL,4.475184073317947,-5.272675442927046,2.1994129266820535,-0.035695557072954465,2.199702569633191
S00371,L0018,T04,371,-0.434687,0.662321,2.0,1.0,22.061151,8.312758,3.257791,8.928334,FAIL,7.169835968054959,0.7060894084807585,1.1429220319450417,2.5517015915192416,2.795970633477257
S00696,L0034,T03,696,-0.455022,0.034513,3.0,0.827535,21.460011,1.733868,0.390508,1.7773,PASS,1.3740691447123303,0.1568425465815697,0.35979885528766964,0.2336654534184303,0.4290160374479701
S00634,L0031,T03,634,-0.314585,-0.977541,4.0,0.905164,22.691662,-2.910722,-1.02013,3.08431,PASS,-2.5483748618426834,-2.520059262456325,-0.36234713815731645,1.499929262456325,1.543075902508873
S00345,L0017,T02,345,0.386753,-0.342936,4.0,1.0,21.612868,4.902812,-3.997886,6.326188,PASS,3.6057870145037323,-4.207985452995222,1.2970249854962677,0.2100994529952218,1.3139313502426544
S00750,L0037,T01,750,0.77427,0.460232,1.0,0.924985,22.356699,5.561216,-3.827926,6.751306,PASS,7.3949801476542065,-4.793319733427804,-1.8337641476542066,0.965393733427804,2.0723600096903128
S00003,L0000,T03,3,-0.111567,0.284472,4.0,1.0,22.012001,4.373037,-0.384163,4.389879,PASS,3.9196256448355156,-0.7869149820168082,0.4534113551644845,0.40275198201680823,0.6064577611100065
S00593,L0029,T01,593,-0.881576,0.320359,1.0,1.0,20.909067,2.327705,2.743548,3.597953,PASS,2.61916933090921,2.475834773515721,-0.2914643309092102,0.267713226484279,0.39575475717542097
S00762,L0038,T03,762,0.530825,0.243204,4.0,0.882581,23.857265,6.133824,-5.431436,14.088643,FAIL,4.994859049081084,-3.8021750347978984,1.1389649509189157,-1.6292609652021013,1.9878964892954087
S00389,L0019,T01,389,0.545883,0.981379,3.0,0.82873,20.784745,7.739771,-0.998805,7.803952,PASS,9.590891870362594,-3.37274195904203,-1.8511208703625934,2.37393695904203,3.0103529962776268
S00154,L0007,T01,154,0.665812,0.112762,4.0,0.886428,20.527069,3.317852,-3.787755,5.035398,PASS,4.870213426961982,-4.910306565526401,-1.552361426961982,1.122551565526401,1.9157108386145376
S00396,L0019,T02,396,0.905085,0.68748,4.0,0.838167,22.081206,9.252171,-5.482303,10.754455,FAIL,9.697998261675089,-5.7543846400454095,-0.44582726167508824,0.2720816400454096,0.5222933716815745
S00411,L0020,T03,411,0.533132,0.048502,4.0,0.802161,21.517064,4.030017,-3.939327,5.635542,PASS,4.06365301642418,-4.22285664465169,-0.03363601642417979,0.2835296446516904,0.2855178470730009
S00430,L0021,T01,430,0.402819,-0.418378,3.0,0.864105,21.931186,4.166576,-3.810728,5.646415,PASS,1.6913262262979116,-4.491053754941647,2.4752497737020884,0.6803257549416468,2.567041989342824
S00466,L0023,T01,466,-0.27949,-0.678415,4.0,1.0,22.18543,-0.428909,-1.384855,1.449754,PASS,-1.2616976060133158,-2.033918591276324,0.8327886060133158,0.6490635912763238,1.0558505613135414
S00089,L0004,T01,89,-0.724125,0.099704,1.0,0.934639,21.810601,1.013035,3.826604,3.958426,PASS,1.8443705164156485,1.4008789257648244,-0.8313355164156486,2.4257250742351757,2.5642271499668907
S00472,L0023,T01,472,-0.130746,-0.842128,3.0,0.899786,20.774634,-0.472878,-1.327144,1.408874,PASS,-1.8778336043263906,-2.5095284470667414,1.4049556043263904,1.1823844470667413,1.836282448533846
S00292,L0014,T01,292,-0.17608,-0.591739,1.0,0.919651,23.106833,-0.398716,-2.9446,2.971472,PASS,-0.4501420477960445,-2.2151151766519925,0.05142604779604448,-0.7294848233480073,0.7312952521977663
S00069,L0003,T02,69,-0.622305,-0.218933,3.0,0.796988,22.180922,0.516769,3.029235,3.072998,PASS,2.0695920703688975,0.4430061769854743,-1.5528230703688974,2.5862288230145256,3.0165939423231936
S00340,L0017,T02,340,0.780667,-0.431395,3.0,0.850637,21.41128,5.302327,-6.271008,8.212199,FAIL,3.4133222499938545,-6.111296934225583,1.8890047500061455,-0.15971106577441674,1.8957443314109055
S00458,L0022,T03,458,0.264868,0.216995,3.0,0.688597,21.81333600000005,2.915929,-2.850751,4.077919,PASS,4.374985968247316,-2.8341463130041697,-1.4590569682473156,-0.016604686995830065,1.4591514493777804
S00241,L0012,T01,241,0.375535,0.748748,2.0,0.839233,23.93507,8.935831,-2.599035,9.30613,FAIL,7.805025079222029,-2.70277264543744,1.1308059207779717,0.10373764543743969,1.1355542829593925
S00764,L0038,T01,764,-0.695085,-0.054175,2.0,0.777153,23.390197,0.81481,2.683111,2.804105,PASS,1.2957357159933807,1.3160512472201522,-0.48092571599338063,1.3670597527798476,1.4491866380746974
S00193,L0009,T02,193,-0.446405,0.630841,4.0,0.876241,22.557693,4.289614,3.116422,5.302157,PASS,6.4364419042978565,0.951242196259477,-2.146827904297856,2.165179803740523,3.049077505278896
S00752,L0037,T02,752,0.773386,0.751361,2.0,0.813928,22.15684,10.895785,-5.171176,12.060647,FAIL,10.167237648768571,-4.182984648430195,0.7285473512314287,-0.9881913515698049,1.227722847512291
S00113,L0005,T01,113,-0.469848,0.734607,2.0,0.927174,21.164789,4.309759,1.564927,4.585086,PASS,5.950409402221018,1.498039838807665,-1.6406504022210182,0.06688716119233495,1.6420132869865451
S00379,L0018,T01,379,0.83005,-0.28347,4.0,0.993143,22.091746,4.195268,-5.039501,6.557198,PASS,3.202878468981206,-6.42914946146654,0.9923895310187945,1.3896484614665408,1.7076181738702674
S00181,L0009,T01,181,0.52492,0.457589,4.0,0.91242,21.37469,8.219769,-7.045692,10.82619,FAIL,6.325724810339516,-3.597971534053675,1.8940441896604838,-3.447720465946325,3.933723402031691
S00721,L0036,T02,721,-0.363282,0.920973,2.0,0.720581,22.28848,9.304123,2.07504,9.532707,FAIL,8.657627064356635,1.1616636884498066,0.6464959356433653,0.9133763115501934,1.1190233604819992
S00476,L0023,T01,476,-0.09983,-0.455281,3.0,0.870744,22.083595,0.653956,-0.644333,0.918055,PASS,0.2846349735300655,-2.1596601391324386,0.3693210264699345,1.5153271391324385,1.5596840574886013
S00622,L0031,T01,622,0.260566,0.992921,4.0,0.864269,22.435555,8.020086,0.310133,8.02608,FAIL,8.484928619938291,-1.3488751381519892,-0.4648426199382918,1.6590081381519892,1.7229006540615233
S00457,L0022,T01,457,0.385171,0.158411,3.0,0.923966,22.065227,2.661352,-3.010545,4.01823,PASS,4.762439070121438,-3.6677403035803104,-2.101087070121438,0.6571953035803104,2.2014705410882756
S00770,L0038,T01,770,-0.918606,-0.816583,3.0,1.0,21.340909,-2.835568,-0.083699,2.836803,PASS,-3.6325787404408167,1.2516884147038185,0.7970107404408169,-1.3353874147038185,1.5551481176168935
S00761,L0038,T01,761,-0.595115,0.923259,3.0,0.675812,21.702921,8.121835,2.819191,8.597212,FAIL,6.536197020082253,1.952348225447846,1.585637979917748,0.8668427745521541,1.8071148826654362
S00439,L0021,T01,439,0.234019,-0.93238,4.0,0.924863,22.517706,-0.817403,-3.039403,3.147398,PASS,-1.4317600465697895,-4.9020700218719515,0.6143570465697895,1.8626670218719514,1.9613676389293464
S00116,L0005,T02,116,-0.214176,-0.690575,4.0,0.888223,21.972462,1.609954,-0.366156,1.651067,PASS,0.6079100147839593,-1.5541741000841465,1.0020439852160408,1.1880181000841465,1.5541811845583482
S00729,L0036,T01,729,-0.473065,-0.699838,1.0,0.612932,22.56312,-2.799285,-1.515848,3.183362,PASS,-1.7427555329729518,-1.0475138077546258,-1.056529467027048,-0.4683341922453743,1.1556779094205207
S00349,L0017,T04,349,0.048605,-0.778898,2.0,0.906414,21.984583,1.699827,-1.67985,2.389834,PASS,0.5570652344464282,-2.856385155341399,1.1427617655535718,1.1765351553413987,1.6401644504638326
S00152,L0007,T01,152,0.317501,0.278123,4.0,0.881417,22.187109,5.290252,-3.19716,6.18131,PASS,4.950223255957131,-2.9780317405577743,0.3400287440428684,-0.21912825944222547,0.4045203837404857
S00222,L0011,T01,222,0.990041,0.479339,1.0,0.845022,22.373464,9.24608,-5.175362,10.595959,FAIL,8.021933712563104,-5.739109204920336,1.224146287436895,0.563747204920336,1.3477184587668984
S00259,L0012,T03,259,0.074403,-0.356781,1.0,0.858925,21.353734,-0.992207,-3.774303,3.902543,PASS,0.46689871948659345,-3.2215828962363062,-1.4591057194865935,-0.552720103763694,1.5602849142842592
S00114,L0005,T01,114,-0.460518,-0.421928,1.0,0.818874,22.563408,-1.127775,1.024029,1.523322,PASS,-0.25232802902764195,-0.6484895418460004,-0.875446970972358,1.6725185418460005,1.8877832692879095
S00169,L0008,T01,169,-0.776273,-0.428652,4.0,0.820953,22.474394,-2.278568,0.573871,2.349723,PASS,-1.0763338087516638,0.7485835080935077,-1.202234191248336,-0.1747125080935077,1.214862754014158
S00429,L0021,T03,429,-0.900558,-0.39456,2.0,0.861677,23.581302,-1.080025,0.318576,1.12603,PASS,-1.579130527453633,0.7438776465271588,0.4991055274536329,-0.4253016465271588,0.6557345637325224
S00269,L0013,T01,269,0.477789,-0.048549,3.0,0.850121,23.027977,4.368874,-4.499041,6.271239,PASS,3.867760361882127,-4.371493183891994,0.5011136381178729,-0.12754781610800592,0.5170912141021661
S00596,L0029,T01,596,0.550836,0.182074,3.0,0.916663,21.678587,6.545788,-3.299069,7.330156,PASS,5.288140803485658,-4.4213795148282555,1.257647196514342,1.1223105148282557,1.6856029670697807
S00058,L0002,T01,58,0.375791,0.621921,1.0,0.772422,22.764573,7.939469,-0.089396,7.939972,PASS,7.271814299311894,-2.7235758414206783,0.6676547006881055,2.6341798414206785,2.717474238387182
S00196,L0009,T01,196,0.505587,-0.271021,4.0,0.794047,20.301197,0.633859,-5.497176,5.533599,PASS,2.5524163183543287,-4.89954188213494,-1.9185573183543287,-0.5976341178650593,2.0094846908218287
S00419,L0020,T01,419,-0.702856,-0.801574,1.0,0.889591,20.890024,-2.172845,-0.464393,2.221917,PASS,-2.8379587456381126,-0.1737669031422726,0.6651137456381124,-0.2906260968577274,0.7258373253088579
S00703,L0035,T01,703,-0.116757,-0.171291,2.0,0.960326,22.265498,4.30851,-2.571537,5.017575,PASS,1.8925002510730908,-1.767895526647013,2.4160097489269092,-0.8036414733529871,2.5461623523653842
S00344,L0017,T01,344,0.103419,0.819906,4.0,0.939019,22.05512,6.57125,0.218409,6.574878,PASS,7.2531169400618065,-0.9499298804553691,-0.6818669400618065,1.1683388804553692,1.352759499516805
S00621,L0031,T01,621,0.313615,-0.843562,4.0,0.96693,22.089499,-0.600554,-4.702203,4.740398,PASS,-0.8017728719095594,-5.101876138500478,0.20121887190955934,0.3996731385004777,0.4474680458439213
S00025,L0001,T02,25,0.070232,-0.356541,4.0,0.578117,21.221985,-0.173395,-1.463506,1.473742,PASS,2.840293434894681,-2.637863204163835,-3.0136884348946813,1.174357204163835,3.234413830292817
S00788,L0039,T04,788,-0.966396,-0.890124,4.0,0.830097,20.527981,1.36445,0.922026,1.646771,PASS,-0.345747708031249,0.8854859102517747,1.710197708031249,0.03654008974822531,1.7105880213289655
S00434,L0021,T01,434,0.938607,-0.831365,1.0,0.895921,22.232397,3.28931,-7.385172,8.084574,FAIL,1.0115387767507005,-7.656079933225374,2.2777712232492995,0.27090793322537454,2.293824939647107
S00271,L0013,T01,271,-0.55216,0.511329,2.0,1.0,20.224612,4.192244,0.993751,4.308416,PASS,4.593764747034796,1.5392408770554957,-0.40152074703479634,-0.5454898770554957,0.6773316146980005
S00647,L0032,T01,647,-0.867264,-0.717546,4.0,0.725454,20.770987,-2.365473,-0.344591,2.39044,PASS,-2.755866736425978,0.6192249114626405,0.39039373642597797,-0.9638159114626405,1.0398790221122822
S00697,L0034,T02,697,-0.237018,-0.336464,3.0,0.870912,22.149756,1.099531,-1.4713,1.836761,PASS,2.14690271331981,-1.4489283284768257,-1.0473717133198102,-0.02237167152317432,1.0476106135149716
S00179,L0008,T01,179,0.964032,0.609703,2.0,0.835019,22.896158,8.783261,-4.975752,10.094741,FAIL,8.306974191551406,-5.873881318619807,0.4762868084485934,0.8981293186198069,1.0166048381089998
S00582,L0029,T03,582,-0.035901,-0.858447,1.0,0.787605,21.003135,-0.544963,-3.554498,3.596032,PASS,-2.2082267488303877,-3.701825304614718,1.6632637488303876,0.14732730461471766,1.6697759229484512
S00726,L0036,T01,726,-0.0598,-0.888053,4.0,0.969253,21.807785,-0.705494,-6.030674,6.071799,PASS,-1.8515416865077752,-3.4538098855552954,1.1460476865077753,-2.576864114444705,2.8202223252897487
S00665,L0033,T02,665,-0.097695,-0.163142,1.0,0.89762,22.521645000000035,2.261619,-2.880358,3.662155,PASS,2.9832131582584402,-1.720986934454245,-0.7215941582584402,-1.1593710655457552,1.3655912261205425
S00547,L0027,T02,547,0.365851,0.002847,4.0,0.911825,21.729987,3.38743,-2.822203,4.409026,PASS,5.219166274147061,-3.751881475006997,-1.8317362741470609,0.9296784750069969,2.054156723552877
S00577,L0028,T03,577,0.239921,-0.502447,2.0,0.96383,22.562822,-0.919424,-6.634292,6.697699,PASS,-0.33975166436738125,-4.531412675833901,-0.5796723356326188,-2.102879324166099,2.1813118687393245
S00437,L0021,T01,437,0.502638,-0.651849,3.0,0.800787,21.316497,0.276218,-4.899706,4.907486,PASS,0.6708397119577545,-5.262887823553981,-0.3946217119577545,0.36318182355398054,0.5363089897703223
S00789,L0039,T01,789,0.734666,-0.233097,3.0,0.927492,21.706778,2.377048,-5.645533,6.125553,PASS,3.4886529232021672,-5.8238360972714975,-1.1116049232021674,0.17830309727149718,1.1258141497529268
