sample_id,lot_id,tool_id,sequence,field_x,field_y,reticle_id,align_quality,ambient_temp_c,overlay_x_nm,overlay_y_nm,residual_nm,spec_pass
S00152,L0007,T01,152,0.317501,0.278123,4.0,0.881417,22.187109,5.290252,-3.19716,6.18131,PASS
S00222,L0011,T01,222,0.990041,0.479339,1.0,0.845022,22.373464,9.24608,-5.175362,10.595959,FAIL
S00259,L0012,T03,259,0.074403,-0.356781,1.0,0.858925,21.353734,-0.992207,-3.774303,3.902543,PASS
S00114,L0005,T01,114,-0.460518,-0.421928,1.0,0.818874,22.563408,-1.127775,1.024029,1.523322,PASS
S00169,L0008,T01,169,-0.776273,-0.428652,4.0,0.820953,22.474394,-2.278568,0.573871,2.349723,PASS
S00429,L0021,T03,429,-0.900558,-0.39456,2.0,0.861677,23.581302,-1.080025,0.318576,1.12603,PASS
S00269,L0013,T01,269,0.477789,-0.048549,3.0,0.850121,23.027977,4.368874,-4.499041,6.271239,PASS
S00596,L0029,T01,596,0.550836,0.182074,3.0,0.916663,21.678587,6.545788,-3.299069,7.330156,PASS
S00058,L0002,T01,58,0.375791,0.621921,1.0,0.772422,22.764573,7.939469,-0.089396,7.939972,PASS
S00196,L0009,T01,196,0.505587,-0.271021,4.0,0.794047,20.301197,0.633859,-5.497176,5.533599,PASS
S00419,L0020,T01,419,-0.702856,-0.801574,1.0,0.889591,20.890024,-2.172845,-0.464393,2.221917,PASS
S00703,L0035,T01,703,-0.116757,-0.171291,2.0,0.960326,22.265498,4.30851,-2.571537,5.017575,PASS
S00344,L0017,T01,344,0.103419,0.819906,4.0,0.939019,22.05512,6.57125,0.218409,6.574878,PASS
S00621,L0031,T01,621,0.313615,-0.843562,4.0,0.96693,22.089499,-0.600554,-4.702203,4.740398,PASS
S00025,L0001,T02,25,0.070232,-0.356541,4.0,0.578117,21.221985,-0.173395,-1.463506,1.473742,PASS
S00788,L0039,T04,788,-0.966396,-0.890124,4.0,0.830097,20.527981,1.36445,0.922026,1.646771,PASS
S00434,L0021,T01,434,0.938607,-0.831365,1.0,0.895921,22.232397,3.28931,-7.385172,8.084574,FAIL
S00271,L0013,T01,271,-0.55216,0.511329,2.0,1.0,20.224612,4.192244,0.993751,4.308416,PASS
S00647,L0032,T01,647,-0.867264,-0.717546,4.0,0.725454,20.770987,-2.365473,-0.344591,2.39044,PASS
S00697,L0034,T02,697,-0.237018,-0.336464,3.0,0.870912,22.149756,1.099531,-1.4713,1.836761,PASS
S00179,L0008,T01,179,0.964032,0.609703,2.0,0.835019,22.896158,8.783261,-4.975752,10.094741,FAIL
S00582,L0029,T03,582,-0.035901,-0.858447,1.0,0.787605,21.003135,-0.544963,-3.554498,3.596032,PASS
S00726,L0036,T01,726,-0.0598,-0.888053,4.0,0.969253,21.807785,-0.705494,-6.030674,6.071799,PASS
S00665,L0033,T02,665,-0.097695,-0.163142,1.0,0.89762,22.521645000000035,2.261619,-2.880358,3.662155,PASS
S00547,L0027,T02,547,0.365851,0.002847,4.0,0.911825,21.729987,3.38743,-2.822203,4.409026,PASS
S00577,L0028,T03,577,0.239921,-0.502447,2.0,0.96383,22.562822,-0.919424,-6.634292,6.697699,PASS
S00437,L0021,T01,437,0.502638,-0.651849,3.0,0.800787,21.316497,0.276218,-4.899706,4.907486,PASS
S00789,L0039,T01,789,0.734666,-0.233097,3.0,0.927492,21.706778,2.377048,-5.645533,6.125553,PASS
S00243,L0012,T01,243,-0.243302,0.128068,3.0,0.854962,23.189228,2.392136,1.556812,2.854116,PASS
S00251,L0012,T01,251,0.374539,-0.534957,2.0,0.85753,22.170907,0.622939,-5.220025,5.257063,PASS
S00735,L0036,T01,735,0.343696,-0.179559,1.0,0.914771,20.560634,2.108707,-6.021976,6.380505,PASS
S00080,L0004,T02,80,0.42922,0.8148,3.0,0.797391,22.266556,7.759257,-3.599005,8.553298,FAIL
S00153,L0007,T03,153,0.665284,-0.208086,1.0,0.831831,21.237563,2.956295,-5.331086,6.095913,PASS
S00531,L0026,T01,531,-0.455438,0.744622,2.0,0.788193,22.078966,5.057972,1.820269,5.375542,PASS
S00677,L0033,T01,677,0.444531,-0.556669,1.0,0.870087,20.843532,1.244181,-4.346799,4.521354,PASS
S00772,L0038,T04,772,0.320208,0.487606,2.0,0.713316,22.347104,8.995606,-1.607924,9.13818,FAIL
S00176,L0008,T01,176,0.53226,-0.943201,4.0,0.830633,22.283659,0.657343,-6.519913,6.552966,PASS
S00105,L0005,T03,105,0.343558,0.077692,1.0,0.830211,22.503889,3.728565,-3.799256,5.323208,PASS
S00285,L0014,T01,285,-0.885697,0.833319,4.0,0.861343,22.021109,5.13398,3.733296,6.347854,PASS
S00618,L0030,T01,618,-0.135649,0.963013,1.0,0.751046,21.619395,9.053093,0.706314,9.080604,FAIL
S00490,L0024,T03,490,0.866415,0.368122,3.0,0.809673,23.14495,6.435103,-6.601358,9.21892,FAIL
S00171,L0008,T02,171,-0.262753,0.856751,1.0,0.915288,22.824294,7.935193,0.785538,7.97398,PASS
S00485,L0024,T01,485,-0.572924,0.752985,1.0,0.842214,22.842737,4.526827,1.595313,4.799707,PASS
S00616,L0030,T01,616,0.224097,-0.429859,2.0,0.833624,22.741132,1.067856,-2.339324,2.571527,PASS
S00676,L0033,T01,676,-0.826612,0.664335,2.0,0.850383,22.283087,6.199687,1.942422,6.496855,PASS
S00606,L0030,T03,606,0.939861,0.665914,1.0,0.819795,22.964373,7.391674,-2.420329,7.777843,PASS
S00219,L0010,T01,219,0.478543,0.318911,3.0,0.861258,22.075497,6.829177,-4.64408,8.25864,FAIL
S00548,L0027,T01,548,0.160007,-0.331441,3.0,1.0,22.003298,-0.76224,-4.199418,4.268035,PASS
S00343,L0017,T01,343,-0.524034,0.764395,2.0,0.854976,20.202879,6.690863,2.272847,7.066363,PASS
S00766,L0038,T02,766,-0.098883,-0.952221,3.0,0.845929,21.559862,0.232071,-6.887318,6.891227,PASS
S00545,L0027,T01,545,-0.477923,0.695814,3.0,0.873194,22.050028,4.059983,-1.487058,4.323749,PASS
S00031,L0001,T01,31,-0.864109,0.603304,4.0,1.0,23.456297,2.309438,2.069144,3.100784,FAIL
S00027,L0001,T01,27,0.783426,-0.706662,4.0,0.8351,23.264298,0.401283,-7.263792,7.274868,PASS
S00575,L0028,T01,575,0.282057,-0.312706,4.0,0.868517,21.359683,4.024095,-3.999865,-13.815475,PASS
S00132,L0006,T02,132,0.487326,0.885882,2.0,0.923764,22.033604,11.00194,-2.188045,11.217407,FAIL
S00421,L0021,T03,421,0.044545,0.175377,4.0,1.0,21.40222,2.914994,-1.121094,3.123146,PASS
S00163,L0008,T03,163,-0.233274,-0.976522,4.0,0.788007,21.779928,-2.731795,-1.035334,2.921408,PASS
S00161,L0008,T03,161,0.865879,0.074704,1.0,0.985749,22.447518,4.840729,-4.897801,6.886299,PASS
S00006,L0000,T02,6,0.61863,-0.128834,1.0,1.0,20.66902,4.272158,-3.585385,5.577304,PASS
S00506,L0025,T03,506,0.965291,-0.327984,2.0,0.935983,22.137183,1.129245,-7.305221,7.391986,PASS
S00780,L0039,T04,780,0.990873,-0.327722,3.0,0.94883,22.597188,5.738672,-7.931665,9.789978,FAIL
S00198,L0009,T02,198,0.64392,-0.343278,2.0,0.833802,20.73888,2.579397,-5.379911,5.9663,PASS
S00146,L0007,T01,146,-0.788865,-0.34112,2.0,0.916444,21.955321,-1.237141,1.716999,2.116271,PASS
S00038,L0001,T01,38,0.664483,0.772475,3.0,0.70748,22.93074,7.671866,-4.174455,8.734048,FAIL
S00156,L0007,T01,156,0.613053,0.754749,3.0,0.761444,21.011286,8.791849,-4.742736,9.989502,FAIL
S00695,L0034,T02,695,0.442068,-0.958074,4.0,0.726899,22.815289,1.872887,-8.358943,8.566191,FAIL
S00607,L0030,T02,607,0.388423,0.871898,1.0,0.649769,21.590707,8.269023,-2.302431,8.583585,FAIL
S00615,L0030,T01,615,-0.420678,-0.540496,4.0,0.901324,21.069173,-1.918884,-2.419261,3.08787,PASS
S00492,L0024,T02,492,-0.388101,-0.521243,3.0,0.743662,22.27327,0.50981,-1.916773,1.983412,PASS
S00672,L0033,T01,672,0.343504,-0.177205,4.0,0.80709,21.882198,2.686955,-2.753519,3.847284,PASS
S00681,L0034,T01,681,0.725704,-0.132427,1.0,0.90038,21.492579,3.243468,-5.413448,6.310746,PASS
S00388,L0019,T04,388,-0.605086,-0.460098,3.0,0.914,22.039484,1.172542,-1.409862,1.83373,PASS
S00777,L0038,T01,777,-0.00798,-0.712338,2.0,0.8832,21.753585,-0.012431,-3.399038,3.399061,PASS
S00015,L0000,T02,15,0.674094,-0.766618,2.0,0.731473,21.83159,-0.468905,-5.787706,5.80667,PASS
S00086,L0004,T02,86,0.618555,0.788862,3.0,0.685001,21.529334,7.255321,-2.765125,7.76438,PASS
S00709,L0035,T01,709,0.778294,-0.152057,4.0,0.685098,22.36,2.023203,-6.736237,7.033509,PASS
S00360,L0018,T01,360,0.83533,-0.166484,2.0,0.834955,22.248245,4.949401,-6.863696,8.462085,FAIL
S00387,L0019,T04,387,-0.652951,0.636805,3.0,0.732708,22.103654,8.506001,2.373347,8.830902,FAIL
S00376,L0018,T01,376,-0.645912,0.731035,2.0,0.811073,21.494643,4.702929,3.513297,5.870332,PASS
S00083,L0004,T04,83,-0.212525,0.927372,2.0,0.827117,23.033373,7.182992,1.483951,7.334676,PASS
S00168,L0008,T02,168,0.378654,-0.513004,1.0,0.974544,21.662361,22.16327,-4.978013,5.355196,PASS
S00002,L0000,T01,2,-0.483444,-0.3106,1.0,1.0,22.263953,-0.755145,1.345275,1.542728,PASS
S00748,L0037,T01,748,-0.533532,0.880921,4.0,0.870475,20.768207,6.350487,2.117164,6.694107,PASS
S00052,L0002,T02,52,0.728454,-0.000576,1.0,0.863627,20.013231,4.7072,-3.87569,6.097434,PASS
S00050,L0002,T03,50,0.567372,0.818303,1.0,0.950753,21.45471,4.63184,-3.940507,6.081244,PASS
S00207,L0010,T01,207,0.942329,0.209819,4.0,0.90079,21.988309,7.384188,-5.808232,9.394774,FAIL
S00172,L0008,T01,172,-0.03997,-0.65433,4.0,1.0,21.73507,-0.12145,-1.501752,1.506655,PASS
S00489,L0024,T02,489,-0.528189,-0.637113,4.0,0.821281,24.199262,0.389054,-0.5618,0.683361,PASS
S00188,L0009,T03,188,-0.838329,-0.970296,2.0,0.984855,22.23519,-3.300793,0.503279,3.338941,PASS
S00796,L0039,T02,796,0.298758,-0.321683,3.0,0.947944,21.293525,4.704647,-4.403312,6.443823,PASS
S00327,L0016,T02,327,0.11551,0.748675,2.0,0.926057,22.856093,8.22149,1.545175,8.365432,FAIL
S00422,L0021,T01,422,-0.196955,-0.245001,2.0,0.844848,22.341035,-0.113909,-0.744397,0.753062,PASS
S00568,L0028,T02,568,0.811962,-0.640718,1.0,1.0,21.450182,2.076141,-8.865602,9.105452,FAIL
S00090,L0004,T02,90,-0.764158,-0.917172,1.0,0.951232,22.302808,-4.019049,2.111331,4.539876,PASS
S00603,L0030,T01,603,-0.701548,0.546353,1.0,0.539952,21.141162,6.074967,2.748499,6.667793,PASS
S00705,L0035,T01,705,0.978147,0.584334,2.0,0.811067,22.310306,8.654345,-5.824828,10.431985,FAIL
S00481,L0024,T01,481,0.749441,-0.382978,4.0,0.878359,22.583073,2.60838,-7.931993,8.34986,FAIL
S00062,L0003,T02,62,-0.530787,-0.538371,3.0,0.967821,21.982312,-0.138669,-0.465615,0.485825,PASS
S00382,L0019,T02,382,-0.250991,0.195714,2.0,0.992156,21.59534,4.100484,0.89406,4.196822,PASS
S00742,L0037,T01,742,-0.28928,0.314221,4.0,0.986191,22.908727,3.544008,0.29071,3.555911,PASS
S00383,L0019,T01,383,-0.578984,0.035226,1.0,0.848485,23.04019,4.456624,-0.420867,4.476452,PASS
S00542,L0027,T03,542,-0.279699,0.513511,2.0,0.819872,23.456698,2.162272,0.921792,2.350557,PASS
S00651,L0032,T01,651,-0.57347,-0.154854,2.0,0.868306,21.342317,2.293099,0.579034,2.365075,PASS
S00684,L0034,T01,684,-0.565624,0.989916,3.0,0.867492,22.207213,7.232443,2.651587,7.703191,PASS
S00736,L0036,T01,736,0.091449,0.990791,1.0,0.980627,21.311524,6.136814,-0.77831,6.185973,PASS
S00140,L0007,T02,140,-0.272806,-0.248745,4.0,0.910765,21.908325,1.115619,0.528217,1.23435,PASS
S00473,L0023,T02,473,0.55722,-0.100798,2.0,1.0,22.118752,4.483862,-4.800055,6.568527,PASS
S00195,L0009,T01,195,-0.123868,-0.757025,1.0,0.902863,21.559206,-1.911447,-0.905848,2.115228,PASS
S00417,L0020,T04,417,-0.343242,0.887168,3.0,1.0,21.693167,10.626934,1.727603,10.766445,FAIL
S00190,L0009,T02,190,-0.385556,0.408358,4.0,0.74342,22.352992,6.531997,0.02838,6.532058,PASS
S00625,L0031,T01,625,0.093559,-0.807007,3.0,0.826601,22.188421,-1.114334,-4.092462,4.24146,PASS
S00093,L0004,T04,93,-0.784615,0.93811,3.0,0.692078,22.3128,8.182694,3.567297,8.926483,FAIL
S00167,L0008,T01,167,0.707599,-0.498994,3.0,0.864224,22.331565,0.536163,-6.206141,6.229258,PASS
S00130,L0006,T01,130,-0.875879,0.834823,4.0,0.588363,22.030427,6.12531,2.424157,6.587561,PASS
S00337,L0016,T02,337,0.898324,0.6785,3.0,0.867453,21.197281,9.127166,-4.702315,10.267275,FAIL
S00459,L0022,T01,459,-0.601355,-0.914752,3.0,0.949496,20.02066,-5.412024,-0.482242,5.433467,PASS
S00218,L0010,T01,218,-0.127759,-0.58025,3.0,1.0,23.271699,0.327236,0.339586,0.471595,PASS
S00209,L0010,T01,209,0.780921,-0.529765,2.0,0.838287,21.647206,1.605906,-4.341271,4.628777,PASS
S00711,L0035,T01,711,-0.937032,0.267928,1.0,0.824781,22.031359,2.872328,2.182519,3.607445,PASS
S00671,L0033,T01,671,-0.044667,0.387853,3.0,0.80718,20.845416,5.822389,-1.018808,5.910853,PASS
S00461,L0023,T02,461,-0.384534,-0.897738,1.0,0.763515,21.806328,-2.436989,-2.768401,3.688219,PASS
S00211,L0010,T01,211,-0.631473,0.133816,1.0,0.863476,21.623671,3.885947,-1.257348,4.208722,PASS
S00675,L0033,T01,675,-0.461961,0.731984,3.0,1.0,22.027307,5.09646,0.490166,5.119977,PASS
S00624,L0031,T01,624,0.35865,0.053118,3.0,0.793284,21.704336,6.460355,-3.941734,7.567923,PASS
S00400,L0020,T01,400,0.235652,0.186131,3.0,0.76785,20.913353,5.544401,-2.033832,5.905663,PASS
S00229,L0011,T02,229,0.775421,-0.997428,1.0,0.812771,21.098197,-0.423823,-6.830318,6.843454,PASS
S00449,L0022,T01,449,-0.070492,-0.304912,2.0,0.768175,22.203067,0.569648,-3.285121,3.334145,PASS
S00258,L0012,T01,258,0.82314,0.236665,2.0,0.945637,21.965006,5.062701,-5.427712,7.422331,PASS
S00791,L0039,T01,791,-0.446878,0.055233,3.0,0.82836,21.640297,2.188678,1.546196,2.679745,PASS
S00247,L0012,T02,247,-0.630447,-0.623847,1.0,0.888076,21.835343,-0.676487,0.105347,0.68464,PASS
S00134,L0006,T03,134,-0.636635,0.814597,1.0,0.897171,21.182488,6.015763,2.649026,6.573183,PASS
S00416,L0020,T02,416,0.071802,-0.192472,2.0,0.699701,22.828194,1.939543,-3.001907,3.573972,PASS
S00555,L0027,T01,555,-0.3353,-0.490451,1.0,0.785662,21.669965,0.006676,-0.151807,0.151954,PASS
S00275,L0013,T02,275,-0.066519,0.630888,1.0,0.832763,22.75133,8.837932,-0.61019,8.858971,FAIL
S00087,L0004,T01,87,0.50637,-0.115065,2.0,0.905727,22.006979,2.760833,-3.47443,4.437777,PASS
S00757,L0037,T04,757,-0.028575,0.079295,4.0,0.818479,22.51748,6.037982,-1.072715,6.132531,PASS
S00214,L0010,T01,214,-0.075422,0.252796,4.0,0.860492,23.229403,5.004487,0.725561,5.056811,PASS
S00415,L0020,T03,415,-0.399322,0.41453,2.0,0.8692869999999999,22.717986,2.935242,-0.821393,3.048004,PASS
S00194,L0009,T02,194,0.709537,0.024328,2.0,0.717314,20.408122,4.513596,-5.664893,7.243174,PASS
S00776,L0038,T04,776,-0.835019,-0.364848,2.0,0.797487,21.518412,1.692449,-0.223891,1.707194,PASS
S00543,L0027,T01,543,0.477341,-0.066265,1.0,0.769189,21.568657,5.619108,-4.308531,7.080806,PASS
S00124,L0006,T01,124,0.062088,0.365728,2.0,0.881943,21.647001,3.087876,-1.767855,3.55813,PASS
S00660,L0033,T03,660,-0.600776,-0.590238,1.0,0.900794,22.260559,-2.315723,-1.256491,2.634643,PASS
S00693,L0034,T01,693,-0.430784,-0.015275,2.0,0.958441,22.089311,2.39908,-1.205005,2.684702,PASS
S00021,L0001,T03,21,-0.831156,-0.095642,3.0,0.69742,22.083351,-1.465328,-0.307404,1.497226,PASS
S00044,L0002,T01,44,-0.522159,0.251788,3.0,0.948821,23.082991,3.923571,2.496301,4.650369,PASS
S00771,L0038,T02,771,-0.418453,-0.903233,1.0,0.979631,21.641343000000006,1.031668,-2.728596,2.917117,PASS
S00205,L0010,T01,205,0.481343,-0.933672,4.0,0.700714,22.192266,-3.056178,-6.736412,7.397261,PASS
S00799,L0039,T04,799,0.195655,0.862252,2.0,0.932374,21.750261,9.512843,-4.049726,10.338978,FAIL
S00187,L0009,T01,187,0.028362,-0.91011,3.0,0.836346,21.827443,-1.239195,-3.000876,3.246669,PASS
S00554,L0027,T03,554,0.714001,0.308526,4.0,0.80808,22.178457,6.102388,-2.977673,6.790116,PASS
S00245,L0012,T01,245,-0.741901,0.173873,3.0,0.928828,22.374111,1.479672,0.906666,1.735359,PASS
S00109,L0005,T01,109,-0.725317,0.546287,4.0,0.743506,23.308803,3.728539,4.626735,5.94211,PASS
S00679,L0033,T01,679,0.906805,-0.620889,1.0,0.600713,21.926438,2.565285,-7.575521,7.998075,PASS
S00104,L0005,T02,104,-0.238332,-0.951336,2.0,0.728223,20.913127,-0.851315,-1.746588,1.943015,PASS
S00730,L0036,T01,730,0.646023,0.785814,3.0,0.761717,21.519547,9.573857,-2.905437,10.005014,FAIL
S00117,L0005,T02,117,0.992209,0.210174,4.0,0.8012,23.01046,7.285628,-7.43575,10.410127,FAIL
S00177,L0008,T02,177,-0.958427,0.038658,4.0,1.0,21.668129,1.644984,3.521397,3.886671,PASS
S00049,L0002,T01,49,0.378965,0.138941,3.0,0.918284,23.969589,7.662572,-5.847289,9.638766,FAIL
S00613,L0030,T04,613,0.424949,-0.640014,4.0,0.806471,22.897196,3.408048,-12.485706,5.36417,PASS
S00213,L0010,T02,213,0.388648,-0.80982,2.0,0.894144,24.381399,0.373817,-4.240421,4.256866,PASS
S00500,L0025,T01,500,-0.992831,0.988419,4.0,0.837953,21.908737,6.286532,4.780382,7.897629,PASS
S00581,L0029,T01,581,0.544382,-0.946328,1.0,1.0,22.07256,-0.517187,-5.478232,5.502591,PASS
S00008,L0000,T01,8,0.373998,-0.416875,3.0,0.780893,21.614202,-0.734091,-5.864922,5.910685,PASS
S00312,L0015,T02,312,0.717322,0.988102,1.0,0.8922,22.16228,11.496419,-4.792707,12.455428,FAIL
S00784,L0039,T03,784,0.828621,-0.492353,4.0,0.752937,22.012000999999998,3.842666,-6.423138,7.484837,PASS
S00173,L0008,T01,173,0.267517,0.421348,4.0,0.815566,22.414557,3.94773,-2.480231,4.6622,PASS
S00236,L0011,T01,236,-0.135949,-0.128424,3.0,0.823268,22.006979,13.393565,-1.612607,2.906732,PASS
S00082,L0004,T04,82,0.140875,-0.760269,1.0,0.875452,21.790871,1.426083,-3.580467,3.854019,PASS
S00702,L0035,T01,702,0.381575,0.743549,3.0,0.965883,20.001791,9.909508,-3.443292,10.490692,FAIL
S00594,L0029,T01,594,0.302084,0.513478,1.0,0.834316,20.097811,3.167592,-2.060383,3.778732,PASS
S00436,L0021,T02,436,0.935792,0.112008,2.0,0.862643,22.373767,8.625179,-6.245057,10.648683,FAIL
S00646,L0032,T01,646,0.440696,-0.521804,4.0,0.901286,22.392786,2.300609,-8.436886,8.744932,FAIL
S00276,L0013,T01,276,-0.728942,0.894548,2.0,0.879382,22.741166,6.405659,4.393325,7.767482,PASS
S00410,L0020,T01,410,0.543893,0.155607,1.0,0.774773,21.919753,5.343956,-3.551445,6.416434,PASS
S00110,L0005,T01,110,-0.74701,-0.913891,1.0,0.901142,22.589415,-4.201271,1.492482,4.458495,PASS
S00097,L0004,T01,97,-0.529974,0.961126,1.0,0.878017,21.796102,6.906427,1.77294,7.130361,PASS
S00125,L0006,T02,125,-0.047952,0.828357,4.0,0.883314,20.131826,7.284449,-0.057334,7.284674,PASS
S00689,L0034,T04,689,0.56816,0.981401,1.0,0.751038,21.240251,13.062288,-3.482723,13.518607,FAIL
S00330,L0016,T01,330,-0.62574,0.125316,3.0,0.902571,22.482954,1.271908,0.588662,1.401525,PASS
S00250,L0012,T02,250,-0.182808,-0.153233,1.0,0.930711,22.724841,2.652494,-0.959449,2.820686,PASS
S00739,L0036,T01,739,-0.683482,-0.14533,1.0,0.948497,22.383721,0.217857,0.336719,0.40105,PASS
S00321,L0016,T01,321,0.83144,0.338059,1.0,0.864105,22.96349,6.260105,-4.197816,7.537279,PASS
S00794,L0039,T01,794,0.462619,0.650513,1.0,0.769211,22.006979,9.15584,-4.06783,10.018815,FAIL
S00133,L0006,T01,133,0.904248,-0.717545,1.0,0.920146,21.988602,1.263688,-8.759226,8.849912,FAIL
S00268,L0013,T02,268,0.898109,0.272863,1.0,0.739926,22.937829,6.17398,-5.78045,8.457638,FAIL
S00501,L0025,T02,501,0.205313,0.384856,3.0,0.789759,22.062543,5.378627,-3.280865,6.300294,PASS
S00569,L0028,T02,569,-0.531049,-0.370369,3.0,0.833499,21.280605,3.115538,-0.006526,3.115545,PASS
S00232,L0011,T02,232,0.62567,-0.9674,3.0,1.0,22.271258,0.130752,-5.236564,5.238196,PASS
S00407,L0020,T01,407,-0.114491,0.113995,4.0,0.772052,21.675131,4.047025,-0.413331,4.068078,PASS
S00329,L0016,T01,329,-0.670841,-0.480036,4.0,0.974866,22.003528,-1.485528,1.548245,2.14566,PASS
S00786,L0039,T02,786,0.626822,0.028401,2.0,0.839164,22.002971,4.319014,-4.954285,6.572582,PASS
S00706,L0035,T02,706,0.47327,-0.859282,1.0,0.807864,21.667883,0.406387,-6.044105,6.057752,PASS
S00552,L0027,T01,552,-0.286702,-0.383509,4.0,0.862378,22.318418,0.092431,-1.568295,1.571016,PASS
S00398,L0019,T01,398,0.715619,-0.636871,2.0,1.0,21.54656,-0.204361,-6.830758,6.833815,PASS
S00754,L0037,T01,754,-0.540648,0.67363,1.0,0.768908,21.012778,4.679556,1.108539,4.809064,PASS
S00063,L0003,T01,63,0.177668,-0.049351,4.0,0.723272,22.6249,0.333443,-0.401342,0.521785,PASS
S00287,L0014,T02,287,0.728567,-0.967762,3.0,0.980478,21.837456,0.216069,-6.660297,6.663801,PASS
S00447,L0022,T04,447,-0.44798,0.964241,3.0,0.848933,21.121429,8.214928,-0.037133,8.215012,FAIL
S00279,L0013,T03,279,-0.617248,0.720587,3.0,0.80918,20.789841,5.40045,2.347834,5.888733,PASS
S00048,L0002,T01,48,0.487914,-0.001104,2.0,0.814427,22.00529,4.371561,-3.549992,5.631428,PASS
S00657,L0032,T02,657,0.176756,-0.472841,2.0,0.674072,21.411082,2.02734,-2.229904,3.013732,PASS
S00307,L0015,T01,307,0.161362,-0.496368,2.0,0.87746,22.224503,0.963538,-3.032433,3.181832,PASS
S00798,L0039,T01,798,-0.954509,0.30737,3.0,0.756172,22.430684,3.213699,3.478827,4.736042,PASS
S00277,L0013,T04,277,0.956715,0.674841,3.0,0.901859,21.904277,10.541233,-4.384855,11.416853,FAIL
S00435,L0021,T02,435,0.256973,-0.881283,1.0,0.756067,21.172418,-0.145267,-4.051107,4.05371,PASS
S00725,L0036,T03,725,0.613926,-0.708554,3.0,0.975924,23.050372,0.362482,-5.2792,5.29163,PASS
S00773,L0038,T01,773,0.854413,0.218419,1.0,0.925819,21.622802,7.870931,-5.935632,9.858158,FAIL
S00057,L0002,T01,57,0.730787,0.63572,1.0,1.0,22.047024,8.179635,-5.633954,9.932164,FAIL
S00775,L0038,T02,775,-0.483704,0.10033,4.0,1.0,22.531986,6.173903,0.013427,6.173917,PASS
S00106,L0005,T01,106,0.088505,-0.67538,4.0,0.927149,21.275582,-0.573734,-3.039734,3.093404,PASS
S00100,L0005,T02,100,0.403926,0.412937,2.0,1.0,22.368724,6.791542,-0.865257,6.846438,PASS
S00043,L0002,T01,43,-0.445365,0.532897,3.0,0.817014,22.800645,1.342449,0.60575,1.472788,PASS
S00642,L0032,T02,642,0.515555,0.658573,1.0,0.801185,22.509819,8.874227,-4.290611,9.85704,FAIL
S00448,L0022,T01,448,0.835108,0.703094,1.0,0.87431,21.355194,8.517635,-2.126877,8.779164,FAIL
S00023,L0001,T01,23,-0.495944,0.664574,1.0,0.880813,21.902478,3.936503,1.73452,4.3017,PASS
S00751,L0037,T04,751,0.376239,0.92178,1.0,0.721036,20.739714,11.672632,-3.106927,12.079045,FAIL
S00007,L0000,T02,7,0.610383,0.735167,4.0,0.817268,22.339793,11.147872,-4.38262,11.978414,FAIL
S00505,L0025,T01,505,-0.596889,0.228927,2.0,0.864105,22.811872,4.386515,-0.317996,4.398027,PASS
S00203,L0010,T03,203,0.257339,0.89989,2.0,0.837122,21.613794,7.778165,-0.861501,7.825729,PASS
S00065,L0003,T01,65,0.362166,0.66886,2.0,0.789218,22.772997,5.2602,-3.501923,6.31927,PASS
S00549,L0027,T01,549,0.086551,0.940963,2.0,0.821721,23.341428,7.844959,-0.231723,7.848381,PASS
S00201,L0010,T03,201,-0.674484,-0.036023,2.0,0.867544,22.945139,0.685693,0.852428,1.093988,PASS
S00699,L0034,T02,699,-0.768735,-0.289978,3.0,0.978586,22.263996,0.721844,1.649321,1.800366,PASS
S00184,L0009,T02,184,0.991208,0.793765,4.0,0.84865,22.415377,11.493202,-6.197708,13.057767,FAIL
S00032,L0001,T03,32,0.20021,0.852492,1.0,0.632855,22.023994,5.329717,-2.684888,5.96779,PASS
S00060,L0003,T02,60,-0.323237,0.807025,4.0,1.0,23.194801,7.801836,1.458013,7.936904,PASS
S00519,L0025,T02,519,0.112834,0.828699,3.0,0.855769,21.698373,7.880571,-0.507114,7.896871,PASS
S00266,L0013,T01,266,-0.695616,-0.913161,3.0,0.59723,21.389264,-3.285366,0.682418,3.355491,PASS
S00406,L0020,T01,406,0.239144,-0.780782,4.0,0.870129,23.205755,-1.361387,-5.046753,5.227149,PASS
S00504,L0025,T01,504,-0.472729,-0.231878,1.0,0.771038,23.011385,1.331199,-2.171676,2.547208,PASS
S00588,L0029,T01,588,-0.358824,-0.772627,3.0,0.800343,22.013552,-1.502129,-2.706726,3.095603,PASS
S00228,L0011,T01,228,0.574865,0.382242,3.0,0.882969,22.529995,6.702411,-4.036636,7.824113,PASS
S00356,L0017,T01,356,0.4866,0.367159,1.0,0.780992,23.375626,7.691309,-4.637244,8.981107,FAIL
S00182,L0009,T01,182,-0.854398,0.117267,1.0,0.930785,22.87353,-0.458591,2.630977,2.670645,PASS
S00061,L0003,T01,61,-0.854496,0.53882,2.0,0.862073,23.143097,3.013441,3.036214,4.277782,PASS
S00611,L0030,T02,611,0.987684,-0.607184,1.0,0.852311,21.020205,0.758995,-9.877991,9.907107,FAIL
S00281,L0014,T04,281,-0.19034,-0.829537,1.0,0.831096,21.300671,1.034876,-3.247412,3.408321,PASS
S00641,L0032,T04,641,0.934954,-0.188589,3.0,0.906253,23.363884,6.450972,-7.438277,9.845964,FAIL
