sample_id,lot_id,tool_id,sequence,temp_c,pressure_torr,gas_flow_sccm,cycles,chamber_age_runs,hours_since_maintenance,thickness_nm,uniformity_pct,sheet_resistance_proxy,next_run_cycle_correction
S00475,L0023,T01,475,392.614433,2.665023,163.406848,114,31.313622,83.480338,67.080272,1.628376,60.590457,12.0
S00389,L0019,T01,389,401.020203,2.545531,165.79944,132,159.8927,41.384794,70.473746,3.687209,53.709354,-2.255932
S00662,L0033,T02,662,394.233725,2.237107,165.250765,111,222.091609,12.796981,64.479515,3.93172,61.91006,12.0
S00301,L0015,T01,301,388.705019,2.373209,168.552019,111,167.451194,159.730365,62.430465,3.54442,68.346246,12.0
S00688,L0034,T01,688,397.092872,2.424913,176.188326,,186.149396,138.974293,70.526744,3.364809,59.318383,-2.508305
S00013,L0000,T02,13,381.162707,2.262791,197.945804,105,134.115343,127.2317,62.806807,3.244431,64.874053,12.0
S00248,L0012,T01,248,389.470098,2.428664,190.060019,126,36.510533,68.332105,67.714277,2.029859,62.298523,10.884394
S00138,L0006,T02,138,382.942436,2.162966,,93,159.392043,124.980236,61.952591,3.255706,66.7578,12.0
S00130,L0006,T01,130,396.558789,2.4457,173.354316,103,63.310871,104.381853,63.725417,2.026186,67.071303,12.0
S00762,L0038,T03,762,397.903865,2.240209,179.306199,119,76.063722,83.341804,67.524268,2.167273,61.608249,11.789201
S00443,L0022,T02,443,402.222506,2.672603,181.541716,118,196.221676,63.836705,67.628698,3.797991,60.681687,11.291912
S00793,L0039,T01,793,386.468106,2.187732,171.043634,108,53.120729,77.569011,62.713272,2.10552,64.960393,12.0
S00653,L0032,T01,653,417.810817,1.945966,175.691627,123,58.944427,93.981693,70.690105,2.569162,57.058724,-3.286213
S00242,L0012,T01,242,403.30276,2.012942,200.356025,,144.614741,36.729703,69.790455,3.31472,59.357671,0.997834
S00103,L0005,T01,103,381.702961,2.460353,178.829078,96,84.624571,129.300925,60.029344,2.37355,70.450301,12.0
S00639,L0031,T01,639,402.137826,2.428238,188.639204,97,53.336056,10.290963,63.546871,1.886263,62.511978,12.0
S00269,L0013,T03,269,412.903358,2.300065,173.57418,133,,9.59902,69.98415,2.828215,54.651862,0.075474
S00256,L0012,T01,256,383.811009,2.217894,165.200456,112,115.907708,78.840792,63.855531,3.141327,66.704183,12.0
S00440,L0022,T01,440,394.188933,2.122557,172.316477,117,77.029381,104.280029,66.179589,2.058295,63.522737,12.0
S00073,L0003,T03,73,390.087614,2.660182,201.01153,135,213.815559,0.248455,69.202069,3.847066,62.874736,3.799669
S00790,L0039,T01,790,377.33733,2.209713,173.333408,134,72.660261,93.630708,67.729159,2.216052,57.465506,10.813531
S00342,L0017,T02,342,374.243643,2.168858,171.188966,85,5.38162,37.518958,59.376168,1.697817,68.690907,12.0
S00411,L0020,T01,411,389.606099,2.227691,231.069355,140,90.198142,64.68041,71.130751,2.482884,59.987734,-5.384529
S00171,L0008,T02,171,396.357511,2.248768,176.023518,83,4.58229,121.512216,61.730646,1.47647,70.83634,12.0
S00463,L0023,T01,463,397.756456,2.661197,176.991527,103,235.081083,83.401915,64.293181,4.617527,65.899576,12.0
S00484,L0024,T02,484,383.767526,2.614936,198.988827,108,179.044884,102.929049,64.730261,3.328718,64.445434,12.0
S00052,L0002,T05,52,394.244011,2.009045,187.44113,133,40.206094,152.584456,71.634871,1.619723,56.679509,-7.785098
S00177,L0008,T03,177,399.94561,2.359888,153.970143,111,2.539814,44.011334,67.661079,1.408816,57.379117,11.137719
S00185,L0009,T02,185,394.361517,2.204126,145.831123,117,171.110384,159.131002,66.146931,3.588165,58.719465,12.0
S00360,L0018,T02,360,395.383123,2.557064,173.765835,112,2.727961,58.956497,65.122918,1.7134,61.218137,12.0
S00723,L0036,T03,723,389.601028,2.582808,179.892741,120,123.869011,41.20514,67.456301,2.644858,59.654474,12.0
S00507,L0025,T04,507,383.54515,2.273896,169.81626,124,136.53133,42.724529,67.050028,2.912219,59.400548,12.0
S00623,L0031,T01,623,376.223243,2.283809,171.46685,139,194.105989,141.192219,68.710227,3.560382,54.59756,6.141774
S00649,L0032,T02,649,401.840115,2.143471,171.367957,119,141.307129,28.639259,69.494196,3.403684,57.01851,2.40859
S00549,L0027,T03,549,391.046779,2.185565,203.213516,131,53.76695,135.01248,70.100256,2.220081,54.65327,-0.477411
S00226,L0011,T03,226,400.086913,2.360102,173.944933,92,61.117837,73.083825,61.497136,2.132023,67.047215,12.0
S00397,L0019,T01,397,394.616386,1.866446,154.439646,110,223.636186,24.668003,65.577553,4.308738,64.436243,12.0
S00563,L0028,T01,563,400.204672,2.236286,183.312421,87,152.168818,70.931147,59.97515,3.462802,72.215003,12.0
S00168,L0008,T02,168,378.369147,2.37472,181.06134,109,110.486198,109.531084,63.897297,2.981688,63.644325,12.0
S00332,L0016,T05,332,664.197945,2.327519,173.203072,120,112.698728,143.052799,68.42764,2.835155,57.760735,7.487426
S00320,L0016,T03,320,387.945832,2.721977,171.085079,87,70.287378,4.046115,59.734557,2.615818,72.021969,12.0
S00660,L0033,T01,660,372.162162,2.462321,180.389268,107,234.141609,127.610453,61.884642,4.282322,63.726552,12.0
S00202,L0010,T01,202,378.718051,2.436024,171.201074,117,,146.141626,64.713662,3.963811,57.971587,12.0
S00261,L0013,T03,261,385.648328,2.321544,168.831609,140,52.886546,62.195944,70.637055,1.999812,56.917762,-3.033594
S00082,L0004,T01,82,409.396801,2.206266,184.322054,134,16.266761,109.152239,71.528397,1.995991,60.340166,-7.27808
S00268,L0013,T04,268,382.606327,2.703293,147.592477,109,85.192963,75.142957,64.044068,2.475135,65.454855,12.0
S00230,L0011,T02,230,382.014887,2.090531,165.161864,128,27.737345,104.039252,67.294275,2.256881,62.560391,12.0
S00170,L0008,T01,170,389.893989,2.646316,176.381639,,79.27475,57.627824,62.388112,2.487574,67.962764,12.0
S00111,L0005,T03,111,393.093279,2.60455,188.295402,97,172.389359,104.348963,63.67312,3.135914,65.711969,12.0
S00413,L0020,T03,413,385.912969,2.982704,204.531733,133,160.131168,75.22726,71.118618,4.115822,55.607326,-5.326753
S00081,L0004,T01,81,400.956999,1.788705,202.93544,132,235.639136,42.851052,71.427287,4.370993,53.463203,-6.796603
S00076,L0003,T04,76,387.608249,2.172158,187.05603,114,55.763585,55.39783,66.489978,2.190931,67.148864,12.0
S00514,L0025,T01,514,376.296618,2.603095,179.147677,123,82.063592,110.556363,67.578297,2.401932,58.925503,11.53192
S00604,L0030,T04,604,398.278653,2.70312,173.768489,125,229.696975,128.869925,69.672535,4.48061,62.63985,1.559358
S00636,L0031,T01,636,399.513393,2.141496,185.350107,115,29.373928,155.901918,70.330054,1.937434,54.198537,-1.571686
S00187,L0009,T04,187,389.48101,2.473955,165.839768,103,144.969054,28.373536,65.517448,3.028499,63.546582,12.0
S00091,L0004,T01,91,381.301561,2.817073,186.236179,107,11.967636,17.599132,64.702057,1.688275,63.590837,12.0
S00158,L0007,T01,158,391.136884,2.003364,180.831409,88,202.012745,10.84772,58.24278,4.270333,71.138558,12.0
S00045,L0002,T02,45,395.098665,2.615478,,115,164.658636,11.308956,65.727173,3.55916,64.788122,12.0
S00690,L0034,T01,690,381.50109,2.186803,169.414342,125,110.423264,139.690342,65.132068,2.97379,61.434513,12.0
S00746,L0037,T01,746,,2.547377,180.05567,83,209.216945,61.524335,60.404564,3.952538,70.584815,12.0
S00344,L0017,T01,344,392.545679,2.327109,191.830782,137,148.375853,98.801403,70.262347,3.024778,57.885623,-1.249273
S00596,L0029,T03,596,,2.753226,183.106249,83,222.081597,105.690566,59.027096,4.298479,74.763306,12.0
S00291,L0014,T03,291,388.225188,2.690623,188.674173,128,199.241059,129.4379,70.339169,4.158927,56.407562,-1.615089
S00028,L0001,T04,28,397.344942,1.973334,172.146758,135,62.066972,80.009002,71.934278,2.405213,54.488989,-9.210845
S00726,L0036,T02,726,400.486187,2.443462,193.502257,135,40.619893,53.917016,71.208203,1.627407,56.009421,-5.753346
S00154,L0007,T01,154,383.163489,2.363017,201.527677,122,113.527339,27.768628,68.332964,2.831176,59.955123,7.938265
S00565,L0028,T01,565,380.131234,2.307315,188.78789,134,115.68085,15.027878,68.700505,3.223709,60.763507,6.188072
S00473,L0023,T04,473,385.291406,2.352958,168.094797,80,43.395271,89.151107,57.146929,2.110855,73.869438,12.0
S00033,L0001,T03,33,392.972817,2.342498,177.52643,97,230.479594,138.003196,62.785524,4.053061,72.117644,12.0
S00676,L0033,T01,676,390.211639,2.510577,181.817825,112,109.745792,57.981826,67.441492,2.792783,59.090939,12.0
S00395,L0019,T01,395,397.203676,2.383786,168.906833,105,239.526225,3.089551,63.47894,4.259167,66.541291,12.0
S00477,L0023,T01,477,404.621572,2.166035,189.629979,89,56.620957,107.903778,63.585019,2.157615,65.590429,12.0
S00792,L0039,T01,792,402.529462,2.207321,162.286234,132,193.300903,26.276967,70.867927,3.892444,54.754045,-4.132985
S00056,L0002,T01,56,388.924541,2.537831,205.094019,97,112.642273,139.766865,60.956021,2.798002,66.007139,12.0
S00379,L0018,T02,379,379.946925,2.466064,188.307599,104,127.912565,157.898615,61.844237,3.049782,68.698155,12.0
S00148,L0007,T01,148,382.255133,2.57864,167.239016,119,31.061773,73.160051,66.9945,1.870606,60.161437,12.0
S00132,L0006,T05,132,395.712397,,156.067633,86,64.22437,55.295741,59.573431,2.814875,68.567801,12.0
S00237,L0011,T01,237,397.322977,2.538389,192.534813,134,178.581544,43.901084,70.29158,3.877608,54.462185,-1.388478
S00217,L0010,T02,217,373.864392,2.16149,186.379266,88,168.716579,2.618591,57.666451,3.6687,72.707321,12.0
S00520,L0026,T04,520,392.105285,2.393982,200.298266,133,183.6458,47.671588,69.714034,3.584759,54.996544,1.361741
S00178,L0008,T01,178,394.399779,2.396769,166.922386,109,228.130686,0.550959,61.542006,3.96628,70.541808,12.0
S00668,L0033,T02,668,388.914619,2.641852,170.738162,106,83.528104,83.34574,62.906493,2.642249,61.411002,12.0
S00300,L0015,T05,300,378.446262,1.794443,174.965214,139,144.401068,36.045056,68.461836,3.179154,61.104054,7.324592
S00309,L0015,T01,309,385.369494,2.334342,190.090698,130,87.332018,10.668205,70.588198,2.801048,58.548795,-2.800945
S00292,L0014,T01,292,387.756531,2.493519,183.471216,120,45.188365,58.982504,67.760882,2.216414,57.697837,10.662467
S00377,L0018,T01,377,384.061675,2.492689,182.191561,101,86.848176,105.135156,63.099042,2.822393,64.453787,12.0
S00228,L0011,T02,228,383.488532,2.452267,183.701862,85,44.37487,90.265047,57.970599,1.540385,72.554278,12.0
S00405,L0020,T03,405,378.351596,2.403245,187.141247,124,203.022096,12.395425,66.583489,3.90739,64.289941,12.0
S00490,L0024,T01,490,390.015275,2.238362,157.784171,81,212.775142,90.807752,57.899166,4.09506,72.498412,12.0
S00050,L0002,T01,50,387.10763,2.376378,162.930143,120,80.441867,138.389679,65.465969,2.401769,64.064421,12.0
S00645,L0032,T02,645,392.041538,2.425886,170.775102,85,199.604702,97.321416,59.724562,3.946342,70.048929,12.0
S00366,L0018,T01,366,401.863383,2.295008,165.258341,136,66.613599,64.826073,70.671687,2.022515,54.972872,-3.198509
S00216,L0010,T01,216,403.42253,2.940098,177.788412,90,61.38569,52.355853,62.269131,2.768045,70.119764,12.0
S00330,L0016,T03,330,381.727088,2.041952,187.363815,113,39.899023,94.254237,64.048653,1.966579,62.168506,12.0
S00402,L0020,T01,402,399.254913,2.225604,176.467724,86,116.687994,92.239886,59.840461,2.922749,69.707045,12.0
S00417,L0020,T03,417,379.999655,2.705727,175.671319,114,159.205352,58.880491,66.143049,3.25993,62.616647,12.0
S00383,L0019,T01,383,388.225938,2.268339,195.053445,94,78.46798,69.651738,60.730315,2.387031,71.853082,12.0
S00738,L0036,T02,738,,2.523142,175.583102,136,36.731744,82.003525,71.806323,1.796776,52.638031,-8.601539
S00778,L0038,T01,778,390.572611,2.414035,,102,158.810362,86.580996,61.887645,3.388928,69.87635,12.0
S00545,L0027,T02,545,399.728234,2.506842,184.046944,134,87.358413,123.004251,72.4331,2.464786,55.853576,-11.586192
S00415,L0020,T03,415,387.821792,2.288512,201.746389,85,128.317433,129.352448,61.454483,2.74064,66.962453,12.0
S00618,L0030,T02,618,392.132594,2.565385,182.780663,117,100.431903,37.867144,65.075563,2.803675,64.401515,12.0
S00716,L0035,T01,716,393.551386,2.351972,153.247962,84,56.685647,116.092495,59.62212,2.412595,66.098178,12.0
S00795,L0039,T01,795,398.408696,2.20263,202.574052,102,37.188653,82.452969,66.590861,1.920742,62.571429,12.0
S00702,L0035,T01,702,395.532737,2.578135,179.059329,116,212.606118,146.766453,68.482809,4.037348,56.749554,7.224721
S00593,L0029,T02,593,384.729714,2.667496,159.286925,120,72.570736,53.522967,65.135358,2.177349,63.08208,12.0
S00689,L0034,T02,689,394.22212,2.249248,196.357885,94,71.087776,1.338495,60.338061,2.292937,69.513051,12.0
S00727,L0036,T01,727,382.300178,2.393473,145.942909,84,173.172971,20.770444,59.237837,3.422944,67.687925,12.0
S00084,L0004,T04,84,383.400969,2.484995,162.785032,101,18.714846,66.466654,63.732505,1.513062,62.018399,12.0
S00560,L0028,T04,560,393.505226,2.415824,173.523755,83,130.494928,24.336775,59.064679,3.259091,69.291437,12.0
S00595,L0029,T01,595,,2.193781,180.094352,93,168.488227,156.375573,65.025196,3.574231,62.821654,12.0
S00525,L0026,T03,525,390.8928,2.216659,163.234389,105,133.863837,4.551048,61.987077,3.575419,67.86981,12.0
S00014,L0000,T03,14,389.734072,2.656244,182.454913,127,236.739761,2.732879,65.559336,4.524373,66.309879,12.0
S00262,L0013,T01,262,387.919441,2.221559,180.223289,130,123.598957,19.589067,68.788775,2.760978,56.266521,5.767737
S00072,L0003,T04,72,395.518419,2.357041,184.436416,125,207.018638,141.661685,70.433877,3.935378,56.241932,-2.066082
S00787,L0039,T05,787,393.569442,2.129537,166.54263,115,46.235929,70.807919,63.275608,1.761503,65.1392,12.0
S00760,L0038,T03,760,384.48368,2.55037,172.825181,90,50.656297,106.968007,61.363993,2.241155,69.120244,12.0
S00664,L0033,T02,664,392.897202,2.575494,164.104352,113,231.972173,31.90032,66.719833,4.150536,57.725186,12.0
S00764,L0038,T01,764,392.067493,2.142577,181.253918,80,208.30325,40.73818,60.136457,4.148316,72.79419,12.0
S00561,L0028,T01,561,394.763746,2.415177,194.099636,111,165.463154,101.577481,66.29525,3.018744,61.427679,12.0
S00024,L0001,T01,24,383.90288,2.270718,178.320918,90,79.248203,50.298832,60.265503,2.386993,71.160993,12.0
S00627,L0031,T01,627,379.293608,2.174938,157.516075,130,114.012494,110.606535,66.339571,2.91442,58.741676,12.0
S00040,L0002,T03,40,378.295963,2.312775,171.082064,132,115.964409,155.618606,67.500965,2.537027,63.633255,11.900169
S00236,L0011,T02,236,374.562837,2.018258,184.675336,84,15.582669,109.881104,57.516326,1.948053,71.984505,12.0
S00162,L0008,T02,162,386.475543,2.111952,164.157637,90,14.787819,16.547281,62.098996,2.000979,65.471753,12.0
S00494,L0024,T01,494,387.750039,2.234913,160.979781,129,227.889075,121.856271,68.760248,4.059278,61.164027,5.903581
S00567,L0028,T01,567,,1.990372,184.256795,86,34.19515,92.681085,60.40565,2.003792,70.813266,12.0
S00325,L0016,T03,325,399.582857,2.587813,180.289079,115,50.604726,156.32359,69.943634,2.233567,59.414656,0.268409
S00288,L0014,T02,288,395.036885,2.373528,191.624197,127,79.980355,10.121037,70.526646,2.27061,57.565941,-2.507838
S00404,L0020,T01,404,397.51424,2.433782,190.090692,121,89.030693,37.5121,67.824815,2.498014,57.213187,10.358026
S00571,L0028,T02,571,,1.977852,168.441463,134,181.064101,123.551169,68.982729,3.988064,58.195518,4.844146
S00779,L0038,T01,779,396.323646,2.276791,187.544442,,173.496537,56.112175,66.980019,3.286726,63.971172,12.0
S00568,L0028,T01,568,396.374792,,174.94014,137,45.969724,23.040278,71.794413,2.239509,53.394742,-8.544823
S00714,L0035,T03,714,376.532253,2.490434,184.09826,111,139.691931,51.752847,64.476682,3.128493,65.85748,12.0
S00302,L0015,T01,302,397.390421,2.819941,176.612532,80,14.065405,75.527094,57.861672,1.551211,73.271938,12.0
S00576,L0028,T02,576,377.63919,2.348896,153.93374,124,150.095622,69.090263,66.902881,3.030746,62.221873,12.0
S00594,L0029,T01,594,395.188644,2.499539,168.414849,81,229.693108,130.95114,59.440657,4.056857,69.776108,12.0
S00317,L0015,T01,317,379.50892,2.333115,180.337247,88,214.722515,106.391,59.304199,4.040242,69.12358,12.0
S00462,L0023,T04,462,386.143884,2.317251,168.522368,100,47.15535,157.911125,61.572913,2.023977,65.395813,12.0
S00140,L0007,T02,140,396.117723,2.46758,183.094913,122,147.541957,78.156981,69.980403,3.054516,59.62065,0.093317
S00476,L0023,T04,476,395.588766,2.236271,178.37248,129,37.12302,50.200973,70.438344,1.812161,59.717894,-2.087353
S00115,L0005,T04,115,385.120157,2.443879,174.699258,132,208.706238,42.758991,67.594681,3.729371,63.215831,11.453902
S00581,L0029,T02,581,385.786844,2.070309,181.42749,138,63.869963,115.266862,71.471474,1.992889,57.273857,-7.007018
S00339,L0016,T02,339,,2.910913,175.182036,87,84.562346,21.662851,60.42789,2.926715,68.764446,12.0
S00658,L0032,T03,658,,2.435297,159.31555,105,,72.779902,64.227653,2.430872,65.399928,12.0
S00553,L0027,T02,553,399.680914,2.091704,190.904008,137,94.845382,8.348551,68.290911,2.470843,59.097833,8.138518
S00700,L0035,T01,700,395.351267,2.093574,195.287191,88,86.426493,90.579473,60.441831,2.362813,67.088422,12.0
S00104,L0005,T01,104,393.270095,2.396533,169.171891,125,60.586527,76.540102,69.361052,2.177287,57.07096,3.042609
S00722,L0036,T03,722,379.535657,2.436161,170.691888,134,179.979868,5.989266,67.324387,3.507208,62.778218,12.0
S00606,L0030,T01,606,390.247712,2.51754,185.682902,122,236.183073,81.5721,68.404421,4.443245,60.378095,7.597994
S00538,L0026,T01,538,386.843045,2.033123,161.434868,87,109.014074,64.575808,59.836033,2.639958,68.257378,12.0
S00183,L0009,T01,183,375.197243,2.347287,175.679029,104,198.879147,151.467817,62.138726,4.118432,67.584033,12.0
S00375,L0018,T01,375,394.222667,2.622068,178.858695,82,13.063904,21.499791,57.776234,1.693237,71.42743,12.0
S00043,L0002,T02,43,385.659207,2.610008,197.778117,87,230.641852,108.400562,61.58736,4.09721,67.802253,12.0
S00741,L0037,T03,741,384.029544,,195.219671,123,121.457279,12.251512,67.053708,2.709192,61.273323,12.0
S00215,L0010,T02,215,398.171548,2.608633,187.769256,85,154.789261,59.138008,61.731039,3.52697,71.859392,12.0
S00246,L0012,T01,246,397.274639,2.24221,157.856839,84,67.124618,55.169112,59.707687,2.4341,70.132469,12.0
S00196,L0009,T04,196,393.788913,2.14886,184.007478,83,131.038879,71.585968,59.5885,3.151493,74.486159,12.0
S00134,L0006,T03,134,386.992856,2.344485,193.766411,132,27.107853,98.979781,70.446402,1.74798,54.3391,-2.125723
S00467,L0023,T01,467,398.959315,2.11809,209.366173,106,170.478465,156.503696,66.128367,3.608546,64.708688,12.0
S00434,L0021,T01,434,380.579402,2.316223,181.87559,134,98.740634,8.839231,70.539445,2.6727,57.207783,-2.568784
S00685,L0034,T03,685,395.451095,2.383777,185.716774,90,81.916984,124.360574,61.942904,2.340675,68.311349,12.0
S00414,L0020,T02,414,391.931364,2.336059,172.192571,135,30.477253,82.266064,69.878523,1.904529,58.213031,0.578464
S00007,L0000,T05,7,398.149129,2.251674,185.240149,139,230.04747,119.521537,72.897002,4.255925,52.753196,-12.0
S00536,L0026,T02,536,401.281916,2.790985,170.643367,134,18.406941,140.900642,70.013493,1.580643,59.810691,-0.064251
S00409,L0020,T03,409,396.113428,2.71541,176.355363,103,201.799693,66.601951,63.749546,4.016105,64.372217,12.0
S00252,L0012,T02,252,393.781497,2.160071,189.931316,84,79.161213,143.666591,60.860353,2.629414,70.258025,12.0
S00487,L0024,T01,487,398.60546,2.263991,165.970667,86,30.442152,29.687147,59.876512,1.770873,69.470234,12.0
S00009,L0000,T02,9,393.944202,2.176707,202.622802,138,86.944006,131.358638,71.129377,2.561689,54.517589,-5.377985
S00732,L0036,T03,732,397.728306,2.295696,,,41.861095,75.561692,68.872389,1.905521,61.963666,5.369577
S00786,L0039,T01,786,380.793578,2.307429,180.373864,97,37.226517,29.543604,60.117054,2.117201,69.406601,12.0
S00671,L0033,T01,671,390.54196,2.582876,191.385178,133,213.736849,40.287703,70.464454,3.92286,58.980866,-2.211688
S00665,L0033,T01,665,400.036071,2.323943,205.713249,99,11.411252,4.739022,61.623667,1.182225,70.036687,12.0
S00003,L0000,T03,3,379.859351,2.468506,184.778571,85,193.448199,36.413482,60.067036,3.817613,70.37833,12.0
S00530,L0026,T01,530,401.777058,2.43347,175.821453,117,110.771229,20.758688,67.370246,2.43364,61.374128,12.0
S00745,L0037,T01,745,382.677202,2.404866,174.04601,94,54.22005,56.818354,58.479017,1.648922,71.152098,12.0
S00032,L0001,T04,32,400.071746,2.529731,185.755763,116,49.652245,26.459446,66.971606,1.953241,58.90514,12.0
S00564,L0028,T03,564,381.982538,2.544075,195.062219,80,47.468105,16.494427,59.311048,2.074545,71.034474,12.0
S00186,L0009,T03,186,,2.597875,184.170728,88,105.814296,45.650237,61.592841,2.668575,68.013801,12.0
S00189,L0009,T04,189,375.606636,2.295367,164.764017,94,0.797614,84.485845,59.24526,1.652446,69.478138,12.0
S00038,L0001,T02,38,373.830113,2.226874,180.919595,116,88.70624,122.889416,64.744673,2.338152,62.765545,12.0
S00661,L0033,T02,661,375.960608,2.403954,170.455875,94,48.060562,14.965443,61.532339,1.630947,66.329345,12.0
S00390,L0019,T01,390,408.155142,2.127293,197.705039,101,178.508964,62.476782,65.376638,3.62339,62.038066,12.0
S00785,L0039,T02,785,401.694167,2.615082,173.377503,138,144.201273,83.751118,72.209891,3.453116,58.568289,-10.523291
S00513,L0025,T02,513,386.392643,1.998506,170.673227,103,127.24395,82.204063,64.239066,2.873206,65.751319,12.0
S00776,L0038,T05,776,398.895359,2.641137,185.372637,131,226.140266,,69.972997,4.111014,59.587886,0.128584
S00198,L0009,T01,198,385.332756,2.020087,178.391246,121,206.645783,60.706802,67.285481,4.405381,59.734572,12.0
S00333,L0016,T01,333,381.545715,2.122106,189.21623,98,153.116808,111.199216,63.426356,3.544135,63.371951,12.0
S00122,L0006,T01,122,390.305172,2.331017,183.953628,83,4.438883,43.204233,58.951422,1.216801,73.13388,12.0
S00419,L0020,T02,419,390.25975,2.153794,183.039841,126,176.18827,134.319711,68.63457,3.566547,59.680015,6.502046
S00659,L0032,T01,659,397.591148,2.500534,195.930838,120,15.075171,25.921031,67.479221,1.564173,63.75713,12.0
S00385,L0019,T02,385,403.295619,2.417269,140.813858,89,191.39842,99.03781,61.560219,3.281304,67.52806,12.0
S00717,L0035,T02,717,676.576463,2.254151,198.620083,106,152.680822,31.692604,67.370612,3.269668,60.295755,12.0
S00167,L0008,T02,167,389.677665,2.48063,198.485555,133,120.443374,100.301397,68.635898,2.95181,61.56223,6.495722
S00016,L0000,T02,16,393.48301,2.309815,189.956005,112,229.549537,44.177386,66.724612,4.445942,62.470135,12.0
S00222,L0011,T01,222,384.764631,2.216271,192.340058,117,44.250754,41.212569,65.807532,2.309061,61.743796,12.0
S00305,L0015,T01,305,382.537984,2.53322,211.900571,99,172.960161,82.451636,62.85805,3.85588,65.350154,12.0
S00369,L0018,T05,369,377.757087,2.329586,,99,141.582919,94.32699,61.097655,2.907126,69.050169,12.0
S00742,L0037,T01,742,382.986497,2.123679,194.735253,87,182.317903,8.734282,58.411409,3.4921,72.07724,12.0
S00599,L0029,T03,599,393.581623,2.558787,183.778343,133,239.454884,48.751373,72.011846,-0.096353,55.938749,-9.580217
S00034,L0001,T01,34,390.779879,2.612346,174.901571,98,128.971893,9.493216,62.640925,3.004227,66.031727,12.0
S00654,L0032,T02,654,382.35014,2.344172,195.764033,116,25.707432,57.741032,67.614848,1.49628,58.19848,11.357868
S00506,L0025,T05,506,394.735332,2.559043,185.321046,104,178.808524,86.468829,63.828815,3.900163,67.400157,12.0
S00238,L0011,T01,238,399.117396,2.658127,191.458105,89,74.350493,73.968265,61.393969,1.933363,69.422025,12.0
S00108,L0005,T02,108,383.115102,2.093431,177.999113,102,91.536419,152.895375,63.379855,2.507057,68.477761,12.0
S00504,L0025,T03,504,397.353282,2.530981,152.45134,91,210.106089,152.496686,63.048208,3.871344,69.071429,12.0
S00591,L0029,T01,591,381.408314,2.324139,194.305771,112,38.67375,71.312341,65.018111,1.724425,61.173884,12.0
S00257,L0012,T01,257,392.560597,2.559239,183.297709,104,224.947339,84.672978,63.97994,4.163942,63.732889,12.0
S00124,L0006,T01,124,384.45896,2.861435,186.533717,121,94.935181,159.923151,65.583642,2.360357,65.150554,12.0
S00412,L0020,T01,412,380.311767,2.626314,179.571704,118,75.729835,11.683277,62.15273,2.704457,67.227428,12.0
S00156,L0007,T01,156,397.963866,2.703321,186.189628,95,230.863249,2.946578,60.606375,4.25919,71.281183,12.0
S00709,L0035,T03,709,380.871916,2.391704,,131,224.251422,122.165689,66.303938,3.775792,61.855488,12.0
S00639,L0031,T01,639,402.137826,2.428238,188.639204,97,53.336056,10.290963,63.546871,1.886263,62.511978,12.0
S00276,L0013,T03,276,393.070789,2.277903,207.06721,113,104.695374,76.970147,69.006783,2.677206,56.476207,4.729603
S00029,L0001,T04,29,381.409673,,182.277641,126,23.303861,33.876115,66.983699,1.406497,63.8337,12.0
S00771,L0038,T01,771,388.340585,2.623248,173.286632,135,199.37595,86.25463,69.52066,3.742617,61.823681,2.28257
S00704,L0035,T01,704,390.144792,2.677283,185.116778,113,60.089336,115.802119,67.298088,2.403539,61.703801,12.0
S00446,L0022,T02,446,394.004782,2.815917,178.085835,120,128.185225,158.23074,68.730312,2.933438,60.031836,6.046135
S00783,L0039,T01,783,370.32272,2.427729,174.005779,120,17.952238,152.189033,64.299944,1.806294,65.805004,12.0
S00554,L0027,T01,554,377.878869,2.401744,175.145152,93,187.14054,68.122191,58.818553,4.076189,73.431363,12.0
S00214,L0010,T01,214,385.085244,2.440302,187.725286,115,36.550968,136.071215,63.970205,1.901665,63.893977,12.0
S00772,L0038,T01,772,388.865129,2.085754,170.554556,91,200.615921,85.221949,61.673137,3.959094,65.363388,12.0
S00334,L0016,T02,334,386.307939,2.458173,183.427409,102,159.040681,140.924688,64.274986,3.432917,68.054272,12.0
S00119,L0005,T02,119,396.452628,2.277533,166.998872,110,26.823241,140.492843,65.4533,1.733219,65.454978,12.0
S00526,L0026,T01,526,387.866157,2.569648,191.539537,130,154.54784,27.599015,69.324982,3.236177,57.812117,3.214373
S00777,L0038,T03,777,374.393199,2.026681,193.186266,108,79.375109,101.189707,63.023331,2.671369,64.282028,12.0
S00129,L0006,T03,129,386.996268,2.342565,192.197483,137,135.21896,61.418999,70.656651,2.995205,57.084139,-3.126911
S00281,L0014,T02,281,399.137345,1.813534,195.025994,103,,23.637849,64.29008,4.411325,64.802803,12.0
S00323,L0016,T01,323,391.496135,2.484,178.731642,85,19.565537,55.657525,59.722367,1.553989,64.765963,12.0
S00152,L0007,T01,152,389.66736,2.363246,173.249867,117,51.794465,0.161996,64.296332,1.826354,62.742943,12.0
S00586,L0029,T05,586,378.341687,2.382299,174.306009,139,111.375072,14.218762,72.319267,2.648147,51.39047,-11.044127
S00429,L0021,T02,429,404.50062,2.352079,148.507653,104,234.955041,80.941293,63.339069,4.215898,65.670202,12.0
S00341,L0017,T01,341,384.926759,,191.387127,84,187.230495,94.740762,59.670262,3.755929,69.908517,12.0
S00505,L0025,T01,505,397.833562,1.949803,174.773296,134,187.759862,96.341367,68.720284,4.279294,62.971809,6.093888
