sample_id,lot_id,tool_id,sequence,pressure_mean,pressure_std,temperature_c,rf_power_w,gas_flow_sccm,motor_current_a,vibration_rms,endpoint_slope,step_duration_s,anomaly_type,anomaly_score,yield_loss_proxy
S00298,L0014,T02,298,27.999424,0.256228,43.302657,811.613285,101.28828,12.315449,0.50286,-0.036968,71.633687,NORMAL,0.085052,6.374335
S00256,L0012,T04,256,27.122355,0.639205,,793.428191,106.355629,11.9076,0.866412,-0.03301,72.698801,NORMAL,0.286716,12.575702
S00698,L0034,T04,698,27.236111,0.143942,42.416899,869.131212,107.500507,13.493846,0.931146,-0.052449,69.908083,NORMAL,-0.39965,8.787303
S00734,L0036,T01,734,27.52111,0.429073,45.415785,794.118458,101.665164,12.580462,0.630328,-0.04634,66.446112,NORMAL,0.195917,9.172758
S00541,L0027,T04,541,27.232923,0.384991,43.012791,836.712823,106.100165,12.335218,0.721106,-0.047536,73.596091,NORMAL,0.176384,2.720804
S00533,L0026,T02,533,27.617559,0.407934,45.791387,840.178087,104.07491,11.906569,1.075925,-0.033133,65.525662,NORMAL,0.240532,11.45331
S00096,L0004,T04,96,27.217709,0.322274,43.343308,806.407582,103.861104,12.548036,0.524895,-0.048877,71.973168,NORMAL,0.153664,8.267623
S00001,L0000,T01,1,27.44992,0.689301,44.300779,852.254798,102.093086,13.749868,0.665707,-0.035139,71.695909,NORMAL,0.280466,8.635191
S00758,L0037,T01,758,28.488462,0.263761,43.032228,808.209695,105.564406,11.413001,0.890253,-0.026491,67.649322,NORMAL,0.142402,1.93019
S00147,L0007,T01,147,25.967247,0.369489,42.781758,811.988477,99.780743,12.255927,0.905884,-0.034818,69.572309,NORMAL,0.24051,8.478085
S00182,L0009,T02,182,26.234052,0.480385,43.441687,842.287822,103.05137,12.798642,1.056754,-0.035547,70.23784,NORMAL,0.328302,10.201216
S00356,L0017,T01,356,27.213655,0.385229,44.370453,821.585786,104.793901,12.390554,0.552457,-0.027244,70.423377,NORMAL,0.139589,8.314267
S00074,L0003,T04,74,27.320624,0.295324,41.953973,857.34566,104.437072,11.911815,1.024703,-0.039831,71.463745,NORMAL,0.25734,13.641648
S00460,L0023,T01,460,26.965896,0.264134,43.00243,805.480084,100.003606,12.851768,0.832976,-0.033338,78.218135,NORMAL,0.162283,9.382967
S00268,L0013,T04,268,27.297691,0.362972,45.049594,872.84521,98.886152,12.000447,0.572239,-0.033524,63.201799,NORMAL,0.257972,5.221512
S00603,L0030,T03,603,29.436596,0.288858,44.769841,817.667906,108.814381,12.125057,0.670195,-0.039925,71.877325,NORMAL,0.149875,4.498138
S00390,L0019,T04,390,28.957447,0.440434,45.298728,847.308657,100.716809,13.802554,0.950989,-0.039809,74.464608,NORMAL,0.264,9.32132
S00594,L0029,T02,594,27.037405,0.245666,43.709029,811.400378,105.716161,10.534593,1.092077,-0.022897,73.706438,NORMAL,0.204065,10.526903
S00479,L0023,T03,479,28.740132,0.45957,42.123813,849.046245,98.663242,12.27687,0.887573,-0.048957,68.989643,NORMAL,0.246408,6.098546
S00181,L0009,T02,181,26.296441,0.434499,43.866134,791.470293,104.296133,12.237369,0.921709,-0.038725,72.65464,NORMAL,0.295554,9.12329
S00109,L0005,T01,109,28.060086,0.340797,45.604644,824.253486,108.243239,10.382951,0.74296,-0.00291,74.870378,NORMAL,0.098837,3.960772
S00595,L0029,T02,595,28.563429,0.29798,46.302739,803.807543,104.361564,11.929613,1.097235,-0.033784,74.896675,NORMAL,0.217456,6.605049
S00613,L0030,T01,613,28.247458,0.529876,40.420431,834.710055,109.3847,11.86248,0.875409,-0.060522,69.016821,NORMAL,0.200469,10.837071
S00345,L0017,T01,345,28.650058,0.264895,44.278693,841.503453,104.807513,11.716056,1.107366,-0.033984,74.131782,NORMAL,0.229327,6.232861
S00324,L0016,T01,324,26.77653,0.043624,41.870499,878.221988,107.503624,11.926612,0.913559,-0.041627,74.933275,NORMAL,0.246024,10.614989
S00353,L0017,T01,353,26.547156,0.658453,45.411908,845.608361,104.311142,10.655556,1.021635,-0.029161,74.573342,NORMAL,0.356685,12.962651
S00201,L0010,T01,201,29.005426,0.266424,42.621601,848.969818,92.269293,11.405828,0.815416,-0.046969,75.274251,NORMAL,0.193156,10.662092
S00663,L0033,T02,663,26.887939,0.332489,42.666101,844.543033,102.032683,10.748744,1.005563,-0.038224,68.514526,NORMAL,0.251473,7.824342
S00406,L0020,T01,406,32.151256,0.986853,43.312054,832.996843,98.181802,13.210573,0.716848,-0.039119,75.827845,LEAK,0.486768,11.778613
S00063,L0003,T04,63,28.290174,0.344029,46.516396,775.675054,105.830877,11.939896,1.114329,-0.040988,70.720317,NORMAL,0.28991,9.60541
S00702,L0035,T01,702,30.433101,0.30346,47.976692,788.048085,110.59016,11.742715,0.735127,-0.043309,71.561772,DRIFT,0.2774,8.491234
S00197,L0009,T01,197,33.67863,0.932825,48.028112,826.334822,93.534659,11.335311,0.494596,-0.049568,74.294554,LEAK,0.532975,17.872548
S00623,L0031,T01,623,28.76093,0.423097,46.749506,816.244169,105.378786,10.733004,0.74366,-0.029424,70.40955,NORMAL,0.15321,5.983966
S00394,L0019,T03,394,29.248683,0.500853,41.355386,881.74148,105.168429,12.335819,1.091772,-0.030559,75.206158,NORMAL,0.414944,15.211497
S00076,L0003,T01,76,32.887353,1.082577,46.301369,834.528741,96.202611,10.982934,0.876879,-0.033984,71.572533,LEAK,0.570553,15.18454
S00509,L0025,T01,509,29.170454,0.353628,43.540608,823.053144,107.331168,12.034195,0.710858,-0.024092,69.838767,NORMAL,0.154562,7.820068
S00388,L0019,T01,388,30.190473,0.33708,43.917023,808.181718,104.373009,12.094817,0.948315,-0.033861,72.386693,NORMAL,0.260418,12.08575
S00067,L0003,T04,67,26.22185,0.251392,46.382041,868.749898,102.652445,12.197297,0.56189,-0.050242,74.741549,NORMAL,0.27363,10.187687
S00336,L0016,T03,336,26.542446,0.267683,42.720608,830.043125,108.139345,12.367099,0.671786,-0.037629,71.738646,NORMAL,0.164906,2.225372
S00501,L0025,T01,501,25.580618,0.412896,43.496895,863.140863,104.895079,11.448851,0.961381,-0.030893,71.701336,NORMAL,0.372391,15.811322
S00524,L0026,T03,524,27.865843,0.308824,47.580369,800.90023,100.661204,12.427474,0.447357,-0.046933,70.599207,NORMAL,0.131663,5.436883
S00312,L0015,T02,312,27.181219,0.523583,44.197361,800.209503,104.597318,12.821593,0.91222,-0.036506,71.592746,NORMAL,0.249366,7.198506
S00015,L0000,T02,15,27.946217,0.306364,46.001939,833.686833,105.056306,10.504103,1.159707,-0.028564,68.141028,NORMAL,0.203424,14.751603
S00522,L0026,T04,522,27.412563,0.338497,44.023713,825.15537,,12.126527,0.538703,-0.021895,75.672005,NORMAL,0.126884,4.221686
S00337,L0016,T01,337,28.103902,0.257666,45.414237,810.574803,105.506058,11.353627,0.811756,-0.049831,71.117297,NORMAL,0.096114,3.014757
S00636,L0031,T03,636,27.813222,,45.433891,798.507006,104.116523,11.146951,0.461527,-0.049211,73.527999,NORMAL,0.077114,5.949508
S00329,L0016,T01,329,26.494643,0.197139,44.168936,787.522071,107.177734,12.646138,0.82756,-0.051293,72.18198,NORMAL,0.212637,9.090209
S00457,L0022,T02,457,28.582293,0.403258,39.818917,879.263024,103.47111,12.105934,0.790271,-0.046303,73.252311,NORMAL,0.278087,8.795387
S00299,L0014,T01,299,27.50045,0.406652,43.889124,836.805976,110.119566,12.46637,0.766532,-0.041831,69.045314,NORMAL,0.168655,7.461379
S00126,L0006,T01,126,29.266348,0.375085,42.463402,812.120852,104.215188,12.668907,1.243239,-0.041189,71.147802,NORMAL,0.287596,5.356929
S00618,L0030,T01,618,26.151094,0.546377,44.351663,813.335964,104.806838,11.101488,0.59755,-0.045805,71.355597,NORMAL,0.2457,7.45157
S00238,L0011,T02,238,27.279801,0.318807,45.011161,848.94248,104.311607,12.315384,0.711921,-0.035598,70.947137,NORMAL,0.188068,6.076659
S00472,L0023,T01,472,2.910343,0.571661,44.395494,818.418245,107.303049,12.729506,0.963198,-0.032835,70.709175,NORMAL,0.242841,3.806852
S00495,L0024,T02,495,27.822424,0.209715,45.642589,794.867769,107.680522,12.465962,0.787185,-0.057736,75.191979,NORMAL,0.124138,6.402801
S00068,L0003,T02,68,27.906802,0.454494,42.103226,763.429533,110.207223,11.857638,0.570439,-0.054674,75.745372,NORMAL,0.25971,14.299026
S00401,L0020,T03,401,28.03557,0.240631,42.568847,792.640805,107.007974,10.865272,0.769298,-0.03215,70.521432,NORMAL,0.130334,6.543236
S00313,L0015,T01,313,29.664303,0.310916,43.420031,802.78336,106.646271,11.651929,0.565514,-0.039594,71.749113,NORMAL,0.203986,9.707553
S00480,L0024,T01,480,27.542161,0.365198,45.611525,799.651939,100.275256,10.950312,0.607756,-0.038113,68.506624,NORMAL,0.165061,11.119833
S00596,L0029,T01,596,27.840875,0.274647,43.183614,806.906395,105.755468,10.818969,1.199572,-0.027559,70.30609,NORMAL,0.209245,6.861412
S00769,L0038,T01,769,29.302555,0.392384,47.129689,818.434811,103.391304,10.383249,0.520878,-0.032295,70.718427,DRIFT,0.167137,0.373652
S00504,L0025,T01,504,29.331854,0.250109,42.2659,798.81102,108.137617,11.770876,1.085497,-0.055785,77.477817,NORMAL,0.253467,10.317742
S00249,L0012,T02,249,28.827741,1.404175,43.050262,819.329921,103.860807,11.710381,0.679173,-0.036573,74.807592,NORMAL,0.113271,7.839429
S00415,L0020,T01,415,27.23067,0.497884,44.010609,839.532651,103.211579,13.95534,0.737964,-0.043148,64.820514,NORMAL,0.211769,14.119318
S00310,L0015,T03,310,29.009274,0.409206,43.073572,810.121019,108.008219,11.509768,1.033909,-0.047464,72.008763,NORMAL,0.23594,7.874837
S00257,L0012,T01,257,29.04269,0.101811,45.40982,798.68997,103.941411,11.982096,0.682475,-0.033624,69.277538,NORMAL,0.130862,4.630594
S00254,L0012,T01,254,28.844546,0.209354,44.867428,856.297623,106.327824,11.895155,0.850359,-0.018319,72.403997,NORMAL,0.1979,9.660351
S00773,L0038,T01,773,29.152695,0.24262,43.227749,831.364069,101.598285,11.325833,0.581023,-0.039085,67.192699,NORMAL,0.487724,3.750426
S00756,L0037,T02,756,27.874617,0.456747,43.916658,805.454125,104.534536,12.518656,0.770772,-0.014473,74.527004,NORMAL,0.156821,4.270948
S00590,L0029,T02,590,29.195465,0.684433,43.910699,816.91087,107.049706,12.453139,0.494572,-0.039777,67.315361,NORMAL,0.238604,7.063185
S00467,L0023,T01,467,27.429496,0.496654,43.812896,808.941561,107.714436,11.039966,0.494096,-0.030875,78.603114,NORMAL,0.180335,7.174002
S00418,L0020,T02,418,27.714865,0.31343,45.003306,750.891702,107.332966,11.109563,0.636248,-0.047146,74.306402,NORMAL,0.265385,10.488991
S00137,L0006,T01,137,27.937333,0.24843,46.578967,834.310216,,11.506857,0.759964,-0.026436,73.001502,NORMAL,0.101016,3.114074
S00244,L0012,T01,244,30.067528,0.285377,42.731003,833.026626,100.728208,11.599194,,-0.036151,75.254912,NORMAL,0.248124,4.494591
S00321,L0016,T01,321,26.579216,0.26904,42.432989,864.345167,111.712249,12.388879,0.918089,-0.04355,68.401739,NORMAL,0.278684,6.690055
S00073,L0003,T01,73,27.859172,0.426905,45.699939,815.064281,102.833367,10.440665,0.667489,-0.025674,71.975494,NORMAL,0.126107,8.455459
S00224,L0011,T01,224,29.210265,0.595874,46.48568,792.245391,102.48388,12.187509,0.910279,-0.05118,73.136092,NORMAL,0.306438,8.933188
S00717,L0035,T01,717,27.737585,0.216721,46.213089,820.585824,102.021803,11.8241,0.783164,-0.051236,64.114723,NORMAL,0.068766,7.935322
S00461,L0023,T04,461,28.092802,0.446076,43.793946,847.937112,104.090105,12.631831,0.819639,-0.041951,76.356762,NORMAL,0.190912,9.895454
S00343,L0017,T01,343,28.556383,0.34872,41.311063,818.531297,102.65495,11.888559,0.684995,-0.046667,69.849814,NORMAL,0.118671,3.371249
S00766,L0038,T01,766,30.727256,0.4878,48.247269,798.136101,105.533721,12.829275,0.584902,-0.04237,71.150047,DRIFT,0.312973,12.505828
S00728,L0036,T02,728,25.388325,0.401894,43.550721,806.379581,104.442783,11.364364,0.988341,-0.040085,79.115165,NORMAL,0.312193,8.690464
S00677,L0033,T02,677,27.362321,0.461458,42.404284,855.798706,106.347932,12.083289,1.149778,-0.031451,71.855912,NORMAL,0.32419,10.832581
S00062,L0003,T01,62,24.910364,0.285788,44.872774,806.552806,104.851373,11.260095,0.851234,-0.020751,67.977667,NORMAL,0.272355,10.928488
S00797,L0039,T04,797,29.912846,0.071221,45.489288,821.868659,106.199554,12.373315,0.659456,-0.039886,74.910979,NORMAL,0.118119,1.5286
S00690,L0034,T01,690,29.359009,0.267919,43.879044,804.562269,102.711878,12.026161,0.972121,-0.045907,73.591194,NORMAL,0.216555,9.622809
S00245,L0012,T03,245,27.162125,0.223865,41.699483,793.485195,104.963145,12.401822,0.593203,-0.044232,72.217978,NORMAL,0.164147,8.363574
S00579,L0028,T04,579,28.864924,0.583315,44.263628,815.989618,98.403836,11.902908,0.976364,-0.045795,73.537921,NORMAL,0.243192,10.679995
S00131,L0006,T03,131,26.891897,0.379952,45.349298,822.143112,104.77558,11.928763,0.642757,-0.031217,79.631857,NORMAL,0.155751,10.009709
S00589,L0029,T01,589,27.652921,0.413913,43.453172,808.56705,102.590502,,0.806034,-0.033926,76.525889,NORMAL,0.150923,6.418083
S00240,L0012,T02,240,27.730373,0.491263,42.095358,813.590072,104.080412,11.483069,0.732789,-0.031577,67.093774,NORMAL,0.152322,4.954558
S00351,L0017,T01,351,27.534956,0.285294,42.213487,782.83952,104.065805,13.244826,0.852312,-0.047794,75.895466,NORMAL,0.200555,5.489066
S00681,L0034,T02,681,27.443723,0.295256,43.320878,795.661573,106.616143,11.463347,1.045723,-0.037088,76.749444,NORMAL,0.223904,2.606407
S00149,L0007,T02,149,28.838051,0.420194,44.099152,851.242656,104.682973,12.698175,0.747729,-0.054392,75.960887,NORMAL,0.225058,12.879086
S00597,L0029,T01,597,27.387982,0.284354,44.01337,839.915552,108.950469,10.265725,0.983285,-0.062261,72.512916,NORMAL,0.1973,6.262658
S00021,L0001,T01,21,28.419734,0.555401,41.032025,842.689048,107.147888,12.5589,0.793256,-0.043684,75.262586,NORMAL,0.21656,9.373638
S00452,L0022,T04,452,27.598003,0.43292,44.977567,836.588667,99.349608,11.779344,1.004808,-0.04315,69.655541,NORMAL,0.221003,5.302487
S00090,L0004,T01,90,28.325339,0.553966,45.413839,826.498574,106.950573,12.692603,1.181647,-0.015906,72.162079,NORMAL,0.266417,3.630856
S00352,L0017,T02,352,27.718848,0.415526,43.374648,843.047504,101.88117,11.737424,0.900572,-0.051647,75.112675,NORMAL,0.200701,7.822879
S00277,L0013,T03,277,29.724468,0.130658,44.080542,874.26725,104.901078,10.596607,0.584921,-0.0322,74.463472,NORMAL,0.254556,7.261623
S00144,L0007,T01,144,28.635136,0.402694,45.905793,793.966186,105.969743,11.023922,0.452419,-0.052874,73.068579,NORMAL,0.197515,8.556459
S00327,L0016,T04,327,28.168369,0.413668,42.611938,851.83573,104.854351,12.299062,0.82528,-0.038153,76.336659,NORMAL,0.197745,9.764378
S00125,L0006,T03,125,32.05773,1.075995,,832.094465,99.770447,11.389758,1.012148,-0.027833,70.424339,LEAK,0.555158,17.888099
S00646,L0032,T01,646,31.843041,1.143713,44.231853,782.492955,97.419898,11.804767,0.792998,-0.043573,76.50195,LEAK,0.571848,15.101394
S00058,L0002,T02,58,28.491843,0.105817,42.100871,838.971531,106.180884,12.460142,0.568281,-0.038622,77.72721,NORMAL,0.098475,4.454759
S00691,L0034,T01,691,28.741753,0.283664,45.614875,837.325379,108.406155,12.619282,0.902919,-0.045205,70.301093,NORMAL,0.177047,5.094908
S00601,L0030,T01,601,27.904168,0.436239,41.085754,828.249496,106.378258,12.517621,0.672953,-0.036212,77.479542,NORMAL,0.134475,5.422909
S00064,L0003,T02,64,27.748044,0.315798,44.750575,836.483798,105.916075,11.029382,0.918882,-0.055174,69.518992,NORMAL,0.162477,3.916498
S00185,L0009,T01,185,27.400256,0.464535,44.946809,794.439362,107.928577,12.140628,0.309735,-0.034407,65.543984,NORMAL,0.210023,7.919654
S00575,L0028,T04,575,27.324557,0.415155,45.726037,865.067302,102.637547,12.123195,1.011559,-0.032668,70.402861,NORMAL,0.303119,6.14545
S00493,L0024,T04,493,28.556378,0.411683,45.371752,788.017953,107.744575,13.745061,0.916064,-0.036145,62.869737,NORMAL,0.239711,7.945466
S00318,L0015,T01,318,28.396759,0.419924,45.12129,842.446382,98.015312,10.525081,0.590626,-0.039907,71.507669,NORMAL,0.180935,7.82186
S00631,L0031,T03,631,25.651637,0.601691,46.241909,787.349706,103.748339,11.251359,0.947,-0.031779,71.716339,NORMAL,0.386217,12.034011
S00024,L0001,T01,24,26.556061,0.227837,42.619271,844.880578,106.170665,13.341066,0.892844,-0.041939,71.925944,NORMAL,0.214569,9.658938
S00577,L0028,T01,577,30.597471,0.501557,41.156361,807.984279,108.547325,12.009083,0.805885,-0.036977,78.702536,NORMAL,0.286773,13.069244
S00101,L0005,T04,101,26.369397,0.464872,43.446151,826.698681,105.230669,12.629822,0.902154,-0.037947,65.363806,NORMAL,0.240033,6.488608
S00158,L0007,T03,158,25.969034,0.320958,43.706559,818.19567,102.734106,11.992511,0.644896,-0.038281,72.725639,NORMAL,0.186299,8.960359
S00629,L0031,T02,629,28.338195,0.411729,41.524429,773.498941,103.660426,12.139121,0.940245,-0.040163,,NORMAL,0.271156,5.941049
S00311,L0015,T01,311,30.597293,0.118025,43.554512,822.964819,106.323212,11.773897,0.812555,-0.035463,73.718602,NORMAL,0.169922,3.253595
S00779,L0038,T02,779,28.168863,0.34819,43.500859,808.079439,108.374974,12.453003,1.005076,-0.042705,73.789327,NORMAL,0.176561,3.5612
S00397,L0019,T03,397,28.960459,0.474548,41.985357,831.845705,108.36173,11.213199,0.603899,-0.042851,73.12938,NORMAL,0.196274,2.754741
S00365,L0018,T01,365,27.66125,0.344907,44.521951,873.864625,107.413406,11.12455,0.975215,-0.051807,70.706535,NORMAL,0.28163,6.381942
S00355,L0017,T01,355,27.442765,0.355412,43.073469,795.152116,107.50645,12.384607,0.573206,-0.057458,76.354598,NORMAL,0.178835,9.831271
S00414,L0020,T01,414,28.390368,0.358699,42.329761,779.731855,107.03528,12.398611,0.611615,-0.040986,73.642607,NORMAL,0.209863,10.838499
S00098,L0004,T01,98,28.365203,0.20759,43.514587,838.520871,104.758755,12.173711,0.676168,-0.037143,66.391096,NORMAL,0.11646,8.848205
S00481,L0024,T01,481,27.416926,0.208372,43.185962,853.620287,103.296853,11.341002,0.867019,-0.027417,68.488453,NORMAL,0.182052,7.171778
S00686,L0034,T03,686,28.321502,0.125372,44.364361,829.516556,102.809946,11.26336,0.627955,-0.045007,73.972796,NORMAL,0.07121,4.876739
S00794,L0039,T01,794,33.259915,1.033785,44.469671,802.360631,97.494547,11.904772,0.880279,-0.031674,74.280031,LEAK,0.58561,17.768757
S00070,L0003,T02,70,28.338938,0.556683,43.253347,810.060345,102.477414,12.886488,0.691917,-0.047197,76.11409,NORMAL,0.180967,4.622272
S00079,L0003,T01,79,27.264204,0.261409,44.466652,856.578619,107.780623,11.694491,1.164978,-0.038206,76.662981,NORMAL,0.284833,11.624344
S00018,L0000,T01,18,28.390303,0.242054,44.661894,868.19706,105.815645,12.529038,0.738788,-0.041942,74.090781,NORMAL,0.200521,7.772872
S00570,L0028,T03,570,29.570843,0.438291,41.399543,796.018833,102.087459,11.993996,0.728674,-0.037375,71.79732,NORMAL,0.248068,7.057108
S00005,L0000,T01,5,33.323458,1.449943,43.957259,860.46082,98.500695,11.897642,0.612055,-0.043791,77.782028,LEAK,0.729811,24.854457
S00216,L0010,T04,216,28.822099,0.378863,42.570638,821.17184,100.897076,11.368217,0.628847,-0.043448,70.618162,NORMAL,0.13875,7.427597
S00155,L0007,T01,155,27.573869,0.106595,43.900257,766.619122,107.458405,12.718372,0.885955,-0.029982,71.570433,NORMAL,0.202896,7.39984
S00689,L0034,T01,689,27.183083,0.370296,39.895829,795.426731,106.886412,12.369366,1.309339,-0.04438,66.659797,NORMAL,0.322188,8.159349
S00012,L0000,T04,12,29.687607,0.447699,43.05345,837.586698,106.861047,11.617167,0.8628,-0.046836,71.692712,NORMAL,0.255972,12.244104
S00175,L0008,T04,175,28.55227,0.046788,45.969969,816.570807,107.97463,12.264729,0.576727,-0.017764,66.203339,NORMAL,0.047884,5.951899
S00229,L0011,T01,229,28.958362,0.345372,41.073386,788.652075,106.07829,13.075139,0.770574,-0.039663,68.621322,NORMAL,0.212631,8.888468
S00114,L0005,T01,114,29.964593,,42.924281,855.286639,101.157425,12.313636,0.69706,-0.039702,70.867037,NORMAL,0.236427,8.77543
S00787,L0039,T01,787,30.094806,0.167894,44.456588,868.455815,104.617726,11.658792,0.524729,-0.037506,74.109318,NORMAL,0.267853,11.579038
S00782,L0039,T02,782,28.168873,0.218864,40.01523,827.293191,102.390503,11.662539,1.098259,-0.046773,,NORMAL,0.155957,7.211297
S00282,L0014,T01,282,27.988163,0.388625,44.470465,827.3879,106.43792,10.825435,0.595327,-0.047682,80.848957,NORMAL,0.116218,5.098251
S00399,L0019,T02,399,27.822284,0.504678,43.666417,847.543595,107.591832,13.022415,0.926805,-0.055618,67.747162,NORMAL,0.235616,10.176715
S00300,L0015,T03,300,28.191502,0.449755,41.689668,854.960592,102.788134,11.656051,0.842794,-0.039316,70.987857,NORMAL,0.220114,8.050294
S00616,L0030,T03,616,29.070555,0.438295,46.486162,845.71716,107.58325,11.492473,0.59422,-0.021674,73.467877,DRIFT,0.227394,6.974646
S00142,L0007,T03,142,29.606389,0.450875,45.824316,833.914043,105.592122,12.792961,0.154123,-0.030052,68.131116,NORMAL,0.227823,4.253665
S00127,L0006,T01,127,27.901645,0.509558,42.83358,801.461159,112.838983,11.551397,0.614025,-0.028242,75.140238,NORMAL,0.178654,3.598636
S00775,L0038,T02,775,28.812,0.412061,41.2289,791.869437,102.217901,11.513272,0.873053,-0.055306,78.927406,NORMAL,0.232205,11.415056
S00056,L0002,T01,56,26.197143,0.339573,44.303168,859.036444,107.722189,11.772864,0.596065,-0.045709,74.339874,NORMAL,0.272627,10.740413
S00650,L0032,T04,650,32.183949,1.082521,43.502071,785.969334,100.479495,12.740495,0.859785,-0.042865,75.808623,LEAK,0.579851,18.402537
S00217,L0010,T01,217,28.197634,0.381947,42.167945,786.240852,107.928506,11.751293,0.664777,-0.044313,68.013625,NORMAL,0.189766,11.46476
S00104,L0005,T01,104,28.818133,0.49471,42.759559,833.873026,108.988658,11.473693,0.766922,-0.043017,73.50928,NORMAL,0.199267,8.057541
S00232,L0011,T01,232,29.002646,0.332244,42.691876,830.204851,106.383229,11.317459,0.884977,-0.055215,72.500516,NORMAL,0.17995,9.339268
S00119,L0005,T01,119,27.021836,0.278289,43.425499,799.003427,103.853667,12.576464,0.851182,-0.036783,70.794164,NORMAL,0.183767,10.764558
S00483,L0024,T02,483,28.16851,,43.346739,808.134689,108.803923,12.466641,0.639024,-0.040384,75.288824,NORMAL,0.131642,4.969197
S00644,L0032,T03,644,35.274361,1.445313,48.706222,806.363478,98.203745,11.271318,0.676993,-0.04313,72.099035,DRIFT,0.759138,24.615538
S00105,L0005,T01,105,27.33529,0.312677,45.647983,801.82824,104.581403,13.919917,0.985993,-0.046205,68.82137,NORMAL,0.203332,6.742178
S00189,L0009,T01,189,28.156287,0.344942,45.09727,794.883626,107.090795,10.483309,0.688739,-0.024838,73.31178,NORMAL,0.156841,5.916525
S00088,L0004,T01,88,32.836852,1.342545,41.772593,811.709419,93.339824,11.998728,0.671502,-0.035141,70.642662,LEAK,0.598205,16.500797
S00221,L0011,T01,221,32.95146,1.214256,45.568723,793.968546,97.672058,12.246081,1.055608,-0.025749,67.511117,LEAK,0.680118,21.038853
S00684,L0034,T01,684,30.795302,0.259512,46.262098,780.299942,105.474971,13.454454,0.708918,-0.025788,76.815133,DRIFT,0.303893,11.097564
S00163,L0008,T01,163,28.047719,0.402605,45.440048,824.65986,104.57175,12.298204,0.757208,-0.041657,73.157856,NORMAL,0.114687,6.479069
S00475,L0023,T02,475,28.907396,0.30343,44.423285,840.275324,106.066962,13.05141,0.72469,-0.052348,74.129785,NORMAL,0.171916,4.759749
S00563,L0028,T01,563,29.269792,0.248122,44.348699,819.16084,106.331981,,1.030131,-0.042012,70.909076,NORMAL,0.185151,6.085933
S00500,L0025,T01,500,31.69666,1.420985,44.853751,858.517775,96.640454,11.613642,0.591936,-0.060328,77.163966,LEAK,0.636374,18.976784
S00721,L0036,T01,721,28.41183,0.429862,46.973577,820.871669,104.026179,11.340004,0.902511,-0.047893,75.423304,DRIFT,0.155864,6.982015
S00278,L0013,T04,278,27.493643,0.556542,45.60157,841.687104,107.869577,11.61433,0.610563,-0.028267,327.777185,NORMAL,0.218671,12.044665
S00093,L0004,T01,93,27.421566,0.324363,42.484953,806.8856,102.344066,12.151439,0.554417,-0.03438,76.087405,NORMAL,0.142798,10.228434
S00656,L0032,T01,656,30.454929,0.265303,46.838341,856.316358,99.835282,12.096969,0.964613,-0.05904,72.921975,DRIFT,0.321016,10.684831
S00134,L0006,T01,134,28.015911,0.483069,46.992481,794.698772,105.947169,13.795256,1.066183,-0.036092,68.712577,NORMAL,0.251362,10.37245
S00218,L0010,T02,218,27.885707,0.40579,44.330512,826.822622,106.465727,11.730037,0.819075,-0.03183,70.968693,NORMAL,0.128987,5.418731
S00711,L0035,T01,711,28.248052,0.189296,44.812391,799.109509,107.903887,12.040594,0.824505,-0.042488,75.412516,NORMAL,0.118079,4.324106
S00665,L0033,T02,665,28.92649,0.305014,44.002963,832.963252,103.855625,12.510303,0.71494,-0.049129,71.923015,NORMAL,0.154986,8.180548
S00006,L0000,T01,6,28.342002,0.531959,42.827702,794.407221,98.942413,13.01466,0.916014,-0.057083,65.462746,NORMAL,0.243075,8.927616
S00075,L0003,T01,75,30.491666,0.415398,317.720947,856.817689,107.332949,10.792,0.900841,-0.041228,73.865604,NORMAL,0.345687,8.979325
S00233,L0011,T02,233,28.765952,0.442284,43.865173,835.609615,106.26527,12.776716,0.974874,-0.041266,74.741317,NORMAL,0.231611,9.276422
S00576,L0028,T03,576,28.256177,0.485225,44.531053,875.609233,107.097257,11.975558,1.343907,-0.033731,72.434655,NORMAL,0.409115,16.210255
S00007,L0000,T01,7,28.127139,0.358643,43.17892,834.532235,99.574434,12.151538,0.679788,-0.040255,75.635335,NORMAL,0.132348,9.685213
S00213,L0010,T02,213,29.637634,0.618739,44.264063,807.815453,113.847508,11.454112,0.732784,-0.040225,76.175436,NORMAL,0.267028,9.054884
S00010,L0000,T04,10,29.971375,0.433777,45.495042,826.051465,101.922079,11.215539,0.733598,-0.053118,70.948987,NORMAL,0.222142,6.367331
S00357,L0017,T04,357,28.823516,0.401702,44.849817,784.609136,107.299284,,1.125493,-0.039888,70.903465,NORMAL,0.311452,14.660835
S00050,L0002,T01,50,28.917913,0.410163,43.582937,818.936534,109.307387,12.900184,0.530834,-0.044318,73.100924,NORMAL,0.151095,10.176105
S00639,L0031,T01,639,28.830164,0.357963,44.814719,824.466361,98.98789,12.540903,0.423563,-0.041708,65.312775,NORMAL,0.142165,4.525811
S00708,L0035,T02,708,32.656431,0.884321,42.530148,820.943756,95.812851,12.5111,0.905706,-0.039826,71.969992,LEAK,0.482688,20.9461
S00031,L0001,T01,31,33.595274,1.220902,43.086674,813.662723,97.139343,11.480112,0.658954,-0.031791,76.810641,LEAK,0.600832,18.078932
S00517,L0025,T03,517,30.442129,0.439207,43.510844,807.837532,114.032093,12.096711,0.523205,-0.031335,76.314694,NORMAL,0.262314,7.744762
