sample_id,lot_id,tool_id,sequence,layer,pe_cycle,program_pulse_v,temperature_c,retention_time_h,state,vth_mean_v,vth_sigma_v,read_window_v,ber_proxy,read_error
S00320,L0016,T01,320,78,577.98318,16.896349,41.159702,6.171156,4,0.532982,0.361999,0.03,0.111056,LOW
S00799,L0039,T01,799,90,2513.562574,19.54833,53.644008,24.42228,4,0.244994,0.411117,0.03,0.111056,LOW
S00527,L0026,T01,527,171,405.24043,16.382725,46.888212,10.597973,2,-0.768808,0.414931,0.03,0.058415,LOW
S00334,L0016,T01,334,76,3039.23441,16.650891,56.972131,18.459549,7,2.044205,0.3979,0.03,0.263084,HIGH
S00402,L0020,T02,402,51,22.998104,17.941891,42.913931,800.837777,7,3.370626,0.249129,0.175447,0.067238,LOW
S00771,L0038,T03,771,66,37.000995,15.13555,32.208325,41.384358,7,3.365858,0.308052,0.129563,0.106672,LOW
S00011,L0000,T01,11,190,13.360091,17.203081,44.841265,5.778381,1,-0.931943,0.323145,0.082135,0.024045,LOW
S00531,L0026,T01,531,111,172.691393,19.120089,43.45914,5.546286,6,2.216765,0.335703,0.049067,0.16942,HIGH
S00716,L0035,T01,716,123,3104.083691,18.112836,38.620163,74.717215,3,-0.75821,0.432029,0.03,0.080913,LOW
S00220,L0011,T01,220,185,69.28485,17.028272,40.809709,80.565192,6,2.519013,0.383785,0.03,0.201009,HIGH
S00542,L0027,T01,542,1,2532.53955,17.403636,24.711426,12.59123,3,-0.583846,0.504484,0.03,0.080913,LOW
S00635,L0031,T01,635,104,91.054734,17.875167,45.922077,15.360778,3,0.221797,0.301544,0.032179,0.079149,LOW
S00002,L0000,T01,2,44,310.502748,16.008286,53.068197,208.040648,0,-2.259179,0.372426,0.03,0.029887,LOW
S00065,L0003,T01,65,141,819.365249,19.602694,49.941418,15.043727,2,-0.870168,0.334228,0.03,0.058415,LOW
S00389,L0019,T03,389,49,3901.818687,18.399277,41.718988,2.956117,,-1.256727,0.443334,0.247359,0.058415,LOW
S00487,L0024,T03,487,101,319.107432,18.518819,32.454962,4.040353,2,-0.722929,0.353377,0.03,0.058415,LOW
S00081,L0004,T01,81,47,597.930327,18.840297,42.321124,8.924324,5,-0.048823,0.409161,0.03,0.150588,HIGH
S00666,L0033,T03,666,121,24.009573,15.725674,47.407714,28.356163,1,-1.222733,0.274419,0.151158,0.011399,LOW
S00694,L0034,T01,694,130,1144.171613,16.640217,42.332501,4.58234,2,-1.13172,0.429177,0.03,0.058415,LOW
S00187,L0009,T02,187,33,17.22146,18.207657,54.421799,67.765515,7,3.478023,0.314647,0.052679,0.217641,HIGH
S00539,L0026,T01,539,60,90.374319,16.731609,45.132551,8.245189,4,0.936791,0.350604,0.03,0.111056,LOW
S00411,L0020,T02,411,135,47.952605,17.957071,58.963466,211.847728,1,-0.858123,0.288838,0.058715,0.030893,LOW
S00001,L0000,T02,1,176,3266.683667,15.751117,38.884198,622.067752,0,-2.872595,0.431642,0.03,0.029887,LOW
S00391,L0019,T02,391,36,1772.483135,16.398111,38.976877,14.670434,5,0.790882,0.46241,0.03,0.150588,HIGH
S00650,L0032,T02,650,103,917.229343,18.821825,40.885714,163.967214,0,-2.298086,0.341848,0.03,0.029887,LOW
S00348,L0017,T01,348,12,903.116382,17.716161,40.729656,8.301709,7,2.645059,0.464748,0.03,0.263084,HIGH
S00418,L0020,T01,418,41,14.163072,17.228606,48.134359,110.469779,2,-0.218299,0.29313,0.130728,0.020075,LOW
S00051,L0002,T01,51,114,221.070821,17.696994,39.451365,69.223245,2,-0.733922,0.345768,0.03,0.058415,LOW
S00368,L0018,T03,368,37,38.341864,16.45353,37.202695,182.318537,6,2.486937,0.305206,0.044828,0.176085,HIGH
S00018,L0000,T01,18,79,310.035612,19.129558,41.001231,1.101911,0,-2.217488,0.357732,0.03,0.029887,LOW
S00624,L0031,T01,624,134,29.479813,20.081107,35.666619,2.33961,6,2.647121,0.285336,0.16071,0.056369,LOW
S00543,L0027,T02,543,102,23.341404,18.446511,47.73508,3.061268,5,1.855446,0.350991,0.03,0.150588,HIGH
S00397,L0019,T01,397,103,26.222594,17.947643,39.006491,9.667272,3,0.467149,0.270482,0.152916,0.022268,LOW
S00407,L0020,T03,407,137,2588.007423,17.574142,46.847142,13.853614,6,1.646146,0.419576,0.03,0.201009,HIGH
S00115,L0005,T01,115,,101.631731,18.361586,47.783335,203.480613,0,-1.973819,0.366781,0.03,0.029887,LOW
S00143,L0007,T01,143,166,780.232283,19.521904,38.984643,151.758885,6,1.871803,0.418427,0.03,0.201009,HIGH
S00740,L0037,T02,740,157,43.809163,19.167734,58.46928,2.284794,5,1.834537,0.363716,0.03,0.150588,HIGH
S00627,L0031,T01,627,15,196.440911,19.171236,38.889678,27.710193,0,-2.146078,0.394901,0.03,0.029887,LOW
S00536,L0026,T01,536,43,40.310264,17.848736,60.139686,6.003355,3,0.52501,0.330281,0.059106,0.060077,LOW
S00175,L0008,T03,175,173,787.975241,18.723872,64.515871,8.335069,6,1.932205,0.374512,0.03,0.201009,HIGH
S00491,L0024,T01,491,143,831.687675,17.969815,40.906816,94.943262,1,-1.595455,0.410188,0.03,0.041887,LOW
S00603,L0030,T01,603,120,55.424567,16.409031,60.535723,15.333822,2,-0.419532,0.348462,0.055111,0.04495,LOW
S00262,L0013,T03,262,12,218.123544,18.329911,43.823374,80.634651,7,3.056381,0.387919,0.03,0.263084,HIGH
S00512,L0025,T03,512,112,231.22304,19.033217,32.106134,207.442657,3,0.13375,0.319673,0.081086,0.047791,LOW
S00573,L0028,T01,573,93,76.788903,19.358211,53.526226,2.931205,0,-1.698179,0.341393,0.098186,0.014343,LOW
S00498,L0024,T02,498,184,52.3184,16.248277,41.017562,9.215196,3,0.228847,0.393312,0.03,0.080913,LOW
S00593,L0029,T01,593,168,1673.734525,17.169695,37.441186,4.603811,1,-1.917443,0.398743,0.03,0.041887,LOW
S00003,L0000,T01,3,58,1149.253654,17.992898,41.696675,724.311449,3,-0.070047,0.3979,0.03,0.080913,LOW
S00564,L0028,T01,564,10,3750.033679,15.716085,40.033475,12.908425,0,-3.032416,0.446457,0.03,0.029887,LOW
S00033,L0001,T03,33,41,15.967122,19.855355,50.814458,11.455667,7,3.49049,0.350363,0.101817,0.139435,HIGH
S00209,L0010,T01,209,36,1411.256124,21.342124,60.506443,52.625194,6,1.864072,0.40968,0.03,0.201009,HIGH
S00464,L0023,T02,464,53,838.12008,17.682274,46.049883,141.970206,3,-0.249262,0.410322,0.03,0.080913,LOW
S00769,L0038,T03,769,79,71.895243,16.050783,48.232605,722.361325,2,-0.604423,0.331833,0.03,0.058415,LOW
S00383,L0019,T01,383,180,27.818291,18.121348,47.41274,48.565061,0,-1.789891,0.329934,0.047047,0.024904,LOW
S00343,L0017,T01,343,,85.730087,18.530371,58.896133,203.687825,2,-0.407795,0.332181,0.03,0.058415,LOW
S00757,L0037,T01,757,37,24.184819,17.806686,40.750727,10.863862,5,1.710833,0.273478,0.207528,0.024535,LOW
S00622,L0031,T01,622,159,593.618238,19.582601,337.23429,293.981159,4,0.639305,0.417012,0.03,0.111056,LOW
S00120,L0006,T01,120,151,1714.534398,20.605235,67.499918,1.361872,5,0.972174,0.458556,0.03,0.150588,HIGH
S00263,L0013,T01,263,126,34.845101,17.304292,44.966163,3.70217,3,0.337787,0.33688,0.092733,0.042287,LOW
S00237,L0011,T03,237,89,60.117551,17.963277,43.919176,3.440467,6,2.553855,0.304627,0.089341,0.115807,LOW
S00438,L0021,T01,438,107,159.314123,19.494468,45.903787,1.425664,4,0.929547,0.359606,0.03,0.111056,LOW
S00228,L0011,T03,228,115,25.978539,15.231477,38.068462,51.04748,5,1.673486,0.317735,0.121145,0.061077,LOW
S00353,L0017,T01,353,41,13.130221,17.515275,47.890819,724.381284,5,2.035111,0.279438,0.138563,0.05097,LOW
S00004,L0000,T01,4,122,24.489133,16.755817,43.253697,25.459345,1,-0.990827,0.297352,0.129726,0.014386,LOW
S00145,L0007,T01,145,163,59.389969,19.144396,51.882736,8.76111,5,1.660693,0.379442,0.03,0.150588,HIGH
S00044,L0002,T01,44,185,1662.251575,18.341717,43.167487,42.171844,2,-1.122544,0.423357,0.03,0.058415,LOW
S00188,L0009,T03,188,73,252.996119,17.333434,59.506993,4.252611,0,-2.264323,0.325434,0.03,0.029887,LOW
S00442,L0022,T01,442,113,22.461908,15.798036,42.7431,1.288284,0,-1.760522,0.284317,0.136826,0.009423,LOW
S00616,L0030,T01,616,4,38.378778,18.233368,54.355566,33.717706,0,-1.724283,0.349496,0.070131,0.019428,LOW
S00773,L0038,T01,773,93,21.68699,18.452176,44.65305,57.029198,2,-0.287658,0.319426,0.063073,0.041336,LOW
S00761,L0038,T01,761,168,66.11896,17.980391,42.433674,167.612059,7,3.124457,0.362182,0.03,0.263084,HIGH
S00661,L0033,T03,661,100,1471.752821,17.720413,44.909449,900.342458,1,-2.041469,0.36191,0.03,0.041887,LOW
S00680,L0034,T02,680,80,134.043259,17.46378,46.436394,11.892284,0,-2.044054,0.309936,0.104325,0.013419,LOW
S00194,L0009,T01,194,133,817.491171,17.299045,35.475569,11.932551,7,2.604657,0.417784,0.03,0.263084,HIGH
S00066,L0003,T01,66,56,102.677981,19.20831,48.464645,1.61735,2,-0.460976,0.350767,0.03,0.058415,LOW
S00600,L0030,T01,600,24,200.93125,16.596764,62.198659,966.371432,0,-2.228018,0.364012,0.03,0.029887,LOW
S00725,L0036,T02,725,47,454.948923,15.718892,33.837847,445.016785,1,-1.605766,0.382343,0.03,0.041887,LOW
S00053,L0002,T02,53,186,50.315039,20.98009,48.940109,10.865434,6,2.656825,0.332089,0.055732,0.159353,HIGH
S00040,L0002,T01,40,164,22.799536,17.859239,38.286877,29.097925,3,0.486617,0.327665,0.072851,0.052086,LOW
S00791,L0039,T01,791,1,556.154704,16.816571,71.737996,12.689401,1,-1.479673,0.452003,0.03,0.041887,LOW
S00047,L0002,T02,47,69,60.540427,18.578803,41.62178,29.552625,7,3.08174,0.288285,0.149383,0.087607,LOW
S00563,L0028,T02,563,180,117.547065,17.701446,49.720645,1.322808,3,0.215846,0.392235,0.03,0.080913,LOW
S00409,L0020,T01,409,178,1744.131444,18.610892,45.785832,183.552991,1,-2.004087,0.437288,0.03,0.041887,LOW
S00096,L0004,T01,96,174,650.47879,20.235007,45.186539,134.332685,7,2.851528,0.444015,0.03,0.263084,HIGH
S00375,L0018,T01,375,102,301.338114,19.991889,56.291886,1.446177,3,0.169655,0.367978,0.03,0.080913,LOW
S00189,L0009,T01,189,79,39.693265,19.932165,37.011032,28.730157,6,2.552952,0.281131,0.124921,0.081351,LOW
S00336,L0016,T03,336,63,53.420498,21.878556,32.596175,478.118527,6,2.708016,0.281893,0.150881,0.062404,LOW
S00153,L0007,T02,153,92,33.341059,17.069175,39.816668,835.351735,2,-0.407433,0.274984,0.044222,0.050381,LOW
S00109,L0005,T02,109,90,419.964011,18.649052,36.729892,163.033572,0,-2.196391,0.357248,0.03,0.029887,LOW
S00015,L0000,T02,15,45,16.316591,19.038907,41.986887,1.60977,7,3.571895,0.304733,0.150536,0.086598,LOW
S00695,L0034,T01,695,166,283.357589,17.406389,53.304085,382.610092,1,-1.451997,0.416343,0.03,0.041887,LOW
S00525,L0026,T02,525,74,1251.353377,18.184582,43.000626,746.246955,4,0.475097,0.391747,0.03,0.111056,LOW
S00133,L0006,T03,133,129,55.315764,18.607106,306.430737,7.994605,6,2.533561,0.296617,0.08369,0.122325,HIGH
S00766,L0038,T01,766,100,1898.660064,16.931764,303.981617,144.309973,1,-2.022686,0.387916,0.03,0.041887,LOW
S00565,L0028,T02,565,46,238.349281,17.70722,53.455146,90.090113,6,2.374506,0.36101,0.03,0.201009,HIGH
S00456,L0022,T02,456,109,198.721015,18.751798,45.895705,91.422742,1,-1.201112,0.35533,0.058211,0.031059,LOW
S00240,L0012,T02,240,32,409.456406,17.91116,40.476957,3.267422,5,1.297798,0.371181,0.03,0.150588,HIGH
S00128,L0006,T02,128,84,58.459678,18.097265,43.667832,43.462869,2,-0.372029,0.293128,0.108311,0.025545,LOW
S00676,L0033,T02,676,169,3066.712775,16.356617,49.389257,174.802392,2,-1.49953,0.441348,0.03,0.058415,LOW
S00735,L0036,T01,735,22,398.852558,18.889282,54.852787,190.925941,7,2.949339,0.402589,0.03,0.263084,HIGH
S00636,L0031,T01,636,,26.969894,17.951244,48.210448,2.871587,3,0.414117,0.357874,0.03,0.080913,LOW
S00341,L0017,T01,341,126,768.182439,17.355895,57.988521,1.409536,5,1.317786,0.383998,0.03,0.150588,HIGH
S00313,L0015,T02,313,31,22.653181,20.767172,44.506924,18.877539,1,-0.812128,0.320027,0.055161,0.032085,LOW
S00793,L0039,T01,793,14,315.135562,17.599479,32.837734,6.553189,5,1.464055,0.365586,0.03,0.150588,HIGH
S00190,L0009,T01,190,17,142.847744,16.762792,37.751927,76.423544,3,0.063791,0.371324,0.03,0.080913,LOW
S00692,L0034,T03,692,3,2108.480148,18.722727,34.421372,175.608985,,2.560663,0.463297,0.03,0.263084,HIGH
S00534,L0026,T01,534,136,719.347101,16.368455,37.831541,17.752865,1,-1.971403,0.367043,0.03,0.041887,LOW
S00278,L0013,T01,278,189,48.1811,17.877591,27.807302,734.62246,6,2.264747,0.392538,0.03,0.201009,HIGH
S00112,L0005,T02,112,115,10.340466,18.49834,45.247017,2.315314,6,2.796925,0.262884,0.154053,0.060393,LOW
S00233,L0011,T02,233,173,88.901311,17.467997,53.053614,2.524721,7,3.030127,0.3596,0.03,0.263084,HIGH
S00159,L0007,T01,159,177,695.532234,15.243606,50.341162,212.32809,7,2.495518,0.443049,0.03,0.263084,HIGH
S00697,L0034,T02,697,96,42.265214,17.489626,51.839868,539.314522,,0.313553,0.264555,0.165761,0.018329,LOW
S00382,L0019,T03,382,99,108.229345,18.651106,39.494368,172.058699,3,0.334624,0.368003,0.03,0.080913,LOW
S00433,L0021,T01,433,174,3213.889229,15.952009,59.473824,796.027845,1,-2.155004,0.449143,0.03,0.041887,LOW
S00443,L0022,T02,443,165,24.124847,18.218904,49.958353,484.029324,3,0.51595,0.328609,0.16606,0.019328,LOW
S00390,L0019,T02,390,42,168.115902,17.8338,47.745391,2.846338,4,0.759381,0.359523,0.03,0.111056,LOW
S00743,L0037,T02,743,149,24.841114,16.340823,48.406257,9.448455,3,0.383934,0.307066,0.115296,0.033302,LOW
S00204,L0010,T02,204,141,48.45705,16.873863,34.005715,264.545858,2,-0.434324,0.30128,0.125932,0.021139,LOW
S00475,L0023,T01,475,70,36.022034,19.229289,51.967664,2.802496,7,3.434563,0.343203,0.04342,0.23548,HIGH
S00723,L0036,T03,723,169,10.769494,16.409387,28.849041,15.836594,6,2.520846,0.351793,0.03,0.201009,HIGH
S00620,L0031,T02,620,143,133.649456,18.317834,37.393142,8.576903,7,3.128698,0.330405,0.03001,0.263062,HIGH
S00562,L0028,T02,562,105,26.280947,19.398539,40.013355,428.307283,4,1.18081,0.25196,0.212401,0.016522,LOW
S00127,L0006,T02,127,42,2095.49412,,51.978797,7.563377,1,-1.941909,0.406441,0.03,0.041887,LOW
S00790,L0039,T03,790,169,95.464145,17.784867,33.989196,684.164,7,3.108083,0.326997,0.058885,0.206241,HIGH
S00506,L0025,T03,506,151,15.389999,18.272379,48.256348,316.618825,4,1.330114,0.32814,0.107024,0.050822,LOW
S00042,L0002,T02,42,111,477.533858,16.517342,40.238789,44.517106,0,-2.411621,0.350728,0.03,0.029887,LOW
S00667,L0033,T01,667,18,16.998201,18.240793,42.640629,1.027154,3,0.46332,0.32441,0.0981,0.03996,LOW
S00494,L0024,T02,494,103,29.353557,17.598359,32.034837,216.256688,1,-0.955508,0.284418,0.131129,0.014169,LOW
S00470,L0023,T01,470,144,14.596951,18.61284,46.821835,576.646975,3,0.650253,0.254743,0.262811,0.006753,LOW
S00029,L0001,T01,29,7,3169.70142,17.861609,46.171866,713.179507,1,-2.167108,0.442671,0.03,0.041887,LOW
S00784,L0039,T03,784,95,953.906819,16.895369,46.500996,265.511009,6,2.035892,0.369451,0.03,0.201009,HIGH
S00369,L0018,T02,369,55,3969.425313,20.646174,43.229182,5.603532,0,-2.859779,0.427955,0.03,0.029887,LOW
S00318,L0015,T02,318,8,39.153314,16.283166,48.437218,4.581175,5,1.588218,0.338056,0.084461,0.088744,LOW
S00706,L0035,T02,706,110,1307.25468,16.867053,41.812662,904.010645,1,-1.890682,0.421489,0.03,0.041887,LOW
S00335,L0016,T01,335,65,42.696512,18.014028,42.339432,507.540927,0,-1.818167,0.321497,0.045642,0.025282,LOW
S00362,L0018,T03,362,84,13.349759,18.282965,53.319148,3.438284,1,-0.971762,0.265335,0.18329,0.008033,LOW
S00165,L0008,T01,165,171,193.85701,17.627459,49.181845,9.834584,2,-0.698118,0.405561,0.03,0.058415,LOW
S00306,L0015,T03,306,173,10.676615,15.91001,43.652697,456.512566,6,2.81213,0.309014,0.0885,0.116757,LOW
S00550,L0027,T02,550,188,1549.02462,20.355406,44.298194,191.421807,6,1.821241,0.458038,0.03,0.201009,HIGH
S00073,L0003,T01,73,81,69.400264,18.443267,52.940461,6.438304,1,-1.154489,0.290885,0.148537,0.011729,LOW
S00125,L0006,T01,125,168,2169.006041,16.139352,51.505332,108.443837,7,2.218606,0.445053,0.03,0.263084,HIGH
S00270,L0013,T01,270,160,1549.335758,17.44587,32.622486,20.531697,6,1.631571,0.447541,0.03,0.201009,HIGH
S00435,L0021,T01,435,155,193.794267,18.343603,50.271748,2.998721,1,-1.278226,0.345906,0.03,0.041887,LOW
S00674,L0033,T03,674,135,1885.305958,17.868002,40.510513,12.991326,6,1.765482,0.432038,0.03,0.201009,HIGH
S00087,L0004,T01,87,49,125.710111,20.202607,54.160016,165.070215,6,2.519889,0.339906,0.03,0.201009,HIGH
S00508,L0025,T01,508,95,969.637899,17.367911,53.269241,202.614629,3,-0.263764,0.376769,0.03,0.080913,LOW
S00319,L0015,T01,319,43,601.01709,17.436113,44.0647,769.890785,0,-2.381274,0.410987,0.03,0.029887,LOW
S00000,L0000,T01,0,102,11.63189,18.942013,54.522133,18.04902,1,-0.770744,0.290738,0.080211,0.024547,LOW
S00312,L0015,T01,312,53,10.119516,17.833081,42.781257,7.355647,4,1.32719,0.25972,0.188899,0.021292,LOW
S00384,L0019,T02,384,75,21.918913,17.207861,37.121644,14.42343,0,-1.882857,0.243643,0.233746,0.003265,LOW
S00430,L0021,T02,430,191,466.506715,,26.48538,6.392052,0,-2.06583,0.426078,0.03,0.029887,LOW
S00325,L0016,T01,325,160,3393.637458,18.144433,54.198354,3.988163,6,1.395338,0.45262,0.03,0.201009,HIGH
S00554,L0027,T01,554,134,305.122795,19.175417,54.072386,2.754927,7,2.840972,0.366815,0.03,0.263084,HIGH
S00764,L0038,T02,764,32,365.738695,17.589053,37.304403,2.503508,4,0.609302,0.404528,0.03,0.111056,LOW
S00074,L0003,T02,74,95,,19.212869,43.270757,177.329666,2,-0.358446,0.281573,0.177333,0.01212,LOW
S00169,L0008,T01,169,1.0,1263.072952,19.451802,41.289533,91.672378,6,1.757673,0.463352,0.03,0.201009,HIGH
S00608,L0030,T01,608,26,411.969453,18.82168,46.731897,18.137478,6,1.981485,0.384445,0.03,0.201009,HIGH
S00005,L0000,T01,5,25,23.347845,18.675817,38.27136,3.806482,1,-0.976295,0.294954,0.117178,0.016481,LOW
S00700,L0035,T01,700,59,514.847888,19.011573,46.607478,68.019942,6,2.120473,0.395815,0.03,0.201009,HIGH
S00354,L0017,T01,354,95,888.924958,16.234034,31.638326,3.098943,4,0.411626,0.375771,0.03,0.111056,LOW
S00726,L0036,T01,726,116,194.568746,18.6632,30.950946,29.808487,4,0.72935,0.371777,0.03,0.111056,LOW
S00577,L0028,T02,577,48,24.510718,18.385341,34.587309,1.600044,6,2.809307,0.313921,0.079169,0.127766,HIGH
S00555,L0027,T01,555,148,787.967471,17.797484,48.599216,4.285835,2,-1.040617,0.390633,0.03,0.058415,LOW
S00342,L0017,T01,342,110,1779.886418,15.764434,47.852017,48.519863,2,-1.259841,0.419202,0.03,0.058415,LOW
S00280,L0014,T01,280,74,1139.302066,17.376035,55.311712,6.104033,1,-1.744851,0.378914,0.03,0.041887,LOW
S00110,L0005,T01,110,24,666.984995,17.213776,38.108643,88.118978,2,-0.947348,0.36854,0.03,0.058415,LOW
S00296,L0014,T01,296,3,,18.298967,49.911237,1.153928,2,-0.656258,0.370556,0.03,0.058415,LOW
S00628,L0031,T02,628,153,2871.074052,18.117787,29.772227,181.872226,1,-2.151005,0.450255,0.03,0.041887,LOW
S00326,L0016,T02,326,116,2989.925094,16.732108,61.910682,2.394736,5,0.679262,0.397882,0.03,0.150588,HIGH
S00248,L0012,T01,248,5,905.012648,19.588042,46.899614,41.976683,6,2.047383,0.425041,0.03,0.201009,HIGH
S00415,L0020,T02,415,13,151.988246,18.668701,47.339703,24.589292,5,1.710471,0.410675,0.03,0.150588,HIGH
S00684,L0034,T03,684,4,254.525289,17.998892,46.173637,247.025231,3,-0.019518,0.390074,0.03,0.080913,LOW
S00644,L0032,T01,644,32,3151.590891,17.886171,34.82416,3.169782,7,2.25076,0.428912,0.03,0.263084,HIGH
S00655,L0032,T01,655,55,478.816521,18.19814,51.026147,23.054507,1,-1.549095,0.352295,0.03,0.041887,LOW
S00106,L0005,T01,106,25,40.339608,19.488969,52.878584,1.14946,1,-0.972261,0.321622,0.109906,0.017828,LOW
S00226,L0011,T01,226,122,4103.541186,17.561319,38.122092,335.641864,5,0.518482,0.400113,0.03,0.150588,HIGH
S00739,L0036,T01,739,134,1086.860959,16.206343,40.753467,420.932899,3,-0.382502,0.404017,0.03,0.080913,LOW
S00444,L0022,T01,444,189,48.226329,19.442579,40.737723,19.931109,6,2.557661,0.351716,0.075852,0.131888,HIGH
S00469,L0023,T01,469,66,406.65373,16.360766,40.819914,598.045107,0,-2.262744,0.408986,0.03,0.029887,LOW
S00638,L0031,T02,638,107,29.615119,17.862196,39.810972,298.734885,0,-1.703673,0.33705,0.045981,0.02519,LOW
S00664,L0033,T01,664,78,2239.26166,17.934555,42.971565,1.145671,7,2.426416,0.390943,0.03,0.263084,HIGH
S00268,L0013,T01,268,,2810.869885,18.901738,55.613867,45.184164,4,0.256633,0.426276,0.03,0.111056,LOW
S00344,L0017,T02,344,165,496.950226,17.148518,23.6571,27.15289,1,-1.461811,0.390875,0.03,0.041887,LOW
S00588,L0029,T01,588,160,3570.060064,18.84032,35.032064,213.679683,1,-2.279786,0.47659,0.03,0.041887,LOW
S00236,L0011,T02,236,94,1390.025137,17.671678,51.466559,731.846339,7,2.519314,0.359896,0.03,0.263084,HIGH
S00010,L0000,T01,10,153,115.340752,18.613595,45.295913,204.978475,0,-1.828738,0.350547,0.03,0.029887,LOW
S00400,L0020,T01,400,4,211.103212,17.853091,50.531876,9.068563,5,1.530164,0.400434,0.03,0.150588,HIGH
S00413,L0020,T01,413,70,2086.544003,18.308626,44.166579,73.068711,2,-1.231672,0.434027,0.03,0.058415,LOW
S00473,L0023,T03,473,184,108.726165,18.254458,41.536235,13.659672,0,-1.889953,0.373676,0.03,0.029887,LOW
S00450,L0022,T02,450,48,964.877854,18.421912,52.784987,3.795308,3,-0.223852,0.418358,0.03,0.080913,LOW
S00161,L0008,T03,161,107,1336.957447,16.600899,49.99457,32.624143,4,0.265755,0.370184,0.03,0.111056,LOW
S00596,L0029,T01,596,71,1526.511038,19.449689,50.137578,1.166198,3,-0.375854,0.393356,0.03,0.080913,LOW
S00722,L0036,T01,722,37,1706.634671,18.825686,14.570726,687.341885,0,-2.578573,0.365859,0.03,0.029887,LOW
S00532,L0026,T02,532,57,823.357247,18.296359,43.951629,9.510178,3,-0.353093,0.389557,0.03,0.080913,LOW
S00461,L0023,T01,461,30,13.596155,18.48555,56.139162,656.118463,4,1.433619,0.314116,0.076532,0.069664,LOW
S00137,L0006,T01,137,26,686.815186,17.201678,44.993266,59.499541,3,-0.19042,0.440766,0.03,0.080913,LOW
S00157,L0007,T01,157,179,200.313913,17.923499,44.922931,205.397748,1,-1.412413,0.391665,0.03,0.041887,LOW
S00457,L0022,T02,457,181,88.652133,15.996489,41.527747,320.816907,7,3.02101,0.366015,0.03,0.263084,HIGH
S00701,L0035,T01,701,23,711.663059,16.404791,49.798448,25.216114,0,-2.462703,0.410273,0.03,0.029887,LOW
S00229,L0011,T02,229,128,28.298472,15.903267,52.995506,3.238982,4,1.113202,0.33368,0.042398,0.09829,LOW
S00232,L0011,T01,232,4,19.075322,17.080301,47.636626,3.238302,2,-0.216319,0.33266,0.03,0.058415,LOW
S00166,L0008,T03,166,167,19.365236,18.486651,64.290937,879.498346,1,-1.090953,0.301029,0.123385,0.01541,LOW
S00496,L0024,T01,496,156,19.713085,17.423825,46.929487,552.921138,0,-4.782115,0.359944,0.03,0.029887,LOW
S00609,L0030,T01,609,7,400.984564,18.454921,33.031439,119.579535,1,-1.417075,0.392097,0.03,0.041887,LOW
S00651,L0032,T03,651,186,2376.142167,17.384935,37.062076,12.818956,6,1.544597,0.481692,0.03,0.201009,HIGH
S00221,L0011,T01,221,145,18.05412,19.311509,55.408817,61.209828,1,-0.957576,0.29208,0.151594,0.011345,LOW
S00642,L0032,T01,642,82,331.846423,18.677242,46.343249,27.999081,2,-0.527383,0.38077,0.03,0.058415,LOW
S00200,L0010,T01,200,95,140.319878,17.343437,48.105243,3.426138,0,-1.949529,0.276913,0.082222,0.017049,LOW
S00258,L0012,T01,258,57,1185.059652,18.650155,57.841179,853.404434,2,-1.009402,0.434832,0.03,0.058415,LOW
S00034,L0001,T01,34,70,44.823255,19.77875,51.75108,8.419372,3,0.319361,0.316809,0.077716,0.049506,LOW
S00515,L0025,T01,515,133,13.116533,18.046228,46.321737,21.241375,1,-0.942931,0.295091,0.187849,0.007643,LOW
S00163,L0008,T01,163,147,13.163319,18.118231,41.682321,895.788951,0,-1.625915,0.294223,0.076769,0.018084,LOW
S00612,L0030,T03,612,137,92.995928,18.662788,45.28272,13.012371,6,2.456102,0.337669,0.076315,0.131305,HIGH
S00291,L0014,T03,291,6,1642.060126,18.924615,50.105248,405.299968,5,1.253171,0.425437,0.03,0.150588,HIGH
S00530,L0026,T02,530,14,56.263123,18.177618,45.781865,152.302695,6,2.610688,0.324787,0.081065,0.125459,HIGH
S00013,L0000,T01,13,175,31.187976,17.778382,39.693071,7.22406,1,-1.10037,0.346971,0.045201,0.035667,LOW
S00016,L0000,T03,16,181,17.092179,19.761014,56.993284,3.131741,0,-1.668022,0.323735,0.035032,0.028323,LOW
S00782,L0039,T01,782,155,118.932715,17.442852,44.524864,1.25558,5,1.574319,0.350016,0.03,0.150588,HIGH
S00694,L0034,T01,694,130,1144.171613,16.640217,42.332501,4.58234,2,-1.13172,0.429177,0.03,0.058415,LOW
S00586,L0029,T01,586,,1519.427892,15.68177,59.919695,460.661594,1,-1.969656,0.416284,0.03,0.041887,LOW
S00271,L0013,T01,271,23,2199.923812,18.973923,59.174642,959.969869,2,-1.227605,0.453293,0.03,0.058415,LOW
S00780,L0039,T01,780,156,49.806703,16.945727,44.276898,7.871384,4,0.934951,0.357293,0.03,0.111056,LOW
S00458,L0022,T03,458,94,343.380482,19.315274,46.591538,4.288488,3,0.010299,0.348354,0.03,0.080913,LOW
S00615,L0030,T01,615,133,463.887612,19.956619,39.908058,1.064794,3,0.056647,0.354694,0.03,0.080913,LOW
S00373,L0018,T02,373,58,99.933268,19.08942,35.77791,1.036668,3,0.182403,0.340105,0.031163,0.079967,LOW
S00669,L0033,T03,669,190,3198.271789,17.108625,44.027939,7.648763,3,-0.923001,0.456772,0.03,0.080913,LOW
S00238,L0011,T01,238,89,23.868832,16.938193,42.18275,8.951086,2,-0.426333,0.276608,0.111014,0.024816,LOW
