sample_id,lot_id,tool_id,sequence,gate_cd_nm,eot_nm,channel_dose_proxy,anneal_temp_c,contact_resistance_proxy,vth_v,ion_proxy,ioff_proxy,retention_risk,spec_yield_pct
S00741,L0037,T03,741,44.446999,1.13039,1.043202,919.381701,79.027952,0.4978,1.132605,0.001074,0.020947,99.553526
S00400,L0020,T04,400,40.987723,1.120144,1.044767,913.144289,,0.551362,1.304961,0.000614,0.022303,97.766968
S00632,L0031,T01,632,40.291958,1.148972,0.991221,924.610293,81.716073,0.487695,1.247414,0.000543,0.022448,96.893368
S00242,L0012,T01,242,37.089309,1.011344,0.957189,904.196799,79.284629,0.485106,1.243523,0.00118,0.022849,97.297875
S00596,L0029,T01,596,41.382376,1.101254,0.995279,909.404451,93.736355,0.514446,1.166578,0.001552,0.022746,97.847901
S00711,L0035,T01,711,41.549624,1.148686,0.977621,917.457075,96.807623,0.482625,1.121637,0.001041,0.031368,95.103882
S00026,L0001,T01,26,44.516342,1.075443,1.049756,906.163966,67.856636,0.52667,1.136517,0.00091,0.01883,98.528613
S00303,L0015,T01,303,43.58463,1.142087,0.98624,936.296588,82.167321,0.555589,1.125231,0.000871,0.022958,97.977904
S00189,L0009,T01,189,44.114997,1.22609,,930.314475,84.712828,0.573034,1.121715,0.000596,0.025862,96.405208
S00658,L0032,T01,658,35.409106,1.209475,1.001684,906.582452,72.918256,0.410701,1.458206,0.001573,0.037873,97.976743
S00688,L0034,T01,688,43.987042,1.190983,1.078737,926.777576,78.41849,0.599795,1.238849,0.000491,0.031025,96.357556
S00457,L0022,T01,457,38.301076,1.045228,0.981392,912.11637,82.604198,0.45711,1.324823,0.00096,0.027659,97.118232
S00302,L0015,T03,302,42.260806,1.085126,1.005561,919.707195,80.353226,0.490984,1.168669,0.001048,0.021948,99.113408
S00669,L0033,T02,669,43.939186,1.19897,0.932647,924.009826,96.767457,0.581919,1.128601,0.000576,0.03698,94.877957
S00219,L0010,T02,219,43.683085,1.258145,0.920815,897.253162,74.642808,0.595019,1.160826,0.000513,0.030036,97.291193
S00639,L0031,T02,639,44.816717,1.319115,1.053429,1216.206409,69.254469,0.690825,1.246948,0.00058,0.057096,94.164504
S00406,L0020,T01,406,41.948752,1.229546,1.001257,920.265393,74.388366,0.550081,1.238976,0.000833,0.022109,95.561639
S00383,L0019,T01,383,43.433468,1.117193,0.91118,916.655163,83.680362,0.504341,1.171277,0.000849,0.020028,96.87388
S00025,L0001,T03,25,43.774466,1.267052,0.909946,937.186323,87.415221,0.523743,1.17048,0.000664,0.018455,99.354745
S00479,L0023,T04,479,42.279721,1.25653,1.026666,924.671793,87.028362,0.588843,1.120487,0.000674,0.028802,96.336744
S00127,L0006,T03,127,41.175907,1.106832,0.858944,917.709238,88.020918,0.439075,1.201647,0.000871,0.031286,96.619689
S00270,L0013,T01,270,42.813147,1.177966,0.922125,900.904881,92.757944,0.511188,1.091556,0.000981,0.022493,97.247869
S00059,L0002,T01,59,39.89488,1.309006,0.867487,894.78563,86.440224,0.449855,1.231211,0.00123,0.029058,97.549914
S00032,L0001,T03,32,,1.215399,1.153499,908.665492,85.056318,0.586638,1.261562,0.000832,0.028373,98.10194
S00702,L0035,T01,702,43.666095,1.194626,1.152447,921.242629,94.008917,0.611175,1.078067,0.000496,0.041034,95.593533
S00327,L0016,T02,327,41.425308,1.172399,0.925175,906.661815,98.994316,0.504249,1.134227,0.00103,0.033271,95.190112
S00002,L0000,T03,2,37.353019,1.275745,0.947736,948.393386,89.447907,0.391952,1.349789,0.002111,0.045089,95.274061
S00788,L0039,T02,788,43.962288,1.296734,1.018561,933.241436,75.991774,0.66162,1.168957,0.000812,0.047036,95.297994
S00794,L0039,T01,794,43.825872,1.195689,0.920805,932.505761,77.290489,0.539386,1.169337,0.000948,0.020547,96.952178
S00502,L0025,T03,502,44.130009,1.051021,1.084315,953.760234,95.318437,0.482775,1.125476,0.000901,0.029792,98.546475
S00100,L0005,T03,100,42.055852,1.209818,1.032537,914.821408,91.884433,0.542735,1.145736,0.001304,0.024012,98.278637
S00013,L0000,T01,13,40.766925,1.099168,1.019965,924.60562,81.210247,0.512794,1.15844,0.00077,0.018899,97.232528
S00601,L0030,T01,601,41.392478,1.25078,0.96629,928.183686,74.931698,0.525151,1.299033,0.000966,0.018634,97.687359
S00239,L0011,T02,239,41.027389,1.210068,1.114254,932.710636,80.166656,0.559965,1.288001,0.000574,0.023655,97.576957
S00326,L0016,T02,326,43.552897,1.145044,1.011402,920.12487,85.805744,0.581683,1.139962,0.000673,0.027432,96.105797
S00660,L0033,T02,660,38.858324,1.239915,0.904308,919.930105,82.069231,0.454506,1.309062,0.001491,0.028153,97.802782
S00346,L0017,T02,346,41.01983,1.149279,1.053529,928.958318,85.795601,0.53849,1.243969,0.000821,0.020421,99.8
S00703,L0035,T01,703,,1.230851,0.859917,921.837488,76.443855,0.578271,1.139256,0.00072,0.026802,97.955042
S00409,L0020,T03,409,44.375002,1.133077,1.055818,928.250863,69.898588,0.521617,1.198488,0.000723,0.018187,98.425652
S00714,L0035,T02,714,44.923984,1.167763,1.05417,928.210059,86.63028,0.609584,1.119774,0.000859,0.033153,96.534969
S00005,L0000,T01,5,40.440103,1.227644,1.017576,941.364542,78.267349,0.511572,1.324802,0.001425,0.019058,98.591387
S00447,L0022,T02,447,42.379208,1.164123,1.03605,931.814737,66.107305,0.584774,1.324943,0.000382,0.028016,97.135575
S00051,L0002,T01,51,41.579951,1.205988,0.840865,927.00651,83.212614,0.449131,1.209207,0.000975,0.029201,97.394384
S00437,L0021,T01,437,42.951379,1.18042,1.066783,940.057654,89.227196,0.576576,1.185036,0.00116,0.027625,95.884933
S00423,L0021,T02,423,46.400679,1.123689,0.885574,902.699079,88.075556,0.52586,0.98653,0.00065,0.018774,98.961234
S00020,L0001,T04,20,38.598689,1.119732,1.013566,880.781808,68.204772,0.528591,1.306048,0.001065,0.01908,97.280921
S00488,L0024,T01,488,42.576546,1.227716,1.122109,927.518451,89.315985,0.566683,1.172703,0.000518,0.025903,96.565357
S00492,L0024,T01,492,40.579991,1.070152,1.078774,922.485868,80.978993,0.512216,1.19958,0.000865,0.018974,99.219213
S00200,L0010,T03,200,39.450429,1.144936,0.923894,916.817912,84.843292,0.428942,1.203218,0.001506,0.033485,96.31672
S00558,L0027,T01,558,35.973024,1.119549,1.09109,924.2617,71.205224,0.503547,1.419542,0.001112,0.020138,98.325673
S00357,L0017,T04,357,45.589775,1.116109,0.982731,921.949291,80.713389,0.553684,1.170075,0.000891,0.02266,98.431851
S00392,L0019,T01,392,42.318972,1.089491,0.895908,926.887639,89.851375,0.48459,1.197631,0.001101,0.024427,98.366216
S00312,L0015,T02,312,41.341063,1.066203,0.996976,,69.395585,0.507414,1.29633,0.001195,0.01961,97.391162
S00532,L0026,T03,532,36.47296,1.270789,1.087776,890.112663,91.420535,0.395961,1.251998,0.001466,0.046886,96.09162
S00648,L0032,T04,648,40.528534,1.212983,1.099481,890.49951,86.395576,0.585998,1.129068,0.000768,0.02825,97.476658
S00589,L0029,T03,589,43.014752,1.184738,1.014653,920.487956,91.23365,0.521517,1.032097,0.000891,0.020308,98.721255
S00746,L0037,T02,746,41.725204,1.160784,1.012601,932.574462,89.001149,0.544378,1.296385,0.000682,0.022003,96.418504
S00700,L0035,T02,700,44.036395,1.075068,1.007916,897.56937,79.232914,0.526039,1.075918,0.000821,0.018748,98.983625
S00617,L0030,T02,617,40.437289,1.239631,1.008662,899.694621,71.763482,0.518676,1.327993,0.001117,0.018151,98.470055
S00182,L0009,T04,182,44.717933,1.0438,1.043549,1208.946776,77.045103,0.5572,1.221469,0.000928,0.023212,98.347437
S00151,L0007,T02,151,41.534445,1.183911,0.880622,921.963207,75.218314,0.556405,1.309098,0.000931,0.023086,99.092909
S00036,L0001,T02,36,41.815201,1.231778,1.000453,942.631977,87.239681,0.55419,1.223136,0.000806,0.022739,99.8
S00509,L0025,T01,509,43.48264,1.019422,1.0048,934.826919,95.198639,0.485967,1.114607,0.001186,0.029034,96.500989
S00232,L0011,T02,232,43.022386,1.125776,1.056956,913.508142,94.57478,0.594017,1.089372,0.00108,0.037264,97.236251
S00431,L0021,T03,431,38.969253,1.157027,1.016746,908.640338,91.489269,0.459967,1.205636,0.000707,0.030542,98.312816
S00213,L0010,T01,213,43.01145,1.137917,0.890427,899.132952,69.749518,0.462179,1.142407,0.001244,0.02672,95.074724
S00767,L0038,T02,767,42.291123,1.227004,0.940941,916.119789,,0.561456,1.189939,0.000833,0.023897,98.102285
S00063,L0003,T01,63,40.546014,1.182003,0.928022,886.688961,81.851369,0.457777,1.186158,0.001489,0.027533,99.42067
S00495,L0024,T02,495,45.291286,1.159866,0.883608,901.981072,78.870362,0.559185,1.07798,0.000902,0.023529,97.694975
S00215,L0010,T01,215,43.503896,1.05277,1.064319,930.973689,77.274909,0.512755,1.192678,0.001035,0.018904,96.500155
S00164,L0008,T01,164,39.613959,1.215894,1.040489,933.850578,80.554506,0.51732,1.289887,0.000663,0.018321,98.737238
S00507,L0025,T01,507,36.953924,1.225799,0.934318,910.765609,79.512194,0.431622,1.361744,0.001219,0.032883,96.655555
S00128,L0006,T02,128,43.931147,1.251661,0.944359,940.454678,93.12926,0.618741,1.119416,0.000922,0.041915,95.393298
S00654,L0032,T01,654,42.117814,1.117276,,922.996992,86.316516,0.455976,1.145979,0.001174,0.027873,97.582799
S00264,L0013,T02,264,38.129944,1.113812,0.973988,918.459142,82.588655,0.471998,1.303191,0.001087,0.02499,97.928628
S00643,L0032,T04,643,44.793474,1.004297,1.105537,916.169073,84.382299,0.53516,0.971953,0.000726,0.01996,98.174258
S00725,L0036,T01,725,40.653101,1.195206,0.986263,925.620119,95.647873,0.510834,1.172142,0.001815,0.024888,96.236771
S00572,L0028,T01,572,41.859283,1.134029,0.963441,901.489965,88.071536,0.506059,1.132757,0.000872,0.019842,98.605976
S00718,L0035,T01,718,42.258633,1.154943,1.075636,917.808258,83.155534,0.582433,1.203489,0.000672,0.027573,98.419553
S00087,L0004,T02,87,42.290893,1.017969,0.913697,906.238736,82.247144,0.501233,1.085857,0.000821,0.02046,98.661414
S00224,L0011,T01,224,38.158461,1.245072,1.113923,937.748452,86.155286,0.485448,1.350467,0.000953,0.022795,95.658191
S00707,L0035,T02,707,41.740195,1.13447,0.979872,926.315271,91.731225,0.541109,1.183785,0.000797,0.023623,98.375778
S00712,L0035,T01,712,40.968112,1.077958,0.955308,911.230901,72.799448,0.463023,1.292151,0.000685,0.026567,97.274872
S00727,L0036,T01,727,42.837915,1.151948,0.989502,922.114495,83.523455,0.534865,1.175267,0.000558,0.019919,96.413049
S00499,L0024,T04,499,41.060468,1.107643,0.945758,928.27639,89.45439,0.527963,1.2631,0.000924,0.01997,99.443553
S00122,L0006,T04,122,44.899811,1.01138,1.031809,915.779023,78.457509,0.544685,1.044273,0.000756,0.021307,96.402008
S00726,L0036,T03,726,40.443173,1.082706,0.935404,899.594586,86.93782,0.440197,1.16407,0.001242,0.031027,96.479487
S00627,L0031,T04,627,39.412695,1.189996,0.999117,913.597202,84.852499,0.55727,1.247602,0.000666,0.023223,98.993527
S00777,L0038,T01,777,37.030581,1.185567,1.068637,931.220559,88.73607,0.463675,1.31732,0.000601,0.027121,97.167947
S00187,L0009,T01,187,42.026311,1.34842,0.936572,909.10086,79.438351,0.528721,1.200058,0.000654,0.019097,98.735615
S00467,L0023,T04,467,44.808589,1.145719,0.908936,937.483461,84.151916,0.554168,1.150666,0.000574,0.022736,99.8
S00797,L0039,T01,797,41.26964,1.172697,1.087145,928.295417,69.199237,0.559992,1.279516,0.000947,0.023659,95.992978
S00650,L0032,T02,650,44.383831,1.088883,1.072409,895.773772,84.088123,0.576399,1.096484,0.000605,0.026462,97.586404
S00379,L0018,T02,379,42.731359,1.081712,0.933501,930.053267,81.270454,0.497009,1.203617,0.001626,0.021061,99.8
S00135,L0006,T03,135,45.454927,1.216264,1.026252,906.135213,82.444235,0.569614,0.998312,0.000712,0.025266,99.190706
S00433,L0021,T01,433,41.037511,1.035208,0.975477,903.777131,75.02521,0.466157,1.211136,0.001561,0.026006,98.799101
S00600,L0030,T02,600,41.511713,1.149867,0.89185,932.041579,76.949753,0.513673,1.178381,0.001268,0.018785,97.641129
S00418,L0020,T01,418,41.70134,1.119779,1.09513,910.721576,89.306096,0.575235,1.152671,0.000943,0.027448,95.999714
S00384,L0019,T01,384,38.961707,1.108423,1.090556,,83.044332,0.50606,1.238513,0.000974,0.019793,97.479348
S00308,L0015,T03,308,37.637726,1.061087,0.871425,917.858404,81.705136,0.396247,1.314529,0.001432,0.041737,96.983952
S00521,L0026,T01,521,42.505873,1.106068,0.987071,924.809582,75.159282,0.49644,1.229193,0.001815,0.021143,98.777946
S00291,L0014,T04,291,43.096426,1.208177,1.036568,926.137563,64.591365,0.63405,1.257612,0.000473,0.039104,94.278709
S00551,L0027,T02,551,39.953547,,0.986327,919.487819,78.123141,0.499911,1.230205,0.001464,0.020646,98.065887
S00679,L0033,T02,679,42.796695,,0.935784,947.606849,83.231074,0.545895,1.208104,0.000967,0.021484,96.98398
S00094,L0004,T01,94,38.75935,1.311195,1.030573,1173.777371,85.596229,0.496526,1.264661,0.001393,0.021131,98.525084
S00199,L0009,T01,199,42.47702,1.114665,1.069841,917.85281,88.340241,0.552791,1.18862,0.000958,0.022786,97.78735
S00366,L0018,T02,366,42.600178,0.987308,0.922634,938.097386,76.792335,0.474245,1.260499,0.000944,0.024609,98.494668
S00465,L0023,T01,465,38.460123,1.061022,,910.080755,103.112226,0.557829,1.183858,0.001091,0.038931,94.430249
S00773,L0038,T01,773,41.561862,1.122702,0.959237,931.361487,75.120581,0.485279,1.188303,0.000762,0.022822,98.709531
S00468,L0023,T04,468,41.305345,1.139923,0.99644,928.488446,76.419456,0.575007,1.294637,0.000885,0.026213,96.538288
S00517,L0025,T01,517,35.559745,1.217844,1.052664,922.489064,71.93818,0.420993,1.505899,0.000796,0.035334,95.819085
S00083,L0004,T02,83,41.898809,1.039309,1.025745,921.158098,77.542556,0.527927,1.200273,0.000664,0.018993,97.422268
S00387,L0019,T01,387,42.352448,1.207004,0.934023,929.899622,81.573019,0.542344,1.243571,0.00082,0.020967,98.528231
S00515,L0025,T03,515,46.641889,1.07706,0.984567,935.314673,68.099344,0.513218,1.113143,0.000751,0.018844,98.411
S00267,L0013,T01,267,39.253749,1.057958,1.062261,901.851121,85.883322,0.497117,1.278718,0.001132,0.021045,97.771035
S00675,L0033,T01,675,41.092456,1.177167,0.882673,883.185048,79.158842,0.476425,1.156109,0.000672,0.024246,96.437789
S00731,L0036,T01,731,43.275063,1.161369,1.018097,915.896522,97.789432,0.552567,1.167594,0.000737,0.031389,94.871406
S00477,L0023,T04,477,35.454597,1.018361,1.108264,929.309653,85.984119,0.612807,1.400303,0.000694,0.033884,95.774404
S00361,L0018,T01,361,41.838648,0.95417,1.092618,928.170205,80.342953,0.47407,1.250409,0.001145,0.024639,97.853892
S00493,L0024,T01,493,41.899397,1.157004,0.943383,945.957318,78.887726,0.517719,1.301846,0.001076,0.01827,98.239493
S00461,L0023,T01,461,39.077631,1.202019,1.006203,899.672232,86.380021,0.447403,1.239217,0.001628,0.029546,97.859752
S00183,L0009,T04,183,41.273287,1.108905,0.849774,916.197441,75.384308,0.494106,1.246684,0.000957,0.021484,97.368616
S00073,L0003,T01,73,35.783015,1.087201,1.035224,930.569157,87.119047,0.460741,1.456619,0.000991,0.026983,98.346244
S00564,L0028,T03,564,39.232894,1.084434,1.224696,923.271715,78.615177,0.560609,1.242527,0.000677,0.023759,98.6601
S00023,L0001,T01,23,41.034924,1.173686,1.004245,924.790676,61.948688,0.468059,1.316268,0.001109,0.02567,96.825544
S00633,L0031,T03,633,40.715689,1.275149,0.807437,941.234917,83.360969,0.420199,1.249256,0.000981,0.035523,96.626812
S00439,L0021,T01,439,44.376384,1.124804,0.823711,930.753383,75.398424,0.503774,1.117427,0.000695,0.020106,98.232841
S00285,L0014,T02,285,36.457414,1.187697,1.150236,944.542656,81.153368,0.502452,1.437956,0.000888,0.020289,98.69004
S00424,L0021,T01,424,41.842448,0.979411,1.001287,918.003635,65.561021,0.515435,1.236781,0.000818,0.018559,96.911053
S00193,L0009,T01,193,39.882533,1.154513,0.963984,929.526568,85.791073,0.466593,1.204544,0.001819,0.025928,97.32925
S00787,L0039,T01,787,44.856974,1.191813,0.912044,925.559739,74.300354,0.557071,1.104489,0.000943,0.023192,97.564822
S00620,L0031,T01,620,43.230503,1.091115,1.068339,898.323406,92.354425,0.590877,1.141371,0.000644,0.033848,97.287868
S00260,L0013,T02,260,41.968822,1.092366,1.099874,926.940353,77.546038,0.568552,1.165936,0.000975,0.025084,97.3722
S00451,L0022,T04,451,38.391527,1.194596,1.001172,941.459429,91.591342,0.523059,1.270194,0.000711,0.020777,96.882612
S00144,L0007,T03,144,42.217959,1.118491,0.880943,895.971662,69.912215,0.473383,1.09482,0.001249,0.024754,97.673936
S00331,L0016,T02,331,43.540028,1.06312,0.939833,916.274179,82.288929,0.47078,1.122959,0.001328,0.025198,96.149443
S00529,L0026,T01,529,43.970934,1.286283,0.991961,941.238191,85.475917,0.600121,1.128311,0.000573,0.031094,96.499779
S00799,L0039,T01,799,44.007753,1.164874,0.953106,914.82694,87.747497,0.5512,1.128368,0.000755,0.022279,98.947697
S00117,L0005,T01,117,39.680445,1.270494,0.990879,918.969236,83.950244,0.477877,1.20819,0.000893,0.024006,98.634433
S00055,L0002,T02,55,44.042338,1.128307,1.019401,921.375743,87.922095,0.551965,1.124901,0.000811,0.022396,97.1663
S00095,L0004,T01,95,38.391125,1.257553,0.881136,910.920427,82.056497,0.421021,1.284885,0.001306,0.035327,98.880472
S00779,L0038,T01,779,39.295028,1.074705,1.073118,926.639046,81.506908,0.544419,1.332104,0.00089,0.021268,99.083955
S00699,L0034,T03,699,42.771746,1.14808,0.973806,903.970192,77.03807,0.519261,1.161232,0.001179,0.018078,98.537027
S00227,L0011,T02,227,41.5643,1.143068,1.069045,935.844647,78.476184,0.56021,1.235535,0.001123,0.023695,97.856044
S00704,L0035,T01,704,44.24969,1.193525,1.139679,933.711627,72.15397,0.617074,1.223583,0.000714,0.034875,96.824039
S00047,L0002,T01,47,41.709034,1.092059,1.047038,925.936656,79.884492,0.505576,1.231215,0.000684,0.019859,98.900896
S00163,L0008,T01,163,45.418443,1.184223,0.968781,923.767649,87.842337,0.600623,1.058799,0.000434,0.0312,98.012855
S00771,L0038,T02,771,38.666549,1.202787,1.015924,916.884206,90.753535,0.515683,1.27881,0.000903,0.020364,98.667777
S00434,L0021,T04,434,35.656776,1.22678,0.963093,912.474522,86.408905,0.431955,1.463593,0.001303,0.032809,96.440084
S00181,L0009,T01,181,44.895856,1.26785,1.082317,898.098674,79.765629,0.671344,1.04359,0.000709,0.050183,94.69682
S00745,L0037,T04,745,45.397194,1.212962,1.023104,916.013159,71.235673,0.656367,1.102754,0.000395,0.045415,94.027727
S00310,L0015,T01,310,41.532148,1.089458,0.964094,901.817897,78.648665,0.507566,1.130658,0.001245,0.01959,98.445714
S00435,L0021,T04,435,40.978671,1.057624,1.111375,932.092936,81.902142,0.564599,1.23443,0.001314,0.024416,97.52153
S00471,L0023,T02,471,46.39254,1.207542,0.953783,948.20667,89.429377,0.596067,1.00366,0.000638,0.031753,95.879369
S00077,L0003,T02,77,43.187648,1.110884,0.985077,932.003829,91.759833,0.513681,1.127364,0.001348,0.02137,97.734609
S00286,L0014,T01,286,41.233113,1.368758,0.971888,915.53252,92.494471,0.541772,1.17801,0.000683,0.024357,97.248828
S00440,L0022,T02,440,43.334067,1.247596,0.999037,934.522029,80.058297,0.580083,1.132962,0.001113,0.027135,97.656223
S00220,L0011,T02,220,40.446517,1.153304,1.041668,922.161002,89.82458,0.532051,1.171999,0.001214,0.0208,97.757895
S00549,L0027,T01,549,42.743042,1.273474,1.060491,938.473796,80.954293,0.609283,1.212306,0.000796,0.033085,98.109746
S00723,L0036,T01,723,41.743245,1.339899,1.049326,905.073156,73.252542,0.571458,1.16189,0.000923,0.025586,97.808116
S00146,L0007,T02,146,44.512988,1.214184,1.008038,918.166152,78.144255,0.59982,1.144612,0.000696,0.031031,98.314103
S00112,L0005,T01,112,46.717803,1.104822,0.972478,923.642168,74.750556,0.549619,1.012601,0.000806,0.022039,97.962753
S00449,L0022,T01,449,40.855415,1.116333,1.034995,926.075414,94.388251,0.527406,1.203094,0.001634,0.023555,98.386664
S00455,L0022,T02,455,43.671668,1.187674,1.074293,919.584158,78.471657,0.577774,1.186475,0.000638,0.026712,97.60498
S00735,L0036,T04,735,40.977373,1.091785,1.050234,897.147989,68.40288,0.570288,1.22276,0.001038,0.025383,96.888282
S00593,L0029,T01,593,35.541405,1.066496,0.974371,934.21579,84.884872,0.482834,1.511584,0.001382,0.023207,95.327454
S00722,L0036,T01,722,43.361605,1.341883,1.120761,922.643084,75.371219,0.697225,1.229227,0.000492,0.059556,93.137725
S00272,L0013,T01,272,41.50615,,1.043675,892.499024,79.507617,0.499008,1.233955,0.001123,0.020774,97.455137
S00230,L0011,T03,230,43.978452,1.18617,0.966366,928.247675,83.404364,0.504686,1.188708,0.001305,0.019981,98.924792
S00056,L0002,T01,56,42.226185,1.19535,0.986791,911.257678,83.203079,0.525112,1.180381,0.000819,0.018629,98.022778
S00143,L0007,T01,143,40.714218,1.22616,0.999871,914.763457,80.820409,0.505263,1.236972,0.001183,0.019902,99.20783
S00665,L0033,T01,665,43.910647,1.196837,0.938987,914.988399,82.604364,0.578331,1.144263,0.0007,0.026813,97.767617
S00353,L0017,T01,353,44.338459,1.024245,0.99158,919.443614,75.921479,0.476416,1.171107,0.001168,0.024247,98.829414
S00610,L0030,T02,610,41.745542,1.046601,1.020915,884.717054,98.797496,0.528473,1.046062,0.001088,0.027578,96.649164
S00319,L0015,T01,319,42.743956,1.318598,1.038178,923.563573,84.724691,0.597952,1.043851,0.000435,0.03064,97.694551
S00099,L0004,T02,99,46.601371,1.043219,,895.047564,91.468478,0.557967,1.03048,0.000446,0.026267,97.433153
S00390,L0019,T03,390,39.369208,0.935066,1.03285,922.309533,82.268809,0.476889,1.321838,0.0009,0.024169,94.969589
S00378,L0018,T02,378,42.645231,1.11185,1.098244,914.113847,74.249763,0.577667,1.222433,0.001248,0.026692,97.052562
S00503,L0025,T01,503,46.364291,1.080557,0.973479,913.424072,87.330561,0.541105,1.044845,0.001,0.02079,97.380399
S00539,L0026,T01,539,42.195662,1.084641,1.037138,922.704385,79.66269,0.535486,1.184251,0.000717,0.020004,97.728054
S00550,L0027,T01,550,42.22934,1.121739,0.848332,932.582562,74.830943,0.459831,1.267425,0.000861,0.027151,98.282364
S00535,L0026,T03,535,38.750167,1.156268,0.990874,923.843358,74.576231,0.43938,1.361069,0.000582,0.031199,97.243289
S00377,L0018,T03,377,41.321903,1.040783,0.9891,942.219651,88.915395,0.482375,1.202,0.001289,0.024019,98.290827
S00304,L0015,T01,304,44.278513,1.158209,0.936324,923.377838,76.578742,0.531399,1.139847,0.000721,0.019451,98.686539
S00734,L0036,T03,734,39.45661,0.979733,0.861099,916.37858,84.76791,0.43853,1.239571,0.000885,0.03138,96.903931
S00172,L0008,T01,172,37.789639,1.250863,1.028185,905.429633,80.789422,0.472846,1.336559,0.00126,0.024845,98.169298
S00385,L0019,T01,385,44.805142,1.152758,1.032108,930.636091,85.132332,0.554992,1.026799,0.001317,0.022864,98.20679
S00336,L0016,T02,336,41.920014,0.968771,1.024989,936.913245,80.27255,0.503249,1.199771,0.001,0.020179,97.835239
S00646,L0032,T02,646,44.019192,1.204869,1.071923,921.23338,83.804205,0.620993,1.121716,0.000773,0.035811,97.803021
S00666,L0033,T01,666,43.596186,1.087854,1.091231,924.344165,92.541814,0.574012,1.096295,0.000895,0.030385,95.721357
S00540,L0027,T01,540,41.827203,1.13174,1.035959,914.099781,,0.538429,1.164171,0.00098,0.020412,99.736662
S00778,L0038,T03,778,45.098423,1.087699,1.039591,911.276677,100.5476,0.484784,1.009585,0.000847,0.035083,96.836713
S00159,L0007,T04,159,46.532157,1.11352,0.986091,919.126035,92.378151,0.601509,0.981333,0.001289,0.036397,96.455244
S00450,L0022,T02,450,42.921102,0.984472,1.028287,932.394069,75.966483,0.492123,1.193584,0.001684,0.021778,97.845607
S00761,L0038,T02,761,41.33317,1.02522,0.991692,922.361451,74.443611,0.514706,1.177224,0.000651,0.018653,97.472464
S00162,L0008,T01,162,40.669996,1.300295,0.970737,907.203904,83.143308,0.510278,1.190459,0.0014,0.019228,98.001135
S00476,L0023,T02,476,40.043965,1.036193,0.974247,921.97363,75.007151,0.498173,1.263351,0.000924,0.020893,97.754628
S00299,L0014,T04,299,41.154086,1.065798,0.96363,903.43073,72.322292,0.502491,1.230906,0.001033,0.020284,99.546135
S00033,L0001,T01,33,42.776575,1.125342,1.012362,934.195867,80.727232,0.516726,1.163371,0.000906,0.018395,98.419987
S00250,L0012,T01,250,42.047262,1.212457,1.017081,945.777467,81.790781,0.517208,1.196713,0.000651,0.018335,97.784335
S00217,L0010,T01,217,44.658547,1.148569,1.072297,940.851815,82.341431,0.588345,1.207494,0.000774,0.028704,97.641347
S00428,L0021,T01,428,45.839076,1.20483,0.990288,916.11798,86.675854,0.61504,1.025099,0.00098,0.034399,98.257214
S00170,L0008,T01,170,41.709619,1.184773,0.968014,896.011854,89.440505,0.486512,1.084768,0.000952,0.023772,96.98557
S00432,L0021,T02,432,39.186666,1.16124,1.219262,947.338553,77.930718,0.608985,1.279171,0.000407,0.033019,96.485799
S00134,L0006,T04,134,40.591397,1.138832,1.019254,908.309742,80.694854,0.525806,1.216908,0.000844,0.018718,97.128623
S00570,L0028,T03,570,40.61585,1.14782,1.037309,925.048176,81.069342,0.496029,1.230258,0.001448,0.021203,97.417494
S00474,L0023,T01,474,41.827471,1.199419,0.912965,906.147439,61.743149,0.518542,1.265756,0.001091,0.018167,97.839263
S00328,L0016,T01,328,41.753592,1.075325,1.076309,922.527448,84.046542,0.549661,1.211447,0.000703,0.022045,97.885797
S00330,L0016,T03,330,37.059788,1.174652,0.995052,893.530647,89.242517,0.419931,1.255906,0.001049,0.037111,96.480279
S00755,L0037,T01,755,41.052014,1.082032,1.202532,922.63083,89.041108,0.574607,1.247809,0.000906,0.027085,99.103388
S00579,L0028,T01,579,40.350393,1.026993,1.042799,916.987621,86.651522,0.506551,1.086752,0.001481,0.019727,98.970444
S00402,L0020,T01,402,,1.234208,0.954141,897.606275,97.412767,0.481865,1.215021,0.000814,0.032183,97.446571
S00292,L0014,T02,292,43.371509,1.215853,0.960476,926.237006,90.625898,0.590044,1.121669,0.000542,0.031744,95.586456
S00374,L0018,T01,374,42.881983,1.162471,1.039583,942.901453,84.721612,0.56297,1.126966,0.000613,0.024146,98.680332
S00597,L0029,T01,597,42.289706,1.123532,0.942568,917.959146,72.444361,0.494805,1.209233,0.001282,0.025464,97.519393
S00401,L0020,T01,401,38.344722,1.1239,1.032043,939.93682,78.855403,0.5172,1.353354,0.00094,0.018336,99.8
S00090,L0004,T01,90,41.463559,1.059647,1.047748,921.827902,74.843004,0.51266,1.21629,0.000669,0.018917,97.337279
S00494,L0024,T01,494,41.677273,1.175026,1.050721,893.492371,87.163377,0.549228,1.107329,0.000518,0.02198,99.771252
S00719,L0035,T01,719,42.938808,1.253063,1.055456,926.71474,79.332004,0.565608,1.084195,0.000721,0.024585,98.036397
S00332,L0016,T01,332,46.87178,1.226041,0.931643,915.582762,84.037514,0.62298,1.004658,0.000957,0.036294,97.089026
S00416,L0020,T01,416,41.547081,1.09141,1.083972,940.42401,83.984816,0.54051,1.257439,0.000685,0.020706,95.861821
