sample_id,lot_id,tool_id,sequence,aspect_ratio,pattern_density,gas_ratio,rf_bias_w,pressure_mtorr,etch_time_s,etch_depth_nm,top_cd_nm,bottom_cd_nm,sidewall_angle_deg,bowing_nm
S00084,L0004,T03,84,26.579645,0.270211,0.515882,401.025328,15.975412,143.857966,2306.832929,74.241684,64.097152,89.882675,11.094123
S00687,L0034,T01,687,45.688197,0.205338,0.674915,326.117187,15.771598,167.729123,2211.999186,72.217002,63.656483,89.560387,3.827185
S00595,L0029,T03,595,38.449641,0.443408,0.574125,261.385178,17.479873,124.339953,1910.577159,75.187428,68.799288,89.522729,0.922097
S00096,L0004,T03,96,49.659657,0.454922,0.443112,261.531846,18.864662,131.143526,1940.934736,76.249184,72.622446,89.967522,0.011752
S00180,L0009,T01,180,45.000202,0.805264,0.392178,357.549938,16.119256,162.501851,2226.801632,73.521741,63.690703,89.794785,11.520164
S00133,L0006,T01,133,37.002235,0.51328,0.563762,346.891666,16.504092,132.153302,2087.573757,73.043226,61.862411,89.586041,5.882067
S00583,L0029,T01,583,55.485154,0.213356,0.536474,315.265316,19.147488,169.346785,2202.829447,73.474396,62.504464,89.934247,5.427115
S00321,L0016,T01,321,48.480612,0.347018,0.404883,249.880769,20.31221,144.387542,1974.471113,73.729478,69.222986,89.884959,-1.954782
S00789,L0039,T01,789,42.407163,0.339293,0.433036,357.733863,22.888819,160.469035,2195.9678,73.060307,64.049008,90.130411,9.660577
S00009,L0000,T02,9,36.35847,0.399815,0.443146,344.053972,21.101658,147.440329,2092.672972,75.120974,67.944815,89.903366,7.212821
S00671,L0033,T03,671,41.069648,0.797636,0.470579,342.130542,18.008233,163.566256,2202.949078,74.34205,67.682641,89.993961,10.091448
S00255,L0012,T03,255,43.878298,0.70381,0.560553,323.439352,15.314718,144.964048,2048.365855,72.521922,64.445815,89.812392,5.919405
S00524,L0026,T01,524,52.704274,0.195119,0.730953,318.656652,22.45307,148.807013,2092.329195,74.230609,65.60609,89.934509,6.213755
S00389,L0019,T01,389,41.842317,0.518892,0.605243,295.866213,21.275623,138.643542,1973.248876,73.438922,64.965298,89.720288,3.141595
S00562,L0028,T03,562,44.127379,0.529357,0.737267,336.420487,20.033263,144.545467,2091.467729,72.940346,65.387819,89.848412,6.918779
S00541,L0027,T01,541,47.967367,0.470983,0.372297,385.855093,18.001137,166.761856,2240.801793,73.93804,61.422361,89.981532,14.457012
S00405,L0020,T02,405,47.181784,0.600372,0.649776,324.890821,16.517251,153.710908,2137.168832,78.278397,69.835601,90.20854,5.712677
S00640,L0032,T02,640,27.805551,0.743871,0.593541,326.439061,18.342338,157.898422,2197.595322,74.931934,69.04951,89.913294,4.716518
S00118,L0005,T01,118,56.888034,0.845217,0.515966,401.485801,16.655824,151.627791,2104.297253,74.751538,61.324971,89.505686,19.426964
S00333,L0016,T02,333,34.573945,0.670218,0.692789,328.852029,20.228694,147.096335,2068.714182,76.127356,69.049102,89.824229,8.031384
S00355,L0017,T01,355,31.784231,0.617711,0.415975,268.747439,17.223678,135.282068,2043.116397,74.839766,71.395434,90.075048,0.79474
S00251,L0012,T01,251,54.172722,0.485394,0.564532,268.883537,14.477207,130.569204,1893.053379,75.294798,69.486105,90.076767,-0.740667
S00459,L0022,T01,459,44.265546,0.688207,0.531446,293.712258,19.420362,149.071125,2044.207207,71.325013,64.791579,89.999868,2.113434
S00369,L0018,T03,369,37.20046,0.637719,0.622722,330.83909,20.2618,135.063477,2047.293679,74.033747,67.978734,90.234311,7.920974
S00670,L0033,T01,670,26.308085,0.176971,0.657152,305.463542,21.112723,156.966312,2216.408502,73.830992,68.812515,90.319764,4.378534
S00545,L0027,T03,545,47.145105,0.169948,0.692507,240.839931,18.714352,137.856706,1989.004462,72.123347,69.184397,89.772774,-4.546889
S00157,L0007,T01,157,63.959433,0.588425,0.435938,360.983128,20.708224,169.05122,2165.253256,77.613443,64.290151,89.832658,13.879096
S00072,L0003,T01,72,61.595865,0.760217,0.582121,335.095102,22.104366,130.94636,1956.433913,75.824471,65.683641,89.383288,9.266423
S00206,L0010,T01,206,42.556593,0.21487,0.747953,268.826145,17.068981,144.572932,2073.446587,73.701437,69.948843,89.969756,2.376156
S00199,L0009,T01,199,33.27528,0.600214,0.504585,296.370979,19.766977,113.574531,1921.939278,74.588874,69.608584,90.034593,2.557478
S00114,L0005,T01,114,31.760034,0.790842,0.563918,282.814525,18.254376,161.896504,2188.11849,74.66144,71.414327,89.86198,1.115881
S00075,L0003,T01,75,18.078588,0.482591,0.637584,328.115162,17.930589,141.261509,2179.455149,71.950889,67.131502,89.718677,4.724407
S00054,L0002,T02,54,19.95528,0.435176,0.723485,294.237103,15.171202,135.553681,2081.195546,73.888477,70.119855,89.958744,2.675893
S00758,L0037,T02,758,22.996102,0.541242,0.507129,302.12157,16.341524,147.742816,2210.449753,73.953603,70.740206,90.056972,3.941982
S00627,L0031,T01,627,55.522597,0.206339,0.413783,292.221811,21.168784,163.204458,2174.960332,73.342784,67.140813,90.013038,3.576061
S00386,L0019,T01,386,60.103323,0.759612,0.546457,317.831045,16.84604,150.232206,2036.286155,76.025739,66.18507,89.523034,8.364546
S00087,L0004,T02,87,23.933414,0.523976,0.568765,307.658002,21.283351,126.595518,2087.171196,74.001367,66.734978,89.737066,5.342969
S00344,L0017,T01,344,58.132908,0.696661,0.622151,306.569765,18.197542,136.943166,1961.09754,72.054074,64.345149,89.668964,4.521595
S00440,L0022,T01,440,20.694175,0.256896,0.36137,368.405535,19.358914,161.164774,2333.697769,75.159666,67.616098,90.082703,6.921141
S00451,L0022,T02,451,51.396669,0.807874,0.675049,303.004421,19.841017,171.352814,2117.945503,74.72925,68.057381,89.6508,6.699469
S00539,L0026,T01,539,35.381765,0.800222,0.57192,332.679394,16.96331,153.064003,2159.466523,75.218896,68.682575,89.887556,6.620139
S00485,L0024,T01,485,45.89289,0.453771,0.497894,345.043378,15.069989,141.789657,2057.777657,71.862714,61.82622,89.700553,9.106345
S00716,L0035,T02,716,21.471376,0.579682,0.526771,272.632654,22.372853,139.902506,2104.965109,70.801393,67.50411,89.867635,3.809443
S00152,L0007,T01,152,59.041302,0.648754,0.611528,364.805462,20.968812,140.93832,2101.303131,73.673191,62.094158,90.019106,13.582816
S00367,L0018,T01,367,39.642825,0.630837,0.373792,285.29095,16.816352,131.273136,1983.990445,76.752052,71.109449,89.764868,1.793323
S00633,L0031,T01,633,63.66843,0.806731,0.671791,290.647686,18.278951,155.431566,2029.528912,74.659825,65.724432,89.913796,1.617132
S00452,L0022,T01,452,61.109099,0.284268,0.655874,324.463519,20.29359,117.634386,1959.123943,75.915517,66.027697,89.878573,7.784055
S00647,L0032,T02,647,21.085249,0.192917,0.655165,260.94799,25.512112,,2114.763915,74.848677,72.825068,90.020646,1.668445
S00533,L0026,T02,533,38.136672,0.771298,0.659324,268.759966,15.691897,120.265445,1835.149912,76.892696,73.277781,90.086231,1.684795
S00436,L0021,T02,436,26.849857,0.622148,0.384396,301.985988,19.247881,136.864979,2048.562476,75.134181,68.726979,89.719486,3.721348
S00520,L0026,T01,520,56.45386,0.384932,0.711034,335.528415,20.857085,120.174494,1945.496878,74.762438,63.686646,89.559307,9.432634
S00626,L0031,T01,626,58.804076,0.341923,0.488381,,23.167824,116.538352,1872.116723,76.223058,67.29782,89.805702,2.500967
S00311,L0015,T02,311,51.213103,0.721597,0.611744,353.070513,19.609021,142.577643,2034.054833,75.457245,65.757287,89.688339,10.845091
S00724,L0036,T01,724,50.073796,0.466311,0.456933,319.607984,21.125251,143.246855,2103.495686,74.375449,67.242797,89.727638,5.364786
S00489,L0024,T01,489,57.467753,0.15353,0.576114,356.354111,19.481769,159.257253,2180.259762,75.941482,64.452531,89.722172,12.762101
S00298,L0014,T01,298,25.039741,0.757642,0.422714,380.713609,21.078829,151.32992,2259.964134,72.006817,68.045481,89.838948,9.66151
S00799,L0039,T02,799,26.855196,0.514928,0.733895,309.065409,18.377118,134.200969,2083.617588,73.416431,68.689455,90.095002,5.014943
S00591,L0029,T01,591,40.653555,0.663469,0.403197,308.665575,20.460603,149.313354,2076.868605,73.854313,67.257999,89.655499,6.955888
S00738,L0036,T03,738,60.018309,0.523549,0.522472,,18.366515,136.019709,2000.792222,73.460289,60.622239,89.845707,15.209569
S00753,L0037,T01,753,23.988676,0.827693,0.454632,347.211684,21.388942,133.758275,2089.73049,72.353299,66.689793,89.957042,6.78567
S00286,L0014,T01,286,52.631702,0.539903,0.404597,308.870686,18.434207,140.829402,2020.326351,74.824846,64.927133,89.672471,5.966608
S00585,L0029,T01,585,60.104687,0.789463,0.649165,383.515474,20.864969,153.205471,2082.853183,72.262364,56.711584,89.346665,16.612372
S00785,L0039,T01,785,35.96781,0.747459,0.576177,357.180667,16.814931,152.386453,2148.619899,76.626478,66.675559,89.863123,8.654959
S00783,L0039,T01,783,42.384822,0.486695,0.583102,330.635046,20.112554,151.572584,2122.839121,73.879942,66.734903,89.920788,7.336514
S00721,L0036,T02,721,30.14235,0.154867,0.660308,345.807831,14.306643,142.76096,2171.624017,73.557015,68.426781,90.017325,7.979125
S00416,L0020,T01,416,26.581714,0.321373,0.651228,307.856341,18.371229,136.549967,2137.86955,72.662924,67.487033,89.918254,3.760082
S00754,L0037,T01,754,39.211249,0.355166,0.470457,286.187067,15.488988,163.562075,2220.297742,69.989072,63.85087,89.758842,3.519494
S00225,L0011,T03,225,31.03108,0.790694,0.522253,317.973149,22.667566,151.344949,2183.327207,74.294969,67.477767,89.785487,5.969139
S00146,L0007,T01,146,24.945034,0.208256,0.641491,333.099155,21.241547,159.496137,2301.877014,74.704546,66.696407,89.818915,5.886003
S00505,L0025,T03,505,56.963773,0.761671,0.476377,295.57731,22.053758,143.171833,2046.363005,72.088892,62.687473,89.792987,3.696466
S00064,L0003,T01,64,60.656746,0.44892,0.57915,320.840963,18.542844,153.867234,1997.994136,74.442465,64.945363,89.580075,6.658093
S00113,L0005,T02,113,63.418522,0.710013,0.675548,291.229422,21.954151,150.060324,2707.068199,72.832131,65.220004,89.710061,2.856277
S00144,L0007,T01,144,33.72705,0.789005,0.512823,260.661265,19.055814,161.987516,2191.446927,74.749707,70.535381,89.730891,-0.180976
S00792,L0039,T01,792,64.792226,0.761902,0.404789,337.464814,18.672971,132.609787,1904.447326,72.564321,60.148579,89.771439,9.884966
S00582,L0029,T01,582,45.468976,0.452192,0.438548,370.655013,17.201501,125.382258,2025.454196,73.445998,62.817658,89.314032,10.129452
S00245,L0012,T02,245,50.983176,0.759978,0.47462,315.704002,22.634964,,2007.889149,73.438132,65.728403,90.054684,7.454586
S00648,L0032,T02,648,50.863328,0.17793,0.503273,364.255062,19.718067,137.998259,2105.651307,72.807561,61.82999,89.509705,11.482642
S00780,L0039,T02,780,25.053093,0.782598,0.385519,314.181616,19.913875,151.905698,2206.691528,74.330426,67.224745,89.560891,5.004043
S00614,L0030,T02,614,20.250004,0.284356,0.540324,250.179994,18.231653,132.356998,2090.545467,75.979055,71.302058,89.911052,2.252716
S00431,L0021,T03,431,63.460218,0.594619,0.486002,323.944448,17.098291,161.380641,2075.713891,74.800321,64.961528,89.85423,8.029798
S00462,L0023,T02,462,33.276035,0.506141,0.462422,330.929641,14.237666,121.981814,1989.208603,72.504134,66.238565,89.588148,6.960079
S00063,L0003,T02,63,43.020084,0.661321,,246.399296,14.512529,133.025472,1932.233702,75.597291,70.867571,89.613381,-1.056968
S00230,L0011,T01,230,38.701701,0.238918,0.466275,325.495948,17.671141,137.332916,2066.940806,75.307873,69.719373,90.039917,5.787515
S00770,L0038,T02,770,51.786204,0.457501,0.665764,333.463665,21.483717,126.650142,1928.568671,76.006288,68.625598,89.618097,8.514922
S00207,L0010,T03,207,24.681485,0.840322,0.613124,328.313259,19.93675,156.315282,2200.669277,73.437555,67.910652,89.793634,8.070525
S00328,L0016,T02,328,48.508058,0.671576,0.730154,273.133464,15.929096,150.953636,2041.172838,72.968809,68.920575,89.89993,2.763573
S00448,L0022,T01,448,38.743165,0.312664,0.603328,317.348469,20.636534,170.115716,2254.534755,75.34589,70.690468,90.292575,4.444372
S00116,L0005,T02,116,64.652078,0.428428,0.376381,281.198976,19.617852,130.518761,1912.590679,72.312047,64.853199,89.872214,1.326392
S00246,L0012,T01,246,,0.832908,0.707071,294.781857,19.924467,149.766662,2022.48153,72.97585,66.488082,89.9105,26.215612
S00423,L0021,T01,423,52.087616,0.654962,0.550587,333.211993,14.208021,137.560202,2040.805412,75.389944,64.503614,89.988074,9.105357
S00586,L0029,T01,586,41.284838,0.192389,0.53455,323.801853,25.614337,148.477729,2140.121427,73.43904,67.321642,89.595351,6.811614
S00324,L0016,T02,324,40.576983,0.268771,0.405697,363.934287,21.21322,132.087951,2060.033454,75.497891,66.645524,89.821581,10.864885
S00219,L0010,T01,219,60.700284,0.603113,0.517078,281.571862,17.119845,148.478371,2001.554953,75.630964,69.344515,89.79452,1.088826
S00184,L0009,T01,184,36.837934,0.161179,0.384983,379.782616,17.118509,140.018226,2133.86311,74.526331,64.332516,89.738639,11.084942
S00612,L0030,T02,612,30.747698,0.251992,0.395685,347.959073,23.491762,138.807394,2215.631999,75.186179,69.406174,90.196439,7.164433
S00565,L0028,T01,565,63.930076,0.252623,0.450133,269.020003,20.668359,152.53937,2082.394836,73.916501,67.530449,89.849566,-1.226021
S00056,L0002,T02,56,34.026622,0.381052,0.424621,328.50017,15.699673,135.061516,2113.606051,74.30418,66.476171,89.771044,6.178556
S00408,L0020,T02,408,45.954337,0.646504,0.509357,320.48846,21.16753,136.641037,2007.046117,70.60088,62.829,89.633607,4.981087
S00513,L0025,T01,513,38.120626,0.649681,0.466488,292.511894,20.011559,150.397958,2070.704884,75.531872,71.321521,90.140551,2.766976
S00079,L0003,T01,79,58.15943,0.84574,0.508018,297.241495,20.803041,143.127048,1912.232379,75.479071,67.497289,89.759566,3.976341
S00683,L0034,T01,683,59.19678,0.703233,0.487941,414.489976,22.531354,142.601919,2059.056468,73.740041,58.188037,89.879503,22.640268
S00210,L0010,T03,210,30.727061,0.486372,0.468529,269.540707,13.151085,147.866602,2145.751334,72.497857,68.796126,90.222879,0.927067
S00139,L0006,T01,139,64.147486,0.782835,0.476788,398.950383,18.465019,148.43758,2081.187833,73.212914,57.927516,89.626063,20.108235
S00011,L0000,T01,11,36.616149,0.199197,0.579847,324.974203,15.922584,131.894046,2076.864156,75.076057,69.852047,89.588806,5.077449
S00613,L0030,T01,613,38.60531,0.224936,0.6564,454.410335,18.125482,155.288956,2271.528572,72.757283,60.048526,89.874766,20.478885
S00552,L0027,T01,552,24.640603,0.28254,0.468965,342.797799,22.855087,143.969999,2202.059981,75.521699,69.884178,89.619614,8.326493
S00099,L0004,T01,99,52.767169,0.334155,0.510317,411.29378,18.58091,120.580749,2053.492627,71.904877,59.710789,89.822974,19.286749
S00494,L0024,T01,494,28.285867,0.295247,0.744997,364.980201,19.223454,154.655209,2270.715011,74.914023,68.769739,89.832144,8.877034
S00644,L0032,T02,644,31.640144,0.234938,0.562493,249.874014,21.356339,152.982607,2158.752549,73.641728,70.980946,89.856164,-1.658947
S00057,L0002,T01,57,55.944076,0.78841,0.64171,251.041779,19.016546,142.236732,1897.422353,72.984112,71.016495,89.994773,-3.402996
S00204,L0010,T02,204,25.091213,0.428032,0.572559,292.067635,19.331124,126.506934,2051.393672,73.496492,70.394883,89.723777,3.258564
S00346,L0017,T01,346,31.246472,0.246114,0.577627,304.127897,,141.251513,2146.300212,75.270457,71.046846,90.098797,3.021373
S00034,L0001,T01,34,23.536388,0.836997,0.568203,300.319916,22.474019,146.761956,2090.998377,72.923409,68.224709,89.826802,2.354118
S00460,L0023,T01,460,45.896408,0.191518,0.684447,331.810979,16.716771,148.37206,2140.359062,75.526379,66.799441,89.794265,6.220057
S00380,L0019,T01,380,22.346781,0.641804,0.367563,285.959457,,140.422236,2133.057006,72.375637,69.094133,89.984028,4.417064
S00108,L0005,T01,108,63.869455,0.634772,0.685896,342.438369,20.897434,154.276248,2011.64768,74.213305,63.014898,89.798909,11.946907
S00007,L0000,T01,7,18.64505,0.657227,0.706266,320.926114,18.752566,144.960444,2191.915815,74.291665,69.998606,89.736423,5.495222
S00675,L0033,T02,675,49.949912,0.528499,0.47913,322.149398,20.090001,125.28353,1912.899829,73.135973,64.066274,89.6808,8.232948
S00158,L0007,T01,158,26.897704,0.42114,0.690256,273.460512,18.632901,161.032438,2157.060504,72.061992,67.99772,89.864708,0.719897
S00413,L0020,T03,413,35.002942,0.320462,0.45523,287.909572,23.656976,135.07719,1998.385476,73.737028,66.906205,89.894014,4.033753
S00608,L0030,T01,608,63.957097,0.290353,0.534241,301.357363,19.279797,172.503981,2062.976488,73.525886,63.682507,89.846442,4.335584
S00277,L0013,T02,277,49.814951,0.830514,0.445015,337.822551,11.957487,146.45148,2062.095988,72.789085,63.142188,89.660383,9.34165
S00392,L0019,T01,392,45.471487,0.352973,0.581472,341.886762,15.101548,140.450694,2075.597141,72.389298,63.249807,89.684853,8.77936
S00430,L0021,T02,430,56.941139,0.542249,0.395376,314.17593,22.887186,110.089887,1770.062378,75.903776,65.648336,89.740631,6.328154
S00400,L0020,T01,400,57.994841,0.444509,0.545247,339.538458,16.277872,139.279198,2060.116759,73.125994,60.946678,89.708791,10.763913
S00699,L0034,T01,699,35.732022,0.756548,0.555033,344.121642,22.46599,137.294949,2090.735476,77.438098,70.250615,89.90834,8.088734
S00003,L0000,T01,3,34.611345,0.462361,0.40392,290.439016,14.540657,128.258377,2011.933429,74.412284,66.409887,89.985145,2.466288
S00532,L0026,T03,532,53.511446,0.477638,0.417666,342.357702,20.376724,152.932722,2064.0412,74.366989,62.056169,90.040126,11.989126
S00498,L0024,T01,498,26.416405,0.528793,0.749265,365.525243,,152.103319,2265.503701,74.540055,68.416853,89.828808,9.567036
S00518,L0025,T02,518,51.540933,0.24708,0.480903,316.871589,21.08877,156.294453,2116.956171,75.732316,69.452622,90.073776,6.14525
S00353,L0017,T02,353,64.653356,0.546161,0.71322,335.374989,17.790091,123.628094,1867.854726,75.819862,63.45541,89.550174,9.585969
S00571,L0028,T01,571,27.337598,0.333118,0.62567,317.070444,17.925161,143.953914,2103.746601,72.084974,68.470696,89.993276,5.663095
S00599,L0029,T02,599,19.625888,0.67282,0.659812,389.57062,18.373129,123.130312,2099.462546,73.860537,64.997284,89.667565,8.837801
S00559,L0027,T02,559,25.132168,0.772874,0.637152,371.491669,19.297505,135.198269,2179.586434,74.382022,68.890683,90.077614,8.419911
S00504,L0025,T01,504,59.288937,0.326628,0.525416,304.18289,21.162424,124.831264,1935.43572,74.622084,63.985471,89.781078,4.78025
S00262,L0013,T01,262,64.556238,0.564072,0.601384,305.822055,20.132171,151.782729,1998.941512,73.395725,64.838472,90.044788,7.033293
S00019,L0000,T03,19,21.375327,0.39328,0.410571,391.494464,20.989211,116.445298,2097.398548,74.115412,69.083927,90.018123,6.878357
S00643,L0032,T01,643,30.341672,0.784912,0.355668,335.81308,21.84321,127.231637,1995.346715,72.395281,65.961708,89.830035,6.010563
S00266,L0013,T01,266,33.63973,0.538705,0.424417,340.499868,21.091465,116.724432,1968.151512,74.880592,78.012475,90.060857,8.302385
S00561,L0028,T01,561,39.274874,0.642711,0.374514,362.670136,20.99517,140.527779,2075.362405,75.357914,69.003558,89.52549,9.907872
S00335,L0016,T01,335,55.699861,,0.452445,373.418269,15.490523,160.539285,2209.639001,72.719761,59.726118,89.573284,17.103464
S00249,L0012,T02,249,57.631391,0.837854,0.355805,297.235679,21.159566,152.099021,2009.869161,73.280865,68.111145,89.644311,3.185699
S00370,L0018,T01,370,62.91033,0.494959,0.503189,343.88763,17.150037,143.387008,2053.500938,74.431504,63.405994,89.553034,12.15138
S00373,L0018,T02,373,35.518523,0.205855,0.46906,363.758108,23.985823,140.380598,2236.393421,73.440603,64.457619,89.859062,7.923945
S00497,L0024,T01,497,64.501318,0.644341,0.561097,257.451011,15.869471,160.316583,1996.472442,74.789279,69.652118,90.098961,-3.480598
S00244,L0012,T03,244,23.66023,0.556086,0.441083,261.002791,18.413054,131.739129,2073.807069,74.026601,69.248673,89.841871,2.379079
S00414,L0020,T03,414,56.946019,0.334361,0.721754,302.662811,22.858158,144.145501,2015.648417,77.350854,69.373577,89.295422,3.429197
S00725,L0036,T01,725,59.375698,0.545901,0.641867,299.048291,17.601778,124.187668,1882.869219,74.215685,67.851265,89.736039,3.761005
S00679,L0033,T01,679,54.236406,0.76496,0.500348,358.503892,15.649723,140.381441,1981.921949,72.428181,61.94625,89.477728,11.469491
S00615,L0030,T02,615,43.281285,0.40469,0.676918,313.478452,14.284571,160.810466,2122.07907,72.069411,65.023712,90.101946,5.293394
S00507,L0025,T02,507,23.987703,0.464992,,289.257029,23.349589,129.014511,2014.094023,73.845707,68.706841,89.640591,3.426612
S00642,L0032,T01,642,46.413011,0.709598,0.360773,272.6966,18.679265,155.345545,2050.599518,75.456151,71.205872,90.063773,0.881767
S00410,L0020,T01,410,31.191207,0.32676,0.406206,273.31147,19.414948,159.952116,2224.603859,73.808594,68.242279,89.818776,1.935295
S00122,L0006,T01,122,37.333038,0.457892,0.605313,364.920471,16.598827,155.974781,2194.229591,73.784957,66.339199,89.839227,10.983607
S00557,L0027,T02,557,45.697973,0.682394,0.518751,296.571634,12.677581,143.893182,1973.328131,72.936449,67.651592,89.82455,3.793543
S00645,L0032,T01,645,40.497704,0.682614,0.410698,371.573333,24.48063,147.168504,2141.860265,77.598393,69.506569,89.912949,10.833839
S00127,L0006,T03,127,23.575151,0.235642,0.705204,346.645335,18.193474,147.294222,2201.292931,73.525725,67.413487,89.733586,5.396025
S00650,L0032,T01,650,29.713641,,0.534465,275.02894,19.765588,122.767909,1967.825329,74.793626,73.503204,90.564675,3.320996
S00446,L0022,T02,446,30.409317,0.798796,0.361939,302.612729,17.655842,149.749676,2089.977134,72.315728,68.317795,89.903853,2.925421
S00596,L0029,T03,596,39.684026,0.801567,0.46561,317.270626,16.227686,151.605558,2136.215062,73.033569,66.746578,89.798841,7.202663
S00340,L0017,T01,340,58.44874,0.172906,0.595686,297.153917,18.970344,130.760695,2024.429422,72.342701,65.036102,89.773292,1.401026
S00323,L0016,T01,323,19.885061,0.425373,0.428962,346.681778,18.571092,161.633172,2363.323372,74.888203,69.781989,89.777528,5.124708
S00712,L0035,T02,712,46.352932,0.591477,0.723129,337.453636,18.178657,155.027169,2099.736216,75.246683,67.678425,89.90912,9.245875
S00745,L0037,T01,745,61.626382,0.49839,0.472878,327.128135,18.638236,123.068678,1890.317246,73.517873,64.89572,89.795425,9.466513
S00510,L0025,T02,510,21.312629,0.367636,0.602205,327.403901,18.304459,135.923994,2174.933356,74.881409,69.560662,89.826913,-4.181126
S00672,L0033,T01,672,56.52127,0.781056,0.723975,344.974487,22.019756,157.764762,2051.599395,71.178835,59.242656,89.842293,11.025731
S00429,L0021,T01,429,64.443236,0.441451,0.525263,284.299799,18.186192,144.637921,2005.801976,75.013076,67.411935,89.597293,2.625402
S00250,L0012,T01,250,57.436338,0.746988,0.586947,350.087678,19.487741,152.705442,2055.231585,74.274621,60.467114,90.087285,10.795787
S00263,L0013,T03,263,39.489763,0.717127,0.369033,336.325175,20.343811,151.330949,2112.588072,72.858079,63.789952,89.867783,7.320208
S00621,L0031,T01,621,57.00736,0.461332,0.432019,349.900149,17.953511,162.714176,2161.96617,72.146212,60.985954,89.602082,10.997829
S00387,L0019,T01,387,43.886733,0.745847,0.556311,385.932763,18.029408,165.779013,2211.297421,71.348371,61.997714,90.057753,13.498982
S00396,L0019,T01,396,26.68732,0.758296,0.621874,297.709441,20.162221,149.824394,2143.002082,72.924471,67.931485,89.97355,1.723219
S00442,L0022,T01,442,50.555958,0.811003,0.388546,262.178422,22.367526,125.935739,1857.533109,73.121197,69.710983,90.077413,-0.183929
S00227,L0011,T02,227,29.640065,0.154961,0.48288,289.391126,24.963242,158.789518,2255.914236,74.705691,71.748376,89.964923,3.577158
S00515,L0025,T02,515,21.523073,0.475734,0.630653,272.678129,20.397968,138.81516,2131.28767,71.806103,67.676916,89.933336,2.010506
S00727,L0036,T03,727,53.410563,0.30333,0.749116,387.572178,16.565662,148.130188,2141.820114,70.287123,56.87843,89.609673,15.371107
S00664,L0033,T03,664,53.26257,0.417608,0.558672,405.407566,16.669171,100.359519,1915.329075,74.15487,60.444834,89.641681,18.738564
S00412,L0020,T01,412,61.865923,0.302096,0.364882,342.822754,23.491938,159.239279,2172.349154,72.227489,63.094452,89.962584,9.9478
S00704,L0035,T01,704,62.165152,0.450051,0.44373,341.716106,21.209356,143.141144,2018.340456,76.50898,66.024729,89.865196,11.351936
S00554,L0027,T02,554,27.526412,0.840427,0.428084,333.191359,23.231019,157.949235,2189.48823,74.099619,67.353655,89.608374,5.349407
S00159,L0007,T01,159,23.930476,0.28949,0.495376,254.323104,15.255752,157.96064,2243.151095,69.785575,64.850173,89.901562,1.382269
S00794,L0039,T03,794,24.380506,0.275196,0.359133,276.999287,21.834042,144.891575,2204.231493,75.708881,70.781732,89.767636,2.578816
S00013,L0000,T02,13,55.637781,0.235586,0.382461,291.279641,18.473199,156.534859,2138.042746,74.400779,66.494318,89.818883,3.114397
S00706,L0035,T03,706,18.328075,0.678208,0.497557,391.727331,19.18389,160.095533,2353.259853,74.730908,69.99066,89.769426,6.72807
S00695,L0034,T02,695,32.41767,0.33079,0.493349,256.382225,18.667382,161.856949,2136.748007,73.671795,69.896655,89.827569,0.072864
S00573,L0028,T03,573,22.448402,0.777232,0.677501,321.159904,17.603006,140.977317,2092.532668,73.352457,69.007128,90.069863,4.55789
S00138,L0006,T01,138,64.679021,0.817003,0.745928,333.875103,15.159782,152.805537,2026.103652,74.781081,63.561413,89.753546,8.368155
S00686,L0034,T02,686,53.17217,0.694537,0.488504,316.082694,11.437704,160.719498,2147.526437,72.900146,64.875114,89.705419,6.294329
S00563,L0028,T02,563,27.611517,0.599763,0.650929,317.609022,15.473412,134.003892,2115.940325,72.964203,67.708201,90.094611,6.143337
S00297,L0014,T01,297,46.120299,0.160196,0.603547,344.020382,18.434622,133.338994,2107.986557,76.519507,68.275222,89.739713,9.819909
S00279,L0013,T03,279,62.409158,0.531169,0.618035,349.838321,21.210843,130.690048,1951.786055,73.127911,62.28872,89.507021,11.631961
S00231,L0011,T01,231,19.643786,0.220391,0.70785,261.654914,18.087964,140.771768,2159.520357,73.7746,74.06721,90.300367,4.423194
S00637,L0031,T03,637,56.231579,,0.705262,314.255844,16.664259,160.408527,2176.938572,75.874103,67.845017,89.918381,7.868347
S00272,L0013,T01,272,21.397212,0.19679,0.41269,334.123786,17.194108,170.780575,2407.720845,73.721847,68.381854,89.776429,4.626557
S00066,L0003,T01,66,34.796781,0.388741,0.71625,358.524707,20.74387,140.69556,2104.613692,73.539759,67.213921,89.82876,8.092626
S00774,L0038,T01,774,35.53346,0.377335,0.483938,300.687242,19.653194,145.794963,2138.794557,73.452682,67.970106,89.787995,5.316478
S00349,L0017,T02,349,49.006146,0.261469,0.353606,274.598808,17.37527,160.731287,2122.14978,73.692804,67.970697,89.939997,0.788797
S00293,L0014,T01,293,49.346513,0.469087,0.462296,333.909209,19.940785,155.036125,2211.61314,75.124225,66.752103,89.847506,11.207998
S00100,L0005,T02,100,42.190856,0.237739,0.726736,313.782579,20.324943,153.950179,2169.040314,77.169311,72.064086,90.171913,4.434378
S00628,L0031,T01,628,20.38656,0.47596,0.65178,284.468016,176.64431,134.724796,2133.356844,74.18252,70.170712,89.715999,3.301468
S00722,L0036,T03,722,19.579214,0.565926,0.637319,298.79469,18.820323,149.697625,2196.253961,75.732789,72.113547,89.904281,4.924267
