sample_id,lot_id,tool_id,sequence,down_force_psi,platen_speed_rpm,head_speed_rpm,slurry_flow_ml_min,pad_age_runs,pattern_density,removal_rate_proxy,wiwnu_proxy,dishing_nm,erosion_nm,yield_proxy
S00056,L0002,T01,56,2.17759,136.151852,135.152946,219.917046,3.255885,0.594072,382.612651,5.44772,31.943837,26.763182,94.329062
S00751,L0037,T01,751,2.102299,131.547065,83.278662,,12.491675,0.680784,359.523949,6.859833,33.335218,21.10184,91.17736
S00565,L0028,T01,565,2.346703,124.567098,105.39527,217.586752,68.509124,0.690314,357.5807,5.214493,30.562399,27.109676,90.025443
S00698,L0034,T03,698,2.36519,138.431872,79.08004,185.550921,122.563516,0.627149,352.874389,3.733683,42.832872,36.608525,94.962018
S00337,L0016,T03,337,2.329201,131.522723,131.491237,,44.020181,0.348984,338.467931,2.13858,32.648591,22.08638,96.038468
S00399,L0019,T02,399,4.404738,131.314505,,134.659327,50.487572,0.512257,425.061557,1.655231,57.905232,23.339717,92.704584
S00105,L0005,T03,105,2.019811,81.715531,87.584819,214.420249,15.39889,0.558752,319.439255,5.077963,28.983956,23.433769,93.774556
S00531,L0026,T02,531,3.468487,89.637266,79.886602,208.752065,45.634448,0.224371,389.75939,2.657167,40.5563,17.194149,96.643657
S00081,L0004,T02,81,4.496587,80.845586,119.590134,214.834801,42.781274,0.36939,444.531959,4.436921,48.983834,24.461468,91.084809
S00377,L0018,T02,377,4.408399,100.091097,120.554758,227.059128,74.899598,0.707371,430.108654,6.910796,58.102552,32.978323,87.205007
S00664,L0033,T02,664,2.896105,71.575669,87.661303,212.691476,65.282042,0.23727,355.185958,2.559068,34.278544,18.554659,96.401486
S00789,L0039,T03,789,,75.379764,101.606201,181.835579,102.852911,0.377522,300.331298,3.864089,31.321046,31.224282,92.90089
S00022,L0001,T04,22,3.902374,145.795655,99.24388,217.549485,116.067364,0.251412,435.427136,4.037105,37.317793,29.291336,93.578457
S00699,L0034,T01,699,,126.04393,96.100421,171.264734,103.087421,0.52915,409.498194,3.741075,54.999652,33.385708,92.017313
S00675,L0033,T01,675,2.722371,146.920911,99.036607,167.679914,69.341541,0.747488,382.759156,2.626896,50.129975,28.921442,94.629497
S00117,L0005,T02,117,2.977932,139.936199,76.621709,168.696234,81.654751,0.745463,391.359914,2.429364,50.392093,35.640345,93.874624
S00293,L0014,T01,293,2.879291,122.094302,81.439072,162.638166,66.018636,0.772246,366.52866,1.578144,41.740487,31.830795,94.580673
S00084,L0004,T01,84,2.929972,147.057697,80.34159,173.030327,83.938789,0.586857,378.106506,2.654118,49.137714,30.26379,95.072568
S00635,L0031,T01,635,3.898854,141.654732,115.263403,145.863715,2.384398,0.214068,443.369077,2.670779,47.809551,7.690041,97.617719
S00274,L0013,T01,274,2.064588,123.613902,115.793375,217.487709,113.361234,0.519041,331.748247,5.264193,32.45641,29.946617,92.347019
S00371,L0018,T01,371,4.101151,78.50971,92.571945,157.486949,79.326901,0.441908,389.113498,2.737042,49.824857,31.786315,95.430205
S00451,L0022,T03,451,3.388742,143.717241,88.913521,211.290452,6.072765,0.616438,447.411894,3.729286,45.52293,20.82767,92.710009
S00278,L0013,T01,278,2.140794,79.859922,95.655371,121.541487,45.677733,0.685638,291.79279,0.296285,45.011292,33.994165,94.862319
S00475,L0023,T03,475,3.74268,110.344287,89.265565,204.602816,83.045581,0.796237,415.476895,5.336644,58.144046,36.258196,88.636884
S00747,L0037,T03,747,3.860585,86.609476,102.797025,125.824209,119.732933,0.725335,366.357255,0.676386,56.144352,40.285633,90.701382
S00121,L0006,T02,121,2.302975,74.816524,96.502352,122.329367,99.444974,0.413575,278.174253,1.222934,37.159442,36.623118,93.971641
S00520,L0026,T01,520,3.368591,139.224674,130.508245,207.855027,,0.562942,417.499433,4.617529,41.726076,30.151636,93.334399
S00262,L0013,T01,262,4.389601,95.346867,99.000406,149.81022,130.963853,,405.21765,2.659514,51.168053,33.85197,92.679487
S00405,L0020,T02,405,2.753717,126.979284,71.20736,203.796376,32.103859,0.320816,383.283106,3.716577,32.054987,21.397162,96.514264
S00638,L0031,T01,638,2.104681,95.12857,88.108192,129.112429,25.176107,0.575694,328.332648,0.917289,32.637559,24.526988,95.631683
S00067,L0003,T01,67,3.123778,115.686063,81.947402,185.592837,36.998004,0.419426,405.195203,3.421185,38.121331,24.831308,96.663111
S00544,L0027,T02,544,3.629991,83.684042,118.713547,143.193572,22.942595,0.386028,366.437289,1.802584,51.457343,26.464839,94.416348
S00763,L0038,T01,763,3.098846,70.995009,142.571417,154.033042,43.870448,0.611548,352.553361,1.636212,44.212206,25.529911,98.400097
S00361,L0018,T02,361,3.70792,111.144814,91.43428,181.378372,80.605795,0.212642,398.323543,3.299989,46.955825,21.693181,93.970026
S00509,L0025,T04,509,3.129247,79.277597,107.264097,133.70814,4.715478,0.686759,355.967042,0.411295,48.804518,26.07771,95.531433
S00296,L0014,T01,296,3.404229,139.34265,91.295159,216.947264,123.986385,0.397534,397.880308,4.439777,47.427745,33.211448,92.420385
S00428,L0021,T03,428,3.446683,102.023588,,152.913088,72.988966,0.726063,372.826352,1.380819,50.225494,34.950554,94.125464
S00677,L0033,T01,677,4.26869,141.949093,416.66955,154.757683,66.862948,0.770067,445.777385,1.911786,61.331632,34.333992,90.579014
S00714,L0035,T01,714,3.059037,109.658412,113.56673,136.626412,33.175094,0.604298,361.473624,-0.289375,49.841933,23.073172,92.70979
S00392,L0019,T03,392,2.120126,90.51362,141.513494,224.089002,139.742745,0.692215,313.09779,6.221171,37.022545,41.33576,89.293924
S00436,L0021,T01,436,2.372091,82.103497,103.266459,198.862345,28.69367,0.390756,334.743659,3.133611,33.904169,19.701816,95.571067
S00245,L0012,T01,245,3.392337,79.465895,122.579494,127.582871,47.49113,0.647345,367.725784,0.331298,59.404449,28.84132,94.226715
S00704,L0035,T02,704,2.51038,88.291308,105.043128,170.822519,130.159712,0.58894,314.480498,2.440343,44.700975,38.498642,93.766792
S00472,L0023,T01,472,4.214842,107.106695,100.740417,174.600178,108.959504,0.647847,412.839243,3.898266,59.363765,35.342671,93.178088
S00551,L0027,T01,551,2.394554,143.629982,133.787507,217.558826,74.106279,0.776983,379.35363,5.935844,43.834656,37.92681,91.354971
S00069,L0003,T02,69,2.059639,143.124673,108.137255,153.169393,133.913135,0.587635,326.399329,2.219061,40.574435,44.871566,94.735882
S00027,L0001,T01,27,3.329542,,82.633558,121.540716,88.182735,0.345425,383.139249,1.611651,51.114105,29.060117,95.455067
S00608,L0030,T02,608,2.476276,133.194758,141.435204,227.241778,13.171807,0.640203,400.343588,6.34892,42.582438,26.703141,90.527547
S00545,L0027,T02,545,4.081648,112.987263,87.658327,203.438345,,0.785885,423.177804,5.005731,52.229563,35.388902,90.192311
S00568,L0028,T01,568,4.407038,84.630968,124.083586,122.060762,12.133866,,410.820939,2.017574,61.197564,17.619248,93.393414
S00795,L0039,T03,795,4.135455,109.885553,119.078426,181.529658,71.124732,0.471856,444.422391,3.265317,54.376726,25.949529,95.503049
S00624,L0031,T02,624,2.895744,9.422449,127.587568,215.776467,42.979837,0.595103,364.535512,4.751913,40.190205,26.461305,93.833803
S00268,L0013,T01,268,3.910286,93.175633,123.510693,170.858333,138.355807,0.560449,376.130041,2.395421,60.379032,41.687701,92.41203
S00496,L0024,T01,496,3.092868,106.354846,99.498991,125.46088,41.36994,0.599908,348.991756,0.556704,54.776626,29.289202,95.772622
S00254,L0012,T04,254,3.988458,74.872816,72.179037,216.97228,133.942157,0.435706,382.494786,4.403852,51.031615,33.820531,90.614816
S00226,L0011,T01,226,4.161155,83.901216,68.987468,149.431752,119.138669,0.51516,380.379397,2.395223,59.583868,40.15967,93.45922
S00018,L0000,T01,18,4.100778,79.828568,72.213576,180.588794,127.938833,0.508442,378.729594,3.750346,59.187601,41.300789,90.713292
S00189,L0009,T01,189,3.487359,70.027636,104.18606,200.51539,48.00527,0.260153,392.485517,3.101993,38.894676,19.878681,95.651881
S00106,L0005,T02,106,3.654148,133.755967,137.335099,163.651662,39.438109,0.656872,415.288603,2.550008,50.679447,32.65153,95.701709
S00564,L0028,T02,564,3.300642,136.190237,71.237551,197.409941,57.775627,0.611145,402.993047,3.763887,54.987402,28.440817,91.639013
S00446,L0022,T01,446,3.867621,135.800974,68.824914,167.791013,70.393998,0.227582,422.231843,3.122997,43.264573,22.055243,97.78376
S00042,L0002,T01,42,2.574357,105.428553,130.988316,177.594553,134.846939,0.466496,332.41901,2.985988,39.2645,40.368461,95.640557
S00413,L0020,T01,413,2.914828,89.440888,103.386726,208.867604,10.229706,0.487327,374.140911,3.757105,43.228921,19.363268,94.767443
S00205,L0010,T03,205,3.490985,121.449893,77.71666,218.864331,126.367529,0.670749,416.33538,4.844042,47.958266,39.87429,89.833844
S00378,L0018,T04,378,2.0244,137.081544,79.364131,133.195821,86.333826,0.253345,311.976383,1.992082,35.338632,26.773959,97.765623
S00195,L0009,T04,195,4.271734,90.774188,76.318898,165.296422,12.900643,0.380207,429.410669,2.811632,53.54166,17.949538,95.228091
S00077,L0003,T04,77,2.522696,149.002968,94.334365,224.237616,47.702609,0.455254,397.773476,5.034607,37.247764,18.799785,91.357765
S00269,L0013,T03,269,2.427156,82.747743,13.297565,135.255243,32.427861,0.266542,315.728912,2.248777,41.793923,12.816654,98.430342
S00548,L0027,T01,548,3.533608,142.128371,89.704979,214.139386,102.128395,0.287746,429.123687,3.70659,34.890692,26.460341,94.010232
S00063,L0003,T03,63,4.171466,127.59039,85.050332,192.871743,98.16853,0.547505,426.520715,4.216128,54.423527,33.444953,92.398165
S00685,L0034,T01,685,4.166996,101.332108,110.289034,184.231707,103.931001,0.505253,410.350622,4.132082,56.384619,31.119385,91.028193
S00516,L0025,T01,516,3.077643,97.790207,113.235535,222.322764,52.055936,0.347795,386.686556,4.115879,43.718099,25.009139,96.645678
S00384,L0019,T04,384,2.535663,,128.632435,204.813206,13.892777,0.348924,367.706042,3.555693,30.936907,19.249926,94.343826
S00188,L0009,T01,188,4.059748,138.407623,117.734052,124.384958,75.137579,0.233566,410.432842,2.192117,51.527544,23.708223,96.839833
S00133,L0006,T01,133,4.179746,96.449865,136.084639,129.703359,95.736967,0.342398,391.758099,2.341588,54.363552,28.930422,95.082024
S00469,L0023,T02,469,2.19504,146.535645,139.653402,146.60264,70.44443,0.454641,351.329523,1.984885,42.169503,32.307368,94.443948
S00100,L0005,T04,100,3.509728,118.359283,115.27911,211.796488,117.950188,0.73696,418.723536,5.724863,52.721789,37.343072,89.969667
S00786,L0039,T01,786,3.811295,90.731941,135.897519,177.561952,64.943024,0.244438,411.56977,3.437277,49.157145,20.963849,94.729257
S00320,L0016,T03,320,,96.251623,140.696665,181.49171,104.900341,0.748211,393.060139,3.473666,56.669839,38.373504,90.63402
S00095,L0004,T02,95,3.470401,115.521554,105.592241,125.764091,134.727346,0.495931,367.818549,0.672189,52.88264,39.821276,93.039748
S00770,L0038,T02,770,2.802994,132.001253,129.94547,,102.976246,0.797915,348.711869,-1.299332,48.710994,37.673319,94.712478
S00367,L0018,T01,367,3.429195,147.290056,90.037778,126.146922,17.084155,0.328758,421.508103,0.761456,49.381405,16.954195,95.708138
S00456,L0022,T01,456,2.225431,107.395148,84.870139,225.314161,109.339559,0.461149,342.710545,5.133263,39.063641,32.619261,93.234689
S00252,L0012,T01,252,3.99309,92.004493,92.516514,149.096096,95.703224,0.365508,388.832041,2.167311,50.635531,29.019013,95.176478
S00159,L0007,T01,159,2.926671,116.684806,119.142675,138.754855,40.908118,0.490199,373.020365,1.596305,47.408772,26.528738,96.526963
S00169,L0008,T02,169,3.592747,80.052569,74.599659,144.280959,20.954999,0.400725,376.288913,1.669739,53.10387,21.915745,93.893017
S00150,L0007,T02,150,3.859998,106.121175,65.089794,137.945968,47.990026,,396.808422,2.005621,52.31595,25.717523,94.769279
S00473,L0023,T02,473,2.783651,94.374733,82.010109,206.695951,130.106548,0.679299,352.018213,4.315362,46.547033,39.744291,90.081307
S00236,L0011,T02,236,2.41308,86.102281,110.715644,,105.51567,0.797838,303.907214,-0.026647,43.720918,37.111178,93.967158
S00768,L0038,T01,768,3.197457,98.245569,105.833829,137.134542,132.679644,0.589357,354.827021,1.100677,46.581576,38.811625,93.024715
S00369,L0018,T02,369,3.598857,96.695043,125.497889,143.076728,49.927126,0.312416,375.539795,1.756215,49.924798,19.813006,96.15294
S00537,L0026,T01,537,2.692398,138.796393,112.32759,160.532454,38.086195,0.494431,368.990521,2.414522,36.21713,26.130687,95.524417
S00728,L0036,T01,728,4.307111,95.376149,73.050702,165.819088,115.634962,0.249636,392.902223,3.497206,45.641598,33.711096,96.368354
S00530,L0026,T02,530,2.813074,83.943602,120.191365,121.346885,37.508804,0.616513,332.672474,0.223738,42.952179,30.482489,95.309475
S00224,L0011,T02,224,4.028468,74.995317,105.717489,176.720099,40.98532,0.756673,396.769793,3.468602,54.239618,26.785466,94.441471
S00182,L0009,T01,182,4.189868,74.290341,83.15355,166.359183,111.216586,0.760218,375.831083,2.847813,65.568906,40.843058,91.358522
S00779,L0038,T01,779,3.314702,134.828787,126.811101,188.176013,118.75704,0.397639,401.281873,3.116046,44.219067,31.27442,95.567212
S00025,L0001,T01,25,3.73247,144.485376,137.098218,150.984057,97.016844,0.290082,419.742247,1.313838,46.614453,27.596809,95.276778
S00102,L0005,T02,102,2.353535,70.849472,87.582892,219.572177,125.327506,0.589671,322.764533,5.356839,30.336862,35.722842,89.147817
S00547,L0027,T01,547,4.157846,140.87213,65.344643,165.522745,58.448793,0.356815,442.310142,2.510649,45.521438,25.222271,96.768106
S00209,L0010,T01,209,2.068616,102.00921,131.365478,189.959291,55.311839,0.370029,339.062985,4.064484,26.205263,23.22141,95.634339
S00005,L0000,T01,5,2.879221,128.438952,116.213949,227.412784,108.829487,0.250706,404.897408,3.931532,24.21433,28.402711,94.05322
S00787,L0039,T02,787,3.579438,119.352717,,120.033042,36.478602,0.539824,392.194641,0.411616,53.901714,29.118865,94.27747
S00013,L0000,T04,13,4.400751,79.478941,143.652966,186.508925,30.680646,0.245452,422.322525,4.234018,48.355977,17.430183,93.453235
S00231,L0011,T01,231,2.418709,103.510611,66.773057,180.85709,94.735532,0.679733,340.282031,3.443468,42.542141,34.135648,94.750485
S00640,L0032,T01,640,3.353028,122.44208,75.619074,155.483126,26.802713,0.282591,394.124253,1.859983,44.624931,10.703149,97.881266
S00438,L0021,T01,438,0.375889,90.315848,66.885713,217.698761,27.613014,0.327084,410.424361,4.091564,43.376863,20.008211,94.020324
S00764,L0038,T01,764,2.083991,138.758595,90.213399,226.441409,69.226708,0.520534,340.545448,6.237876,30.319397,32.53673,91.014494
S00330,L0016,T03,330,,111.173214,86.125078,120.586481,44.534214,0.239059,329.500021,1.791163,30.524458,19.681247,98.371389
S00385,L0019,T01,385,2.708891,95.645199,77.648618,177.036132,25.207245,0.379053,360.361328,2.937908,41.17673,20.902745,95.606172
S00471,L0023,T03,471,3.597396,72.218197,113.619441,158.418118,111.664595,0.771461,354.474505,2.056792,56.227794,31.610411,89.737311
S00194,L0009,T01,194,2.373656,92.850212,125.054388,148.651919,116.814078,0.353859,300.512136,2.299787,36.471655,35.353477,93.300605
S00671,L0033,T01,671,2.794019,142.6841,77.083656,1223.46967,72.270009,0.318201,377.200425,1.228134,49.057396,20.141849,94.974082
S00223,L0011,T01,223,3.73248,71.845435,65.018467,209.883322,105.649871,0.219333,377.08782,3.25087,42.516485,22.22406,95.32465
S00490,L0024,T02,490,2.908941,75.369646,77.596728,139.435127,49.335265,0.203224,334.811154,1.420517,36.143652,19.474282,96.563837
S00778,L0038,T01,778,2.459784,137.200622,109.740338,189.142175,102.217523,0.39552,371.232581,3.386805,36.941379,25.737221,93.719344
S00058,L0002,T04,58,3.158459,109.784819,124.058052,164.683472,,0.614569,370.354537,2.367779,42.21257,27.481429,97.407195
S00706,L0035,T03,706,4.20368,82.492537,98.844891,146.645238,19.659741,0.749325,412.813804,2.330131,66.399949,26.089747,90.877879
S00248,L0012,T01,248,3.450623,114.874522,134.369435,194.834346,101.868869,0.221477,386.320835,3.589083,42.520766,26.945236,95.297969
S00050,L0002,T04,50,3.808578,90.965407,73.834878,182.056953,125.67199,,392.051572,2.702357,47.676954,31.473628,96.541432
S00145,L0007,T02,145,3.495821,147.92305,87.416555,126.035321,52.257874,0.220437,402.115222,2.163917,44.72562,19.412228,98.515073
S00144,L0007,T01,144,2.986494,135.683047,80.007186,125.955115,91.069014,0.240743,377.040785,1.62977,42.090878,23.795158,95.217452
S00477,L0023,T04,477,3.035898,123.05323,79.433038,197.967236,125.848704,0.253677,375.76884,4.569585,34.652731,26.81828,96.046776
S00705,L0035,T01,705,3.469119,96.184752,123.305025,168.403166,30.414156,0.769862,385.166475,2.731447,54.008764,25.948313,92.890105
S00606,L0030,T01,606,2.52661,139.763427,69.529744,130.757713,56.746532,0.435839,354.070218,1.408361,37.377013,22.694621,94.960387
S00689,L0034,T01,689,4.350225,104.419372,120.988959,184.514953,75.634033,0.504642,426.688489,4.368931,56.564208,27.681244,91.899883
S00772,L0038,T01,772,2.801035,93.997177,129.145821,189.283847,128.591985,0.273997,328.435144,3.032999,42.315734,29.788194,94.808954
S00099,L0004,T02,99,2.989099,141.089638,121.233726,196.049175,37.589501,0.450032,415.85526,3.661631,49.245425,17.939198,96.656326
S00403,L0020,T01,403,2.49346,82.150806,78.272172,154.248757,38.95384,0.280286,329.171685,2.299395,37.155072,20.890852,95.063444
S00354,L0017,T01,354,3.972461,129.078243,91.290465,216.528801,35.257089,0.393062,441.44334,4.536234,49.779553,20.177151,92.808451
S00112,L0005,T02,112,3.028273,,68.959652,137.726599,93.608135,0.375698,390.313977,0.915389,44.810449,29.660221,94.39936
S00536,L0026,T01,536,2.467111,129.257522,92.677608,124.5993,68.455166,0.425792,338.26575,0.757485,42.733321,30.369635,94.054546
S00037,L0001,T02,37,3.966314,84.934065,122.590314,178.637657,64.800732,0.603334,379.490073,3.973001,53.157898,36.507404,91.001186
S00309,L0015,T04,309,3.175601,85.410189,119.8554,181.432428,128.059769,0.367117,350.935536,2.558662,42.802383,32.126758,96.007733
S00776,L0038,T01,776,2.560481,125.553076,,180.999177,9.931746,0.376333,370.099917,3.006272,40.485283,16.130021,98.055299
S00059,L0002,T03,59,3.709465,101.853408,144.503965,203.886019,,0.393867,404.919621,3.779527,46.846549,21.734993,96.025045
S00023,L0001,T01,23,3.402597,136.457605,101.750989,172.413389,111.694036,0.662721,402.687546,2.562872,51.582851,34.000002,94.298289
S00573,L0028,T04,573,2.646371,123.525708,95.353083,144.995372,80.615715,0.746707,355.016496,1.234158,45.894344,34.63276,95.178583
S00394,L0019,T01,394,2.699579,133.795677,128.900733,124.831717,70.258904,0.280228,352.440488,1.433855,40.787488,24.326054,96.858945
S00265,L0013,T02,265,2.542566,95.228174,78.670869,167.363338,88.123615,0.305277,332.763439,2.654077,38.686162,26.886364,96.469779
S00073,L0003,T02,73,4.32334,142.277724,97.899719,229.552337,30.215981,0.721943,477.198366,6.06557,52.668553,30.312598,87.608538
S00560,L0028,T01,560,2.686661,82.980299,67.424956,180.511061,62.871252,0.796422,344.263655,3.265713,47.999641,36.129427,92.765201
S00243,L0012,T03,243,3.642389,101.380677,71.375802,199.155613,92.669698,0.707273,391.504151,4.132202,50.711845,33.649625,91.29504
S00173,L0008,T03,173,2.156807,148.351858,,194.349221,83.346549,0.795909,353.44299,4.916903,38.457226,41.643024,90.027634
S00120,L0006,T04,120,2.658075,116.813846,122.759383,164.957136,62.57413,0.476953,358.893501,2.688563,43.110133,24.92906,96.297022
S00508,L0025,T01,508,4.194363,142.098449,125.509175,225.96862,88.626286,0.46095,469.757179,5.071937,48.576654,27.522592,92.827535
S00495,L0024,T01,495,3.97193,135.90294,76.176556,219.645674,34.865644,0.592742,452.769618,5.122628,51.306612,28.600421,90.825073
S00024,L0001,T02,24,3.325062,77.993673,107.090693,161.047136,66.484051,0.416245,355.098512,2.406237,42.818599,27.889672,95.420629
S00623,L0031,T01,623,3.639783,74.247599,116.669214,207.004061,28.892074,0.743278,386.340601,4.897413,55.02868,28.909014,89.753441
S00375,L0018,T01,375,4.423369,146.96245,106.052152,132.203862,49.72326,0.227431,454.243105,1.939464,58.047156,21.639323,92.11638
S00040,L0002,T02,40,3.005508,88.151357,,121.020029,45.258946,0.574466,353.39856,0.549362,49.205352,27.104723,95.324113
S00035,L0001,T01,35,2.300493,100.813389,125.089407,196.756779,3.89876,0.745208,346.210129,4.226067,40.742783,33.149835,92.152974
S00264,L0013,T01,264,3.633824,84.524005,83.991437,221.035758,88.370186,0.47466,378.197876,4.936537,36.627669,28.821878,92.159181
S00481,L0024,T01,481,2.003165,142.445543,73.888134,209.716176,66.938834,0.260802,362.618419,3.941754,23.787954,25.168669,94.528663
S00319,L0015,T03,319,4.058041,117.523519,71.260334,172.242587,108.14378,0.343909,415.082943,4.127218,49.938307,28.369307,96.736107
S00586,L0029,T03,586,3.911181,134.654124,109.582953,167.39978,105.3731,0.322661,418.979314,2.496241,49.694121,27.862341,94.62736
S00212,L0010,T01,212,3.366817,123.08654,123.396578,121.599995,,0.30075,382.112497,1.292362,51.657198,21.986533,96.204258
S00620,L0031,T02,620,3.14885,120.647973,124.141762,127.446045,95.860696,0.529285,354.374201,-0.282647,50.651959,33.692895,93.555399
S00229,L0011,T01,229,3.206273,73.990339,130.947733,151.628482,93.812547,0.787713,334.906487,1.373718,55.919594,38.490239,91.831033
S00774,L0038,T02,774,2.292363,140.666235,69.392536,,18.069157,0.442348,388.875627,3.267528,36.452752,17.697534,95.995327
S00532,L0026,T01,532,4.241867,77.023996,122.014099,223.381172,53.069252,0.634982,411.043391,6.125006,55.339776,34.2647,89.039843
S00312,L0015,T03,312,3.345319,129.285107,102.110832,,111.021439,0.212215,393.647361,2.001352,44.897713,25.898428,97.907523
S00449,L0022,T04,449,2.85264,104.535353,108.984253,216.682433,104.494466,0.629917,372.70735,4.912626,40.664539,33.767626,89.753263
S00736,L0036,T04,736,2.432593,87.621468,133.607661,169.874069,73.032493,0.368451,328.472521,3.012281,37.68367,31.462044,96.847164
S00570,L0028,T02,570,3.510861,147.379919,94.938681,144.481672,123.65475,0.528459,381.791967,1.177997,56.555303,36.885608,92.706123
S00404,L0020,T03,404,3.267495,144.083881,113.493554,123.217491,94.332128,0.654654,386.603538,0.15425,52.154977,38.486661,92.705022
S00431,L0021,T03,431,3.861932,81.48922,65.628462,150.419853,69.906892,0.54033,373.343727,2.003015,55.453135,27.756951,92.340089
S00663,L0033,T01,663,4.384959,103.909472,69.608104,126.300007,86.53955,0.579527,400.598027,1.31613,66.340587,32.875448,91.164858
S00771,L0038,T02,771,3.822273,146.333428,127.527911,210.889899,78.826865,0.514455,430.316918,4.744032,51.297776,33.514045,94.345485
S00669,L0033,T01,669,2.554692,140.997843,123.384315,183.463434,110.160336,0.582107,358.110249,3.95925,41.429315,35.68018,92.175958
S00749,L0037,T02,749,4.337598,122.410584,77.293275,162.201334,100.71296,,441.399564,3.484393,56.644105,35.123922,92.58299
S00387,L0019,T02,387,3.868108,139.443122,115.642701,129.052078,443.50012,0.409406,418.859298,1.262046,57.256973,27.923309,93.64751
S00659,L0032,T01,659,3.773109,114.579858,116.583049,220.066191,25.824635,0.596725,434.030477,5.17205,52.478731,33.322107,91.135322
S00550,L0027,T01,550,4.003192,97.644671,132.393052,140.103122,39.258854,0.755145,393.728841,1.491699,66.11388,31.974895,90.917242
S00272,L0013,T01,272,4.349947,126.718457,76.062398,175.563581,131.413492,0.254428,427.759563,3.253904,49.30669,24.196876,92.914269
S00500,L0025,T02,500,2.271789,89.813877,118.813674,183.999108,92.001135,0.719937,324.96691,4.269381,42.97693,37.410704,91.12263
S00542,L0027,T01,542,4.459468,141.879778,142.085473,227.226791,124.657672,0.252847,457.883378,4.464141,49.94537,30.402695,90.25851
S00426,L0021,T01,426,4.343834,71.105724,85.255651,121.026913,2.326166,0.201017,388.9336,2.087385,56.483468,14.388711,94.087848
S00305,L0015,T04,305,3.726578,104.060079,111.190818,171.908004,9.164799,0.362123,419.43583,3.144255,45.643242,17.128498,98.001729
S00576,L0028,T01,576,3.626741,110.161174,81.856232,172.77223,107.511825,0.375268,391.703739,3.207488,46.380256,27.593801,96.970262
S00078,L0003,T02,78,4.094761,83.699006,132.883394,170.803273,121.099701,0.308471,391.076309,3.223073,52.709148,26.214875,94.791821
S00681,L0034,T01,681,4.251766,73.981287,101.262277,136.989593,69.853116,0.631281,394.382021,2.167155,61.33276,33.826044,91.12812
S00227,L0011,T01,227,4.069921,97.742467,137.54893,129.461716,108.730007,0.396061,379.953841,1.745086,60.490847,34.892804,90.81207
S00484,L0024,T01,484,2.704745,75.724557,139.334868,135.461207,127.132397,0.4457,296.980825,1.457896,43.129329,27.163046,96.323271
S00437,L0021,T01,437,3.692774,140.620251,99.097891,175.465671,94.719632,0.34505,410.10854,1.804835,44.160824,27.584768,93.356554
S00170,L0008,T03,170,3.30281,136.029252,,180.950973,17.461255,0.206929,402.410988,2.801046,37.300696,17.382092,97.650792
S00683,L0034,T03,683,4.227554,107.013521,132.582135,163.221978,9.281663,0.74892,417.183333,2.750695,64.595584,28.145144,92.273577
S00122,L0006,T02,122,3.411568,145.528754,103.712947,176.835496,109.144354,0.344523,405.298867,2.913913,46.575125,32.171958,93.856402
S00048,L0002,T03,48,2.71578,94.450488,95.594503,198.300361,14.613178,0.656802,375.102774,4.090267,42.531491,25.443455,92.692944
S00517,L0025,T01,517,4.41795,108.300209,68.31531,202.980281,137.266817,0.732066,425.527533,5.298408,68.4863,43.689824,87.4872
S00611,L0030,T03,611,3.324357,84.366645,135.57313,148.643778,91.918703,0.782484,356.825666,1.506317,54.893563,37.352702,94.178144
S00382,L0019,T01,382,3.252048,140.425533,132.848564,124.835151,30.54395,0.587839,376.235572,0.34074,49.686717,24.21679,94.883378
S00342,L0017,T01,342,2.334599,104.200438,90.363937,176.764489,10.966447,0.380194,354.892282,3.495799,32.887405,22.243976,96.127178
S00587,L0029,T01,587,3.518569,129.241277,126.403961,222.109437,134.249804,0.35072,408.648205,3.702867,32.546997,33.4111,92.957429
S00158,L0007,T03,158,2.569903,115.333144,113.622491,146.903447,102.283982,0.476198,347.475687,1.825069,40.117232,32.990333,96.116887
S00667,L0033,T01,667,,,88.601573,198.744687,50.819813,0.792862,408.164244,4.475362,50.845887,36.376029,91.005467
S00184,L0009,T02,184,2.631392,75.220342,123.11647,210.549125,124.467229,0.329877,320.660389,3.66953,35.01595,30.040325,94.694355
S00155,L0007,T02,155,2.079816,88.129145,94.690353,162.922047,87.694985,0.5434,307.008824,2.681175,34.274692,35.984785,97.349793
S00562,L0028,T01,562,2.729347,141.225996,89.449494,159.467227,22.915439,0.204454,387.610459,2.543164,37.917196,11.862259,95.531628
S00567,L0028,T03,567,2.885654,104.47642,,128.306097,114.624614,0.340301,332.351288,1.302328,41.578697,30.136509,95.554449
S00499,L0024,T02,499,4.301663,110.596229,121.252639,128.209018,83.585172,0.220217,336.844465,2.477457,55.587525,20.783769,95.453646
S00543,L0027,T03,543,2.91522,143.189928,118.182683,219.658636,113.575768,0.680102,386.129714,4.717618,39.535857,39.917129,91.182927
S00515,L0025,T01,515,2.446676,77.112614,91.97139,149.006828,54.974105,0.403724,307.252578,2.322003,42.699036,30.053062,95.130549
S00629,L0031,T01,629,3.281074,95.517375,91.869808,126.467291,111.215907,0.514148,338.522489,0.980134,56.021543,32.0722,93.147349
S00174,L0008,T03,174,3.232914,105.347394,72.487913,122.990526,50.816239,0.489609,371.938217,-0.257306,51.027563,29.455546,94.779988
S00409,L0020,T03,409,2.501756,140.002291,100.690847,153.579033,113.244603,0.30332,347.36784,2.349486,42.281257,29.670416,94.198298
