sample_id,lot_id,tool_id,sequence,temp_c,pressure_torr,gas_flow_sccm,cycles,chamber_age_runs,hours_since_maintenance,thickness_nm,uniformity_pct,sheet_resistance_proxy,next_run_cycle_correction
S00379,L0018,T03,379,387.330997,2.303405,202.551262,123,51.699036,107.756356,68.532526,1.98059,60.062939,6.987972
S00331,L0016,T05,331,394.76076,2.529013,186.416568,99,176.115274,49.916807,66.65637,3.054612,62.740244,12.0
S00253,L0012,T01,253,383.269533,2.505691,168.801381,90,38.670401,119.521995,60.606985,1.794623,67.324528,12.0
S00610,L0030,T02,610,398.277994,2.223372,192.26076,104,99.87057,66.149424,67.995472,2.585389,58.981714,9.545371
S00621,L0031,T01,621,394.228752,2.090945,176.818076,88,225.28082,33.086775,66.086676,3.912289,64.507802,12.0
S00384,L0019,T01,384,392.325873,2.22707,200.091873,129,172.352484,135.350868,72.592928,3.692669,51.969038,-12.0
S00177,L0008,T01,177,383.53721,2.463626,174.03555,116,68.721981,134.476624,66.657893,2.124929,58.064196,12.0
S00209,L0010,T01,209,389.194385,2.454822,195.206965,99,180.671103,144.042526,65.184246,3.366488,61.861254,12.0
S00518,L0025,T03,518,396.185733,2.3834,201.356764,132,56.755268,52.278506,72.55023,2.438597,53.533169,-12.0
S00289,L0014,T03,289,403.018696,2.297342,186.658048,138,41.639329,134.833913,72.102477,1.945967,55.026471,-10.011796
S00188,L0009,T02,188,392.156179,2.435556,180.202196,88,0.742438,18.378237,62.126914,1.370079,65.245977,12.0
S00539,L0026,T01,539,394.095714,2.336285,173.055141,139,54.077217,67.025105,71.866608,2.103783,58.761981,-8.888609
S00542,L0027,T01,542,385.886384,2.291809,176.935573,100,75.205395,65.193402,64.460208,2.22425,63.999755,12.0
S00536,L0026,T03,536,382.650951,2.593536,143.151278,125,169.275681,91.528397,69.061762,3.441191,58.86566,4.4678
S00647,L0032,T01,647,383.10961,2.932772,170.820915,129,159.160288,105.39727,70.80613,3.753275,59.16248,-3.838716
S00159,L0007,T01,159,382.928612,2.125756,199.199874,110,61.193163,120.382889,65.064361,2.517326,62.599089,12.0
S00690,L0034,T02,690,381.840355,2.521514,185.308012,114,38.280573,33.37225,68.304177,1.67396,59.363742,8.075348
S00684,L0034,T01,684,402.556408,2.337846,179.668285,89,154.985681,130.085924,64.960945,3.298518,66.317862,12.0
S00798,L0039,T01,798,396.921457,2.160902,184.238595,107,112.713139,82.978475,68.801218,2.911888,64.388207,5.708488
S00060,L0003,T01,60,389.7923,2.82832,172.854513,104,129.285448,57.228145,65.986477,3.015327,63.900641,12.0
S00357,L0017,T03,357,402.323297,2.295893,174.536861,90,92.522507,5.091857,63.371856,2.898712,68.597662,12.0
S00132,L0006,T01,132,390.705208,2.166957,180.568673,87,222.782062,48.896218,65.244094,3.871313,59.025711,12.0
S00475,L0023,T01,475,395.587678,2.610444,178.719093,128,66.009009,92.340186,69.975461,2.039362,55.508353,0.116853
S00163,L0008,T02,163,390.641821,2.524803,197.151994,98,219.564382,62.370708,69.383927,4.149579,57.211415,2.93368
S00175,L0008,T03,175,394.177927,2.023861,186.317034,128,43.218421,80.122134,69.298115,2.357435,58.8903,3.342309
S00067,L0003,T01,67,393.547933,2.379888,187.041222,95,200.882432,127.631852,65.677881,3.68905,62.90086,12.0
S00740,L0037,T01,740,379.038508,2.475068,180.166287,102,174.363351,10.952739,66.711855,3.162445,61.230941,12.0
S00265,L0013,T01,265,392.760844,2.560523,158.868252,138,225.885666,60.692501,74.762433,4.310492,51.551828,-12.0
S00398,L0019,T04,398,399.15205,2.493771,178.406094,98,173.252666,63.31057,69.12893,3.596946,54.399357,4.147954
S00600,L0030,T03,600,381.476202,2.218974,174.592197,94,197.003127,126.0882,64.795628,3.562967,61.231282,12.0
S00196,L0009,T01,196,389.136757,2.066785,184.946016,138,205.474703,61.917508,74.489264,4.22703,50.435128,-12.0
S00539,L0026,T01,539,394.095714,2.336285,173.055141,139,54.077217,67.025105,71.866608,2.103783,58.761981,-8.888609
S00114,L0005,T04,114,397.594753,2.513369,166.059744,104,127.665095,152.212737,71.383971,2.875934,53.241805,-6.59034
S00717,L0035,T02,717,382.570123,2.824262,179.823332,91,0.924785,13.973351,63.896766,1.6094,60.65081,12.0
S00399,L0019,T04,399,381.697955,2.276467,185.297669,104,38.277857,120.421097,68.736089,1.702027,55.294259,6.018625
S00120,L0006,T01,120,394.500182,2.561959,174.616193,109,50.733201,66.10813,66.1736,1.975195,62.04079,12.0
S00010,L0000,T01,10,408.703137,2.409489,183.717813,116,232.365366,111.014384,72.217946,4.156847,51.816916,-10.561648
S00257,L0012,T01,257,388.52418,2.262524,173.521666,125,26.234873,148.012302,66.154455,1.913242,62.92145,12.0
S00700,L0035,T01,700,384.984046,2.203401,179.259615,87,31.662195,19.053913,59.95268,1.826107,66.587728,12.0
S00685,L0034,T02,685,390.536402,2.427066,188.827454,132,105.842481,107.594365,74.47933,3.161848,51.213,-12.0
S00727,L0036,T03,727,377.896775,2.126653,182.874346,140,226.673495,104.437503,73.610075,3.736438,47.16824,-12.0
S00451,L0022,T01,451,383.423632,2.316859,184.235772,120,229.038152,149.165726,71.20406,3.648284,53.720666,-5.733618
S00252,L0012,T01,252,392.079947,2.71181,160.197657,127,29.496581,121.542268,70.013146,1.909381,56.490011,-0.062602
S00266,L0013,T02,266,373.898602,2.484639,180.019117,100,79.797072,21.022331,63.395838,2.195765,68.846805,12.0
S00623,L0031,T01,623,392.98262,2.243788,193.924034,134,97.369322,25.380309,73.209584,2.367979,53.068807,-12.0
S00244,L0012,T02,244,391.267535,2.427041,177.933956,110,154.871187,116.755152,70.776268,3.174696,50.926755,-3.696516
S00673,L0033,T02,673,383.232661,2.26234,184.004687,99,220.36551,133.292329,68.831996,3.779037,59.725341,5.561925
S00338,L0016,T01,338,387.381492,2.382049,173.062433,94,31.585297,107.219119,61.497271,1.640451,62.266526,12.0
S00397,L0019,T02,397,394.42108,2.497212,190.773158,125,213.165074,44.839123,75.512549,4.090887,49.710867,-12.0
S00419,L0020,T01,419,388.772137,2.241114,178.823726,91,211.698717,151.673388,65.534218,3.76614,63.48096,12.0
S00535,L0026,T02,535,395.865807,2.381481,162.155194,,193.29341,146.897146,71.175469,3.745865,56.511997,-5.59747
S00457,L0022,T01,457,375.140596,2.603747,187.654238,82,11.595827,87.54483,58.839302,1.469779,72.55596,12.0
S00339,L0016,T05,339,370.693687,2.360058,163.438064,133,131.486574,141.62448,69.575924,3.202728,59.619805,2.019411
S00358,L0017,T01,358,396.700682,2.136984,167.656418,112,42.917604,19.651618,66.424293,2.05516,63.784359,12.0
S00101,L0005,T01,101,382.653877,2.281473,178.070294,95,115.194244,101.961686,62.431351,2.976027,69.023641,12.0
S00481,L0024,T01,481,,2.183963,185.174036,91,135.947237,5.216161,62.614707,3.093613,68.112067,12.0
S00110,L0005,T03,110,391.958735,2.535286,162.900919,124,111.185172,135.980266,68.746278,3.032955,62.449121,5.970106
S00473,L0023,T04,473,395.459426,2.398818,200.921764,103,183.079211,143.385275,71.839808,3.233536,58.447765,-8.76099
S00771,L0038,T03,771,377.133661,2.586334,204.226147,105,145.884338,25.791822,66.44297,3.416683,65.459344,12.0
S00425,L0021,T01,425,390.25415,2.193044,166.353436,140,117.481279,34.906229,71.711924,2.607739,58.008677,-8.152021
S00544,L0027,T01,544,397.110374,2.484509,193.650463,95,150.432703,19.570904,65.346407,3.196283,66.921687,12.0
S00760,L0038,T04,760,380.778847,2.698025,182.240006,99,25.153455,49.733007,66.217606,1.888306,64.402838,12.0
S00072,L0003,T02,72,387.79862,2.720556,192.408198,111,33.429941,0.286359,66.976915,2.312619,59.172509,12.0
S00323,L0016,T04,323,382.033173,2.263202,195.302908,128,139.993192,106.564211,73.490977,3.241118,54.354422,-12.0
S00117,L0005,T01,117,392.173113,2.769198,179.230415,102,54.671839,104.309467,63.579419,2.072199,65.61651,12.0
S00245,L0012,T01,245,390.492718,2.26135,168.864216,99,97.360928,52.814801,64.083521,2.489676,68.41271,12.0
S00009,L0000,T01,9,381.302432,2.389267,181.192156,105,87.988635,69.693865,62.801917,2.337968,83.48457,12.0
S00197,L0009,T01,197,386.806591,2.358329,182.804406,120,202.286951,80.638289,71.689945,3.998508,56.100243,-8.047357
S00069,L0003,T02,69,404.636783,2.149051,165.239067,109,222.61209,149.127922,72.031604,4.216499,55.058846,-9.674306
S00630,L0031,T02,630,389.962114,2.015841,178.835798,138,8.788573,147.582898,72.585344,1.887163,53.956368,-12.0
S00483,L0024,T02,483,379.620577,2.100226,179.551778,117,80.238908,11.760412,70.28748,2.961659,54.653805,-1.368954
S00697,L0034,T01,697,386.028601,2.497461,167.089408,110,182.620752,41.34427,70.809274,3.638608,59.078289,-3.853685
S00743,L0037,T01,743,391.805881,2.285215,174.94267,120,107.061716,86.327567,69.551949,2.506246,58.413669,2.133577
S00232,L0011,T03,232,393.312282,1.740143,199.682472,122,96.443558,2.711792,68.525835,3.287186,59.176061,7.019832
S00713,L0035,T01,713,381.703169,2.510673,189.941981,115,211.997217,10.829182,68.074094,3.753493,59.326773,9.170981
S00719,L0035,T01,719,395.794482,2.420068,180.259326,137,58.416545,10.934829,71.284846,2.321549,56.288572,-6.118316
S00797,L0039,T05,797,384.357584,2.826348,175.964314,120,53.901857,107.330495,65.333825,2.462284,62.93829,12.0
S00525,L0026,T04,525,407.222573,2.30526,191.239176,107,224.523524,94.601152,74.674316,4.501553,49.258215,-12.0
S00238,L0011,T02,238,396.48253,2.52223,168.650627,140,154.50411,60.83378,76.64032,3.597267,51.53848,-12.0
S00515,L0025,T02,515,,2.399193,161.792032,140,169.933307,144.66894,73.506886,3.4673,56.730456,-12.0
S00531,L0026,T01,531,409.225263,2.07892,166.723415,140,83.13969,67.106132,73.861774,2.534951,55.846316,-12.0
S00078,L0003,T03,78,388.508362,2.25365,184.295809,121,92.881491,141.874863,67.832073,2.364484,63.450016,10.323462
S00080,L0004,T01,80,405.883541,2.531273,186.553296,89,228.279387,120.186381,65.45016,3.914272,64.996976,12.0
S00360,L0018,T01,360,382.540933,2.830337,185.313833,119,164.647083,94.713323,68.384087,3.800519,56.854896,7.694825
S00635,L0031,T02,635,384.049999,2.262685,215.019682,138,34.393862,12.030001,74.365636,1.953049,49.501703,-12.0
S00427,L0021,T02,427,403.239207,2.247918,191.34641,121,155.832567,49.518407,72.689836,3.526363,55.604012,-12.0
S00119,L0005,T02,119,389.345435,2.69222,154.728236,105,212.570855,31.727686,66.820106,3.984245,61.534943,12.0
S00742,L0037,T02,742,389.535,2.457842,186.279283,95,145.107608,36.704238,65.187467,3.754208,61.97119,12.0
S00169,L0008,T01,169,384.398179,2.391114,173.971857,135,223.58083,1.349528,74.338255,3.987892,49.837775,-12.0
S00282,L0014,T04,282,383.971712,2.051371,162.292991,105,176.200651,75.649771,68.678247,3.848198,58.667884,6.294061
S00791,L0039,T01,791,372.631294,2.427443,192.24326,95,148.233908,57.31603,63.815926,3.138285,64.584063,12.0
S00489,L0024,T01,489,392.804452,2.527084,186.938878,104,49.369379,131.768604,65.983714,1.77011,62.629213,12.0
S00390,L0019,T05,390,403.033435,2.867004,167.28365,83,171.299704,87.380884,61.264016,4.070164,67.804212,12.0
S00516,L0025,T01,516,396.345118,2.070752,179.451136,97,227.693281,153.615134,65.98584,4.292862,61.558258,12.0
S00572,L0028,T01,572,382.242644,2.210739,178.931679,139,62.324612,,71.14288,2.394006,55.922572,-5.442286
S00753,L0037,T02,753,386.12455,2.626379,196.636097,116,206.325522,159.186133,71.290821,3.970795,56.1258,-6.146766
S00368,L0018,T03,368,387.894803,2.492036,181.342078,103,203.257776,112.701717,66.682486,3.828603,58.36713,12.0
S00496,L0024,T02,496,396.103479,2.23741,,119,157.938279,86.606874,73.253084,3.310515,54.773667,-12.0
S00521,L0026,T01,521,381.505011,2.500502,188.892657,130,232.300658,5.46732,73.044892,4.539481,52.238361,-12.0
S00147,L0007,T03,147,374.530381,2.115214,181.470799,116,169.459794,25.361288,66.185116,3.242942,58.805039,12.0
S00107,L0005,T03,107,398.551405,2.933822,172.8851,126,51.749236,38.303958,67.171542,2.15339,64.926044,12.0
S00584,L0029,T01,584,391.368356,2.081968,177.072787,124,231.716042,45.74757,74.242899,4.468924,53.09237,-12.0
S00301,L0015,T02,301,387.276707,2.392968,186.07542,133,191.03067,45.419896,76.640363,1.635735,50.651373,-12.0
S00121,L0006,T01,121,398.100437,2.682834,159.85515,106,154.126885,121.560016,66.63578,3.442913,65.893881,12.0
S00208,L0010,T01,208,373.946805,2.142063,188.084236,107,91.755098,6.023657,64.061808,2.502633,66.401644,12.0
S00038,L0001,T01,38,384.476948,2.777552,164.371069,122,175.112533,81.074942,68.482345,3.844657,54.807109,7.226928
S00004,L0000,T01,4,380.013634,1.602464,169.04675,123,54.981266,110.724521,68.528718,2.62619,61.891215,7.006105
S00212,L0010,T01,212,393.563111,2.075916,196.200952,,221.102316,20.089583,62.430114,4.154334,67.525644,12.0
S00406,L0020,T02,406,385.623663,2.120324,171.082398,95,8.650804,,62.269121,1.61191,68.026114,12.0
S00353,L0017,T01,353,377.797611,2.086621,161.373403,138,230.681675,25.594627,72.981201,4.307023,54.139932,-12.0
S00779,L0038,T02,779,391.953482,2.074287,172.49382,102,4.848256,76.6919,64.986238,1.732125,64.013885,12.0
S00241,L0012,T01,241,391.490353,1.95835,168.510276,85,170.381921,142.998469,61.522292,3.990658,70.237307,12.0
S00370,L0018,T01,370,391.73726,2.186093,167.832588,110,142.276352,120.62451,66.763628,3.013424,60.452163,12.0
S00057,L0002,T01,57,390.309633,2.802378,188.135858,137,228.498336,37.114283,74.388594,4.661452,49.022707,-12.0
S00204,L0010,T01,204,378.207906,2.23879,189.901151,137,229.045146,99.560727,76.919326,4.212503,48.980963,-12.0
S00041,L0002,T02,41,383.451003,2.471102,160.14616,92,92.180924,11.957577,63.073278,2.405645,64.972347,12.0
S00438,L0021,T01,438,392.101177,2.475105,177.052935,88,233.264097,10.030795,64.335695,4.219367,66.034796,12.0
S00559,L0027,T04,559,394.14064,2.053573,192.23733,101,99.406105,91.558387,66.669959,2.528124,61.706841,12.0
S00022,L0001,T01,22,399.004111,2.316777,193.922693,131,220.802419,56.701863,75.947598,3.994997,46.751187,-12.0
S00466,L0023,T03,466,387.822431,2.603209,193.301534,109,160.897163,147.666596,67.854299,3.479745,63.455312,10.217622
S00524,L0026,T01,524,389.92898,2.371554,195.78999,107,74.936676,39.086879,66.461105,2.366849,60.791224,12.0
S00242,L0012,T04,242,381.120549,2.115678,180.272665,92,119.155891,99.926039,66.327367,3.00988,61.990049,12.0
S00227,L0011,T01,227,383.9584,2.051701,162.320388,103,165.729936,102.161232,65.355038,3.086471,62.438881,12.0
S00235,L0011,T05,235,390.161467,2.16677,166.17789,114,158.674611,116.873384,66.807732,3.310893,60.379209,12.0
S00575,L0028,T02,575,388.429752,2.173518,177.59046,105,121.850338,108.695046,65.610362,2.900692,66.586712,12.0
S00091,L0004,T05,91,390.250275,2.504922,174.772786,127,99.765213,139.113616,68.685452,2.55203,60.721567,6.259754
S00503,L0025,T01,503,393.217336,2.373999,182.470361,80,102.117487,45.687579,61.732148,2.903861,68.396964,12.0
S00193,L0009,T01,193,385.803999,2.429484,177.931237,88,65.027399,19.442443,61.025205,2.049025,68.844256,12.0
S00191,L0009,T01,191,380.636963,2.159539,175.640117,97,238.634139,14.588824,65.760603,4.645249,61.2931,12.0
S00550,L0027,T04,550,397.440404,2.5181,195.276699,126,52.593904,135.020851,74.694104,2.183946,51.284336,-12.0
S00005,L0000,T01,5,390.782098,2.248176,161.808611,97,49.55074,82.225553,62.894826,2.160889,64.43134,12.0
S00065,L0003,T04,65,392.189043,2.206042,185.43494,120,22.699007,115.687885,70.766907,1.904731,58.218959,-3.651936
S00480,L0024,T05,480,385.087649,2.058406,184.564916,128,60.317558,49.531435,66.833308,2.294436,64.064469,12.0
S00168,L0008,T01,168,397.473751,2.243731,189.547606,118,129.971109,140.067716,68.966969,2.897996,60.790306,4.919197
S00440,L0022,T01,440,381.804959,2.238461,162.518826,121,43.682478,52.130937,67.12728,1.700566,59.614666,12.0
S00342,L0017,T01,342,399.117745,2.51812,175.257838,94,180.554122,120.288835,65.026876,3.502009,61.021889,12.0
S00298,L0014,T05,298,392.359259,2.34526,192.222174,84,142.300362,55.245324,59.667735,3.190832,69.485707,12.0
S00283,L0014,T01,283,402.379125,2.33711,171.824409,139,126.787078,35.050566,74.803739,2.712759,52.091137,-12.0
S00271,L0013,T02,271,390.37241,2.315765,203.165732,102,134.415514,152.888175,67.618777,2.876129,58.048286,11.339156
S00656,L0032,T02,656,371.91671,2.425634,164.960351,89,239.417078,43.002499,64.673113,4.338397,66.942781,12.0
S00134,L0006,T01,134,376.220627,2.275435,184.891069,94,213.371908,20.18315,63.440906,3.990011,62.85393,12.0
S00629,L0031,T01,629,386.97779,2.64856,186.465346,96,197.50389,138.153903,66.032792,3.789502,61.496166,12.0
S00302,L0015,T01,302,393.40013,2.371598,152.02251,131,44.213484,158.28663,69.931873,2.05763,55.35212,0.324414
S00458,L0022,T02,458,388.257561,2.039273,172.785479,95,233.606001,0.042851,65.929617,4.29306,63.202684,12.0
S00296,L0014,T02,296,386.680282,2.717246,179.137704,123,196.110657,159.612849,74.334893,4.11026,52.701058,-12.0
S00443,L0022,T02,443,385.89549,2.131104,173.329819,120,234.884455,110.409749,72.099286,4.146882,57.445174,-9.996599
S00431,L0021,T02,431,404.234635,2.378128,184.481747,83,182.535598,11.570517,62.575768,3.348273,68.403089,12.0
S00593,L0029,T03,593,403.250821,2.340863,187.849473,81,30.065292,105.029534,62.128782,2.186122,69.357999,12.0
S00044,L0002,T01,44,399.621388,1.956255,191.800375,96,218.218806,108.343775,67.791755,4.006439,60.068447,10.515453
S00367,L0018,T03,367,386.969747,2.746242,167.471115,82,116.67599,131.041319,58.523831,3.205835,70.209438,12.0
S00783,L0039,T01,783,391.118154,2.237246,159.631012,84,182.652575,142.342278,64.421766,3.935882,64.116001,12.0
S00205,L0010,T01,205,377.743648,2.735335,178.284498,118,96.300114,2.000389,67.948757,2.289224,61.110316,9.767826
S00577,L0028,T03,577,388.116861,2.402422,180.563637,96,64.918414,125.641415,60.590154,2.166553,70.681814,12.0
S00184,L0009,T04,184,668.756437,2.290744,183.058209,119,68.910788,65.73362,74.887685,2.197258,49.284584,-12.0
S00307,L0015,T01,307,404.595762,2.433226,162.480304,94,183.253468,17.926056,64.919545,3.65034,65.223553,12.0
S00408,L0020,T05,408,397.578393,1.950079,169.695047,129,105.039673,25.794313,70.592086,2.790601,53.817697,-2.819457
S00172,L0008,T02,172,395.421786,2.374024,168.695607,87,135.177266,51.0204,64.443767,3.109458,63.568773,12.0
S00557,L0027,T01,557,397.485859,2.537871,188.533742,87,8.239068,32.772032,61.496244,1.715033,67.315871,12.0
S00646,L0032,T01,646,386.996136,2.302902,173.089933,84,155.132108,54.817771,61.745303,3.201029,69.797959,12.0
S00215,L0010,T01,215,399.91604,2.820434,177.127111,138,195.24925,92.761044,75.974309,3.843177,51.378711,-12.0
S00789,L0039,T04,789,394.141261,2.720192,164.576608,137,32.333637,134.24208,75.754828,2.570666,50.614707,-12.0
S00444,L0022,T01,444,396.375687,2.42374,182.59933,83,130.663995,75.624812,63.632346,3.066133,68.027291,12.0
S00467,L0023,T02,467,397.409663,2.10098,189.204786,109,19.772329,135.647912,66.941835,1.66986,60.11692,12.0
S00632,L0031,T01,632,389.495121,2.602728,188.554097,119,130.619312,48.234465,70.500347,3.100093,55.850531,-2.382605
S00785,L0039,T01,785,395.337372,1.81244,172.642783,110,107.928408,16.67176,68.821289,2.891276,60.136145,5.612909
S00090,L0004,T01,90,383.101834,1.946338,203.480897,108,16.840532,127.84725,63.601044,1.966125,67.965562,12.0
S00051,L0002,T03,51,390.886064,2.207223,160.655999,118,207.915506,118.25379,68.745948,4.246511,58.387462,5.971675
S00268,L0013,T01,268,389.148916,2.481294,179.999282,100,112.711503,21.606903,65.20133,2.819832,68.940236,12.0
S00394,L0019,T01,394,394.552429,1.912986,190.745726,114,118.232391,144.018411,67.198043,3.493034,60.931519,12.0
S00477,L0023,T02,477,383.89936,2.235696,163.774179,128,145.155501,1.737136,72.433937,3.372546,54.474293,-11.590175
S00345,L0017,T03,345,401.642324,2.518764,196.738297,104,39.860927,60.331739,64.742003,1.751379,62.981407,12.0
S00486,L0024,T01,486,391.043346,2.358205,186.510614,122,55.3668,40.53248,68.717919,2.302358,63.648438,6.105149
S00705,L0035,T01,705,406.88902,2.298835,163.088737,100,179.330444,114.07114,67.982911,3.598182,62.273791,9.605187
S00164,L0008,T03,164,,2.515594,189.728477,83,58.357892,64.702025,62.558935,2.062951,69.606403,12.0
S00587,L0029,T01,587,400.249723,2.156859,178.986464,104,116.334615,48.151081,66.588254,3.123305,63.542415,12.0
S00506,L0025,T01,506,395.091109,2.213112,,94,225.046375,140.408674,66.735279,3.952323,62.758981,12.0
S00571,L0028,T05,571,669.222766,2.605012,183.269654,96,163.441971,65.450562,64.224032,3.911993,65.069796,12.0
S00202,L0010,T03,202,386.572211,2.170282,167.870898,135,148.493739,126.884357,71.156994,3.209841,57.049084,-5.509496
S00619,L0030,T01,619,392.944183,2.012577,176.725371,128,200.792657,109.842737,73.289396,4.087889,54.250363,-12.0
S00432,L0021,T03,432,386.390318,2.174469,198.122416,121,133.987174,120.132946,70.811796,3.789041,55.687691,-3.865697
S00787,L0039,T01,787,398.474693,2.833267,188.885893,91,130.857867,41.676359,65.362993,3.367373,61.536085,12.0
S00664,L0033,T01,664,397.220074,2.554498,162.915605,,23.170558,58.272993,61.942355,1.772621,68.186409,12.0
S00715,L0035,T01,715,388.915884,2.455267,192.891647,133,128.634187,122.272383,71.818511,2.988224,55.36541,-8.659575
S00555,L0027,T03,555,389.878638,2.205195,206.348019,88,226.153368,87.45539,64.830063,3.554697,61.705577,12.0
S00326,L0016,T02,326,394.424062,2.410865,176.109028,138,234.974057,15.821501,77.623597,4.248124,49.202938,-12.0
S00008,L0000,T01,8,659.376848,2.267965,182.04174,100,110.271195,98.171055,64.798128,2.969336,63.680657,12.0
S00084,L0004,T05,84,385.458395,2.252397,184.678314,90,64.811952,62.236601,58.79949,2.306939,74.079379,12.0
S00437,L0021,T03,437,403.8419,2.399032,177.867223,139,181.943677,27.169583,75.367377,3.476284,53.169414,-12.0
S00683,L0034,T03,683,393.735446,2.547668,201.394651,132,42.875944,156.381493,71.153767,2.264426,56.869612,-5.49413
S00470,L0023,T04,470,378.435994,2.482301,176.727277,86,123.316507,43.563192,64.366901,3.060287,63.151293,12.0
S00462,L0023,T01,462,394.114181,2.330973,174.855968,102,211.031122,2.673848,65.417083,4.185682,62.131828,12.0
S00179,L0008,T01,179,382.928129,2.761605,216.152334,91,147.542377,0.10189,64.749373,3.322897,65.013779,12.0
S00545,L0027,T01,545,381.456873,2.045393,169.541278,106,175.495103,135.622938,66.000776,3.665282,60.119371,12.0
S00637,L0031,T01,637,392.676975,2.748056,165.658433,109,164.218291,36.066254,65.455058,3.423859,63.831667,12.0
S00221,L0011,T02,221,393.730587,2.656588,142.446207,96,200.202773,45.982113,68.379263,4.312591,64.569541,7.717796
S00448,L0022,T02,448,402.757877,2.152934,179.595466,90,54.19306,96.108551,65.819296,2.592933,62.348124,12.0
S00578,L0028,T01,578,389.379445,2.586504,167.042387,89,72.847598,159.749425,60.664021,2.137084,65.580822,12.0
S00762,L0038,T01,762,397.490576,2.617071,184.268739,121,229.557305,89.724901,71.82037,4.638861,59.466682,-8.668431
S00382,L0019,T01,382,392.933461,2.097544,191.833533,111,138.662072,51.074375,68.841197,2.962879,58.407487,5.518111
S00786,L0039,T02,786,382.54715,2.437432,170.334192,136,232.452836,138.253017,75.452283,4.233368,51.493154,-12.0
S00064,L0003,T02,64,371.539376,2.819678,189.762694,106,223.198545,82.381023,68.087263,3.890652,60.194863,9.108271
S00218,L0010,T02,218,385.665842,2.059639,184.449768,129,186.673494,93.942475,72.214707,3.724851,50.928929,-10.546225
S00498,L0024,T01,498,395.489047,2.577597,168.489832,87,90.520198,152.378537,64.834818,2.169301,62.519686,12.0
S00768,L0038,T05,768,390.929736,2.571105,187.734871,95,108.460781,41.407077,61.529514,2.8392,69.674099,12.0
S00534,L0026,T04,534,396.078333,2.153315,212.535471,111,143.477784,156.999085,71.640295,3.185373,54.463095,-7.81093
S00675,L0033,T04,675,393.160616,2.191659,177.078159,105,229.604886,101.00388,71.29714,4.687237,51.433989,-6.176856
S00206,L0010,T03,206,374.21659,2.270998,182.402276,94,212.16461,89.757232,63.15547,4.483266,64.676264,12.0
S00054,L0002,T02,54,395.470873,2.359976,172.069456,135,114.572377,64.920334,74.643897,2.914162,50.812172,-12.0
S00300,L0015,T02,300,393.926564,2.620488,163.97057,96,55.797413,8.363275,64.249427,2.05304,64.085843,12.0
S00596,L0029,T02,596,389.533327,2.504879,174.732436,84,95.262174,37.3855,62.692444,2.246708,68.962031,12.0
S00230,L0011,T02,230,385.349359,2.747673,209.475676,125,107.70952,101.570868,72.586024,2.846911,54.290523,-12.0
S00095,L0004,T01,95,386.648508,2.851117,166.418334,105,124.564832,65.16931,65.635147,2.927924,58.898088,12.0
S00024,L0001,T02,24,403.132815,2.533943,177.527551,106,82.796996,81.962021,69.739709,2.359552,58.373313,1.239481
S00170,L0008,T01,170,390.669908,2.242844,177.628889,113,64.737162,103.408676,66.841282,2.147325,64.472157,12.0
S00573,L0028,T01,573,392.46774,2.446526,196.973386,111,163.945842,9.992887,66.433326,3.498812,63.621735,12.0
S00287,L0014,T01,287,388.281011,2.43749,175.886892,115,11.713377,68.605489,66.336968,1.337129,60.701822,12.0
S00446,L0022,T01,446,378.981588,2.551941,,125,32.54192,74.497722,67.551165,1.574905,57.461792,11.661119
S00583,L0029,T02,583,384.767558,2.280091,189.770726,85,82.897928,152.146981,63.602283,2.500807,66.117904,12.0
S00510,L0025,T02,510,382.676366,2.599394,171.98811,121,98.393041,110.080603,70.747113,2.806332,57.421651,-3.55768
S00113,L0005,T01,113,402.41122,2.238851,197.289246,136,100.020677,78.00935,72.543412,2.677803,52.596875,-12.0
S00502,L0025,T01,502,381.585939,2.647116,187.257182,116,156.14053,96.089648,68.639555,3.456252,58.021342,6.478308
S00688,L0034,T01,688,,2.280702,179.954617,87,149.540196,29.126184,63.665928,3.178132,66.729956,12.0
S00224,L0011,T01,224,392.116655,2.537545,187.28187,104,69.347902,79.068632,65.078732,2.451221,60.510439,12.0
S00275,L0013,T02,275,378.824972,2.545642,167.5694,113,197.119228,61.039018,70.116844,3.789481,58.479712,-0.5564
S00047,L0002,T02,47,386.415416,2.419683,185.013401,97,62.027197,95.137167,64.319715,2.392269,66.012723,12.0
S00677,L0033,T03,677,395.388139,2.055674,188.307012,134,104.127813,32.052776,72.050083,2.690885,51.58677,-9.762298
S00152,L0007,T01,152,383.498411,2.434542,177.153533,123,107.326961,96.689528,69.507723,3.002793,58.82316,2.344175
S00389,L0019,T04,389,373.270809,2.161063,168.427918,109,71.64358,127.341082,67.900998,2.780042,57.910068,9.995249
S00568,L0028,T01,568,388.070393,2.588187,163.416482,109,44.27755,10.207089,66.362994,2.281789,61.525656,12.0
S00678,L0033,T02,678,396.61884,2.238562,190.356812,104,183.93905,47.492349,69.089966,3.580222,56.647261,4.333495
S00671,L0033,T02,671,374.890082,2.310833,163.44232,96,207.574429,112.728941,65.577255,4.146504,60.421512,12.0
S00590,L0029,T01,590,400.806113,2.60041,178.075416,113,238.145744,43.633799,70.780945,4.554288,58.829324,-3.718787
S00793,L0039,T01,793,394.583983,2.518534,175.926253,122,137.17939,156.423104,69.741834,2.83017,51.150488,1.229363
