sample_id,lot_id,tool_id,sequence,oes_peak_ratio,endpoint_slope,rf_source_w,rf_bias_w,pressure_mtorr,gas_flow_sccm,esc_temp_c,chamber_age_runs,endpoint_time_s,cd_bias_nm,selectivity,overetch_risk
S00526,L0026,T01,526,0.887979,-0.04236,891.128861,181.784514,2.86568,120.40827,18.216623,32.19562,65.099347,-1.770245,4.784675,0.084678
S00348,L0017,T02,348,1.026465,-0.035448,841.022593,177.541338,28.43122,102.637069,17.257066,8.173271,63.378484,-1.554578,4.52664,0.079008
S00765,L0038,T02,765,1.131557,,901.557942,230.978143,23.835178,87.427312,18.091624,61.432295,66.199946,-0.11423,2.506691,0.049265
S00670,L0033,T01,670,,,878.336297,176.698833,23.059612,98.321655,17.701739,152.262118,67.422818,-1.277802,4.295602,0.072241
S00313,L0015,T01,313,0.848675,-0.024242,864.134864,208.113864,27.451866,103.667826,18.101212,156.417014,62.22507,-2.589719,3.380052,0.109721
S00479,L0023,T02,479,0.897397,-0.038332,839.254022,209.498606,27.165615,109.220417,18.080458,151.895876,63.270433,-1.141371,3.418322,0.069105
S00768,L0038,T01,768,0.96037,-0.046289,861.333868,197.658471,27.934759,100.305421,19.081103,137.699097,61.348039,-2.232687,3.651602,0.098096
S00613,L0030,T02,613,0.997981,-0.058376,739.40051,196.031955,27.8064,96.480857,16.553223,178.118974,60.537469,-2.653101,4.20259,0.111906
S00702,L0035,T01,702,0.982486,-0.038967,849.363117,230.027673,25.862679,96.396261,19.854048,59.585507,65.289902,0.197558,2.464911,0.050649
S00357,L0017,T01,357,0.936148,-0.030969,837.488004,230.467754,28.822847,104.764765,18.119754,150.778368,63.942212,-0.06248,2.751182,0.048424
S00485,L0024,T01,485,1.044999,-0.052986,890.564024,,23.905232,,19.619381,122.693837,64.658139,-2.408207,5.382179,0.103667
S00438,L0021,T04,438,0.942794,-0.058079,835.523367,227.145832,28.934337,103.924503,17.853687,19.482691,62.118367,0.434631,3.45785,0.054791
S00059,L0002,T01,59,1.160247,-0.037387,943.374291,177.377926,22.503786,102.931051,16.652603,128.381151,68.665662,-1.17303,4.887828,0.076591
S00527,L0026,T01,527,0.891068,-0.041413,906.547893,170.545521,27.746014,112.509791,19.793011,50.473819,65.577644,-2.318942,4.927076,0.1008
S00683,L0034,T03,683,0.842561,-0.044082,891.554169,224.697358,31.588402,101.441755,16.755011,169.241851,71.941644,1.097271,3.540712,0.116633
S00727,L0036,T01,727,0.885794,-0.054369,975.142493,185.183538,29.463076,109.1418,18.178533,144.738708,64.247489,-1.156301,4.712643,0.069442
S00576,L0028,T01,576,1.035666,-0.048693,841.553578,181.281011,28.926153,116.211002,18.994573,136.628604,61.00453,-1.713009,5.028946,0.083139
S00245,L0012,T01,245,1.016244,-0.041632,759.409489,196.08648,29.760429,105.516067,16.778538,53.233656,59.821553,-2.431658,3.658313,0.104432
S00587,L0029,T01,587,1.058043,-0.033345,906.092893,239.834403,23.113738,114.21408,17.515741,134.642372,61.206167,-0.387063,2.231099,0.053935
S00793,L0039,T01,793,0.942948,-0.018089,868.18507,164.318819,29.89714,104.259448,18.437,163.460951,61.112781,-2.828541,4.851327,0.118156
S00374,L0018,T03,374,0.713305,-0.031706,889.763568,198.165656,28.998384,102.898364,19.561471,127.612624,73.391292,0.113355,3.898736,0.104179
S00042,L0002,T01,42,0.961351,-0.029407,866.553349,162.785032,28.363255,98.041131,19.566089,39.464162,64.962165,-1.851704,4.821239,0.086915
S00416,L0020,T04,416,0.939903,-0.043809,812.114187,180.103565,31.739487,112.070551,16.855231,10.778638,61.001803,-2.649382,4.588842,0.111777
S00205,L0010,T02,205,0.963479,-0.057831,822.453148,,31.270051,94.636229,16.39411,64.461387,60.321259,-0.879399,4.418019,0.063435
S00121,L0006,T01,121,0.934147,-0.057016,919.833494,157.383523,31.965718,101.743162,18.230857,159.574392,66.587587,-3.170768,5.04869,0.131218
S00337,L0016,T01,337,0.997537,-0.046147,864.560376,198.36788,23.948531,99.268418,17.054542,113.456494,64.952135,0.020607,3.447904,0.047753
S00022,L0001,T03,22,1.238063,-0.036013,886.511401,210.085497,29.397406,104.516456,18.604176,36.446111,64.219486,-0.296379,3.777823,0.052338
S00423,L0021,T02,423,0.962541,-0.043993,840.649451,206.236276,29.715432,116.416915,18.883203,69.979063,65.584343,0.284946,3.763688,0.05214
S00308,L0015,T01,308,0.987729,-0.031954,826.818553,216.851825,28.03156,,17.302826,118.012637,61.45324,-1.309994,3.920798,0.072999
S00281,L0014,T04,281,1.018805,-0.063236,827.611531,186.226538,30.206663,108.232706,13.965214,68.006043,66.14958,-1.583852,4.299439,0.079757
S00082,L0004,T02,82,1.057397,-0.066653,903.3128,166.811418,29.333724,103.493616,17.598759,162.981606,65.667275,-0.897554,5.55551,0.063813
S00101,L0005,T01,101,0.877633,,771.002797,181.733889,27.916011,107.370135,15.592677,14.342886,63.605808,-1.293776,4.348383,0.072616
S00293,L0014,T01,293,0.983498,-0.048402,820.612534,176.452251,22.308496,109.614588,17.21971,80.984294,59.985714,-1.667996,4.621335,0.081946
S00519,L0025,T01,519,0.982752,-0.048559,810.22221,196.304557,26.749363,101.814454,19.474415,123.154947,59.968756,-1.872413,4.127645,0.087492
S00353,L0017,T02,353,1.039376,-0.035228,805.963895,181.138878,28.995251,92.900987,18.618098,147.214291,61.063766,-1.268621,4.452792,0.072026
S00112,L0005,T03,112,,-0.047019,895.585503,210.57099,25.562453,102.964874,18.46765,74.73623,61.623912,-0.307654,3.872807,0.052534
S00781,L0039,T02,781,0.89724,,827.836788,182.377448,29.846254,108.067976,19.778514,160.119962,58.046459,-1.913187,5.166425,0.088638
S00268,L0013,T02,268,1.074411,-0.039321,797.341692,172.100122,28.708015,101.991632,18.639831,67.16534,61.07243,-2.276852,4.998572,0.099472
S00104,L0005,T01,104,1.10513,-0.046828,853.076025,181.89388,30.949458,100.117309,18.015545,33.645212,65.451824,0.087247,4.966124,0.048825
S00746,L0037,T01,746,0.993385,-0.033459,867.862419,218.286231,28.660796,102.024197,19.139231,145.888944,67.083329,-1.151573,3.428619,0.069335
S00636,L0031,T01,636,0.977409,-0.040936,914.018626,214.199054,29.908714,107.878985,16.44788,8.468557,63.586738,0.49762,3.861102,0.055944
S00406,L0020,T01,406,1.026503,-0.051337,,201.119337,24.608488,101.898005,18.843785,37.162441,61.048318,-1.085603,3.418246,0.06786
S00592,L0029,T03,592,0.801048,-0.038953,784.38727,192.160987,26.804134,105.401471,19.115945,158.705459,71.768357,-0.46424,4.378736,0.093446
S00080,L0004,T01,80,1.106311,-0.036085,883.57879,180.551409,28.680824,96.798421,17.535252,59.216982,65.900369,-0.525955,4.326457,0.05647
S00426,L0021,T01,426,1.018875,-0.042477,970.068974,198.155717,26.901051,106.43264,17.450044,107.600388,70.984356,0.397586,4.159257,0.082172
S00492,L0024,T03,492,0.684004,-0.041406,758.403845,182.760572,26.473976,102.97657,20.321135,175.323092,70.541182,-0.387663,4.524828,0.077049
S00791,L0039,T02,791,1.058819,-0.045168,804.950164,230.238567,24.049235,101.692632,18.194607,148.053662,62.067989,0.064189,3.146929,0.048451
S00154,L0007,T02,154,0.921555,-0.043419,858.227509,196.276686,28.24177,92.358395,17.152133,9.64489,60.700735,-0.799412,3.884836,0.061792
S00003,L0000,T01,3,0.986176,-0.04962,935.700961,153.180047,25.205908,109.915132,18.678002,21.672673,66.411102,-2.203645,5.83718,0.097201
S00602,L0030,T01,602,0.994426,-0.056904,769.091221,186.164191,27.047071,113.601371,19.067429,100.550058,57.62537,-2.201781,4.425961,0.097143
S00674,L0033,T03,674,0.892418,-0.05015,864.104567,208.949067,32.137904,100.985689,19.52455,79.930802,66.526321,-0.304449,3.330843,0.052479
S00238,L0011,T02,238,1.114422,-0.066238,805.899535,173.784002,26.219585,98.757322,19.42345,127.996975,67.034083,-0.901463,5.005058,0.063895
S00452,L0022,T01,452,0.827622,-0.033408,881.694501,182.064303,28.511876,105.730132,18.043801,43.656552,64.358981,-1.97616,4.220157,0.090434
S00218,L0010,T01,218,0.953483,-0.033333,878.838078,173.335689,25.703212,106.400114,16.853262,169.97188,66.958194,-0.216397,5.443606,0.050967
S00771,L0038,T01,771,1.069996,-0.056352,864.15957,185.087727,28.59747,104.89259,19.41381,51.785256,64.567449,-1.870622,4.598394,0.087441
S00462,L0023,T04,462,,-0.04558,859.320552,174.404855,25.095694,107.658953,17.482459,80.289775,66.526692,-3.302154,4.727345,0.13655
S00180,L0009,T01,180,0.927696,,905.63149,208.970797,26.658818,,15.974223,18.478408,63.324255,-0.902224,3.761663,0.063911
S00780,L0039,T01,780,0.927058,-0.060454,887.976067,144.206372,29.533835,110.720264,17.360559,39.596173,73.817315,-1.450186,5.84812,0.165227
S00347,L0017,T01,347,1.038935,-0.033148,912.735507,175.645427,27.510687,99.44269,17.139916,58.15473,66.139291,-1.47067,4.214484,0.076898
S00356,L0017,T04,356,0.924721,-0.040182,808.381513,155.032067,27.74547,103.630508,16.628751,162.381178,62.960698,-1.531307,5.516429,0.078418
S00729,L0036,T01,729,1.039225,-0.034741,822.751827,197.434442,,113.233659,17.760749,177.446334,61.709237,-0.168183,4.402531,0.050157
S00140,L0007,T01,140,0.958692,-0.037186,827.253031,243.117195,26.115423,101.816047,18.054099,158.339004,66.184985,0.852513,2.769233,0.062878
S00221,L0011,T04,221,0.917614,-0.032846,904.803008,220.423163,26.767991,114.141917,16.554453,162.307891,66.542494,-0.95916,2.935432,0.065113
S00606,L0030,T01,606,1.173649,-0.050717,837.398411,213.509354,31.584812,101.161998,18.808259,34.394558,60.82261,-1.85802,3.359599,0.08709
S00091,L0004,T01,91,0.954843,-0.064116,909.546819,181.130964,24.533278,108.992673,19.330066,88.536107,62.316893,-1.2731,4.875837,0.07213
S00508,L0025,T03,508,0.856742,-0.055814,930.469768,197.743724,26.926837,109.859443,18.913116,81.689657,64.139816,-0.811579,3.552233,0.062039
S00535,L0026,T01,535,0.906518,-0.038574,794.257889,178.871281,32.699429,111.258935,19.721014,76.705167,64.91454,-2.047665,4.706338,0.092514
S00412,L0020,T01,412,0.917128,-0.044131,801.767901,187.35417,25.537194,94.069284,17.204523,41.521972,61.290128,-0.786961,4.030634,0.061539
S00282,L0014,T02,282,0.952207,-0.068264,804.294848,201.781513,28.044791,101.852803,20.314682,18.875649,63.164394,-0.800224,3.561199,0.061808
S00306,L0015,T02,306,0.963327,-0.037789,843.314697,175.864152,25.577863,91.460622,17.406816,170.588087,65.916902,-1.743614,4.368078,0.083959
S00229,L0011,T01,229,0.931739,-0.03609,998.54162,182.774186,32.344532,97.320021,17.465533,79.519304,64.223629,-1.652655,4.891375,0.081543
S00363,L0018,T01,363,1.102838,-0.046349,787.426307,152.229867,30.148759,110.564323,18.101356,158.123637,63.38188,-2.174886,5.58079,0.096321
S00168,L0008,T01,168,1.225323,-0.027943,830.934551,183.653315,29.802058,99.774624,,52.434507,62.174829,-1.868678,4.548126,0.087387
S00186,L0009,T02,186,1.069216,-0.03995,866.483865,195.578544,26.34797,106.902977,16.189077,53.052022,63.816796,-0.897915,3.493583,0.063821
S00489,L0024,T01,489,1.019135,-0.085492,,173.915659,23.727771,103.378898,16.986988,11.644022,61.046224,-2.679319,4.869541,0.112822
S00196,L0009,T01,196,1.024647,-0.025178,821.943955,203.059835,25.921369,103.590892,16.816865,2.569107,61.464028,-2.248911,3.412712,0.0986
S00430,L0021,T04,430,1.001806,-0.041385,750.731664,188.634928,29.270756,101.00104,17.213746,116.595092,65.314713,-1.136108,4.241598,0.068987
S00494,L0024,T03,494,0.817761,-0.043394,,175.006902,31.39144,111.032769,17.176899,102.94489,75.705561,0.596571,4.579347,0.163097
S00228,L0011,T02,228,0.916252,-0.038149,790.459547,199.29457,26.56388,104.728898,16.692068,75.12316,58.29285,-1.140796,3.887141,0.069092
S00133,L0006,T01,133,0.929092,-0.050319,999.534494,186.183095,28.402286,110.862058,17.417783,62.639691,69.04811,0.44466,4.527079,0.063736
S00362,L0018,T02,362,1.050686,-0.025687,812.028968,170.748699,28.12724,100.338629,17.908729,66.39369,63.019773,-1.350312,5.035261,0.07396
S00537,L0026,T02,537,0.916328,-0.041783,832.54903,213.726043,28.509626,97.879138,17.814147,129.724273,64.25909,0.506832,2.919081,0.056115
S00381,L0019,T01,381,0.877604,-0.045589,948.625384,179.365619,28.562206,104.391108,17.821029,51.006057,67.315818,-1.313665,4.693697,0.073086
S00287,L0014,T01,287,0.955465,-0.040283,854.482222,185.230602,22.560933,96.91019,17.909006,27.624051,66.792312,0.756916,4.119548,0.060935
S00776,L0038,T01,776,1.046285,-0.041188,793.345494,209.425651,23.999687,102.740725,16.214657,97.322441,61.109573,-1.778521,1.715233,0.084903
S00369,L0018,T01,369,0.9158,-0.061621,777.499554,183.40966,21.216866,99.54236,17.8712,57.691665,63.226965,-2.099298,4.603398,0.094043
S00382,L0019,T02,382,0.980809,-0.042058,893.907835,137.208831,28.596407,105.006886,15.898259,77.027564,69.481867,-2.881329,5.872564,0.145635
S00720,L0036,T01,720,1.11139,-0.038254,889.606575,193.472028,30.369508,,15.51489,74.913513,62.686762,-0.482515,4.263571,0.055666
S00055,L0002,T01,55,1.307963,-0.050282,891.695915,195.831556,27.452794,100.51215,17.693546,128.620986,69.782276,-0.93675,4.230615,0.082808
S00253,L0012,T03,253,0.663367,-0.044944,898.946264,176.074867,26.885042,104.820301,17.076105,,76.579036,1.174973,4.783885,0.213845
S00698,L0034,T03,698,0.578978,-0.038182,,140.677332,30.014687,117.02621,17.13356,,81.629856,-0.389305,6.312926,0.30592
S00529,L0026,T01,529,1.057778,-0.037783,935.819221,189.879399,23.970726,93.904025,14.802936,158.811775,68.071148,-1.92886,3.746589,0.089952
S00473,L0023,T01,473,0.956399,-0.046666,918.78494,203.791973,30.23362,93.268485,19.885456,161.548176,67.067637,-1.139796,3.897418,0.069069
S00688,L0034,T01,688,0.88873,-0.056741,812.023643,184.476462,28.144456,109.46993,18.158756,134.194014,65.588855,-0.712768,4.724354,0.060057
S00795,L0039,T01,795,1.036611,-0.037511,857.236247,147.475754,30.144312,98.006407,18.647332,131.063099,63.51197,-1.938489,6.090703,0.089356
S00725,L0036,T03,725,0.933095,-0.067069,785.848162,215.915443,32.096213,97.980243,17.649249,4.524079,62.692363,-1.205245,3.609374,0.070557
S00472,L0023,T01,472,0.933147,-0.049593,801.027854,210.727795,30.033853,114.129348,18.797775,99.987763,54.150626,-0.956921,3.564662,0.065066
S00183,L0009,T01,183,1.006091,-0.019785,985.736634,186.046243,32.991751,99.256063,18.482744,83.694373,64.581042,-0.291898,4.812982,0.052261
S00240,L0012,T01,240,0.904407,-0.048189,853.272389,200.291254,27.319305,113.682495,16.744517,37.64182,65.187794,-1.693201,4.611303,0.082612
S00067,L0003,T03,67,0.721165,-0.041014,,160.765875,35.765988,106.847843,17.571609,114.194119,73.707858,-0.0792,5.073115,0.107542
S00079,L0003,T02,79,1.088675,-0.032247,951.888965,177.715594,26.838977,103.755025,19.341042,122.75437,68.701534,-1.059397,4.581935,0.074194
S00009,L0000,T02,9,1.069925,-0.05613,828.18869,165.245945,32.316192,109.963671,17.719951,98.606582,61.715766,-1.63369,5.724873,0.081047
S00222,L0011,T01,222,0.893533,-0.039462,818.693751,194.374686,24.666584,92.141204,18.03416,97.21449,64.420809,-2.083157,3.872146,0.093562
S00747,L0037,T01,747,0.970525,-0.061875,839.311456,202.627694,25.110538,97.936445,19.538801,155.970386,65.842886,-0.304513,3.780054,0.05248
S00139,L0006,T01,139,1.056088,-0.05394,751.286897,181.648811,29.768683,98.285002,290.248258,,63.197642,-0.903869,4.716764,0.063945
S00144,L0007,T01,144,0.96453,-0.030648,899.188318,163.854439,28.884129,104.769301,17.32749,60.915068,61.16212,-3.258134,4.868679,0.134744
S00373,L0018,T02,373,0.962698,-0.053633,854.69269,207.808161,29.440462,119.45413,19.598599,170.789383,61.743558,-0.983847,3.56305,0.065641
S00610,L0030,T01,610,,-0.040154,861.343507,199.720753,27.818666,115.42381,18.473445,21.157682,60.922213,-2.298874,3.835233,0.100165
S00523,L0026,T01,523,0.879634,-0.049615,827.368207,229.237464,28.194763,121.271207,19.308518,51.743785,59.847711,-0.030936,3.612178,0.047917
S00379,L0018,T01,379,0.983812,-0.030807,824.075962,170.312184,29.473073,111.599052,17.155983,164.705031,61.485115,-2.077843,4.892953,0.093405
S00604,L0030,T02,604,0.963565,-0.058371,824.737744,159.012884,31.641744,109.459514,19.486077,109.307024,63.371244,-2.025238,5.354012,0.091857
S00524,L0026,T03,524,0.819708,-0.034332,,215.417268,27.473549,93.419752,18.090897,130.382484,76.873604,0.412545,3.102995,0.17879
S00249,L0012,T04,249,0.948685,-0.044276,783.4659,165.37992,22.882952,109.089211,20.742915,84.711304,61.009754,-1.138208,4.887341,0.069034
S00204,L0010,T01,204,1.134167,-0.050976,,209.619364,28.020745,99.61747,21.302074,143.134597,59.984746,-1.697167,3.225762,0.082717
S00294,L0014,T03,294,0.677223,-0.050189,903.594131,203.281491,23.125609,93.842147,18.514208,172.505651,78.495407,1.024849,3.259321,0.255976
S00440,L0022,T02,440,1.166522,-0.056481,861.080964,180.662227,29.858234,109.714158,18.496371,40.321504,67.751536,-0.563058,5.135897,0.057166
S00134,L0006,T03,134,0.984443,-0.043536,909.807405,192.957058,25.738779,92.964709,17.551471,54.967725,66.285421,-2.547448,4.061696,0.108284
S00322,L0016,T02,322,1.230045,-0.055024,907.127728,172.733216,25.152382,109.778316,17.301888,49.926973,67.777718,-2.333584,4.465833,0.101265
S00002,L0000,T01,2,,-0.034208,861.270102,146.546187,26.581428,100.565315,19.692148,87.255164,63.314494,-2.676427,5.492774,0.11272
S00159,L0007,T01,159,1.021003,-0.048305,834.059082,143.774182,26.667866,95.168188,16.849542,44.583548,64.429795,-2.767238,4.205086,0.115939
S00389,L0019,T03,389,0.949296,-0.02959,776.181264,154.613984,22.22425,100.887006,17.471403,92.129445,59.432444,-2.624934,5.539553,0.11093
S00028,L0001,T02,28,1.023905,-0.02877,806.024436,206.068809,34.978972,106.041339,18.564314,48.170947,62.025494,-0.944992,3.767023,0.064812
S00759,L0037,T01,759,0.97417,-0.049538,796.428335,200.931141,26.517465,98.945448,18.657458,141.066403,65.357307,-1.540386,3.589907,0.078648
S00073,L0003,T01,73,1.107764,-0.060484,973.098674,155.780144,28.93245,96.220748,18.37607,65.306128,68.623244,-1.87898,5.240894,0.095447
S00470,L0023,T01,470,0.902849,-0.040822,850.283948,178.494319,29.78217,128.073107,16.786397,117.711784,63.756152,-2.961413,5.082641,0.123088
S00419,L0020,T01,419,0.992886,-0.052451,863.589328,,29.848861,103.844613,16.544068,36.898659,64.392223,0.840311,4.303532,0.062627
S00216,L0010,T01,216,0.947107,-0.034999,872.595424,199.241276,30.02416,107.661482,17.8245,94.798759,63.475774,-0.131068,4.423097,0.049542
S00578,L0028,T03,578,0.74814,-0.071447,857.507961,195.879404,28.546917,93.376794,18.184729,149.72265,74.398117,0.71108,4.075042,0.142901
S00161,L0008,T02,161,1.057616,-0.043552,836.808123,182.038818,30.302577,102.116455,17.915206,179.732927,63.029204,-1.984148,4.3949,0.090665
S00224,L0011,T01,224,0.847727,-0.038418,843.144336,198.153623,25.04897,100.851243,18.096796,145.491841,61.221717,-2.103122,4.269963,0.094157
S00471,L0023,T02,471,1.016197,-0.02992,760.686764,215.981761,26.664156,104.723416,18.858145,17.611068,57.658874,-2.248762,3.635693,0.098595
S00685,L0034,T01,685,1.098169,-0.039729,815.970107,181.738427,25.721172,109.220987,20.299462,55.76125,64.639856,-1.290536,5.053074,0.07254
S00481,L0024,T01,481,1.011763,-0.067773,870.332093,216.768315,24.403781,101.946342,18.155173,44.205788,64.645731,-0.397208,3.070988,0.054117
S00554,L0027,T02,554,1.040666,-0.043579,811.878094,169.040903,23.923322,108.000823,18.607573,24.12783,59.746475,-2.183723,5.370241,0.09659
S00033,L0001,T02,33,0.996463,-0.047338,824.880422,170.773863,27.036843,107.227371,16.327992,144.819054,64.959975,-2.251611,5.320823,0.098684
S00611,L0030,T01,611,1.055168,-0.049948,918.751891,210.721602,24.060685,104.068751,18.579563,83.300514,69.184777,-0.431897,4.00948,0.064699
S00103,L0005,T01,103,1.048106,-0.053768,808.976102,192.97808,27.775956,105.640412,18.275489,73.048433,62.994937,-1.024185,4.573775,0.066513
S00495,L0024,T01,495,1.157942,-0.062154,832.1187,197.188243,31.176139,89.123128,17.813195,176.022879,65.872752,-1.350617,3.950575,0.073967
S00775,L0038,T02,775,0.9611,-0.037303,801.016723,140.128253,25.50504,104.429557,15.493339,49.187507,62.883349,-2.58342,6.189149,0.109505
S00230,L0011,T02,230,1.012899,-0.043724,863.169682,216.914483,25.091262,96.973376,17.892496,44.941799,62.601379,-0.95334,2.99223,0.06499
S00178,L0008,T01,178,0.980804,-0.042156,821.734182,175.698131,24.677674,113.70027,16.646768,134.900281,62.736899,-1.461463,4.775317,0.076669
S00452,L0022,T01,452,0.827622,-0.033408,881.694501,182.064303,28.511876,105.730132,18.043801,43.656552,64.358981,-1.97616,4.220157,0.090434
S00142,L0007,T01,142,1.07675,-0.052664,797.617547,204.38404,27.311027,107.021043,13.339458,74.846743,60.711668,-1.13129,4.19415,0.068878
S00185,L0009,T01,185,1.020599,-0.051208,860.916486,182.099059,29.303911,91.878617,18.306951,151.879889,63.938905,-0.609957,4.633004,0.058057
S00145,L0007,T02,145,1.170948,-0.025805,737.723705,200.962268,26.540739,106.782046,17.962771,,55.875131,-2.715197,4.072309,0.114085
S00200,L0010,T01,200,1.142057,-0.043568,841.135662,199.235093,30.366837,89.950711,19.510754,62.641492,64.095612,0.137944,3.787776,0.049655
S00197,L0009,T02,197,0.989987,-0.032315,868.755019,203.092985,26.503215,107.906569,17.326667,69.935834,64.969692,-1.096054,3.966218,0.068092
S00352,L0017,T03,352,0.701617,-0.035285,721.422087,184.64034,23.596956,102.000643,17.977476,137.14402,71.629156,-1.722776,4.828739,0.135561
S00317,L0015,T01,317,0.95079,-0.054929,837.491717,160.287006,32.251183,98.910315,18.266188,94.879808,62.138069,-2.004818,5.089045,0.091263
S00777,L0038,T02,777,1.11397,-0.053684,878.126503,192.198831,19.765017,106.657466,18.34076,158.6685,67.056282,-2.31823,4.270469,0.100777
S00448,L0022,T01,448,0.936245,-0.049329,869.72212,172.617196,28.656068,106.869998,15.822664,121.306359,63.736529,-0.665252,4.842065,0.059125
S00744,L0037,T01,744,0.888788,-0.054842,776.602985,238.417281,31.947144,107.175802,17.874097,64.942789,61.940573,0.963769,2.734659,0.065212
S00109,L0005,T03,109,0.786236,-0.036661,772.448987,241.89001,21.511091,98.190326,18.72547,165.278914,68.15945,0.255301,2.40293,0.052814
S00737,L0036,T01,737,1.105435,-0.05362,818.869258,212.861842,29.029642,107.990788,18.261347,121.032456,59.011988,-2.553397,3.618628,0.108485
S00790,L0039,T02,790,0.868879,-0.222705,929.721249,187.273344,29.844017,101.390556,17.992202,137.703887,66.461262,-2.107043,4.488598,0.094274
S00008,L0000,T02,8,0.957171,-0.050049,890.347539,197.680958,24.877625,107.4487,18.03739,114.330756,65.239951,0.437539,3.572801,0.054844
S00315,L0015,T01,315,1.136645,-0.057522,844.801135,199.523622,24.806018,113.901786,18.60214,77.023203,62.733633,-2.102736,4.194699,0.094145
S00630,L0031,T02,630,1.068419,-0.075113,933.1845,159.514553,27.684855,97.376473,17.391879,39.47836,70.764113,-1.185158,5.093065,0.102424
S00439,L0021,T02,439,0.882118,-0.054408,816.590208,167.641882,21.781411,86.739882,16.59508,5.645372,60.531696,-2.22354,4.519766,0.097813
S00568,L0028,T01,568,0.987026,-0.042439,926.989394,230.288953,25.833442,105.584069,19.080493,109.669856,69.317029,1.090214,3.045926,0.081595
S00596,L0029,T01,596,1.096518,-0.037457,852.129845,218.0658,25.467896,112.227832,18.207484,107.547415,62.617587,-1.50949,3.164065,0.07497
S00271,L0013,T03,271,0.8374,-0.046328,826.044983,179.671326,28.803585,106.885809,18.934462,,73.889225,1.212276,4.62697,0.155471
S00062,L0003,T02,62,1.001909,-0.040766,802.761344,159.826069,30.011375,103.074121,17.385068,177.770624,60.733136,-3.236934,5.289308,0.133881
S00136,L0006,T01,136,0.940137,-0.02009,915.923018,164.812538,32.377905,109.090342,19.545782,37.448823,64.954345,-0.380471,5.266371,0.053818
S00037,L0001,T01,37,0.950322,-0.031768,906.917751,200.901413,26.722672,108.303612,19.094499,45.924576,68.512811,-0.749,3.229996,0.065319
S00181,L0009,T03,181,0.997188,-0.033829,944.05214,184.069808,28.146793,107.16844,17.414407,15.236109,68.879738,-0.440137,4.459974,0.062153
S00546,L0027,T01,546,0.976531,-0.040547,814.178677,183.834943,29.081636,100.415029,18.057537,131.147855,61.262591,-0.109725,4.477648,0.049191
S00166,L0008,T01,166,0.924348,-0.039181,856.05388,201.084042,29.295556,113.368473,18.217763,103.59186,62.243459,-1.748819,4.301298,0.084099
S00714,L0035,T01,714,1.059448,-0.050203,831.54177,234.443776,31.153388,100.039328,17.873878,52.016379,62.34432,0.59623,2.728454,0.057795
S00552,L0027,T01,552,1.064895,-0.045721,884.224683,185.634282,29.421737,101.263528,17.787456,15.981436,65.051742,-0.39515,3.876591,0.05408
S00138,L0006,T02,138,0.93737,-0.037231,862.410493,163.410554,27.023188,94.940907,18.513225,15.827571,66.883671,-2.416834,4.888238,0.103948
S00189,L0009,T01,189,0.976752,-0.028943,868.162765,173.600075,29.347625,94.982611,16.871037,102.298942,63.105104,-2.787774,5.233582,0.116677
S00497,L0024,T02,497,0.974919,,756.216336,177.568072,30.739345,107.261272,18.349408,129.699491,57.9894,-1.113707,4.522147,0.068485
S00213,L0010,T03,213,0.764556,-0.038735,795.169512,195.532046,32.816481,105.709503,290.279054,114.070662,68.866373,-0.463638,3.949018,0.062516
S00408,L0020,T04,408,0.727515,-0.054987,828.378533,242.748164,29.18953,95.805637,18.714307,141.477159,64.945791,1.714888,2.000059,0.083189
S00110,L0005,T01,110,1.050736,-0.029718,733.39322,159.146931,26.084641,106.167553,19.086962,72.814972,59.018664,-2.710527,5.279638,0.11392
S00360,L0018,T01,360,0.928482,-0.046197,857.29832,191.849345,27.4774,101.940146,16.018249,118.634236,63.966778,-2.815201,4.605683,0.11767
S00270,L0013,T02,270,0.990887,-0.028767,851.96537,225.244688,27.494721,102.7069,17.543571,5.203103,62.166709,-1.082303,2.502957,0.065326
S00017,L0000,T01,17,1.09557,-0.046528,890.229111,206.174724,25.012135,106.12474,17.41986,150.320439,63.311915,-1.696806,3.968951,0.082707
S00401,L0020,T01,401,0.906207,-0.025816,812.068422,174.056748,29.443359,109.433017,18.820919,100.112839,61.811811,-2.007352,4.811753,0.091336
S00499,L0024,T04,499,0.928838,,914.264871,188.745671,24.09294,97.739906,18.481869,116.562316,62.373898,-0.122472,3.910359,0.0494
S00304,L0015,T04,304,0.954904,-0.038603,922.731466,193.61047,30.707327,102.396986,16.528398,86.284763,66.319609,-1.425223,4.064913,0.075776
S00628,L0031,T01,628,1.079381,-0.039352,821.530332,209.339112,28.398814,107.042751,18.815981,95.25111,59.348268,-1.828436,3.465325,0.08627
S00259,L0012,T03,259,1.069225,-0.052995,936.556364,204.059061,25.040072,118.630978,16.108063,85.325928,70.983427,1.735922,3.98502,0.125109
S00214,L0010,T01,214,1.133856,-0.049789,870.249321,159.206624,30.042595,99.711019,17.340859,16.810224,65.502927,-0.369713,5.020652,0.053626
S00012,L0000,T01,12,,-0.043829,871.208492,202.041012,33.343387,108.058722,17.068846,63.178497,62.764896,-0.946341,3.979512,0.064841
S00019,L0000,T01,19,,-0.051571,894.148324,171.287184,32.293486,102.600473,16.385122,26.228403,70.484167,-0.654616,4.347691,0.083306
