sample_id,lot_id,tool_id,sequence,pr_tone,retained_pattern_source,nominal_cd_nm,exposure_dose_mj_cm2,normalized_dose_pct,focus_um,coat_thickness_nm,softbake_temp_c,peb_temp_c,develop_time_s,developer_concentration_pct,field_x,field_y,resist_line_cd_nm,cdu_3sigma_nm,ler_nm,scum_probability,pattern_collapse_probability,defect_probability,spec_pass
S00122,L0006,T01,122,NEGATIVE,EXPOSED,,81.034085,103.889852,0.028155,134.093094,98.414902,108.637825,45.48408,2.256371,0.300349,-0.575374,56.889485,2.799829,1.787043,0.028724,0.019244,0.03596,FAIL
S00155,L0007,T01,155,NEGATIVE,EXPOSED,50.0,79.593202,102.042567,-0.007932,121.272476,97.456704,103.958901,54.069745,2.410178,-0.566851,0.557058,51.67639,2.64282,1.411767,0.068695,0.047809,0.03091,PASS
S00089,L0004,T03,89,NEGATIVE,EXPOSED,50.0,78.798888,101.024216,-0.036858,120.138785,99.722723,104.43444,44.388601,2.308959,-0.049432,-0.606063,52.186467,2.718644,1.377917,0.05944,0.010463,0.028785,PASS
S00216,L0010,T02,216,NEGATIVE,EXPOSED,50.0,79.159326,101.486315,0.005864,99.926086,95.572605,107.932329,40.714248,2.318702,0.763881,-0.094476,52.604501,2.483242,2.03454,0.019631,0.004322,0.029757,PASS
S00092,L0004,T01,92,NEGATIVE,EXPOSED,50.0,79.534943,101.967876,-0.084344,107.498823,97.83632,103.14883,60.366026,2.420235,-0.597326,-0.044132,51.530198,3.062153,1.466834,0.029072,0.021518,0.037862,PASS
S00115,L0005,T01,115,POSITIVE,UNEXPOSED,50.0,102.735653,102.735653,-0.020059,131.117599,98.469809,112.738521,45.359264,2.438862,-0.656791,-0.200901,52.532346,2.672653,1.533693,0.295338,0.046924,0.061777,FAIL
S00481,L0024,T02,481,NEGATIVE,EXPOSED,50.0,,100.291241,0.012068,89.452241,98.958912,107.224511,56.44103,2.467668,-0.960648,-0.060995,50.312328,2.572909,1.346989,0.041852,0.043453,0.025923,PASS
S00297,L0014,T01,297,POSITIVE,UNEXPOSED,50.0,87.236435,87.236435,0.050866,112.979503,94.379362,106.495842,46.200647,2.408093,-0.764084,-0.660707,54.211813,3.672463,2.361956,0.819899,0.002397,0.485599,FAIL
S00173,L0008,T01,173,NEGATIVE,EXPOSED,50.0,84.032415,107.733866,0.037872,104.719811,98.220912,104.763441,51.953833,2.363401,-0.843225,-0.467908,53.764356,3.057898,1.675244,0.028551,0.0188,0.041788,FAIL
S00057,L0002,T01,57,NEGATIVE,EXPOSED,50.0,84.583824,108.4408,0.02903,100.9362,100.820915,100.820123,49.48701,2.421246,-0.573517,-0.354006,52.210225,2.286685,2.451177,0.012631,0.0,0.030685,PASS
S00573,L0028,T01,573,POSITIVE,UNEXPOSED,50.0,107.829143,107.829143,0.092973,110.302012,98.299669,109.998463,40.722132,2.4192,0.008268,-0.351635,48.440639,3.56102,1.489638,0.137801,0.022463,0.076433,FAIL
S00675,L0033,T02,675,NEGATIVE,EXPOSED,50.0,,96.762182,-0.098088,105.777358,100.382046,104.187282,48.491888,2.341597,0.122662,0.993542,52.523709,3.857429,1.54367,0.147403,0.017148,0.100059,FAIL
S00614,L0030,T02,614,POSITIVE,UNEXPOSED,50.0,94.904265,94.904265,0.105762,103.04919,93.931876,109.765558,44.05597,2.2553,0.775332,-0.466161,52.420944,4.11694,1.333451,0.537963,0.00627,0.264009,FAIL
S00705,L0035,T01,705,POSITIVE,UNEXPOSED,50.0,103.886584,103.886584,-0.001639,114.291232,96.867163,110.825064,47.779326,2.333126,-0.949126,-0.85378,53.080744,3.270182,1.164436,0.101609,0.023961,0.046731,FAIL
S00180,L0009,T02,180,NEGATIVE,EXPOSED,50.0,94.758432,121.485169,-0.078571,111.684292,99.24229,103.573605,47.871636,2.311604,0.046855,0.191906,56.284397,3.371007,2.264119,0.007079,0.0,0.066016,FAIL
S00091,L0004,T01,91,NEGATIVE,EXPOSED,50.0,86.167804,110.471544,0.071573,111.748541,97.503084,99.438252,51.403306,2.387335,-0.245297,-0.18456,52.766393,2.937678,3.406161,0.003329,0.021919,0.087427,PASS
S00430,L0021,T01,430,POSITIVE,UNEXPOSED,50.0,100.55814,100.55814,0.101756,106.112092,100.583925,109.43114,48.752553,2.352,0.452896,-0.733569,50.821508,3.510326,1.234496,0.141122,0.019575,0.064575,FAIL
S00399,L0019,T02,399,POSITIVE,UNEXPOSED,50.0,105.939728,105.939728,-0.048783,108.675679,99.411342,112.117481,40.121487,2.326723,-0.501332,-0.157109,48.873113,2.697112,1.496527,0.169544,0.009993,0.040518,PASS
S00704,L0035,T01,704,NEGATIVE,EXPOSED,50.0,76.263632,97.773887,0.065404,99.633179,99.511375,102.134311,59.430815,2.418565,-0.568326,-0.899249,51.649572,3.428116,1.680806,0.095991,0.048445,0.072308,FAIL
S00625,L0031,T03,625,NEGATIVE,EXPOSED,50.0,71.521439,91.694152,0.034487,106.37457,102.051432,107.257082,49.097263,2.417796,0.439498,-0.492519,50.522495,2.39909,1.785224,0.206992,0.023863,0.042303,PASS
S00151,L0007,T01,151,POSITIVE,UNEXPOSED,50.0,103.834853,103.834853,0.123826,123.982565,98.029574,111.278934,44.384679,2.490152,-0.088667,0.424583,53.182126,3.672044,1.34893,0.249981,0.040536,0.107593,FAIL
S00687,L0034,T01,687,NEGATIVE,EXPOSED,50.0,75.001311,96.155527,-0.032528,108.493344,98.384984,102.85583,64.918398,2.378275,0.632192,0.402608,48.973465,2.669837,1.583649,0.179517,0.106149,0.053575,PASS
S00381,L0019,T02,381,NEGATIVE,EXPOSED,50.0,83.054722,106.480413,-0.057794,146.699198,100.942677,109.444839,48.970593,2.300004,-0.713092,0.27857,61.54849,3.439031,2.603956,0.009867,0.010293,0.085388,FAIL
S00779,L0038,T02,779,NEGATIVE,EXPOSED,50.0,65.625497,84.135253,-0.09573,112.476719,96.078196,104.291874,49.955344,2.364698,0.425751,-0.538943,46.986374,3.481163,1.968703,0.481628,0.063295,0.225932,FAIL
S00706,L0035,T02,706,NEGATIVE,EXPOSED,50.0,83.640914,107.231941,0.170416,138.26798,99.743485,104.793613,56.103255,2.455088,-0.807076,0.99913,55.66494,6.464848,1.397214,0.037115,0.072285,0.442314,FAIL
S00061,L0003,T01,61,POSITIVE,UNEXPOSED,50.0,91.634528,91.634528,0.011362,115.981801,99.475878,113.05995,40.988841,2.347077,0.166312,-0.214057,54.893082,2.3312,2.038453,0.817071,0.020495,0.207791,FAIL
S00286,L0014,T03,286,NEGATIVE,EXPOSED,50.0,78.52992,100.679385,0.186285,124.393102,97.182164,102.349508,47.023292,2.453815,-0.308668,-0.620921,51.667962,5.682682,1.621351,0.103012,0.015691,0.325125,FAIL
S00337,L0016,T03,337,NEGATIVE,EXPOSED,50.0,73.190243,93.833645,-0.134468,119.461512,100.055267,103.122566,45.840741,,-0.599534,-0.934601,52.471744,5.129236,1.823431,0.276331,0.025262,0.358845,FAIL
S00378,L0018,T01,378,NEGATIVE,EXPOSED,50.0,75.331201,96.578463,-0.023482,125.977018,100.522212,103.303265,41.455321,2.361119,-0.428586,0.871453,50.399467,3.121799,1.474328,0.212166,0.017568,0.064308,PASS
S00267,L0013,T03,267,NEGATIVE,EXPOSED,50.0,73.941617,94.796945,0.040286,,95.288173,105.424357,59.075012,2.364044,0.159957,0.465522,50.875451,2.629274,1.502503,0.21358,0.081862,0.051365,PASS
S00712,L0035,T02,712,NEGATIVE,EXPOSED,50.0,72.586235,93.059275,0.085245,110.065952,95.844372,103.500477,54.886637,2.429847,0.313673,-0.628348,49.740325,3.318887,1.642567,0.237538,0.04445,0.092852,FAIL
S00457,L0022,T03,457,POSITIVE,UNEXPOSED,50.0,100.208728,100.208728,-0.072175,117.889399,97.835982,112.662707,54.995503,2.389711,-0.669029,0.293968,51.654839,2.950515,1.514527,0.089889,0.065941,0.046418,PASS
S00508,L0025,T01,508,NEGATIVE,EXPOSED,50.0,78.579097,100.742432,0.085396,132.241843,97.658713,103.015942,47.877872,2.495594,-0.749137,-0.697381,51.070142,4.092606,1.14667,0.112626,0.054413,0.098037,FAIL
S00671,L0033,T01,671,POSITIVE,UNEXPOSED,50.0,95.209993,95.209993,-0.074282,118.850704,100.492221,109.032478,46.041058,2.456999,0.989208,-0.647121,52.028781,3.902675,1.289617,0.529744,0.019988,0.227904,FAIL
S00530,L0026,T01,530,NEGATIVE,EXPOSED,50.0,85.056757,109.047124,-0.131744,119.988946,100.803868,103.448228,48.819068,2.337637,0.182858,-0.061102,53.229925,3.904783,1.575329,0.014803,0.030098,0.077428,FAIL
S00248,L0012,T03,248,NEGATIVE,EXPOSED,50.0,76.274839,97.788255,-0.02811,137.442305,96.29611,105.817551,55.465809,2.32122,-0.901358,0.927883,54.693907,4.153174,1.358933,0.18013,0.057106,0.135257,FAIL
S00290,L0014,T03,290,POSITIVE,UNEXPOSED,50.0,110.365866,110.365866,-0.033836,122.789471,97.551274,112.017489,49.5147,2.322042,-0.73568,-0.472054,50.469366,3.27463,1.636144,0.044895,0.043192,0.054013,FAIL
S00672,L0033,T01,672,NEGATIVE,EXPOSED,50.0,78.232303,100.297824,0.092017,111.98116,100.160415,103.71881,59.62325,2.435233,0.781371,-0.038149,50.002448,3.54556,1.445383,0.095361,0.063163,0.072669,FAIL
S00167,L0008,T03,167,NEGATIVE,EXPOSED,50.0,79.03463,101.326449,-0.140653,104.552875,98.84557,104.963657,45.154989,2.463646,-0.757597,-0.180437,52.717253,4.638933,1.280569,0.022648,0.027801,0.119237,FAIL
S00509,L0025,T03,509,NEGATIVE,EXPOSED,50.0,74.989853,96.140837,0.011132,97.119968,97.337628,102.497603,58.048716,2.288465,-0.0038,-0.43867,51.178923,1.902841,1.638454,0.135646,0.023625,0.021403,PASS
S00142,L0007,T01,142,NEGATIVE,EXPOSED,50.0,82.555441,105.840309,-0.009625,126.639939,95.519209,107.359843,54.79934,2.400839,-0.941596,0.324716,54.883231,3.041559,1.277528,0.019293,0.053763,0.035448,FAIL
S00131,L0006,T01,131,NEGATIVE,EXPOSED,50.0,78.475393,100.609479,0.010209,113.84373,98.690633,104.145648,62.953105,2.377684,0.173434,0.081776,50.041496,1.850526,1.210743,0.037327,0.103285,0.015092,PASS
S00662,L0033,T03,662,NEGATIVE,EXPOSED,,75.947132,97.368118,0.162979,96.717565,97.996758,105.483672,60.890662,2.355804,-0.372517,-0.761296,51.758629,5.344004,1.317829,0.065989,0.057332,0.23421,PASS
S00703,L0035,T02,703,NEGATIVE,EXPOSED,50.0,73.040686,93.641905,0.090656,125.006822,97.00905,102.416976,53.655146,2.227241,-0.872148,-0.058371,49.34893,4.220782,1.56139,0.292012,0.047704,0.198344,FAIL
S00588,L0029,T01,588,POSITIVE,UNEXPOSED,50.0,95.990028,95.990028,-0.061173,125.818727,95.732224,112.339833,53.08536,2.464795,-0.840929,-0.56674,54.571489,3.613818,1.634241,0.267581,0.061274,0.129317,FAIL
S00213,L0010,T01,213,NEGATIVE,EXPOSED,50.0,79.276548,101.6366,-0.008393,107.722446,97.06985,106.166748,48.021168,2.464483,0.477167,,50.88846,2.004703,1.583629,0.032324,0.025202,0.017099,PASS
S00023,L0001,T01,23,NEGATIVE,EXPOSED,50.0,69.75328,89.427283,-0.121614,111.213023,94.313579,106.665674,57.58026,2.301315,0.673158,0.417207,46.651195,4.476219,1.677281,0.322211,0.075222,0.276385,FAIL
S00585,L0029,T01,585,,EXPOSED,50.0,79.021613,101.30976,0.001121,142.046413,95.182119,101.847603,57.002265,2.382008,0.721865,-0.760214,48.822289,2.886892,1.637399,0.124662,0.148901,0.062722,PASS
S00171,L0008,T01,171,NEGATIVE,EXPOSED,50.0,76.086486,97.546777,-0.023253,,97.757644,100.02511,,24.35735,0.482042,0.456797,48.038015,2.46966,2.232982,0.19428,0.119213,0.068457,PASS
S00303,L0015,T01,303,NEGATIVE,EXPOSED,50.0,67.990992,87.167938,0.07266,112.05377,98.457827,104.962103,45.945272,2.406218,0.913484,0.23081,47.222592,3.119457,1.554039,0.4015,0.011207,0.107023,FAIL
S00161,L0008,T03,161,POSITIVE,UNEXPOSED,50.0,92.227573,92.227573,-0.018943,120.88404,103.216198,111.871881,43.900845,2.374347,0.940169,-0.561608,56.996806,3.291058,1.594614,0.749936,0.0,0.267814,FAIL
S00495,L0024,T01,495,POSITIVE,UNEXPOSED,50.0,88.837771,88.837771,0.021716,117.36285,93.892083,111.656714,48.125342,2.400749,-0.52724,-0.116733,53.941445,2.233888,1.746808,0.721871,0.024795,0.13738,FAIL
S00087,L0004,T02,87,NEGATIVE,EXPOSED,50.0,80.008887,102.575496,-0.09779,116.453317,94.100357,103.367888,55.133613,2.458349,0.289274,-0.933342,51.944528,4.160709,1.614998,0.063103,0.057447,0.115593,FAIL
S00310,L0015,T03,310,NEGATIVE,EXPOSED,50.0,79.826467,102.341625,-0.166735,114.68361,97.008692,106.215976,47.989185,2.351694,-0.80129,0.664384,54.129549,4.813509,1.354673,0.010538,0.03769,0.139468,FAIL
S00715,L0035,T02,715,NEGATIVE,EXPOSED,50.0,80.136088,102.738574,0.136445,113.852946,94.305084,1049.75293,54.329994,2.429788,-0.079793,0.925326,53.846566,4.52907,1.649075,0.019109,0.036809,0.132645,FAIL
S00312,L0015,T01,312,POSITIVE,UNEXPOSED,50.0,108.315054,108.315054,0.147812,111.25062,99.656316,109.822884,32.275965,2.411896,-0.571196,0.373026,49.334389,4.551878,1.718005,0.35422,0.0,0.274047,FAIL
S00558,L0027,T03,558,POSITIVE,UNEXPOSED,50.0,91.289487,91.289487,-0.165469,126.137597,94.570631,110.040888,42.474434,2.428919,0.226378,0.443329,55.759605,5.166277,1.80785,0.867611,0.031902,0.753008,FAIL
S00728,L0036,T01,728,POSITIVE,UNEXPOSED,50.0,95.407771,95.407771,0.020851,118.561332,102.949617,110.787598,54.300473,2.351469,-0.957846,-0.58733,54.238339,2.718624,1.668056,0.220134,0.051944,0.057027,FAIL
S00275,L0013,T02,275,NEGATIVE,EXPOSED,50.0,72.326485,92.726263,0.035698,95.711698,93.558252,104.605798,49.055027,2.348105,,-0.240637,49.742052,2.965465,1.263662,0.203291,0.025772,0.050657,PASS
S00232,L0011,T01,232,POSITIVE,UNEXPOSED,50.0,109.769339,109.769339,0.005551,124.604112,102.374773,111.048672,37.782552,2.363521,0.762065,-0.654834,51.41226,3.074532,1.40372,0.189627,0.023386,0.057045,PASS
S00352,L0017,T01,352,NEGATIVE,EXPOSED,,84.479725,108.30734,-0.018066,106.877797,99.647244,104.579236,46.287769,2.386544,-0.289898,-0.891917,54.749781,2.506002,1.599784,0.00281,0.004333,0.022948,FAIL
S00009,L0000,T01,9,POSITIVE,UNEXPOSED,50.0,107.452537,107.452537,-0.012033,145.688959,99.566918,109.771182,48.700155,2.328453,0.094825,-0.242041,48.123407,2.531399,1.377928,0.144832,0.118486,0.040361,PASS
S00157,L0007,T01,157,NEGATIVE,EXPOSED,50.0,77.926983,99.906389,0.153253,102.781089,95.18213,103.332758,58.47195,2.440515,-0.775998,-0.429838,50.925042,4.613137,1.139675,0.06947,0.048901,0.128393,FAIL
S00782,L0039,T02,782,NEGATIVE,EXPOSED,50.0,,107.750476,0.126939,103.419553,98.342187,101.86124,48.669571,2.312804,0.027404,0.577283,53.35571,3.824869,2.101969,0.001884,0.023358,0.090372,FAIL
S00439,L0021,T01,439,NEGATIVE,EXPOSED,50.0,77.938792,99.921529,0.073775,126.160445,98.266629,108.050157,52.027165,2.399656,0.126808,0.125455,51.166657,2.831991,1.776209,0.082515,0.039352,0.044512,PASS
S00240,L0012,T03,240,NEGATIVE,EXPOSED,50.0,66.910382,85.782541,0.074703,109.92979,97.716737,106.852205,48.478177,2.357702,-0.449781,0.123783,47.933824,3.497265,1.814815,0.427062,0.033507,0.178047,FAIL
S00153,L0007,T01,153,POSITIVE,UNEXPOSED,50.0,95.463177,95.463177,-0.056,129.784514,101.342738,115.273171,57.638867,2.349532,-0.430336,-0.358136,54.830594,3.143093,2.477367,0.217549,0.103479,0.13262,FAIL
S00014,L0000,T01,14,NEGATIVE,EXPOSED,50.0,79.853765,102.376622,0.210871,115.203947,98.801109,,55.433661,2.337021,0.990852,-0.134718,52.278816,6.375417,1.40281,0.075779,0.040906,0.431704,FAIL
S00587,L0029,T03,587,NEGATIVE,EXPOSED,50.0,74.794403,95.89026,-0.032684,129.330564,101.934539,103.577251,51.342213,2.219952,0.852797,0.049365,51.592487,2.654753,2.015379,0.23563,0.046661,0.066696,PASS
S00516,L0025,T02,516,POSITIVE,UNEXPOSED,50.0,101.234746,101.234746,0.044551,107.664493,94.790005,109.82309,31.937289,2.500527,-0.208416,-0.641736,52.653175,2.446022,0.944647,0.692812,0.009434,0.098157,FAIL
S00770,L0038,T01,770,POSITIVE,UNEXPOSED,50.0,95.055844,95.055844,0.059976,114.58193,93.824596,110.097867,48.8737,2.308804,-0.144973,0.771376,51.698762,3.151702,1.188605,0.350846,0.036625,0.085225,FAIL
S00667,L0033,T01,667,NEGATIVE,EXPOSED,50.0,76.532037,98.117996,0.10099,132.606408,100.599161,101.14786,50.754918,2.301308,0.893746,0.52259,47.919781,4.247925,1.987524,0.211822,0.082379,0.218048,FAIL
S00238,L0011,T02,238,NEGATIVE,EXPOSED,50.0,77.868734,99.831711,-0.016707,109.35037,99.489467,105.747016,54.562976,2.27496,-0.398869,0.266928,50.013069,1.978101,1.449254,0.076412,0.04256,0.018322,PASS
S00282,L0014,T01,282,NEGATIVE,EXPOSED,50.0,78.953153,101.221991,0.002324,126.817779,100.319952,105.472835,48.748883,2.374425,0.09951,0.616931,52.514151,2.187612,1.15426,0.060923,0.028451,0.017226,PASS
S00066,L0003,T01,66,NEGATIVE,EXPOSED,50.0,76.139626,97.614906,0.073486,101.307825,96.404123,102.077702,52.491811,2.424786,0.755882,,51.316412,3.613609,1.787354,0.135668,0.01858,0.0912,FAIL
S00746,L0037,T01,746,POSITIVE,UNEXPOSED,50.0,104.801014,104.801014,-0.045845,112.457303,101.360347,108.541389,35.783845,2.331546,-0.813763,0.3759,52.241885,2.98407,1.594291,0.404111,0.004428,0.097607,FAIL
S00321,L0016,T01,321,NEGATIVE,EXPOSED,50.0,,112.363934,0.027704,110.979619,96.324294,105.684493,54.258027,2.30718,-0.191942,0.739824,54.518008,2.497106,1.749671,0.004168,0.017193,0.025569,FAIL
S00523,L0026,T03,523,POSITIVE,UNEXPOSED,50.0,87.93848,87.93848,-0.089862,120.133601,97.372315,112.520853,43.949688,2.289511,-0.928235,-0.238639,56.980917,3.793235,1.819968,0.883143,0.021785,0.493124,FAIL
S00597,L0029,T01,597,NEGATIVE,EXPOSED,50.0,76.728805,98.370263,-0.065656,88.987326,98.599987,102.073038,48.809311,2.406874,0.822979,0.123284,51.576538,3.217651,1.804399,0.063769,0.0,0.053453,FAIL
S00408,L0020,T02,408,NEGATIVE,EXPOSED,50.0,78.857446,101.09929,0.030182,101.043902,98.879134,107.190847,55.918106,2.39373,-0.594579,0.163592,50.727587,2.179001,1.43677,0.036059,0.004161,0.017528,PASS
S00499,L0024,T01,499,NEGATIVE,EXPOSED,50.0,81.925963,105.033286,0.134813,129.921064,100.373874,103.03709,55.914326,2.416445,-0.308187,-0.919733,50.929131,4.754654,1.641122,0.056931,0.086697,0.188501,FAIL
S00774,L0038,T01,774,POSITIVE,UNEXPOSED,50.0,102.909886,102.909886,-0.118417,122.15015,97.542618,108.66611,58.314443,2.469579,,-0.930821,47.913678,4.301639,1.530108,0.040171,0.129754,0.136439,FAIL
S00236,L0011,T01,236,NEGATIVE,EXPOSED,50.0,84.688085,108.574468,0.059525,129.80946,101.683111,104.691982,52.429486,2.334871,-0.528106,-0.191561,51.991834,2.830399,1.432481,0.023802,0.032374,0.031107,PASS
S00685,L0034,T03,685,POSITIVE,UNEXPOSED,50.0,105.61598,105.61598,-0.023175,114.235504,100.30589,108.647851,45.079758,2.35434,-0.92035,,51.556353,3.302035,1.509209,0.128137,0.016395,0.060459,FAIL
S00633,L0031,T01,633,NEGATIVE,EXPOSED,50.0,78.899814,101.153608,-0.099369,104.086188,99.790522,102.563368,44.003432,2.451428,-0.33307,0.451954,50.606826,3.567959,1.246283,0.037321,0.013773,0.051036,FAIL
S00356,L0017,T02,356,NEGATIVE,EXPOSED,50.0,77.930997,99.911535,0.041442,122.785683,100.928193,108.366045,53.607007,2.413206,0.543631,0.425106,53.619343,2.328441,1.624923,0.048331,0.030922,0.024257,FAIL
S00163,L0008,T01,163,NEGATIVE,EXPOSED,50.0,73.072471,93.682656,0.05303,107.538851,100.433135,103.224128,43.811513,2.398729,0.458042,-0.208279,47.452019,2.407341,1.29636,0.232402,0.014379,0.03442,PASS
S00658,L0032,T01,658,POSITIVE,UNEXPOSED,50.0,98.237761,98.237761,-0.024485,112.173696,97.784724,110.122463,53.992237,2.410056,0.665628,0.690604,52.570794,2.697537,1.181308,0.111953,0.026935,0.030574,PASS
S00560,L0028,T02,560,NEGATIVE,EXPOSED,50.0,76.588857,98.190843,0.077289,107.475346,94.400405,107.788915,54.530958,2.377963,0.202217,0.915664,51.003356,3.53877,1.490164,0.072974,0.053899,0.068282,FAIL
S00075,L0003,T01,75,NEGATIVE,EXPOSED,50.0,87.67042,112.397975,0.02308,,98.67156,103.516354,43.394409,2.417493,-0.816295,-0.91769,56.091837,3.115157,1.785197,0.028132,0.00474,0.044803,FAIL
S00431,L0021,T01,431,NEGATIVE,EXPOSED,50.0,,97.692822,-0.006994,109.491632,96.507175,102.825467,54.460315,2.362022,-0.046735,0.254667,47.746625,1.306181,1.473641,0.148812,0.044594,0.012983,PASS
S00177,L0008,T01,177,POSITIVE,UNEXPOSED,50.0,105.513758,105.513758,-0.005715,123.140945,96.938353,110.368438,53.55602,2.415113,0.256206,-0.697374,49.185086,2.685045,1.368926,0.044943,0.069741,0.03093,PASS
S00268,L0013,T02,268,POSITIVE,UNEXPOSED,50.0,101.721521,101.721521,-0.047996,93.945297,98.795692,107.004012,50.489887,2.351709,-0.05856,-0.796666,52.857034,2.875947,1.810942,0.059948,0.021608,0.042389,PASS
S00101,L0005,T01,101,POSITIVE,UNEXPOSED,50.0,101.4085,101.4085,-0.060514,107.290712,93.472994,109.226906,50.851166,2.504259,0.006425,,49.877589,2.474761,1.283705,0.086683,0.065672,0.027558,PASS
S00256,L0012,T02,256,NEGATIVE,EXPOSED,50.0,72.663426,93.158239,-0.07928,91.733548,101.698899,105.05033,66.546415,2.444318,0.652009,0.124404,49.199598,3.134275,1.576581,0.199116,0.095245,0.079211,PASS
S00755,L0037,T01,755,NEGATIVE,EXPOSED,50.0,73.981937,94.848638,-0.051501,128.51071,95.516337,,61.779302,2.449558,0.696631,-0.600051,50.284152,3.736253,1.595458,0.220155,0.131176,0.144018,FAIL
S00096,L0004,T02,96,NEGATIVE,EXPOSED,50.0,73.724483,94.518568,0.050186,117.895143,97.027235,105.719358,56.761382,2.446314,-0.218302,0.181449,49.079047,2.408192,1.42264,0.181245,0.068104,0.036515,PASS
S00398,L0019,T03,398,NEGATIVE,EXPOSED,50.0,68.107538,87.317356,-0.07064,118.269766,100.352832,104.567951,51.938833,2.334238,,-0.590157,48.835555,3.591069,1.759033,0.436543,0.033362,0.189326,FAIL
S00299,L0014,T01,299,NEGATIVE,EXPOSED,50.0,80.658467,103.408291,-0.030972,112.668101,96.869853,107.534348,52.787034,2.3491,0.079227,0.589606,51.734642,2.391532,1.783898,0.048356,0.034315,0.028062,PASS
S00676,L0033,T02,676,POSITIVE,UNEXPOSED,50.0,109.600943,109.600943,0.047225,112.773945,94.308076,110.590224,48.005682,2.292764,0.056865,-0.901607,50.48657,2.906219,1.365046,0.037906,0.02972,0.032974,PASS
S00336,L0016,T02,336,POSITIVE,UNEXPOSED,50.0,110.793752,110.793752,0.033218,117.600435,93.822514,110.926341,46.284689,2.324045,0.113041,-0.531348,48.398108,2.864746,1.528473,0.032393,0.055017,0.036402,PASS
S00741,L0037,T01,741,NEGATIVE,EXPOSED,50.0,82.993743,106.402234,-0.009481,120.322652,100.915824,103.723242,55.235588,2.342392,0.985569,-0.869711,53.88604,2.981917,1.668781,0.004436,0.060404,0.040539,FAIL
S00389,L0019,T02,389,NEGATIVE,EXPOSED,50.0,88.410111,113.346297,-0.057596,107.774871,,104.591883,51.834418,2.277529,,0.424016,53.781421,2.368285,1.845212,0.0,0.018726,0.024003,FAIL
S00459,L0022,T01,459,POSITIVE,UNEXPOSED,50.0,95.797092,95.797092,0.003527,107.247313,97.514031,109.237099,36.681649,2.382399,-0.13549,-0.737027,52.358519,1.666779,1.160775,0.756225,0.004679,0.069417,FAIL
S00094,L0004,T01,94,POSITIVE,UNEXPOSED,50.0,105.351757,105.351757,-0.056024,113.385054,97.429649,109.931587,40.607679,2.328025,-0.913156,-0.531151,51.058823,3.183582,1.357151,0.203916,0.040463,0.065657,PASS
S00158,L0007,T01,158,POSITIVE,UNEXPOSED,50.0,114.144834,114.144834,0.10724,143.787378,99.267045,111.911432,56.371201,2.412545,-0.835476,-0.306787,51.487126,5.125012,1.769245,0.023329,0.159221,0.271449,FAIL
S00342,L0017,T01,342,POSITIVE,UNEXPOSED,50.0,107.976642,107.976642,-0.042135,116.467861,99.465221,114.277876,40.756669,2.401493,-0.049087,-0.931388,53.039927,2.721948,2.049203,0.179679,0.006268,0.056226,FAIL
S00793,L0039,T03,793,NEGATIVE,EXPOSED,50.0,83.140074,106.589839,0.030547,112.17012,97.512359,104.801748,53.03352,2.497503,0.155569,0.84351,54.206218,2.590107,1.480921,0.016088,0.017354,0.024711,FAIL
S00086,L0004,T02,86,NEGATIVE,EXPOSED,50.0,75.952386,97.374854,-0.13502,123.406957,97.166294,101.783718,54.339909,2.25361,-0.748517,-0.172125,48.478876,4.19317,1.518638,0.205736,0.061042,0.160854,FAIL
S00357,L0017,T02,357,NEGATIVE,EXPOSED,,73.743174,94.54253,-0.059788,104.741879,96.219725,103.458661,60.001041,2.350908,-0.899771,-0.295843,51.273911,2.817455,1.9466,0.172468,0.049432,0.0625,PASS
S00669,L0033,T01,669,NEGATIVE,EXPOSED,50.0,82.18986,105.371615,-0.208865,124.395896,101.275632,102.785499,54.68912,2.359272,0.418615,-0.479914,50.204234,5.77781,1.671548,0.038124,0.057236,0.331885,FAIL
S00783,L0039,T02,783,NEGATIVE,EXPOSED,50.0,80.393391,103.06845,-0.111765,103.302001,90.793982,110.81376,53.613689,2.387167,0.572752,0.054872,50.340038,3.422194,2.888934,0.003722,0.040837,0.102504,FAIL
S00449,L0022,T01,449,POSITIVE,UNEXPOSED,50.0,99.562719,99.562719,0.003749,108.381075,100.695238,107.143189,43.303124,2.376567,0.900561,-0.50591,52.655451,2.348346,1.316477,0.353408,0.0,0.044349,FAIL
S00400,L0020,T01,400,POSITIVE,UNEXPOSED,50.0,101.572603,101.572603,0.109049,134.556578,100.896128,110.962209,57.252288,2.359949,0.818594,-0.493657,52.200188,4.375866,1.428834,0.079479,0.141151,0.154565,FAIL
S00723,L0036,T03,723,POSITIVE,UNEXPOSED,,101.627154,101.627154,,127.243694,98.773245,108.865344,45.96069,2.407969,0.147987,-0.492033,50.377646,4.751196,1.033907,0.30898,0.05775,0.238065,FAIL
S00302,L0015,T02,302,NEGATIVE,EXPOSED,50.0,90.223735,115.671455,0.065684,116.300577,98.842305,106.646247,53.125262,2.410985,0.78038,0.848599,58.144183,3.55475,1.909718,0.0,0.02689,0.066553,FAIL
S00448,L0022,T01,448,NEGATIVE,EXPOSED,50.0,73.915745,94.763776,0.015396,130.986494,98.381089,107.907317,53.965435,2.423195,0.265038,-0.071325,50.792561,2.298163,1.683017,0.207228,0.057547,0.040048,PASS
