sample_id,lot_id,tool_id,sequence,gate_cd_nm,eot_nm,channel_dose_proxy,anneal_temp_c,contact_resistance_proxy,vth_v,ion_proxy,ioff_proxy,retention_risk,spec_yield_pct
S00166,L0008,T02,166,45.293842,1.293933,0.910522,943.234147,77.185113,0.403627,1.142902,0.001852,0.039719,96.478541
S00383,L0019,T01,383,41.061247,1.013524,1.051824,951.49016,75.626968,0.210353,1.351769,0.002178,0.137945,86.274637
S00677,L0033,T02,677,38.818543,1.279962,0.877627,901.218086,93.289715,0.165131,1.195718,0.003926,0.209031,80.477596
S00611,L0030,T01,611,44.936707,1.058007,1.074461,898.302952,93.273928,0.205655,1.000673,0.002926,0.165896,85.116115
S00696,L0034,T01,696,43.238574,1.259541,0.910478,946.552624,91.145598,0.906727,1.134891,0.00023,0.234546,75.587707
S00650,L0032,T02,650,44.704763,1.01373,1.099579,922.41223,87.630851,0.583285,1.048131,0.000499,0.027733,96.974891
S00542,L0027,T01,542,41.620706,1.097492,1.05172,921.213687,75.469496,0.562099,1.235916,0.000624,0.024002,96.71072
S00243,L0012,T01,243,41.114802,1.111768,0.796327,937.497382,94.148273,0.734081,1.127355,0.000432,0.092269,92.191094
S00797,L0039,T04,797,42.202435,1.181392,0.933216,912.837362,71.638172,0.679144,1.297293,0.000681,0.05285,95.05011
S00630,L0031,T02,630,44.748639,1.170543,0.981164,920.797861,85.452704,0.568779,1.101364,0.000595,0.025122,98.982897
S00565,L0028,T01,565,43.816376,1.300702,,913.747481,64.754924,0.733856,1.145588,0.000668,0.075648,91.310843
S00172,L0008,T04,172,39.954728,1.118754,0.979216,896.98102,77.966097,0.648332,1.271199,0.000365,0.043038,96.895238
S00145,L0007,T03,145,46.332286,1.157616,0.932429,922.444959,86.281115,0.557518,1.007169,0.00052,0.023263,98.485047
S00627,L0031,T02,627,41.911962,,0.943143,911.165861,90.151673,0.405009,1.120644,0.00115,0.0423,96.025675
S00323,L0016,T04,323,45.08994,1.072185,0.99245,927.006515,87.75073,0.61243,1.105943,0.000542,0.033797,95.610876
S00770,L0038,T01,770,41.006359,1.158929,0.912926,897.840393,80.920511,0.529506,1.239455,0.000665,0.0192,97.87917
S00771,L0038,T01,771,38.316987,1.207878,1.068441,919.75985,75.543682,0.514485,1.348365,0.000554,0.018681,97.224139
S00117,L0005,T01,117,,1.153543,1.035079,920.687587,82.789204,0.523742,1.305172,0.001077,0.018455,98.240191
S00523,L0026,T02,523,39.452795,1.062993,1.044761,922.416912,,0.555799,1.304173,0.000585,0.025391,97.508095
S00327,L0016,T02,327,43.060159,1.138828,0.957006,918.385124,89.199751,0.479111,1.139474,0.00135,0.0248,97.108047
S00160,L0008,T03,160,39.626253,1.090673,0.979632,893.281276,75.032454,0.742569,1.270108,0.000395,0.080024,92.35384
S00037,L0001,T02,37,38.735233,1.137921,1.154061,931.382966,97.512659,0.82507,1.29869,0.000274,0.177764,81.461817
S00663,L0033,T01,663,39.025645,1.17038,0.89793,886.353387,65.529294,1.3048,1.277432,7.2e-05,0.816618,50.0
S00206,L0010,T01,206,38.630505,1.217109,0.925397,914.976761,71.793189,0.547033,1.376662,0.001281,0.021652,98.990486
S00603,L0030,T01,603,42.330261,1.160388,1.045857,925.054933,85.791514,0.565059,1.127915,0.000843,0.024493,98.559851
S00705,L0035,T01,705,44.923232,1.163387,0.919115,952.030614,86.099554,0.709203,1.084191,0.000496,0.06443,94.060988
S00560,L0028,T01,560,39.660586,1.296325,0.953848,889.164158,92.558747,0.021648,1.203098,0.003683,0.412902,60.322891
S00697,L0034,T02,697,39.21176,1.30684,1.06639,894.026759,80.783653,0.624775,1.293491,0.001103,0.036736,95.227732
S00520,L0026,T01,520,40.983456,1.166035,1.043596,893.844163,77.731374,0.69907,1.196032,0.000477,0.060284,92.628359
S00727,L0036,T03,727,43.219971,1.104738,0.96907,915.183481,92.573615,0.444023,1.149139,0.001591,0.035295,97.188076
S00494,L0024,T03,494,42.183762,1.09244,1.022777,906.544965,84.34098,0.45149,1.10866,0.000751,0.028736,98.534131
S00039,L0001,T02,39,44.384074,1.045783,0.919045,922.767057,70.714493,0.444661,1.163427,0.001872,0.030101,96.587879
S00195,L0009,T02,195,38.447192,1.284794,0.847185,934.256084,85.575898,0.557999,1.332864,0.000828,0.023339,97.397365
S00716,L0035,T01,716,46.438727,1.198053,0.921349,900.148715,91.875141,0.284113,0.995741,0.002192,0.098575,91.716323
S00480,L0024,T04,480,45.922112,1.10842,0.971992,927.523509,81.857814,0.584478,1.112333,0.012334,0.027959,94.453375
S00402,L0020,T01,402,39.178889,,1.005097,922.85971,68.834903,0.465691,1.358356,0.001027,0.026088,97.490258
S00647,L0032,T02,647,44.780234,1.219996,1.090436,918.940176,90.737991,0.571556,1.094932,0.000752,0.028106,96.064123
S00046,L0002,T01,46,37.89421,1.111771,0.944477,918.344553,84.289054,0.426987,1.328476,0.001225,0.033931,96.217045
S00777,L0038,T02,777,40.661196,1.071115,1.068865,926.269956,67.501708,0.389741,1.34677,0.001091,0.043597,95.634028
S00574,L0028,T03,574,45.933511,1.248321,0.83751,938.388644,78.874971,0.463063,1.196366,0.001211,0.02656,96.236626
S00107,L0005,T01,107,42.478859,1.15593,1.013612,906.542264,81.818353,0.54634,1.178428,0.000539,0.021549,98.768439
S00236,L0011,T01,236,43.963504,1.196189,0.93302,912.065197,66.383136,0.697917,1.210822,0.000452,0.059828,94.467141
S00185,L0009,T01,185,40.165212,1.207366,1.024024,,82.636405,0.533055,1.34147,0.000619,0.019673,97.378213
S00191,L0009,T01,191,42.178393,1.277676,1.126926,914.229308,73.972925,0.660853,1.142227,0.000407,0.046796,94.421643
S00376,L0018,T01,376,44.674121,1.177038,0.962236,903.236025,84.942655,0.461107,1.089863,0.001589,0.026916,98.302151
S00199,L0009,T01,199,45.363029,1.121906,0.986845,927.055232,77.99677,0.522341,1.140908,0.000692,0.018278,98.390643
S00507,L0025,T03,507,46.236578,1.333635,0.896626,931.331901,77.346424,0.53825,1.090394,0.000611,0.020387,97.662868
S00736,L0036,T01,736,41.187867,1.029524,0.971201,913.226089,82.800391,0.444501,1.217336,0.001394,0.030134,96.819156
S00202,L0010,T01,202,40.475259,1.222551,1.088914,905.9636,102.681975,0.129176,1.153224,0.003007,0.320742,68.498191
S00184,L0009,T01,184,40.30246,1.269411,1.000116,928.429011,72.71533,0.402185,1.326304,0.001666,0.040106,94.637143
S00796,L0039,T01,796,48.763992,1.078623,1.001226,941.386813,94.097946,0.974805,1.016335,0.00019,0.353673,64.032746
S00453,L0022,T01,453,45.599952,1.243824,0.935123,940.439534,78.246837,0.455463,1.095695,0.00126,0.02797,98.887497
S00256,L0012,T03,256,40.347706,0.897572,0.952891,908.240072,87.588166,0.359274,1.211382,0.001309,0.053408,94.741956
S00490,L0024,T01,490,44.748925,1.143032,1.059522,924.788026,85.107211,0.604305,1.059205,0.000889,0.031989,95.812579
S00014,L0000,T04,14,42.016813,1.057456,1.033686,896.32545,85.37776,0.426493,1.146632,0.001103,0.034045,95.008315
S00591,L0029,T04,591,42.373679,1.020341,1.017267,929.705855,85.70019,0.594728,1.285625,0.000739,0.029977,97.995448
S00463,L0023,T01,463,46.304561,1.211909,0.877625,928.192802,87.001379,0.586856,0.95831,0.001346,0.028415,97.860081
S00253,L0012,T01,253,42.649996,1.070985,0.974817,925.096386,67.538659,0.381266,1.325349,0.00172,0.046139,96.630272
S00198,L0009,T02,198,39.09394,1.211545,0.98337,904.226199,69.777344,0.801228,1.359492,0.000261,0.115945,89.519254
S00709,L0035,T01,709,42.160979,1.110737,1.067347,897.162744,82.308657,0.530012,1.293478,0.000997,0.019267,99.8
S00005,L0000,T01,5,40.723597,1.225583,0.937994,907.216599,72.577137,0.6888,1.250383,0.000484,0.056338,94.780681
S00530,L0026,T01,530,39.926674,1.201425,1.001714,914.372812,83.100807,0.469718,1.313864,0.001034,0.025381,99.299968
S00646,L0032,T01,646,41.520995,1.215738,0.912767,944.896235,76.223335,0.28449,1.115871,0.001531,0.086952,90.689519
S00186,L0009,T02,186,,1.174105,0.944322,924.818186,74.098221,0.446453,1.254716,0.001277,0.029737,97.182785
S00644,L0032,T01,644,41.563466,1.16831,1.067686,918.747459,,0.518909,1.153078,0.000645,0.026322,98.620633
S00035,L0001,T01,35,40.46066,0.983277,1.043616,921.148242,79.306894,0.457413,1.22143,0.001295,0.027602,96.160165
S00207,L0010,T02,207,43.612361,1.116319,0.942573,924.430902,78.792016,0.500374,1.124231,0.001249,0.02058,97.740215
S00518,L0025,T02,518,44.61741,,0.951812,900.40325,85.540928,0.49331,1.098344,0.001295,0.021601,97.895473
S00726,L0036,T04,726,41.306839,,1.027113,931.560574,89.608015,0.720728,1.191389,0.000318,0.073194,93.523317
S00638,L0031,T01,638,42.60952,1.217109,1.004401,901.631237,82.286371,0.540513,1.171259,0.001315,0.020706,98.961007
S00430,L0021,T01,430,46.064273,1.053664,1.126833,912.355055,81.102484,0.570586,1.068046,0.000516,0.025434,95.069117
S00713,L0035,T03,713,39.545477,1.148706,0.999406,,67.000952,0.385127,1.418401,0.001273,0.044964,93.378576
S00152,L0007,T04,152,36.311352,1.19329,1.019633,926.487618,96.422235,0.637564,1.309032,0.000493,0.053037,95.492736
S00112,L0005,T01,112,42.895899,1.259373,0.977494,905.902782,80.403882,0.568804,1.123979,0.001138,0.025127,97.871869
S00717,L0035,T01,717,43.274693,1.133878,1.091775,919.943745,71.394833,0.546927,1.167453,0.000574,0.021636,99.518648
S00320,L0016,T01,320,42.794343,1.117857,1.080396,913.421381,98.436331,0.355778,1.094102,0.001847,0.076904,91.860508
S00127,L0006,T03,127,38.023218,1.231494,0.949671,906.589215,83.402083,0.460495,1.239955,0.000612,0.027029,95.554748
S00021,L0001,T03,21,39.944309,1.157169,0.977925,923.547517,,0.475411,1.346773,0.000699,0.024414,96.74587
S00049,L0002,T02,49,42.863611,1.151128,1.057493,907.816725,76.264,0.659063,1.15143,0.000606,0.04624,96.542385
S00632,L0031,T01,632,41.183243,1.255117,0.965631,915.204526,82.182709,0.547865,1.241474,0.000612,0.021776,99.344587
S00322,L0016,T02,322,44.638415,1.131927,0.878043,901.837162,96.479702,0.094089,1.05336,0.003172,0.326989,69.049639
S00375,L0018,T01,375,40.854666,1.182538,1.098322,918.466774,74.363447,0.552205,1.278507,0.000924,0.022432,98.520164
S00609,L0030,T01,609,38.432121,1.154727,0.966954,910.369033,93.706572,0.286628,1.219388,0.001569,0.102784,88.744291
S00610,L0030,T02,610,42.070847,1.155406,1.063945,915.195424,93.506833,0.451531,1.165594,0.000864,0.034624,95.769232
S00475,L0023,T03,475,43.817453,1.131998,1.092885,945.622648,66.776036,-0.012859,1.263512,0.004274,0.432911,58.19631
S00747,L0037,T03,747,45.82496,1.176964,0.931088,939.252029,90.539329,0.786653,1.098606,0.000487,0.114604,88.706306
S00645,L0032,T01,645,37.531566,1.169295,0.930943,917.568577,76.411716,0.466281,1.352704,0.001336,0.025983,98.801554
S00291,L0014,T01,291,43.005691,1.266403,0.877091,902.24947,99.214362,0.045128,1.067784,0.004683,0.429622,57.021809
S00781,L0039,T01,781,41.665095,1.124103,0.877134,913.20068,91.775789,0.377591,1.136902,0.000837,0.053607,95.456882
S00725,L0036,T01,725,42.964618,1.062656,1.017601,916.157509,83.619976,0.540388,1.170818,0.001378,0.020688,98.52934
S00660,L0033,T03,660,39.767209,1.053128,1.016229,935.051791,70.049237,0.211288,1.436558,0.002634,0.137168,84.001098
S00577,L0028,T04,577,44.674581,1.154314,0.900176,935.855019,76.450701,0.415626,1.209737,0.00158,0.036637,95.36097
S00094,L0004,T03,94,42.074047,1.102309,0.943766,923.687623,79.835532,0.512792,1.220161,0.000914,0.018899,97.204912
S00671,L0033,T01,671,46.370881,1.134753,0.975136,920.596082,94.895345,0.591362,1.028662,0.00075,0.037,95.740297
S00200,L0010,T03,200,44.476917,1.079962,1.079607,911.234565,78.512678,0.597629,1.134465,0.000613,0.030573,97.420512
S00010,L0000,T01,10,42.517397,1.063331,1.01974,907.875934,82.413817,0.48063,1.135254,0.000925,0.023559,99.103515
S00258,L0012,T03,258,41.973772,1.080099,0.911881,906.15786,62.967721,0.868753,1.276395,0.000303,0.173829,83.142769
S00150,L0007,T02,150,43.46412,1.100617,1.035972,928.298646,77.587082,0.492398,1.217753,0.001035,0.021736,98.04455
S00681,L0034,T04,681,38.767781,1.24087,0.998618,932.954411,85.484918,0.597927,1.348867,0.000731,0.030635,96.779878
S00477,L0023,T01,477,40.049314,1.114322,0.973386,922.601585,81.928735,0.487115,1.18167,0.001059,0.022537,97.280106
S00482,L0024,T01,482,46.433719,1.140212,0.945489,937.978322,71.712393,0.288288,1.121504,0.001946,0.084864,91.571725
S00136,L0006,T01,136,41.94096,1.128698,0.972075,917.751731,80.817202,0.51966,1.239242,0.00089,0.018028,98.289301
S00693,L0034,T01,693,43.087961,1.232995,0.963706,911.524837,90.656014,0.432791,1.083771,0.001325,0.035689,94.110841
S00002,L0000,T03,2,44.296197,1.047911,1.00191,935.490327,74.014015,0.316838,1.17552,0.001809,0.070577,92.209263
S00575,L0028,T02,575,43.592212,,1.045703,931.086587,93.648364,0.728637,1.069599,0.000327,0.087716,92.003533
S00343,L0017,T02,343,39.672342,,0.97024,940.691271,92.36761,0.811214,1.220522,0.000511,0.140803,86.465205
S00169,L0008,T02,169,,1.09091,0.979341,929.133594,77.469115,0.424387,1.33485,0.001121,0.034532,95.867233
S00543,L0027,T04,543,38.732647,1.124062,0.973901,922.151762,88.319115,0.528689,1.27222,0.000938,0.019303,98.685445
S00552,L0027,T02,552,47.708556,1.201977,1.022131,928.228985,81.535574,0.581736,0.940566,0.000591,0.027442,98.984805
S00360,L0018,T01,360,44.107564,1.140188,1.081283,901.06371,72.536867,0.842651,1.038539,0.000301,0.14913,84.180493
S00739,L0036,T02,739,40.682078,,0.91056,909.446153,94.085203,0.26707,1.164933,0.001153,0.117481,90.226471
S00051,L0002,T03,51,44.7694,1.224544,1.112284,910.533242,88.676412,0.555869,1.111952,0.000986,0.02354,97.560611
S00096,L0004,T02,96,40.480621,1.230261,0.954462,923.737106,88.786963,0.551318,1.27717,0.00099,0.022905,98.23189
S00799,L0039,T03,799,40.915906,1.153693,0.967965,918.672775,72.243105,0.524344,1.361185,0.000765,0.018531,97.608256
S00674,L0033,T01,674,44.801759,1.179853,1.116209,889.536075,84.2704,0.515101,0.981513,0.000879,0.018602,97.324564
S00522,L0026,T01,522,41.917542,1.03748,1.083477,936.854628,89.267709,0.68427,1.134734,0.000717,0.057015,95.470255
S00692,L0034,T01,692,43.490009,1.193379,1.025751,910.251506,81.166286,0.576448,1.185354,0.001097,0.026471,97.112656
S00250,L0012,T03,250,42.961292,1.096288,1.005788,917.21105,79.057261,0.521825,1.226961,0.001057,0.018213,97.539902
S00179,L0008,T01,179,39.777711,1.078301,1.006441,934.257542,,0.592897,1.277321,0.000701,0.029606,96.762221
S00235,L0011,T01,235,41.873855,1.217247,1.034795,898.457366,71.59175,0.889237,1.279053,0.000238,0.195393,79.479263
S00216,L0010,T04,216,42.380759,1.17571,1.069488,928.628027,88.477541,0.665907,1.183511,0.000571,0.049175,97.082494
S00133,L0006,T01,133,42.558589,1.144929,0.918718,922.536805,93.038717,0.565054,1.132609,0.000708,0.029078,96.060069
S00775,L0038,T01,775,45.796882,1.181077,0.960272,949.417848,,0.517787,1.208365,0.00131,0.018262,99.50685
S00233,L0011,T02,233,35.467485,1.235381,0.929635,921.079195,76.165479,0.407651,1.435274,0.00072,0.038659,95.343956
S00411,L0020,T01,411,42.002175,1.103762,0.991712,905.588374,85.70117,0.419023,1.125675,0.001323,0.035807,97.185146
S00682,L0034,T01,682,41.676288,1.316556,1.021655,1214.678632,89.731947,0.828781,1.256952,0.000262,0.144561,86.127744
S00664,L0033,T03,664,43.638983,1.10892,0.986952,926.958861,88.49519,0.595245,1.043479,0.00073,0.030592,96.120244
S00373,L0018,T01,373,41.218415,1.184407,0.973454,923.36124,86.787053,0.507175,1.194682,0.000856,0.019642,98.246961
S00504,L0025,T02,504,43.194987,1.184183,0.977679,932.028958,80.803548,0.536826,1.204613,0.000751,0.020189,97.44288
S00335,L0016,T01,335,45.505816,1.11836,0.971856,940.102136,77.492807,0.424481,1.170098,0.000981,0.034511,96.182957
S00539,L0026,T03,539,45.203997,1.011109,1.075344,888.173363,83.419726,0.457087,0.981018,0.001139,0.027663,98.094956
S00392,L0019,T01,392,43.84465,1.150782,1.0165,899.893947,68.233701,0.984717,1.169942,0.000253,0.32148,66.136083
S00524,L0026,T02,524,42.031265,1.104265,1.042884,927.166837,71.765713,0.409508,1.241242,0.001061,0.038179,97.425959
S00488,L0024,T01,488,44.160176,1.218851,0.895015,939.831502,75.215945,0.31694,1.158591,0.002435,0.07053,91.830198
S00310,L0015,T01,310,40.498585,1.23817,0.993916,907.593117,94.630073,0.283024,1.126902,0.00191,0.108214,88.729443
S00769,L0038,T02,769,41.206324,0.963696,0.108439,895.479804,77.310221,0.614035,1.121877,0.000626,0.034166,96.1183
S00384,L0019,T01,384,45.092492,1.152936,1.043634,913.726696,63.336328,0.779692,1.1671,0.000369,0.101364,89.947393
S00044,L0002,T03,44,41.064248,1.008344,0.992379,922.458616,85.692578,0.494391,1.193381,0.001093,0.021442,98.663595
S00790,L0039,T01,790,42.707836,1.119366,0.973035,949.236774,82.035391,1.939909,1.275519,0.000961,0.019776,97.754541
S00743,L0037,T02,743,43.398558,1.155458,1.007593,930.686684,90.100361,0.623187,1.109259,0.000587,0.039009,96.62855
S00240,L0012,T02,240,45.213343,1.217593,0.982811,917.428811,92.865447,0.517013,1.077087,0.001154,0.021694,97.665145
S00503,L0025,T02,503,44.273617,1.106293,1.02841,926.503259,93.301305,0.638822,1.067704,0.000461,0.048214,94.822398
S00294,L0014,T03,294,45.695008,1.18864,1.042749,907.593655,79.53968,0.625719,1.025162,0.000836,0.03697,95.852044
S00455,L0022,T02,455,37.915594,1.160576,1.00655,930.786201,73.905065,0.330713,1.480656,0.001716,0.064465,92.88522
S00369,L0018,T01,369,41.926762,1.168486,1.227666,908.076685,81.334905,0.603645,1.182899,0.000798,0.031846,94.597067
S00326,L0016,T01,326,41.580649,1.128228,,907.976444,64.668054,0.841816,1.223216,0.000257,0.14839,84.431029
S00038,L0001,T01,38,40.81941,1.084585,1.016745,911.019215,70.196323,0.665649,1.205771,0.000445,0.048317,95.505071
S00229,L0011,T01,229,40.757239,1.091382,0.921143,933.558263,68.809893,0.204046,1.384679,0.001813,0.143278,85.04466
S00305,L0015,T01,305,43.497655,,1.058155,905.501616,80.419337,0.579593,1.119795,0.000883,0.027045,97.1877
S00028,L0001,T01,28,44.839411,1.084034,1.096195,926.394639,61.018329,0.35833,1.187261,0.001453,0.053742,94.8982
S00615,L0030,T01,615,41.926048,1.009422,0.988443,906.038303,86.381967,0.359094,1.129471,0.001464,0.053471,94.710931
S00110,L0005,T02,110,46.941766,1.157535,1.004583,908.073344,89.565803,0.427115,0.953919,0.001258,0.035743,97.214518
S00366,L0018,T04,366,41.796673,1.233543,1.026565,910.665558,90.706637,0.454292,1.086044,0.001096,0.030909,95.144597
S00533,L0026,T03,533,42.299242,1.069339,0.970846,913.325091,85.790285,0.453058,1.510335,0.000999,0.028432,98.920509
S00011,L0000,T02,11,41.079501,1.233853,0.936426,907.172089,92.869283,0.291811,1.149906,0.003264,0.096892,91.848672
S00123,L0006,T03,123,44.869947,1.115755,0.861266,912.939362,99.289438,0.31885,1.058995,0.002882,0.100037,90.554867
S00276,L0013,T01,276,39.73081,1.232838,1.045021,911.698681,78.510446,0.601843,1.341185,0.000513,0.031459,96.128001
S00319,L0015,T01,319,40.138771,1.166833,1.021839,917.49703,94.594759,0.440341,1.17571,0.002105,0.038733,95.492708
S00390,L0019,T01,390,42.135673,1.21226,1.096207,917.268387,78.587097,0.595062,1.159609,0.000755,0.030045,97.405612
S00784,L0039,T04,784,41.997069,1.038583,0.998761,933.406351,94.938362,0.799761,1.172671,0.000362,0.141994,87.022319
S00414,L0020,T01,414,42.295629,1.106096,0.858988,933.710161,75.372454,0.335888,1.191597,0.001636,0.062315,93.206834
S00699,L0034,T03,699,40.70549,0.999259,0.901666,,98.118531,0.494919,1.18488,0.000729,0.03017,95.120987
S00685,L0034,T03,685,41.695104,0.948552,0.910026,892.174768,89.282198,0.11222,1.148124,0.002754,0.249616,73.922147
S00003,L0000,T03,3,40.909351,,1.017672,928.381117,90.662724,0.642361,1.176333,0.000621,0.045205,95.83254
S00047,L0002,T03,47,43.018919,1.099406,0.962754,899.167959,,0.564978,1.14397,0.001268,0.024479,97.599923
S00421,L0021,T02,421,41.183948,1.133026,,911.581568,81.228902,0.546795,1.200681,0.00065,0.021617,98.331308
S00357,L0017,T01,357,41.560783,1.216963,1.075056,923.063225,82.711094,0.600183,1.269305,0.00074,0.031107,97.975192
S00330,L0016,T02,330,38.968857,1.166696,0.96711,903.170989,88.273118,0.324169,1.224746,0.0019,0.067886,93.910041
S00534,L0026,T02,534,39.90527,1.012882,1.032923,901.788891,89.490958,0.263957,1.204771,0.002184,0.103817,90.372559
S00273,L0013,T01,273,41.540636,1.175686,0.903028,919.702338,79.839658,0.482865,1.291726,0.000646,0.023202,99.161428
S00362,L0018,T01,362,46.155627,1.066432,1.016239,879.316371,77.933931,0.820082,0.939052,0.000397,0.130173,87.677086
S00547,L0027,T03,547,40.026295,1.352719,1.041164,915.215826,73.961198,0.624349,1.3179,0.000813,0.03663,96.902471
S00299,L0014,T01,299,44.182084,1.257491,0.866685,907.426882,90.711169,0.395423,1.043445,0.001216,0.045954,94.184561
S00346,L0017,T01,346,41.613816,1.233712,0.995995,911.70669,66.577263,0.725642,1.258662,0.000413,0.071724,91.655023
S00406,L0020,T04,406,40.260863,1.076616,0.948886,931.131601,95.555345,0.720317,1.26942,0.000561,0.088399,90.981013
S00723,L0036,T01,723,34.926437,1.064021,0.953656,918.232861,98.775126,0.346061,1.336143,0.002146,0.082769,91.014194
S00106,L0005,T03,106,39.601889,1.054259,1.000722,943.427316,78.16682,0.320395,1.361927,0.002423,0.068961,92.804865
S00122,L0006,T01,122,40.360045,1.221374,1.138471,918.169891,81.221914,0.569326,1.302365,0.000435,0.025216,97.600123
S00571,L0028,T02,571,43.697485,1.140003,1.053377,913.895456,95.008846,0.41153,1.151673,0.001364,0.047634,95.023758
S00126,L0006,T01,126,35.454838,1.145891,0.99202,909.859635,90.237909,0.316249,1.463453,0.001427,0.07618,93.881982
S00700,L0035,T01,700,40.087736,1.090396,0.80482,904.54931,79.541635,0.461484,1.212999,0.001154,0.026847,96.953329
S00105,L0005,T04,105,42.326742,0.109985,1.045146,921.862937,98.523914,0.610927,1.140996,0.000513,0.047644,95.809572
S00324,L0016,T01,324,38.786691,1.2196,0.920811,913.410743,91.176938,0.363197,1.192311,0.00168,0.057802,94.69403
S00367,L0018,T02,367,42.472208,0.915896,0.996729,947.697517,90.189779,0.806829,1.17537,0.000304,0.128358,86.707859
S00424,L0021,T03,424,39.628624,1.253773,1.074436,922.028359,82.533506,0.565418,1.208319,0.00072,0.024553,98.958718
S00675,L0033,T02,675,40.59782,1.113336,1.023122,924.674248,78.678342,0.464794,1.183289,0.000881,0.026248,96.110859
S00095,L0004,T01,95,39.318674,1.086608,1.022989,917.677542,71.780184,0.51589,1.217432,0.000845,0.018501,98.579245
S00067,L0003,T02,67,38.515662,1.180984,1.062718,917.314005,75.112241,0.507076,1.248377,0.000977,0.019656,96.892465
S00561,L0028,T01,561,37.929896,1.169285,0.992709,902.626218,87.373863,0.327316,1.315072,0.001471,0.065914,93.68227
S00247,L0012,T01,247,42.315659,1.102758,0.994372,884.402143,86.3089,0.26887,1.143897,0.001958,0.096034,90.1388
S00219,L0010,T04,219,39.821525,1.202619,0.963689,919.173749,79.232772,0.522784,1.311422,0.00133,0.018334,96.515736
S00418,L0020,T03,418,34.667094,1.230459,0.96802,933.86501,79.263771,0.376291,1.388471,0.001224,0.047696,95.332876
S00778,L0038,T01,778,41.833353,1.292799,1.002235,915.863111,91.351686,0.484165,1.161883,0.000873,0.025785,97.20431
S00239,L0011,T01,239,42.743377,1.233248,0.917714,945.329603,84.048776,0.58654,1.2796,0.000909,0.028354,97.10258
S00570,L0028,T02,570,41.445273,1.286298,0.959223,897.85457,80.975192,0.577561,1.232796,0.000846,0.026673,97.280192
S00130,L0006,T02,130,40.959192,1.059628,1.034918,934.390922,60.554104,0.003513,1.302504,0.006414,0.40502,59.588739
S00434,L0021,T01,434,44.632388,1.139275,0.909898,904.938056,84.138429,0.484242,0.947727,0.001232,0.022984,99.02648
S00203,L0010,T01,203,,1.047634,1.052979,928.944835,78.90617,0.49393,1.214181,0.001076,0.02151,98.305452
S00640,L0032,T01,640,44.32363,1.205761,0.989135,919.976343,70.559879,0.558651,1.282471,0.000464,0.023443,96.639952
S00068,L0003,T03,68,37.164813,1.105582,0.906971,912.438897,91.585295,0.305882,1.293871,0.002116,0.085045,91.60389
S00772,L0038,T01,772,41.831539,1.188664,0.925367,914.231855,82.876096,0.46854,1.236842,0.00119,0.025586,98.643519
S00316,L0015,T01,316,44.020367,1.184715,0.94626,907.545971,71.798415,0.715432,1.174178,0.000534,0.067109,93.855613
S00670,L0033,T02,670,41.520809,1.130642,0.926988,914.802373,86.946258,0.44474,1.225592,0.001601,0.030085,95.808917
S00245,L0012,T02,245,41.702314,1.107426,0.94306,929.879749,79.71787,0.450117,1.211911,0.002692,0.029006,96.562292
S00052,L0002,T01,52,37.899949,1.190392,0.957364,936.492895,87.262525,0.594953,1.352055,0.000813,0.030022,95.923537
S00005,L0000,T01,5,40.723597,1.225583,0.937994,907.216599,72.577137,0.6888,1.250383,0.000484,0.056338,94.780681
S00756,L0037,T04,756,44.127352,1.19561,1.098964,952.190796,72.207205,0.14542,1.275102,0.00401,0.201341,78.904385
S00468,L0023,T01,468,41.856932,1.137321,1.037171,924.849956,82.4906,0.517837,1.215827,0.000745,0.018256,99.8
S00194,L0009,T01,194,38.985312,1.245025,1.077872,,81.204426,0.529672,1.347209,0.000548,0.019222,96.174167
S00073,L0003,T02,73,39.993137,1.108188,0.987732,920.513044,73.344658,0.48411,1.381486,0.001153,0.023005,97.740279
S00328,L0016,T01,328,43.338897,1.061294,0.959203,931.242553,74.963868,0.368109,1.287437,0.001386,0.050366,94.651593
S00249,L0012,T01,249,39.117188,1.072075,1.05707,928.81831,90.68483,0.601194,1.265676,0.000826,0.034301,96.835274
S00053,L0002,T02,53,,,1.055311,906.65333,74.951292,0.685053,1.171455,0.000636,0.05496,94.321164
S00706,L0035,T04,706,42.697495,,0.810844,907.079652,73.836369,0.628633,1.198864,0.000567,0.037703,96.280957
S00462,L0023,T01,462,41.517833,1.23032,0.929519,,89.177387,0.600828,1.103379,0.000577,0.032515,97.834182
S00786,L0039,T02,786,43.422147,1.149357,0.995445,921.792821,72.917714,0.467889,1.145588,0.001126,0.0257,94.351745
S00033,L0001,T01,33,43.773196,1.169179,1.056369,923.431351,66.787291,0.494863,1.180733,0.001523,0.021373,95.509334
S00030,L0001,T01,30,40.500903,1.267242,1.047685,921.161484,60.669751,0.511335,1.327605,0.000843,0.019089,99.660589
S00009,L0000,T03,9,43.060788,1.142387,0.986247,903.903225,93.003415,0.269787,1.109878,0.001738,0.11171,90.304158
S00230,L0011,T01,230,36.804475,1.220983,0.921214,911.983384,71.321328,0.589577,1.339167,0.000553,0.028946,93.588691
S00132,L0006,T01,132,41.901164,1.068596,0.988479,949.328213,91.00096,0.90774,1.303876,0.000316,0.234911,76.68449
S00579,L0028,T01,579,43.073445,1.160747,1.020676,930.092849,77.475983,0.505618,1.191392,0.001337,0.019853,96.898476
