sample_id,lot_id,tool_id,sequence,photo_cd_nm,overlay_nm,etch_bias_nm,etch_depth_nm,cmp_dishing_nm,film_thickness_nm,final_cd_nm,resistance_proxy,defect_risk,electrical_result,yield_proxy
S00485,L0024,T01,485,51.821228,2.524004,-3.083559,977.812954,45.685697,78.19813,54.980316,89.143069,0.978809,FAIL,68.645583
S00619,L0030,T01,619,49.949738,2.937765,-0.996944,951.230529,53.023147,72.518467,57.454168,90.964289,0.998344,FAIL,68.488362
S00007,L0000,T01,7,50.318127,5.693188,-2.89404,1019.872418,34.275868,74.321206,56.932164,86.448563,0.99796,FAIL,68.072518
S00344,L0017,T01,344,50.654924,,0.138166,1009.103847,12.980407,69.824154,53.519167,95.207396,0.826581,FAIL,71.536683
S00397,L0019,T02,397,53.003702,5.197147,-2.081748,914.256521,24.438663,74.095379,57.892365,84.331654,0.997968,FAIL,66.972422
S00245,L0012,T01,245,45.285682,5.704774,-3.910705,1013.272299,55.902842,68.192984,55.743565,88.051352,0.998401,FAIL,66.825564
S00025,L0001,T03,25,49.105417,4.617111,-0.510198,935.110522,24.340337,69.553516,53.459048,91.026181,0.915573,PASS,70.56591
S00183,L0009,T03,183,51.082605,6.175789,-0.046223,1007.147179,39.182101,70.65016,62.527383,78.36113,0.999986,FAIL,67.008737
S00702,L0035,T03,702,48.067371,3.897449,-1.750695,980.12908,29.714751,66.336127,51.637953,101.235455,0.710646,FAIL,77.49584
S00168,L0008,T02,168,52.612219,3.342221,-2.342275,981.029656,27.919843,72.284711,55.214081,88.848981,0.968042,FAIL,67.451949
S00658,L0032,T01,658,50.282509,3.434432,-1.621414,1058.829983,29.601727,69.940191,53.535199,93.143169,0.900406,FAIL,69.64569
S00726,L0036,T02,726,48.409433,3.933848,-1.106306,1041.352528,55.601649,72.998164,59.332058,82.322529,0.999795,FAIL,67.450924
S00616,L0030,T02,616,52.775343,2.627695,-1.896468,,25.987113,66.675337,55.388697,90.108822,0.95782,FAIL,68.587525
S00780,L0039,T05,780,50.140219,5.074366,0.870229,894.747155,14.346627,65.197013,54.436114,92.798511,0.943822,FAIL,67.748219
S00531,L0026,T02,531,52.872912,3.739423,-2.588363,1032.32898,29.309423,66.103872,55.88247,88.510323,0.985237,FAIL,66.463198
S00248,L0012,T05,248,47.928227,5.862227,-0.833533,970.313045,41.880516,65.83083,56.466579,89.394851,0.998194,FAIL,66.119754
S00089,L0004,T05,89,53.434802,4.030362,-2.926279,959.055409,44.873973,73.284002,57.522542,85.401349,0.998498,FAIL,64.627544
S00425,L0021,T04,425,49.265398,7.839742,-2.050218,971.407321,23.651543,62.108211,57.692534,86.83274,0.999241,FAIL,66.390861
S00409,L0020,T03,409,,5.551416,-1.954127,1011.094117,38.505717,68.315115,62.925423,76.353678,0.999986,FAIL,68.055921
S00317,L0015,T02,317,48.747456,3.399434,0.640487,913.765587,23.237159,65.406039,53.831072,92.434491,0.888216,FAIL,69.891753
S00499,L0024,T01,499,54.13255,6.543813,-2.655174,912.354111,18.614997,58.968372,56.572353,86.347542,0.99562,FAIL,68.61441
S00590,L0029,T01,590,55.009217,3.421654,-1.012518,975.213838,22.666127,68.404939,57.786842,85.709109,0.9946,FAIL,68.576887
S00320,L0016,T01,320,52.205696,5.03141,-0.375272,947.649362,30.650447,69.725504,57.002615,85.652311,0.996834,FAIL,67.647896
S00250,L0012,T03,250,50.539602,4.286856,-1.089088,1065.922085,48.936024,67.905133,59.015612,82.936326,0.999676,FAIL,66.790465
S00782,L0039,T04,782,46.414287,5.750754,-3.127509,952.689966,15.516072,66.727897,48.824274,105.164857,0.214273,PASS,91.901824
S00363,L0018,T02,363,46.904887,3.717251,-2.841494,1015.506766,56.20712,67.592205,55.566944,90.758048,0.995582,FAIL,69.388305
S00095,L0004,T01,95,48.428522,2.397045,-1.063555,990.575193,29.883693,66.635677,49.168322,102.24028,0.148924,PASS,94.716343
S00537,L0026,T05,537,48.784723,6.873464,-1.704426,967.958185,47.126561,70.978621,60.474573,80.2952,0.999965,FAIL,65.928557
S00721,L0036,T01,721,52.519354,4.14282,-2.777281,965.764333,53.070141,62.967857,60.850053,80.597737,0.999936,FAIL,67.777229
S00399,L0019,T01,399,50.890056,5.055168,-2.810452,1054.049802,31.879987,72.278535,55.484556,88.953729,0.990203,FAIL,68.346804
S00631,L0031,T01,631,51.537836,3.5731,0.466458,982.172329,40.850026,70.267223,58.143664,85.088389,0.9986,FAIL,64.229222
S00194,L0009,T02,194,48.563459,8.747618,-0.029441,862.617147,44.27921,65.830161,66.057642,67.351068,1.0,FAIL,65.256688
S00161,L0008,T04,161,52.551413,3.937517,-2.763626,1054.032787,22.685474,67.621815,53.389063,92.634159,0.873342,PASS,74.882422
S00495,L0024,T01,495,48.912512,5.448557,-2.292305,1001.947417,26.069246,69.919365,52.045562,94.999924,0.8484,FAIL,72.637917
S00719,L0035,T03,719,51.072395,2.980248,-1.310704,911.845114,55.634717,65.825185,56.014012,92.360892,0.995558,FAIL,67.273707
S00294,L0014,T02,294,49.380467,2.840684,-0.404954,937.820237,63.916773,68.206727,57.571669,85.639321,0.999134,FAIL,66.532465
S00564,L0028,T03,564,47.213925,6.548089,-1.18036,991.946279,14.040413,64.807207,49.609386,103.071883,0.402844,FAIL,86.498692
S00256,L0012,T04,256,53.390923,,-0.351785,910.160631,48.30469,67.840269,65.683315,69.054444,0.999999,FAIL,69.259988
S00628,L0031,T03,628,49.802066,1.7869,-1.925395,987.387311,9.000326,69.203945,47.450869,107.419934,0.054086,PASS,94.462084
S00679,L0033,T05,679,50.451045,3.815656,0.705679,987.751795,36.142442,64.558356,56.223465,86.500638,0.992488,FAIL,67.875315
S00334,L0016,T02,334,52.083799,4.360508,-1.036386,1018.820314,40.395325,66.622927,59.018874,82.441343,0.999499,FAIL,68.046929
S00289,L0014,T02,289,52.653999,5.804018,-0.136826,1031.858455,51.864474,64.218616,65.761273,68.352778,0.999999,FAIL,67.663489
S00067,L0003,T02,67,46.045822,4.925258,-1.688535,931.224392,51.202203,68.071838,55.704994,90.285051,0.996971,FAIL,66.022621
S00607,L0030,T01,607,46.569252,3.713269,-2.137066,1007.583788,23.477951,71.207195,47.571108,108.23043,0.21507,PASS,93.931982
S00347,L0017,T03,347,49.542574,4.076278,-3.489611,1019.136113,42.758626,67.351119,52.812797,96.424481,0.933161,FAIL,72.499796
S00570,L0028,T02,570,52.17832,5.773791,-0.142728,1082.993375,32.824098,68.125323,61.73871,76.272901,0.999954,FAIL,66.473104
S00354,L0017,T01,354,46.68611,3.95761,0.169843,1020.273511,34.145736,65.982454,53.777185,92.398288,0.946883,FAIL,67.893799
S00027,L0001,T01,27,44.651409,3.739174,-0.668111,1045.091255,39.73487,75.356357,50.992998,97.120059,0.703171,FAIL,76.378505
S00205,L0010,T02,205,51.252005,5.28299,1.208148,933.552981,31.444164,71.893214,60.444364,76.905691,0.999827,FAIL,69.466941
S00293,L0014,T01,293,49.317622,5.410605,-2.139078,913.763889,51.159932,66.999107,59.325583,82.784686,0.999865,FAIL,67.206569
S00494,L0024,T04,494,55.300328,2.228512,-0.913514,1032.933709,57.054514,61.479733,59.900666,80.65374,0.999742,FAIL,67.912568
S00260,L0013,T01,260,50.340068,7.243551,0.04846,932.962169,21.382961,72.522279,57.377837,84.888433,0.998555,FAIL,66.467706
S00468,L0023,T04,468,51.412796,0.269241,-4.203656,976.193152,37.313595,67.144089,49.288606,104.03823,0.100136,PASS,96.578175
S00586,L0029,T01,586,48.638722,2.525491,-1.932894,1017.511248,29.271641,73.519957,52.025199,99.107478,0.637971,FAIL,78.841516
S00663,L0033,T02,663,51.928096,1.202618,0.223488,971.782924,42.97969,66.947417,55.030053,93.093441,0.958077,FAIL,69.038999
S00416,L0020,T02,416,50.21152,3.731142,-2.63975,961.802746,35.676587,71.174245,53.674422,91.589643,0.941627,FAIL,67.77327
S00184,L0009,T03,184,52.354421,3.355017,-1.846072,967.116968,15.020116,68.426706,51.81199,95.246179,0.496364,FAIL,83.752638
S00406,L0020,T02,406,48.797848,2.125463,0.138077,957.023566,53.200929,67.352779,54.896544,90.866628,0.982009,FAIL,67.591401
S00605,L0030,T05,605,50.05617,7.470083,-2.213576,941.021815,41.177432,,61.309958,76.739017,0.999981,FAIL,66.666424
S00165,L0008,T04,165,,5.100827,-0.580107,978.294649,13.460366,71.871068,54.384287,86.907519,0.939524,FAIL,69.682376
S00476,L0023,T01,476,43.164609,4.492381,0.209164,1014.048609,37.524629,62.259163,51.178721,99.606371,0.773539,PASS,73.815494
S00090,L0004,T02,90,46.841047,7.190766,0.464371,988.867324,39.726646,67.429621,61.255979,79.419153,0.999976,FAIL,64.587512
S00455,L0022,T01,455,49.423839,5.191252,,1016.888239,29.356158,66.969668,52.033406,98.943429,0.855373,FAIL,72.607313
S00296,L0014,T01,296,47.891857,3.093655,-1.719582,886.68563,46.083898,69.166937,54.437618,93.133332,0.975322,PASS,68.087473
S00330,L0016,T04,330,48.085587,4.584577,-0.838188,959.499319,33.390269,66.817811,56.367248,87.715693,0.994477,FAIL,67.878933
S00498,L0024,T01,498,51.504602,4.346805,-1.969497,966.14217,46.585467,65.70186,57.644592,85.203021,0.998925,FAIL,67.309514
S00078,L0003,T04,78,45.066924,2.69553,-1.116463,1048.654866,41.22164,63.025505,50.217891,103.709208,0.463687,FAIL,86.612119
S00041,L0002,T01,41,48.455815,3.284342,-1.623543,996.835096,38.766955,67.843636,51.321698,97.775779,0.704224,PASS,77.212463
S00096,L0004,T01,96,49.846556,1.995101,-2.027202,986.604532,44.818451,71.051651,51.253076,98.537428,0.637671,FAIL,81.383203
S00484,L0024,T01,484,49.175591,6.066525,-3.849914,1045.120835,52.021146,76.321165,60.569162,80.861684,0.999965,FAIL,63.343167
S00122,L0006,T02,122,49.319209,3.611079,-0.17371,1020.965461,34.378753,71.216499,56.041838,90.472995,0.989536,FAIL,68.134209
S00545,L0027,T05,545,53.04064,4.672038,-1.202677,970.401734,55.882933,67.279138,63.361533,72.654272,0.999994,FAIL,69.07448
S00569,L0028,T01,569,46.713026,5.348942,-2.027921,1011.44084,40.489464,62.1707,54.647454,93.303339,0.989563,FAIL,70.755408
S00086,L0004,T01,86,46.303522,5.768243,-0.145253,1028.314438,24.944533,69.350053,53.017719,95.07588,0.929683,FAIL,67.24353
S00396,L0019,T01,396,51.053558,6.365336,-1.624737,974.255046,18.564378,68.561679,54.882496,89.780149,0.981862,FAIL,67.841333
S00705,L0035,T01,705,49.099482,2.724194,-1.149838,924.378202,34.683925,,73.101787,97.605532,0.711162,FAIL,76.940477
S00121,L0006,T03,121,48.700279,4.958677,-2.440929,998.452671,36.297651,69.513937,53.918243,95.248003,0.972411,FAIL,65.505437
S00159,L0007,T01,159,50.645075,5.588043,,966.439913,34.001133,62.548255,59.178275,82.597483,0.999639,FAIL,66.801427
S00512,L0025,T02,512,51.162959,4.124327,-2.061321,1016.761301,45.893973,71.555501,57.070466,87.00139,0.998047,FAIL,66.272095
S00211,L0010,T02,211,50.929265,2.618719,-0.106503,1031.418475,27.940382,67.080949,55.900551,89.398808,0.974309,FAIL,65.82928
S00024,L0001,T01,24,51.811989,1.826288,-2.167669,964.481436,38.060495,63.665105,52.324283,99.870603,0.726032,FAIL,78.275551
S00489,L0024,T02,489,47.305311,1.921486,-0.320326,971.778296,52.916901,66.20282,52.358413,100.774902,0.86551,FAIL,71.988965
S00596,L0029,T02,596,48.306592,0.539672,-0.966098,993.730718,46.460011,64.867083,50.735656,103.170312,0.398116,PASS,87.348721
S00535,L0026,T01,535,46.596519,3.323253,-0.642683,1025.524695,4.913192,57.773864,44.743474,111.544139,0.442977,PASS,85.88094
S00285,L0014,T04,285,49.885736,3.231887,-1.651433,975.792254,42.623875,65.687501,55.988376,87.746299,0.991751,FAIL,69.290432
S00103,L0005,T01,103,51.45801,6.410617,-2.117522,975.388278,16.492387,67.21638,55.129694,91.341914,0.983627,FAIL,67.701414
S00000,L0000,T03,0,48.474763,4.033265,-0.601443,1042.472837,26.39299,63.385726,52.043796,98.186327,0.750564,FAIL,74.890808
S00314,L0015,T01,314,50.460717,5.638689,0.073825,1018.262768,25.518274,65.644346,56.399035,86.581356,0.994832,FAIL,65.504873
S00390,L0019,T01,390,49.004111,3.679482,-0.248568,1036.199616,,67.870063,54.860426,94.320449,0.984303,FAIL,69.251404
S00518,L0025,T01,518,51.567189,5.83372,-0.580432,1019.452904,30.297671,60.475956,58.761982,84.725928,0.999448,FAIL,65.216949
S00652,L0032,T03,652,49.585724,2.179806,-4.30929,993.187522,59.80635,66.762311,50.547282,97.934722,0.712609,FAIL,78.25352
S00730,L0036,T04,730,50.312488,6.413869,-2.256778,964.177418,45.880374,68.777762,62.043523,74.19896,0.999987,FAIL,68.331368
S00636,L0031,T03,636,48.278983,7.223714,-0.543607,999.844689,33.889822,68.23352,58.664411,82.269443,0.999738,FAIL,66.804112
S00533,L0026,T05,533,47.267367,4.03751,-2.78061,911.430234,40.933228,72.803918,51.197647,97.406209,0.773175,FAIL,71.699669
S00108,L0005,T04,108,50.12831,8.838934,-0.489462,938.012899,53.830477,70.703542,72.814997,55.713404,1.0,FAIL,66.326126
S00594,L0029,T01,594,50.200346,3.279074,-0.902277,1002.798285,38.940365,67.101299,55.21571,91.911102,0.981834,FAIL,69.349264
S00040,L0002,T04,40,53.196469,3.285227,-1.18031,981.012187,54.367143,75.088019,61.467253,74.284998,0.999947,FAIL,68.075392
S00443,L0022,T03,443,51.950227,7.702586,-0.921912,1016.650469,49.944114,57.628966,68.896747,63.617058,1.0,FAIL,66.247483
S00181,L0009,T02,181,49.348707,5.910281,-1.571164,990.085892,34.414297,68.766241,57.555163,88.606393,0.998884,FAIL,68.067262
S00643,L0032,T05,643,,5.810971,0.984261,952.787038,32.707898,70.566687,55.860006,86.434206,0.995042,FAIL,68.994317
S00680,L0034,T01,680,54.718483,3.792238,-1.730129,1033.012018,21.949099,68.100584,56.549069,88.984262,0.987295,FAIL,66.056779
S00655,L0032,T01,655,48.572451,6.647982,0.381477,938.31042,37.497842,70.201079,59.47461,81.201464,0.999854,FAIL,66.438371
S00629,L0031,T03,629,48.352624,4.513101,-0.850312,1005.995698,22.329352,68.097398,51.463024,95.503335,0.65236,FAIL,78.274003
S00198,L0009,T01,198,51.302289,7.167017,-1.403659,964.90847,42.277226,67.145851,64.095483,71.523767,0.999998,FAIL,65.120626
S00163,L0008,T02,163,50.351623,3.149992,-3.558138,981.636233,39.124165,67.116987,51.078029,98.180673,0.652886,FAIL,75.102143
S00308,L0015,T02,308,53.481496,6.396132,0.152708,1049.669878,33.841178,71.067988,64.02493,71.736635,0.999995,FAIL,67.473575
S00654,L0032,T02,654,51.226952,5.262077,-1.803872,1011.004861,26.525037,71.48678,56.660256,88.787167,0.995298,FAIL,66.065773
S00758,L0037,T03,758,51.702884,3.853904,-0.769506,1013.469197,60.448757,66.006241,60.129274,81.120313,0.999914,FAIL,67.961967
S00142,L0007,T01,142,48.681332,3.882389,-0.341804,895.88499,43.330381,66.343665,56.048796,90.936421,0.994344,FAIL,67.895948
S00650,L0032,T05,650,51.087849,4.394124,-0.911781,1072.819194,43.913781,63.125154,56.897276,86.525224,0.997785,FAIL,64.659684
S00143,L0007,T01,143,52.120882,2.996389,-0.481359,1057.646572,46.743682,67.554227,56.616511,89.303421,0.995559,FAIL,69.402732
S00431,L0021,T04,431,46.459513,3.412951,-3.175774,948.998471,39.756126,,50.519281,100.313611,0.583666,FAIL,80.278341
S00439,L0021,T01,439,44.930201,5.674356,-1.368901,1045.781714,51.853034,67.258217,56.299666,88.280563,0.998701,FAIL,66.263831
S00366,L0018,T05,366,51.781597,6.875031,-1.100219,944.621205,10.227051,72.213592,53.813105,90.643514,0.948178,FAIL,67.878898
S00661,L0033,T04,661,50.421721,3.579205,0.351841,961.074503,,682.51523,57.754791,87.964693,0.997094,FAIL,66.627039
S00266,L0013,T01,266,50.599822,1.817153,-1.604431,934.368028,29.187416,68.218263,51.190299,96.147341,0.395384,PASS,88.68897
S00189,L0009,T01,189,49.942382,3.946325,-4.664449,932.470996,39.623995,69.76571,51.863145,94.071877,0.838307,FAIL,75.412199
S00240,L0012,T01,240,50.133231,2.691244,-3.794681,1062.510137,23.325447,66.682416,47.659979,107.363899,0.13776,PASS,94.360559
S00300,L0015,T01,300,49.808762,4.61416,-1.846672,1028.356299,49.242814,63.461222,58.403847,82.985391,0.999551,FAIL,65.86335
S00559,L0027,T03,559,51.015553,4.73904,-2.807585,1011.548097,60.133658,70.529654,60.482695,79.915946,0.999956,FAIL,65.646836
S00066,L0003,T01,66,50.11145,4.43806,-0.550339,1020.61208,50.026921,66.858361,60.550278,77.64481,0.999916,FAIL,69.787452
S00470,L0023,T01,470,47.820594,3.542669,-2.994556,955.343537,41.764444,71.470355,50.835395,100.463391,0.681258,FAIL,75.832495
S00427,L0021,T02,427,46.286228,5.01528,-0.483797,1011.792819,56.169831,71.205391,59.202175,80.577079,0.999865,FAIL,66.180274
S00049,L0002,T04,49,513.11381,3.589087,-1.046569,918.161966,17.637641,70.553989,60.763031,91.771139,0.883117,FAIL,70.260915
S00094,L0004,T02,94,48.645129,6.694521,0.474266,1035.164175,28.412494,,57.847181,86.972906,0.999136,FAIL,66.978111
S00176,L0008,T02,176,46.18154,3.031115,,943.247233,22.889465,69.696459,49.037763,99.399551,0.124895,PASS,92.836969
S00060,L0003,T01,60,54.986044,1.471174,-1.398986,948.958559,12.045151,66.379442,54.107688,88.817983,0.692251,FAIL,74.917009
S00113,L0005,T02,113,51.942708,1.411483,-1.660303,953.929978,36.049184,68.7748,52.812078,95.066054,0.744128,FAIL,73.303989
S00372,L0018,T02,372,51.671504,6.682787,-0.669934,924.915453,22.334776,64.526368,58.408751,82.73483,0.999226,FAIL,67.704581
S00644,L0032,T03,644,47.946334,4.613489,-0.606205,965.601272,35.515849,67.845354,53.524449,95.169606,0.954739,FAIL,69.862767
S00794,L0039,T01,794,52.933716,2.270488,-1.601835,1051.88031,56.182082,68.474154,55.510506,88.745446,0.991165,FAIL,65.500663
S00301,L0015,T02,301,52.373886,3.692656,-1.404251,972.794851,33.865582,67.639759,57.639906,88.766392,0.997089,FAIL,67.204079
S00765,L0038,T01,765,44.095696,3.341525,-4.167172,953.847203,24.994951,64.446233,43.211195,117.172643,0.891819,FAIL,73.49533
S00157,L0007,T01,157,53.299074,5.526379,-1.247067,945.107926,38.460319,66.975958,62.238678,76.182971,0.999975,FAIL,65.188762
S00018,L0000,T03,18,46.870781,6.064547,1.302507,1044.175931,44.036981,66.58527,60.076506,81.826591,0.999918,FAIL,66.60137
S00259,L0012,T01,259,49.93529,2.721616,-1.080846,977.208582,65.779422,66.604327,56.565213,89.123877,0.998157,FAIL,65.399698
S00475,L0023,T03,475,46.875805,5.479174,0.818407,922.353899,37.475465,66.795097,56.623614,86.748244,0.99759,FAIL,65.314757
S00387,L0019,T05,387,47.424358,4.132766,-2.295009,898.603599,49.912252,68.082148,53.789818,96.411765,0.978892,FAIL,66.642382
S00748,L0037,T05,748,48.540136,2.768569,-1.975067,989.744225,31.307594,69.912298,49.152378,102.901405,0.180891,PASS,90.948482
S00140,L0007,T01,140,50.105461,2.025365,-2.853961,1003.249938,17.516873,75.662434,48.706137,101.755277,0.049254,PASS,99.327518
S00016,L0000,T02,16,50.51948,7.138939,-1.013875,1029.168037,47.000848,66.48379,66.070403,68.294524,1.0,FAIL,69.038799
S00282,L0014,T02,282,52.594454,4.045072,-1.481216,1013.834717,28.488505,62.503895,57.665254,88.077782,0.996729,FAIL,66.086712
S00428,L0021,T01,428,50.264205,4.289439,-0.435331,978.900449,41.354813,70.020035,57.227267,83.238049,0.997947,FAIL,68.249904
S00059,L0002,T02,59,53.306748,1.370819,0.333732,918.63254,26.987924,70.636492,55.770594,86.708038,0.948714,PASS,70.544999
S00149,L0007,T01,149,49.65792,3.880402,-0.816005,1052.302817,30.457478,64.996451,54.220662,93.061775,0.952478,FAIL,68.354629
S00521,L0026,T02,521,52.544175,3.73824,-0.262118,1015.58295,39.115912,61.373575,61.023455,77.246984,0.999857,FAIL,68.557125
S00381,L0019,T02,381,50.212446,4.566721,-0.154717,963.060485,44.482907,68.959381,59.171381,78.516807,0.999677,FAIL,66.208094
S00281,L0014,T01,281,47.599955,3.942443,-4.276603,932.583236,27.821612,71.790541,49.139465,104.338819,0.234309,PASS,91.145178
S00116,L0005,T02,116,49.388995,1.625457,-1.847251,999.061236,211.69835,61.721992,49.375105,104.734146,0.082859,PASS,94.727382
S00614,L0030,T02,614,51.712755,3.591689,-1.144667,1017.446211,35.005564,70.466565,57.33407,88.695424,0.996348,FAIL,68.704112
S00146,L0007,T01,146,53.312716,2.28997,-2.238076,1011.178099,,73.833181,53.216562,93.430737,0.745716,PASS,73.875175
S00217,L0010,T04,217,48.751067,7.268829,-1.185876,979.86385,27.973757,65.252431,58.031936,85.434259,0.99941,FAIL,65.685951
S00388,L0019,T01,388,49.829146,1.828951,-0.848558,976.374645,33.279152,64.722398,52.165532,96.615508,0.642403,FAIL,76.316559
S00778,L0038,T01,778,48.989694,,-1.04916,1011.315268,22.733878,66.21581,53.871681,92.109376,0.966301,FAIL,67.422203
S00505,L0025,T04,505,47.805101,0.137969,-1.719494,960.772848,56.062913,74.210302,46.82521,108.095977,0.374111,FAIL,87.300676
S00791,L0039,T02,791,51.661264,4.663104,-2.618198,,24.005644,63.972047,55.172608,88.179278,0.977175,FAIL,68.27026
S00646,L0032,T01,646,50.066983,8.144952,0.33027,975.943472,53.44596,67.997535,70.098674,61.27853,1.0,FAIL,68.58622
S00635,L0031,T01,635,48.932701,5.897747,-2.822678,979.917036,50.224526,65.241884,60.212386,80.76999,0.999944,FAIL,68.499029
S00773,L0038,T01,773,48.850223,4.970696,-2.659468,961.441219,44.725406,70.26142,56.459335,86.255729,0.997681,FAIL,67.113519
S00264,L0013,T01,264,51.784168,3.980953,-0.754238,987.810622,35.809627,68.711993,57.044132,86.560722,0.996302,FAIL,67.086904
S00305,L0015,T04,305,51.337727,0.886803,-0.893526,1027.3789,32.433574,64.32172,53.146158,95.865433,0.710915,FAIL,75.441004
S00790,L0039,T05,790,50.767263,6.431882,-1.145864,954.831045,26.818851,69.382006,55.728549,88.921567,0.994247,FAIL,65.731774
S00340,L0017,T01,340,50.562879,3.192297,-3.076029,1021.663686,30.598373,70.529461,52.427131,95.700731,0.779224,FAIL,72.959227
S00463,L0023,T01,463,48.685135,1.923663,-0.807919,980.301945,17.003574,63.519939,49.136519,106.090455,0.06357,PASS,96.522714
S00670,L0033,T03,670,49.087234,3.157439,-1.391489,909.707239,47.180345,68.142619,53.517072,95.137827,0.953886,FAIL,64.763352
S00552,L0027,T01,552,52.022346,5.528498,-2.949446,888.664314,42.921453,65.947719,58.139899,85.644867,0.99948,FAIL,64.099449
S00229,L0011,T01,229,53.207517,8.583494,-0.608745,1008.055016,31.479661,,64.408147,71.441393,0.999998,FAIL,68.707833
S00386,L0019,T05,386,49.805977,,-0.83918,1013.293306,23.598142,67.229517,51.81297,98.16931,0.701572,FAIL,75.068019
S00727,L0036,T04,727,48.491885,4.696833,-0.855856,947.788433,55.700628,62.035873,60.755135,83.065258,0.999954,FAIL,67.309906
S00057,L0002,T02,57,46.737791,4.324222,-2.077871,962.230995,37.676248,66.625523,51.73156,98.221086,0.832485,FAIL,70.108565
S00465,L0023,T01,465,46.310905,3.980765,-1.920743,969.856361,40.865958,70.454883,52.047727,95.191932,0.867284,FAIL,72.206362
S00371,L0018,T01,371,49.951548,,-0.124391,986.340574,48.084503,66.82921,57.755279,82.470501,0.998828,FAIL,66.015078
S00469,L0023,T03,469,53.746967,6.627027,-1.340085,990.265643,43.738708,66.677555,64.682426,71.555157,0.999998,FAIL,65.037155
S00337,L0016,T03,337,48.258765,3.741421,-1.699772,960.403792,33.906034,67.817386,53.14784,93.998873,0.906085,FAIL,68.576362
S00648,L0032,T03,648,52.119092,2.503626,-0.945763,960.424707,40.391996,75.327316,55.570054,89.778047,0.982088,FAIL,67.488458
S00576,L0028,T02,576,50.99222,3.350419,-3.882636,921.280828,39.021683,64.46727,53.97969,90.342018,0.954246,FAIL,67.512514
S00123,L0006,T02,123,47.778791,3.847884,-0.356868,994.260199,67.336059,63.32607,59.489317,83.304959,0.999902,FAIL,80.723134
S00265,L0013,T03,265,47.869238,5.321354,-1.961244,1013.52328,30.27281,67.790583,52.072867,97.775598,0.871905,FAIL,73.105885
S00309,L0015,T02,309,46.850807,3.81487,-1.863752,1015.112826,35.767195,69.892977,51.327443,97.696025,0.720278,FAIL,78.606494
S00054,L0002,T01,54,51.740238,2.456045,-0.319729,984.402378,28.754788,64.311375,54.489222,92.49171,0.922593,FAIL,68.96421
S00665,L0033,T04,665,50.147408,4.95685,-1.426232,1039.795195,26.296762,68.387952,55.692817,87.92587,0.988239,FAIL,66.507506
S00762,L0038,T01,762,49.598277,3.725438,-0.315651,1007.374692,38.650567,69.35291,55.292388,89.686364,0.985743,FAIL,68.925494
S00653,L0032,T02,653,46.759483,5.070307,-1.103653,966.88414,9.352018,65.49202,47.600217,108.908679,0.184798,PASS,92.302732
S00711,L0035,T03,711,54.919003,5.247578,-4.146021,1009.732752,40.86276,74.070355,59.310385,80.0826,0.999741,FAIL,66.763418
S00017,L0000,T05,17,45.178511,2.608058,0.857276,1014.350442,30.674447,70.356572,48.080864,108.768244,0.141368,PASS,94.911077
S00098,L0004,T03,98,46.127236,,-0.963299,1006.441377,40.130524,70.943157,52.135123,96.414664,0.871196,FAIL,71.3121
S00148,L0007,T03,148,48.542128,8.476108,,844.96095,33.37762,64.325183,60.236403,80.950331,0.999956,FAIL,68.224557
S00539,L0026,T02,539,52.447423,8.295006,-0.735008,965.776539,13.904232,70.159752,58.200672,82.950985,0.999296,FAIL,66.686767
S00420,L0021,T05,420,51.61548,6.109153,-0.601023,1028.766609,39.582858,62.917363,59.674119,86.337077,0.999859,FAIL,66.913624
S00044,L0002,T01,44,49.258402,2.387289,-1.113939,1008.571512,25.265219,65.41424,50.359509,103.834296,0.259508,PASS,89.8423
S00526,L0026,T05,526,49.611371,5.077464,-1.862628,964.096711,67.646397,69.596083,63.420365,75.144652,0.999998,FAIL,69.036219
S00202,L0010,T02,202,49.65519,5.995488,-1.777279,1029.753956,39.747775,67.682489,58.140277,84.182806,0.999498,FAIL,67.80759
S00341,L0017,T02,341,51.241624,4.653673,0.208731,,21.781545,64.943777,57.442929,87.628685,0.995707,FAIL,67.078752
S00795,L0039,T01,795,48.105747,6.038757,-0.402131,984.60768,40.287772,68.385539,58.750163,81.327952,0.999707,FAIL,67.121462
S00319,L0015,T01,319,49.752667,4.144687,-2.855029,,34.889647,66.771905,53.832356,93.486514,0.954779,FAIL,67.075074
S00262,L0013,T01,262,51.73536,2.378752,-1.636433,940.043443,45.106742,70.449932,55.718021,88.634699,0.986949,FAIL,67.031803
S00415,L0020,T01,415,44.522328,5.531533,-0.91425,1054.389332,27.367335,60.904726,49.807246,98.760842,0.510046,PASS,81.318742
S00008,L0000,T01,8,47.821956,7.184249,0.289503,935.847111,56.153716,67.835302,65.950497,66.229533,1.0,FAIL,67.298768
S00568,L0028,T01,568,50.098319,6.277081,-1.193354,1036.079776,31.376903,66.021588,58.652618,81.08092,0.999535,FAIL,66.900205
S00615,L0030,T02,615,49.777831,7.367284,-1.07627,1039.97297,21.512079,66.679507,56.529741,86.61559,0.997328,FAIL,70.934749
S00408,L0020,T01,408,49.687016,1.75225,-2.469244,1023.564623,55.679337,64.679701,51.739686,98.296516,0.808861,FAIL,71.68718
S00471,L0023,T01,471,49.603264,0.068229,0.440243,966.085128,43.39958,64.085524,50.180449,102.168714,0.224791,PASS,92.155459
