sample_id,lot_id,tool_id,sequence,photo_cd_nm,overlay_nm,etch_bias_nm,etch_depth_nm,cmp_dishing_nm,film_thickness_nm,final_cd_nm,resistance_proxy,defect_risk,electrical_result,yield_proxy
S00148,L0007,T01,148,45.893776,4.386351,-2.342119,931.496443,41.767857,67.16267,44.981332,113.162867,0.889537,FAIL,70.55684
S00010,L0000,T01,10,50.929972,3.107204,-1.021111,1015.120689,15.115412,,50.66721,101.829769,0.261798,PASS,90.976921
S00088,L0004,T02,88,47.553499,3.035949,-0.776806,1056.148405,40.398882,61.196721,47.42364,107.737142,0.36568,PASS,84.775802
S00519,L0025,T01,519,49.854543,3.383296,-0.818899,971.634516,3.635163,66.375415,50.383588,99.568165,0.145454,FAIL,90.409995
S00610,L0030,T02,610,45.747438,5.591665,-2.682645,1042.379774,22.089121,74.714967,42.806487,114.068116,0.963944,FAIL,69.662275
S00715,L0035,T01,715,51.301416,6.769444,-2.246714,989.238753,48.292944,73.419469,49.55561,103.139856,0.824458,FAIL,72.538345
S00006,L0000,T03,6,48.317014,4.303347,-2.122143,1010.58662,15.472271,67.967275,45.93916,109.950874,0.45913,PASS,84.099803
S00436,L0021,T01,436,49.930312,3.757848,-0.261455,991.334587,57.589225,64.143963,49.492579,106.220364,0.657574,FAIL,76.553332
S00764,L0038,T01,764,48.113394,2.233124,-0.798878,1013.975659,36.062563,66.586378,45.464799,110.376943,0.602647,PASS,78.520196
S00213,L0010,T02,213,47.488231,1.817408,-1.234182,1009.412223,34.513496,68.268975,45.558469,113.055252,0.517318,FAIL,83.064047
S00397,L0019,T04,397,53.652766,1.614059,-1.702213,1017.359852,34.950654,654.2448,51.81987,98.946792,0.575544,FAIL,81.315237
S00208,L0010,T02,208,52.36688,8.371958,-1.985998,945.630273,38.135589,73.676446,50.18536,103.374444,0.901422,PASS,68.150268
S00732,L0036,T05,732,46.995049,5.812432,-0.475686,911.598903,40.421236,65.178362,46.632475,109.554053,0.7913,FAIL,74.3631
S00524,L0026,T01,524,46.051799,5.2486,-0.800231,1001.770804,56.669132,70.345274,44.712563,112.627955,0.970932,FAIL,69.222715
S00117,L0005,T02,117,51.718441,4.514282,-2.162669,1010.976179,40.879599,66.719032,49.620758,103.26865,0.543989,FAIL,84.254295
S00503,L0025,T01,503,49.777911,4.730667,-0.291557,984.41904,34.378729,70.914815,50.052155,100.625058,0.564969,FAIL,79.136232
S00341,L0017,T05,341,51.409869,2.787312,-0.733966,986.468599,49.75887,73.995363,50.567296,98.690511,0.655852,FAIL,77.824019
S00624,L0031,T01,624,45.530326,3.213058,-0.490068,1055.906475,43.974511,67.948055,45.312312,113.931773,0.804494,FAIL,74.159482
S00614,L0030,T01,614,48.511262,3.268031,-0.742302,923.447699,36.208743,67.373903,47.613043,104.260703,0.303996,FAIL,89.252713
S00585,L0029,T02,585,48.154912,3.674242,0.142906,996.399897,49.857958,68.409015,48.546786,104.929315,0.361935,FAIL,91.27203
S00627,L0031,T01,627,46.226749,4.090026,-1.107314,974.176916,46.237617,66.32964,43.846246,115.628209,0.957164,FAIL,68.871282
S00680,L0034,T01,680,51.640867,1.889698,-3.875322,974.538785,29.724338,64.7691,43.507822,105.863542,0.167678,PASS,92.520575
S00309,L0015,T01,309,46.663667,3.512134,-0.030032,947.110959,26.628171,69.364634,46.519271,109.354635,0.408443,FAIL,83.693126
S00179,L0008,T04,179,46.329028,5.742542,-2.59858,977.307358,42.805389,65.741923,44.250568,110.375829,0.965709,FAIL,66.757273
S00391,L0019,T02,391,52.335122,3.790285,-0.751239,972.936395,43.846458,65.131085,52.228936,99.64253,0.890936,FAIL,72.721129
S00394,L0019,T03,394,51.590552,3.468642,-0.891804,986.265382,47.13468,68.910804,50.690142,99.830415,0.71206,PASS,75.389844
S00244,L0012,T04,244,50.009758,6.232159,-2.661064,989.864844,31.734411,71.989917,47.168318,104.613489,0.649128,FAIL,79.71791
S00632,L0031,T02,632,51.009721,4.308314,-1.65249,973.627208,43.16001,66.007741,49.009963,105.003859,0.430579,PASS,86.211533
S00333,L0016,T01,333,48.352423,2.755817,-5.315581,1005.499798,45.811096,65.252294,44.695721,112.77858,0.858532,FAIL,74.069038
S00506,L0025,T04,506,46.238434,5.95292,-2.382447,931.520253,19.260931,63.952963,45.011035,109.50416,0.821909,FAIL,72.910625
S00186,L0009,T03,186,53.89067,4.371037,-1.655212,1006.651893,73.90951,66.368739,51.771618,98.023082,0.97465,PASS,66.010786
S00284,L0014,T03,284,47.763518,4.193757,,1017.771785,40.668014,66.781011,45.030523,111.090476,0.869836,FAIL,71.575341
S00366,L0018,T03,366,52.332677,3.983089,-3.998174,931.752298,24.879431,66.745888,47.338724,106.815742,0.286955,FAIL,90.641027
S00141,L0007,T01,141,52.056685,5.074508,-1.156628,945.815859,45.133245,69.903986,50.330478,101.602186,0.77386,FAIL,72.262808
S00527,L0026,T01,527,51.941764,2.583163,-1.619736,958.613454,34.172981,66.622416,50.981665,102.366894,0.506817,PASS,83.567013
S00439,L0021,T01,439,50.339888,3.775511,-3.234496,1047.942927,17.100104,70.384402,47.393525,104.993754,0.186133,PASS,92.558798
S00039,L0001,T03,39,47.32194,2.451469,-0.200039,980.503971,68.857779,66.272006,45.840663,111.858344,0.882654,PASS,72.833289
S00593,L0029,T02,593,49.300685,4.837572,-0.577416,969.586913,54.271731,67.996392,47.766323,112.029156,0.678916,FAIL,76.697862
S00155,L0007,T03,155,49.143553,4.498943,-3.751219,1025.225547,44.884806,62.376063,45.127489,110.877026,0.899456,FAIL,69.252089
S00640,L0032,T03,640,49.06455,3.660234,-1.665327,938.080124,19.814154,64.828606,48.603272,102.681345,0.101515,PASS,96.047511
S00098,L0004,T05,98,52.721387,4.181538,-3.451494,4752.298005,19.75344,63.969966,49.272349,100.892133,0.195606,PASS,94.987119
S00234,L0011,T01,234,49.729761,5.541518,-0.91815,986.06396,,69.278561,48.395411,102.471831,0.438156,FAIL,87.432466
S00113,L0005,T02,113,54.49635,4.169641,-1.958123,1016.140385,23.496114,69.359669,53.177875,91.98361,0.871123,FAIL,72.325227
S00615,L0030,T01,615,51.82516,4.524712,-1.679126,1013.095799,24.005645,67.550995,50.658157,99.603242,0.520727,PASS,81.093767
S00114,L0005,T01,114,50.614772,3.939305,-1.364268,4696.980725,56.725226,70.319705,49.279712,102.76349,0.626293,FAIL,77.202411
S00669,L0033,T02,669,49.615819,5.726053,-2.377673,1002.617673,29.23166,71.147717,46.951437,109.293707,0.604276,PASS,79.111674
S00311,L0015,T01,311,52.107556,4.273189,-1.370388,940.150385,67.504336,68.470096,50.876639,99.32584,0.926694,FAIL,66.534204
S00753,L0037,T03,753,49.553859,3.121054,-1.581286,938.128184,29.276044,69.625179,47.534192,106.151117,0.229224,PASS,92.667856
S00271,L0013,T01,271,51.468511,5.382396,0.343824,1023.583172,23.121204,62.010897,51.86238,98.78849,0.799576,FAIL,72.480493
S00250,L0012,T01,250,52.088512,4.968885,-2.720443,1034.21838,41.974644,69.347707,47.898422,108.476545,0.506466,PASS,83.681658
S00552,L0027,T01,552,51.656445,1.93552,-1.083826,1024.004963,45.57906,64.709639,51.701884,98.879348,0.718966,FAIL,76.376323
S00445,L0022,T01,445,53.346057,5.039115,0.667798,922.752243,62.101622,71.150176,55.461999,92.760932,0.998079,FAIL,69.097606
S00743,L0037,T04,743,50.554997,4.751234,0.287454,963.510011,32.831125,66.128585,51.653027,100.099779,0.812477,FAIL,73.151764
S00014,L0000,T03,14,45.089522,8.205653,-1.487054,1031.549064,35.218997,68.534892,45.398344,106.961244,0.957341,FAIL,65.855885
S00286,L0014,T01,286,49.539974,4.413215,-2.048478,1039.990065,31.902628,67.557442,47.781379,108.088703,0.335255,PASS,88.384109
S00474,L0023,T05,474,51.21607,3.675061,-2.997962,988.04575,35.01938,66.365916,48.180209,103.203346,0.237882,PASS,92.269825
S00154,L0007,T01,154,49.12639,2.434863,-0.594802,1024.905169,31.436545,,47.997597,106.881062,0.145123,PASS,93.834801
S00112,L0005,T05,112,51.080121,4.108901,-1.677791,945.258262,33.987684,71.711165,49.082335,100.389457,0.306655,PASS,89.745552
S00200,L0010,T02,200,49.422757,3.439231,-0.488702,955.435723,48.980437,65.384571,48.27831,107.821257,0.358686,PASS,85.550362
S00619,L0030,T01,619,49.158732,3.966623,-0.335251,987.343512,40.171584,71.01405,48.058609,104.096965,0.342433,PASS,92.867788
S00273,L0013,T01,273,49.497307,1.12525,-1.876527,943.35138,44.547741,70.637256,47.991309,103.138345,0.162934,FAIL,93.599243
S00626,L0031,T04,626,52.684369,7.246022,-1.236573,942.983366,47.551424,67.339288,52.208983,97.387346,0.979025,FAIL,67.442529
S00072,L0003,T01,72,47.715869,7.538774,-4.034178,1021.616246,34.065419,67.110662,45.148675,113.113052,0.950127,PASS,68.571562
S00734,L0036,T02,734,51.655101,5.285566,-1.378684,992.927203,23.372744,71.053785,50.652467,98.759894,0.595314,FAIL,80.748296
S00171,L0008,T02,171,48.737457,6.164528,-0.153003,987.217883,34.912358,67.707201,47.719268,104.891456,0.579033,PASS,80.130142
S00584,L0029,T02,584,45.960542,3.654731,-1.662215,962.402647,53.984226,71.996899,43.977156,114.223359,0.962022,FAIL,64.847457
S00274,L0013,T05,274,48.862299,4.217593,-2.164477,1018.76405,31.323958,73.163468,48.39609,104.40953,0.214816,PASS,93.165879
S00340,L0017,T01,340,47.007391,3.856021,-2.079564,955.832677,64.347882,68.898421,44.566039,113.088836,0.96837,FAIL,71.317474
S00479,L0023,T02,479,47.333962,3.859608,-2.05238,985.467541,14.506716,66.409996,45.573287,110.961661,0.469056,FAIL,83.98152
S00005,L0000,T04,5,50.08808,2.466108,-3.093261,1021.377521,37.085796,68.77805,49.354788,102.937535,0.237452,FAIL,91.286673
S00422,L0021,T02,422,54.299584,4.115311,-1.634627,907.815192,26.610771,73.404359,52.968223,95.627387,0.868762,PASS,72.373379
S00523,L0026,T02,523,52.121567,5.264706,-1.506445,917.17906,45.497833,67.389839,51.000543,97.822182,0.866682,FAIL,72.860114
S00217,L0010,T01,217,47.502127,2.931148,-0.614675,937.178596,47.452826,62.696546,46.171994,109.047856,0.688116,FAIL,75.642014
S00329,L0016,T02,329,49.253606,4.386594,0.019114,994.127271,31.921627,67.542788,48.710231,98.409051,0.249336,PASS,89.459483
S00673,L0033,T03,673,49.607843,3.167816,-0.664075,941.38784,58.046506,68.497363,47.839518,105.604046,0.95405,PASS,84.415521
S00193,L0009,T01,193,48.993271,3.131143,-2.469709,1024.179534,28.673843,65.183428,46.270538,108.947369,0.442665,PASS,83.12927
S00004,L0000,T01,4,50.348547,4.676402,-1.50647,977.994392,24.819563,63.755843,49.146249,103.214725,0.266287,PASS,90.46277
S00577,L0028,T05,577,52.842602,3.880233,-1.271192,1038.033582,42.497768,67.167915,52.569909,93.431425,0.912089,FAIL,69.337608
S00575,L0028,T01,575,51.023982,7.013987,-0.916961,919.677134,49.175876,58.332617,49.205169,103.881711,0.806137,FAIL,72.49705
S00152,L0007,T01,152,49.459392,7.839354,-0.311728,989.626291,37.58431,72.350541,48.055999,105.806109,0.721125,FAIL,76.535754
S00028,L0001,T01,28,54.674174,4.641557,-1.470855,1038.78297,35.335877,70.395872,53.6649,94.387979,0.95946,FAIL,66.775491
S00204,L0010,T02,204,49.323949,2.129737,-0.388648,975.264514,26.321253,73.061029,48.419606,106.417326,0.073807,PASS,94.754122
S00522,L0026,T01,522,48.119778,3.354066,-0.422871,924.442261,29.309753,68.178866,47.236096,106.722521,0.295772,PASS,92.357207
S00147,L0007,T05,147,51.273985,4.705811,-2.136588,984.201642,58.273039,67.068346,48.709305,104.939646,0.620124,PASS,81.649046
S00235,L0011,T01,235,51.580184,2.918289,-1.996023,966.520926,24.042207,67.442384,50.099532,100.661126,0.252594,FAIL,91.990929
S00542,L0027,T03,542,51.299519,2.972244,-1.744021,1042.547631,34.895669,72.329308,49.063458,103.917841,0.215436,FAIL,91.02122
S00516,L0025,T01,516,51.308689,6.66498,-0.896431,1009.101173,55.211731,63.827353,51.95054,97.757692,0.97804,FAIL,67.365005
S00343,L0017,T04,343,48.723829,4.631452,-0.739229,1005.314028,48.326306,66.541401,47.711834,105.312813,0.592095,FAIL,80.012534
S00187,L0009,T01,187,50.510739,5.201169,-1.205763,950.34333,47.310299,69.799801,50.543403,100.241051,0.828824,PASS,73.931418
S00660,L0033,T04,660,51.572538,3.846331,-1.937112,995.98663,52.269351,62.632384,50.343235,102.087612,0.746542,FAIL,74.61324
S00185,L0009,T02,185,50.826641,4.719656,-1.732699,1029.585515,28.517958,61.351176,49.760234,101.835895,0.425685,PASS,84.460753
S00262,L0013,T04,262,48.319191,0.302275,-1.586561,979.314198,26.700039,67.069958,46.469839,105.3868,0.145375,PASS,94.848432
S00188,L0009,T01,188,51.036219,4.69567,-0.614715,923.529734,42.654566,72.855071,49.438621,106.084115,0.552295,FAIL,77.92282
S00013,L0000,T02,13,51.772456,3.970412,-3.541106,952.95987,37.659181,67.412854,48.488047,104.962287,0.243701,PASS,92.802329
S00183,L0009,T04,183,53.248837,5.109584,-0.17212,1014.634743,29.441528,68.521936,52.967499,95.16765,0.972799,FAIL,67.827529
S00458,L0022,T01,458,50.350673,4.092078,-1.180354,1073.370658,58.592188,69.933003,50.584696,97.722153,0.849638,PASS,71.847109
S00554,L0027,T02,554,48.367252,3.060927,-0.062465,1034.897614,43.204076,71.43778,47.581937,106.29434,0.374746,FAIL,85.36894
S00776,L0038,T01,776,46.205683,7.626809,-4.346222,994.853895,33.049845,68.020918,41.594515,118.661246,0.996903,FAIL,68.68303
S00541,L0027,T02,541,52.504132,3.295056,-0.595593,987.507971,40.21214,73.303388,51.372328,98.892897,0.729543,PASS,75.107552
S00499,L0024,T04,499,46.711849,5.656324,-1.029037,1011.423956,45.323299,68.974689,45.853633,110.785744,0.896156,FAIL,70.163563
S00543,L0027,T04,543,49.0309,6.664651,0.705137,978.201667,37.704716,69.012693,48.859348,104.288488,0.58912,PASS,82.030572
S00035,L0001,T01,35,51.264321,2.883369,-1.356881,981.854721,51.951016,60.167107,50.214368,102.461881,0.628624,PASS,79.932711
S00454,L0022,T01,454,49.052746,1.292455,-4.593539,945.56758,19.894623,63.766401,44.246933,114.447024,0.519556,FAIL,81.014566
S00592,L0029,T01,592,50.147058,1.437156,-2.995555,971.677577,30.256882,66.325875,46.498659,109.135145,0.25198,PASS,90.532788
S00328,L0016,T01,328,46.041621,4.374719,-2.741763,1006.082933,25.091137,69.598081,44.106239,117.422148,0.865721,PASS,72.554337
S00735,L0036,T03,735,50.086116,3.873443,0.767606,1056.822373,23.749936,67.2248,50.101494,99.842182,0.338607,PASS,89.922291
S00207,L0010,T03,207,50.409884,1.773842,-0.939955,1024.538857,50.077078,68.728963,49.730193,101.075512,0.386185,PASS,87.357478
S00344,L0017,T05,344,48.942422,5.406706,-1.091584,994.990623,42.782653,61.594625,46.919273,111.126511,0.740899,FAIL,74.895999
S00713,L0035,T01,713,50.242487,4.675009,-1.414029,917.960268,27.652892,63.996866,47.753271,105.906764,0.314761,FAIL,88.917648
S00407,L0020,T02,407,50.411016,5.684726,-1.023995,1008.407633,,72.159174,49.956525,101.000782,0.507714,FAIL,81.636176
S00769,L0038,T01,769,51.424762,1.73717,-1.658347,,45.397414,67.571862,49.218371,101.266859,0.241089,PASS,90.545368
S00514,L0025,T04,514,51.77867,2.621126,-3.716751,978.205402,54.286612,70.262093,47.257383,104.880888,0.539757,PASS,81.709997
S00595,L0029,T01,595,47.990639,5.087891,-3.226499,983.672425,26.605658,70.599722,46.222617,108.837564,0.639863,FAIL,78.877347
S00353,L0017,T03,353,49.056107,2.412169,-1.511596,,58.502754,68.573296,47.400326,109.03516,0.54559,FAIL,80.253822
S00008,L0000,T01,8,47.035774,6.359763,-2.381259,949.905206,39.076635,68.249401,43.596536,113.627385,0.980808,FAIL,66.852145
S00355,L0017,T02,355,50.085628,1.390438,-0.773259,1044.468712,48.671122,66.722907,49.289681,100.560841,0.256232,PASS,89.442376
S00330,L0016,T03,330,49.235971,6.771741,-1.826386,1008.998064,20.015229,61.253626,46.988702,110.222491,0.588353,PASS,78.474148
S00033,L0001,T01,33,47.380818,3.074232,-0.72289,1032.765787,50.730944,65.344827,46.800543,111.11607,0.630223,FAIL,77.391808
S00390,L0019,T01,390,46.254131,6.878545,0.491388,1062.491013,51.313294,65.959316,46.095355,109.214127,0.944867,FAIL,67.544215
S00364,L0018,T01,364,52.61011,46.80521,-0.698262,1032.054829,47.153145,62.090119,52.41379,97.095623,0.944312,FAIL,71.302444
S00528,L0026,T01,528,49.235672,4.024342,-0.611292,972.030731,39.541603,62.854064,49.876413,104.420572,0.521704,FAIL,84.585035
S00551,L0027,T01,551,51.289758,3.764572,0.097807,,53.686373,67.013298,51.893406,98.212868,0.913847,FAIL,72.217205
S00103,L0005,T01,103,52.99462,,0.387309,1035.579979,33.880637,70.17818,53.803493,91.48987,0.964913,FAIL,67.177832
S00158,L0007,T01,158,51.401427,5.4661,-3.159178,998.798744,40.531825,63.46151,48.342758,104.345301,0.453829,FAIL,84.44666
S00194,L0009,T01,194,47.689052,5.678299,-0.951442,909.765782,37.333775,65.213207,46.83557,110.515074,0.719127,FAIL,74.140822
S00662,L0033,T01,662,51.902227,5.473633,-2.272699,980.588361,22.064699,63.411466,49.631128,103.359555,0.396899,FAIL,84.46966
S00726,L0036,T01,726,50.919636,6.355006,-4.970646,940.860635,45.474472,66.042342,45.156836,114.59618,0.954147,FAIL,68.438477
S00280,L0014,T01,280,48.104321,4.135916,-1.980873,956.503712,28.364918,62.474031,45.953144,110.197637,0.61271,PASS,81.552301
S00357,L0017,T03,357,51.929276,5.839388,,969.76234,32.726407,70.311259,49.766733,103.241601,0.608512,FAIL,78.712316
S00351,L0017,T01,351,,1.006634,-3.543954,974.270863,37.559524,69.664264,47.656769,106.272228,0.141043,PASS,94.626001
S00295,L0014,T01,295,50.220426,4.609926,-2.798024,1010.562997,30.90734,73.163739,47.374086,104.22203,0.419482,FAIL,82.372665
S00498,L0024,T04,498,48.127909,6.114624,-1.013776,994.460156,37.418167,62.543676,46.436416,108.472735,0.811601,FAIL,72.664949
S00191,L0009,T01,191,49.812722,4.062466,0.082393,906.987313,35.238924,,49.739203,103.944055,0.439698,FAIL,85.460256
S00270,L0013,T01,270,46.442841,3.258382,-2.642254,1002.730791,45.035308,70.280688,43.902189,116.676782,0.93223,PASS,69.374777
S00127,L0006,T01,127,49.916855,5.078692,-0.972957,967.140171,20.491059,78.267522,49.847203,99.226059,0.375236,FAIL,85.597141
S00381,L0019,T01,381,48.553503,3.974848,-0.783387,1078.238095,47.616394,69.277803,48.181834,102.265972,0.416324,FAIL,85.158663
S00051,L0002,T02,51,54.540609,4.017272,-0.743943,891.466474,43.809143,69.729915,52.830683,92.72094,0.935945,FAIL,68.920314
S00216,L0010,T01,216,47.812289,2.626588,-1.969892,934.331223,43.294846,63.10761,46.098245,110.845539,0.61883,FAIL,79.506352
S00617,L0030,T01,617,50.646626,3.827178,-2.208206,943.787341,33.662027,65.743506,47.28132,106.675397,0.389025,FAIL,83.909411
S00559,L0027,T03,559,53.458922,5.647743,-4.72808,916.817824,29.444441,64.163548,47.488385,104.841504,0.492556,FAIL,84.058884
S00685,L0034,T02,685,50.428529,3.249291,0.310416,911.001615,38.441565,62.787143,51.321635,98.693757,0.697153,FAIL,79.067213
S00583,L0029,T02,583,49.50424,5.378595,-4.183374,992.919691,48.311934,65.888135,45.513055,107.613524,0.921802,FAIL,68.903746
S00791,L0039,T01,791,50.129195,1.965657,-2.946992,934.513969,50.365895,70.405086,47.75028,109.135745,0.321791,PASS,86.275992
S00247,L0012,T02,247,48.144873,5.570226,-2.048873,977.706738,31.883386,67.710681,47.033162,106.416218,0.606747,FAIL,77.428361
S00173,L0008,T01,173,45.532543,1.847227,-1.37465,944.481701,40.275924,64.286016,44.588702,115.163411,0.764132,FAIL,74.200626
S00396,L0019,T01,396,45.321895,4.336478,-2.78656,904.610082,40.899677,75.722593,43.241955,113.385725,0.967933,FAIL,65.038
S00331,L0016,T01,331,48.570681,5.836973,-0.645407,957.124202,40.689512,71.677575,48.942671,99.25563,0.554458,FAIL,80.895194
S00688,L0034,T01,688,52.67012,4.67348,0.555324,1025.916377,19.912186,66.086702,54.498753,90.718349,0.952449,PASS,68.48805
S00372,L0018,T01,372,48.167555,3.781119,-1.583714,970.51899,49.793245,67.280522,46.191735,110.432375,0.783596,FAIL,73.146517
S00464,L0023,T05,464,51.655202,6.071188,-3.054554,974.035351,36.113761,63.636666,47.929371,107.217405,0.543588,PASS,82.414401
S00447,L0022,T01,447,52.9159,5.368044,-2.949776,1014.28751,52.066582,75.971551,48.457798,106.272034,0.577628,FAIL,80.36269
S00473,L0023,T05,473,51.310118,6.45716,-1.339962,988.797213,34.622661,67.583928,49.695258,100.8526,0.682693,PASS,74.295197
S00044,L0002,T02,44,47.36561,6.035296,-2.46496,1000.275249,10.787144,62.556429,45.66622,111.365134,0.640193,PASS,77.762548
S00302,L0015,T05,302,50.527585,5.434379,-2.18061,1034.221168,41.415144,68.457235,49.190489,101.643087,0.56849,FAIL,80.430591
S00651,L0032,T01,651,48.769023,2.995908,-1.22428,967.740809,17.371965,65.608927,47.350769,103.898396,0.144674,PASS,92.74834
S00502,L0025,T02,502,49.691325,6.170553,-2.517124,1011.218133,38.78689,70.849491,47.367051,108.574881,0.693469,FAIL,77.41616
S00599,L0029,T02,599,46.160629,3.678428,-0.996048,1021.613861,31.340492,63.411753,44.942535,114.047098,0.772941,FAIL,76.173871
S00043,L0002,T02,43,52.414884,2.875517,-0.9708,973.342927,32.886544,69.576727,51.429493,95.983365,0.609768,PASS,78.46094
S00563,L0028,T02,563,47.951895,3.23491,-0.842571,947.197177,50.481789,62.87149,45.484146,114.320772,0.838199,FAIL,71.758907
S00590,L0029,T01,590,51.511835,7.188854,-2.948916,945.897928,27.771058,70.164925,48.295314,106.758063,0.481544,PASS,84.351516
S00766,L0038,T02,766,53.755168,5.011968,-0.413914,973.692844,35.159473,67.095436,54.4602,89.146654,0.981244,FAIL,65.859557
S00009,L0000,T04,9,50.884049,6.351165,0.313281,981.655468,19.466533,66.796404,51.977438,94.0741,0.846919,PASS,72.270985
S00703,L0035,T01,703,49.9394,3.897011,-1.342163,934.156069,46.829584,70.223624,48.242139,106.503259,0.385936,PASS,85.808389
S00742,L0037,T01,742,55.46819,5.183247,-2.005227,1021.117356,59.069969,59.836367,53.4876,93.9716,0.989762,PASS,67.674734
S00209,L0010,T03,209,49.407076,2.455224,-2.612258,959.49934,50.327125,68.843688,45.977837,110.692853,0.709008,FAIL,72.977655
S00420,L0021,T01,420,51.021085,3.864936,,954.350578,51.759422,63.830629,46.333652,113.209031,0.789027,FAIL,72.353788
S00544,L0027,T01,544,51.922565,4.925608,0.415093,958.290042,37.866359,69.04029,52.625514,99.286745,0.930835,FAIL,71.541297
S00060,L0003,T01,60,46.238313,2.294768,-4.64162,952.046305,34.327649,70.111661,43.567427,113.129923,0.866079,FAIL,70.897922
S00230,L0011,T01,230,50.751843,6.171195,-1.823134,1007.065104,52.429365,71.689869,49.262661,103.722115,0.780876,PASS,73.354307
S00475,L0023,T01,475,47.708655,7.005275,-1.447026,952.10608,32.30414,68.475638,45.664728,108.494052,0.900008,FAIL,70.814241
S00125,L0006,T01,125,51.447995,4.503152,-0.367512,956.548089,42.476899,60.094146,51.858013,100.274624,0.885852,PASS,72.680272
S00095,L0004,T01,95,48.181237,8.874145,-0.581393,1079.069183,40.243539,68.565369,48.029786,104.953105,0.829619,FAIL,69.739674
S00656,L0032,T01,656,48.501797,3.842559,-0.265771,998.003463,42.310925,72.465369,46.921782,109.314887,0.579038,FAIL,81.039358
S00602,L0030,T01,602,45.999091,4.156815,0.360563,958.825612,49.063645,68.453285,45.372081,110.085329,0.888092,PASS,71.609354
S00428,L0021,T02,428,51.171816,5.245856,-2.306838,956.096557,34.04364,67.32134,48.112411,104.248496,0.387723,FAIL,88.7442
S00652,L0032,T02,652,48.399229,6.772595,-1.577087,1030.871985,21.106923,69.961113,47.705636,107.200367,0.461089,PASS,84.941684
S00299,L0014,T01,299,50.130642,3.333858,-0.94222,988.743409,29.29569,74.990422,47.682232,106.307766,0.225432,PASS,89.80789
S00504,L0025,T01,504,50.673033,2.891889,-0.984779,966.358121,16.381504,67.235578,49.576293,101.324802,0.126018,PASS,92.851812
S00379,L0018,T01,379,49.621131,4.158489,-3.863151,1040.214569,48.984973,70.568033,45.620772,110.563562,0.866328,FAIL,68.804765
S00405,L0020,T02,405,51.227072,4.381065,-2.112118,1020.581323,23.402896,67.720387,49.066041,101.403957,0.216102,PASS,91.722298
S00057,L0002,T01,57,48.640483,5.043079,-3.397498,935.392205,27.453858,73.127364,45.142648,110.819831,0.812331,FAIL,70.792359
S00068,L0003,T01,68,53.064722,3.965241,-1.736561,876.791381,28.859978,59.358717,50.596992,100.251918,0.51231,PASS,83.420952
S00024,L0001,T01,24,47.839154,6.60312,-0.382689,975.678834,58.778835,70.856758,47.225626,107.845014,0.902361,FAIL,69.394214
S00628,L0031,T03,628,51.307503,7.976402,-2.150837,1061.598818,11.818174,68.328896,49.214905,102.382471,0.452966,PASS,85.637726
S00597,L0029,T03,597,50.046652,3.169933,-1.911255,1004.73564,33.727811,70.793648,47.774402,103.627021,0.242684,PASS,93.751042
S00081,L0004,T02,81,51.362833,3.899712,-0.880119,921.009307,40.893535,69.913147,50.239075,101.323186,0.597552,FAIL,78.195464
S00658,L0032,T03,658,53.737054,2.20857,-1.116283,925.749842,67.289249,69.260301,52.543888,97.675751,0.949304,FAIL,68.175084
S00603,L0030,T01,603,50.379033,1.935504,-0.625281,968.964729,33.039303,63.417782,49.556969,99.694541,0.187508,PASS,92.918224
S00413,L0020,T01,413,52.112732,7.568947,1.409215,1006.152012,40.825259,70.869879,53.964878,94.633256,0.99346,FAIL,66.77049
S00744,L0037,T02,744,47.634236,3.777151,-2.389937,1054.807639,29.309919,61.087674,46.172903,115.051577,0.543252,FAIL,80.888131
S00548,L0027,T01,548,49.107684,4.950894,-1.604983,1028.993488,56.843779,59.842453,48.667767,106.802401,0.619759,PASS,77.304109
S00785,L0039,T01,785,52.624901,3.756276,-0.281711,956.586593,40.72755,67.731628,52.141518,93.879546,0.863369,FAIL,67.64669
S00686,L0034,T03,686,49.156951,3.141111,-3.252148,981.731575,29.42612,72.555935,45.859105,108.096563,0.5361,PASS,84.862564
S00001,L0000,T01,1,50.443977,3.93844,-0.838723,1033.551612,29.520623,66.786664,49.916417,101.094951,0.384395,FAIL,87.9244
S00538,L0026,T01,538,50.380511,4.307297,-2.089771,975.253771,37.662044,72.164225,48.913924,104.820757,0.340927,FAIL,89.660852
S00164,L0008,T01,164,49.041597,4.200471,-3.113261,900.935706,24.348632,67.959307,44.268694,112.207902,0.834026,FAIL,70.74747
S00143,L0007,T01,143,43.85765,3.143427,-1.741485,1035.246855,23.357275,72.677623,42.545421,114.21908,0.921497,FAIL,70.791067
S00096,L0004,T01,96,46.260556,4.173441,-0.349477,885.750219,42.642359,63.713898,46.019734,110.331716,0.769872,FAIL,73.826913
S00409,L0020,T01,409,47.920753,4.343165,-0.769397,1032.12624,49.736762,65.013673,47.244319,107.106294,0.666965,PASS,77.668443
S00339,L0016,T04,339,47.570788,1.904958,-3.443397,1019.078414,41.486338,68.762065,43.486817,114.536496,0.895624,FAIL,69.541466
S00741,L0037,T02,741,50.837485,2.981034,-1.420041,982.219045,32.672202,70.342876,49.522454,102.863981,0.260456,PASS,94.551051
S00465,L0023,T03,465,47.588262,4.007138,-1.958157,1015.606128,18.56877,62.24482,45.625688,112.69333,0.530946,PASS,84.944723
