sample_id,lot_id,tool_id,sequence,pressure_mean,pressure_std,temperature_c,rf_power_w,gas_flow_sccm,motor_current_a,vibration_rms,endpoint_slope,step_duration_s,anomaly_type,anomaly_score,yield_loss_proxy
S00456,L0022,T02,456,28.104911,0.347434,43.125988,817.239219,102.745226,12.428787,0.839288,-0.038781,71.221477,NORMAL,0.108828,4.771016
S00355,L0017,T01,355,29.388708,0.207845,45.880043,830.619577,105.813148,11.212259,0.655818,-0.033776,75.075886,NORMAL,0.147946,5.95751
S00643,L0032,T02,643,26.424968,0.605329,45.917248,781.065296,101.260004,14.573124,2.680385,-0.034715,81.455694,BEARING,0.797517,19.426183
S00224,L0011,T01,224,26.088511,0.440062,44.886602,800.666914,104.176666,11.32198,1.184483,-0.030659,64.672136,NORMAL,0.350043,17.269889
S00122,L0006,T01,122,29.140419,0.257759,44.049458,842.615257,104.191041,11.860195,0.668124,-0.020195,74.177911,NORMAL,0.177999,9.084495
S00769,L0038,T03,769,30.036651,0.45553,42.613846,842.987177,,11.377528,0.719492,-0.034818,79.420449,NORMAL,0.273183,8.215871
S00678,L0033,T02,678,28.481678,0.415697,44.571267,965.602811,106.047846,10.961166,1.152522,-0.040663,75.749538,ARC,0.580146,21.517481
S00695,L0034,T02,695,26.615695,0.284196,46.078614,858.874636,103.758389,11.833004,0.680096,-0.049249,75.464128,NORMAL,0.237451,6.356198
S00563,L0028,T01,563,28.472648,0.329296,45.178165,848.786338,106.359569,11.776529,1.06196,-0.039218,68.27348,NORMAL,0.243412,9.576525
S00708,L0035,T01,708,25.984672,0.351108,44.080276,846.215726,109.00013,11.457912,0.854054,-0.055809,71.137283,NORMAL,0.267596,7.837801
S00406,L0020,T01,406,27.031733,0.322797,41.6719,826.651328,101.141605,12.488563,0.509737,-0.031222,70.571318,NORMAL,0.145741,8.839489
S00799,L0039,T01,799,27.677314,0.496083,46.238332,813.39712,102.542426,13.09077,,-0.040297,80.762794,NORMAL,0.227801,9.765286
S00436,L0021,T02,436,27.56127,0.482726,44.159795,930.798364,106.947386,12.926419,1.282769,-0.042043,66.642605,ARC,0.540306,20.969194
S00068,L0003,T01,68,27.91472,0.262874,40.320895,804.792367,105.95993,12.043349,0.251994,-0.026658,70.871697,NORMAL,0.108002,6.773901
S00308,L0015,T03,308,27.309189,0.223033,40.962254,801.497079,104.289619,12.843698,1.029108,-0.046117,74.095949,NORMAL,0.193833,2.179073
S00540,L0027,T02,540,27.126241,0.487188,43.069719,790.800507,105.473268,11.841043,0.776621,-0.046797,71.261607,NORMAL,0.238484,7.97831
S00618,L0030,T04,618,28.93515,0.356359,44.575839,828.601814,106.817213,11.922041,1.457993,-0.051596,69.163244,NORMAL,0.32185,16.46993
S00363,L0018,T01,363,28.012311,0.242545,44.386003,824.997128,101.029493,12.475844,0.858031,-0.051057,70.876327,NORMAL,0.088252,1.601316
S00412,L0020,T01,412,29.54371,0.368823,45.040452,831.239248,108.494673,,2.276606,-0.029699,78.259464,BEARING,0.566641,21.669961
S00100,L0005,T01,100,26.605811,0.337179,43.308473,848.815686,98.635903,12.182978,0.999952,-0.021974,71.612973,NORMAL,0.103526,10.283605
S00520,L0026,T01,520,28.754372,0.482989,42.2182,945.01589,105.292288,10.894306,0.691776,-0.042954,70.65794,ARC,0.471006,15.948953
S00044,L0002,T01,44,27.005392,0.365544,46.077707,821.04671,,10.752832,0.920839,-0.044144,71.161673,NORMAL,0.173943,4.696148
S00021,L0001,T03,21,29.161863,0.625833,43.668415,843.538085,103.800942,11.603288,0.441757,-0.045081,71.445956,NORMAL,0.273397,6.961472
S00625,L0031,T01,625,29.638459,0.268019,41.915337,868.781484,108.23261,12.538024,0.775696,-0.043137,76.840505,NORMAL,0.270881,7.269244
S00604,L0030,T01,604,29.37323,0.561896,43.624132,808.317613,109.250827,12.713526,0.625547,-0.036539,70.23691,NORMAL,0.238341,8.296287
S00002,L0000,T01,2,26.438686,0.199604,45.431257,833.341494,107.392621,12.219866,0.471571,-0.047341,69.127824,NORMAL,0.161321,2.767345
S00370,L0018,T04,370,27.171552,0.499455,45.053066,820.450646,107.369236,11.82778,,-0.045458,69.980471,NORMAL,0.167413,9.278412
S00185,L0009,T02,185,28.575402,0.500845,45.201988,787.921827,111.526507,15.00286,2.511124,-0.025152,66.578048,BEARING,0.661958,25.600776
S00316,L0015,T03,316,27.981359,0.195869,45.244049,863.438392,100.771062,11.98349,1.006358,-0.034178,66.395645,ARC,0.210085,9.716839
S00091,L0004,T01,91,28.41813,0.25548,43.23069,810.345358,110.207623,12.021865,0.351264,-0.021297,69.498325,NORMAL,0.108913,2.759216
S00182,L0009,T04,182,26.902332,0.321132,42.036971,846.338921,105.225351,12.356525,0.691503,-0.025038,76.678245,NORMAL,0.201014,8.255148
S00270,L0013,T01,270,29.500461,0.254535,44.346336,840.230005,102.627174,12.623869,0.445996,-0.03666,70.464169,NORMAL,0.189232,6.462458
S00636,L0031,T01,636,28.813719,2.76287,42.793872,948.716251,105.578217,12.423149,0.849871,-0.039157,66.109839,ARC,0.444016,16.214235
S00354,L0017,T03,354,28.21034,0.41368,43.956601,774.817816,106.751664,12.375091,0.868161,-0.037171,370.04892,NORMAL,0.243933,7.121216
S00218,L0010,T03,218,26.818236,0.289344,45.230813,810.405785,107.419716,12.057594,0.669749,-0.036484,74.351078,NORMAL,0.15541,5.145269
S00264,L0013,T01,264,29.078008,0.16346,44.047271,798.844123,102.765021,13.569759,0.943605,-0.039264,65.490282,NORMAL,0.183556,9.468674
S00439,L0021,T02,439,30.141083,0.324889,44.417511,808.725423,106.28064,12.095438,0.874684,0.023737,,ENDPOINT,0.235134,5.706554
S00413,L0020,T02,413,27.89832,0.248205,46.143766,816.288311,102.717884,12.268647,0.928049,-0.051223,65.764273,NORMAL,0.108427,1.710544
S00516,L0025,T01,516,28.00047,0.243341,41.710966,797.212872,104.073386,13.116209,0.791364,-0.030407,70.664075,NORMAL,0.117826,7.085479
S00666,L0033,T01,666,28.266685,0.249134,45.398002,841.821994,109.345861,11.355174,0.789757,-0.031132,66.994696,NORMAL,0.130173,7.663833
S00314,L0015,T03,314,29.321909,0.353945,43.812991,819.124181,106.85019,11.847514,0.913976,0.011593,87.494867,ENDPOINT,0.185265,10.489389
S00507,L0025,T01,507,27.627675,0.46145,42.209634,804.167912,102.835044,12.1049,0.998947,-0.042777,64.562805,NORMAL,0.223296,7.98998
S00787,L0039,T01,787,28.577252,0.349357,43.256808,841.036818,109.216034,13.115539,0.389524,-0.030401,74.667405,NORMAL,0.168794,2.370459
S00366,L0018,T04,366,26.353234,0.240392,4.517313,984.098561,101.409429,11.827217,0.708557,-0.059974,73.583407,ARC,0.552683,13.531784
S00731,L0036,T03,731,28.573034,0.335857,43.886974,873.579067,104.615574,10.428287,0.682223,-0.042666,67.85781,NORMAL,0.246564,9.771529
S00515,L0025,T01,515,28.112734,0.41112,45.041763,803.262245,108.064296,1.192842,0.699845,-0.052867,69.076013,NORMAL,0.150261,3.951388
S00682,L0034,T01,682,28.101362,0.22388,44.245557,805.452961,103.711036,12.002195,0.982571,-0.038325,73.627257,NORMAL,0.143048,3.117307
S00470,L0023,T01,470,29.183015,0.328854,44.177108,840.986592,103.919292,11.749208,0.657806,-0.030948,72.767847,NORMAL,0.193831,8.251457
S00754,L0037,T02,754,27.432675,0.184107,43.349591,801.892329,110.44264,11.969094,0.505767,-0.036194,,NORMAL,0.119662,5.619703
S00352,L0017,T04,352,28.327942,0.264738,42.356507,827.561542,107.672248,11.125683,0.833128,-0.058142,72.827644,NORMAL,0.109768,0.567039
S00206,L0010,T03,206,27.617596,0.510983,43.81048,808.347941,103.623685,12.491018,0.983733,-0.047664,70.005717,NORMAL,0.221929,10.064063
S00149,L0007,T02,149,28.296449,0.406006,,868.972076,104.758277,12.743806,0.656834,0.002272,84.108603,ENDPOINT,0.238754,7.578024
S00493,L0024,T03,493,27.974696,0.494945,46.093453,782.372207,104.264122,11.812268,0.922767,-0.046878,77.481331,NORMAL,0.249763,10.148238
S00299,L0014,T01,299,27.850026,0.440756,43.740424,965.922299,101.80814,12.067694,0.900226,-0.047664,73.629433,ARC,0.50755,18.457862
S00519,L0025,T03,519,26.813658,0.220492,42.708103,794.624663,104.652529,12.11981,0.603927,-0.032657,74.24475,NORMAL,0.177878,2.209735
S00148,L0007,T03,148,28.960682,0.265568,46.126567,865.455539,104.781801,12.236414,0.70668,-0.046222,,NORMAL,0.228065,8.664335
S00043,L0002,T01,43,27.170795,0.43846,44.733623,853.174265,108.341026,10.924147,0.629612,-0.043156,72.839899,NORMAL,0.234011,6.166106
S00055,L0002,T01,55,28.392665,0.124042,44.001706,819.467133,108.395667,12.642401,1.130772,-0.031792,73.367193,NORMAL,0.134669,6.33682
S00271,L0013,T04,271,26.054082,0.288424,42.506394,850.160395,106.552776,11.700056,0.850384,-0.045077,75.948749,NORMAL,0.257399,4.305588
S00359,L0017,T03,359,26.673651,0.47895,44.41163,802.990315,108.873602,,0.479279,-0.065648,71.611762,NORMAL,0.228579,11.376867
S00606,L0030,T03,606,30.295623,0.300519,42.231479,825.006707,103.043643,11.738018,0.794897,-0.0505,,NORMAL,0.202428,8.932162
S00690,L0034,T01,690,26.957451,0.213722,45.987134,820.676909,104.932284,12.5376,0.512266,-0.04712,75.655846,NORMAL,0.10725,4.796587
S00557,L0027,T02,557,28.096852,,42.674205,825.450259,104.038892,11.653519,0.973063,-0.040828,71.637559,NORMAL,0.192637,5.965441
S00377,L0018,T04,377,27.538679,0.374104,44.221091,796.334658,104.60637,12.243873,0.279677,-0.061671,66.365188,NORMAL,0.175755,12.605156
S00315,L0015,T04,315,27.901021,0.329958,44.379849,822.167504,103.292596,12.084905,0.716634,-0.035428,80.122226,NORMAL,0.092857,5.043338
S00466,L0023,T02,466,28.563353,0.283791,42.729578,798.610305,104.919884,11.819439,0.900508,-0.042325,71.433804,NORMAL,0.177717,3.956821
S00530,L0026,T04,530,27.927005,0.268689,45.772665,801.587262,104.927623,11.832176,0.564333,-0.039091,75.929893,NORMAL,0.116854,9.168269
S00675,L0033,T01,675,27.69462,0.321514,43.451424,,107.179435,11.126623,0.564426,-0.052523,69.31012,NORMAL,0.169343,5.657763
S00196,L0009,T01,196,28.555728,0.210392,42.936736,832.339599,103.762415,10.81481,1.39694,-0.045633,75.524791,NORMAL,0.260469,14.581825
S00023,L0001,T04,23,29.903743,0.442606,45.623004,820.148723,111.185566,11.596661,0.754798,-0.032428,73.669644,NORMAL,0.206211,3.988002
S00584,L0029,T01,584,27.666812,0.262826,43.450188,778.116894,97.756736,11.250906,0.729713,-0.039849,77.603906,NORMAL,0.187074,6.944651
S00263,L0013,T01,263,28.432516,0.501842,44.045705,840.985478,105.506447,11.240607,0.654848,-0.037588,75.374432,NORMAL,0.19955,8.60877
S00645,L0032,T01,645,29.256888,0.314045,44.83743,,106.242207,11.577052,0.742621,-0.034526,74.030382,NORMAL,0.181263,7.192405
S00680,L0034,T01,680,28.222488,0.218885,43.517425,823.628901,106.445053,13.807073,0.967551,-0.037329,67.921914,NORMAL,0.116806,11.356484
S00146,L0007,T03,146,28.527577,0.392967,41.396804,802.999917,99.704415,11.191268,0.748445,-0.047687,,NORMAL,0.167121,8.132807
S00286,L0014,T02,286,27.262171,0.477997,42.952264,820.419358,100.89156,12.177722,0.689551,-0.037015,74.26963,NORMAL,0.157439,4.466668
S00737,L0036,T01,737,26.598923,0.362801,42.653015,975.33238,107.394063,11.176787,0.876611,0.011598,83.726344,ENDPOINT,0.568238,20.229174
S00508,L0025,T03,508,26.739351,0.397859,42.84299,954.182837,99.204645,11.511102,0.59656,-0.041366,65.599526,ARC,0.497954,12.477452
S00018,L0000,T01,18,26.765399,0.123893,45.177123,856.365803,104.03323,10.966572,1.005255,-0.040813,73.869552,NORMAL,0.234932,5.254553
S00447,L0022,T02,447,26.617844,,40.638727,796.719256,99.67834,12.488892,0.655573,-0.030259,69.620102,NORMAL,0.202668,6.450259
S00551,L0027,T01,551,27.530393,0.444316,44.245725,823.726214,107.542202,11.297475,0.450033,-0.046577,69.39429,NORMAL,0.143875,-1.480514
S00175,L0008,T02,175,27.606374,0.201562,42.823479,871.507768,105.751183,11.93868,0.610472,-0.030039,72.061235,NORMAL,0.198841,4.448286
S00791,L0039,T01,791,28.095976,0.22199,42.150303,813.588509,103.615371,11.360476,0.61209,,73.031146,NORMAL,0.076325,3.328939
S00036,L0001,T02,36,27.525542,0.275791,44.558113,832.377318,98.024973,12.613673,0.532365,-0.034329,72.331366,NORMAL,0.123614,4.576542
S00024,L0001,T02,24,26.453038,0.358482,40.710068,802.233015,103.67204,11.719305,1.011769,-0.054816,72.35915,NORMAL,0.264328,12.147042
S00616,L0030,T01,616,25.823309,0.335792,44.865106,822.13028,105.816576,11.157188,0.660185,-0.046024,69.265346,NORMAL,0.198108,8.896719
S00289,L0014,T01,289,26.552035,0.28123,43.577415,802.694994,108.297047,11.439051,0.563107,-0.037269,71.175705,NORMAL,0.185968,8.015802
S00667,L0033,T02,667,28.145212,0.373702,43.101863,813.087413,102.150063,12.803646,0.727101,-0.037085,72.977983,NORMAL,0.117967,7.424956
S00067,L0003,T02,67,28.017885,0.531646,43.65584,812.928554,106.891519,11.790781,1.229935,-0.048893,69.941643,NORMAL,0.258968,10.887302
S00030,L0001,T03,30,31.16432,0.154781,41.220525,837.709609,103.542674,11.025499,0.407746,-0.043436,70.792763,NORMAL,0.241185,10.418928
S00171,L0008,T03,171,30.237146,0.286812,42.144936,814.1199,101.547653,11.83228,0.62399,-0.036635,74.329312,NORMAL,0.19826,5.300247
S00474,L0023,T01,474,28.841988,0.371724,43.935362,806.800798,103.881655,12.073499,0.87136,-0.039108,78.592675,NORMAL,0.185868,10.11636
S00152,L0007,T01,152,29.77422,0.297725,45.640451,799.043637,100.531562,12.000714,0.62771,-0.0519,72.576044,NORMAL,0.215533,9.843409
S00647,L0032,T03,647,27.973218,0.410922,42.292467,843.567159,107.927983,12.1188,0.700036,-0.040769,73.560965,NORMAL,0.162987,5.689127
S00081,L0004,T01,81,30.206977,0.274699,44.909783,815.907105,99.936889,11.260432,1.15515,-0.009664,80.210325,ENDPOINT,0.278043,9.760871
S00728,L0036,T02,728,25.775246,0.442348,44.094725,828.721613,108.349936,13.247632,0.714651,-0.060145,68.731447,NORMAL,0.243629,11.158081
S00017,L0000,T01,17,26.92342,0.492692,44.93616,856.868725,109.0915,12.373891,0.560248,-0.033142,72.960708,NORMAL,0.269174,4.337985
S00273,L0013,T03,273,26.382891,0.369163,44.220539,787.706013,103.003827,12.068624,0.708334,,71.234462,NORMAL,0.253881,10.426403
S00054,L0002,T02,54,28.551692,0.279134,44.851387,836.479189,99.867361,11.911539,0.962283,-0.038225,75.194717,NORMAL,0.179137,2.314175
S00426,L0021,T01,426,30.303764,0.498006,44.072475,838.962925,107.219951,11.735073,0.619995,-0.048071,70.404892,NORMAL,0.287097,11.706949
S00382,L0019,T01,382,30.218745,0.268475,45.286634,798.632892,105.028168,13.061337,0.913246,-0.040822,70.161452,NORMAL,0.259785,8.399727
S00753,L0037,T01,753,28.023762,0.379202,44.680353,831.762629,97.536669,12.469458,0.801205,-0.040431,80.826167,NORMAL,0.125697,2.224365
S00234,L0011,T01,234,27.147437,0.266337,44.086106,848.700688,106.977037,15.097066,2.873559,-0.045917,68.071078,BEARING,0.699354,26.217826
S00401,L0020,T01,401,28.741067,0.389421,43.094837,849.578325,97.267755,11.647687,0.620047,-0.035506,73.728916,NORMAL,0.208354,6.310325
S00321,L0016,T02,321,27.715088,0.355532,40.969091,809.784215,103.702312,11.552703,0.804237,-0.043495,68.99955,NORMAL,0.129727,8.479887
S00732,L0036,T02,732,28.576214,0.302985,44.249767,836.723874,102.727364,11.978574,1.107118,-0.021189,69.673844,NORMAL,0.223146,8.364224
S00575,L0028,T01,575,27.96504,0.36417,44.24041,827.817007,109.189183,12.251096,0.954128,-0.036275,71.72522,NORMAL,0.150865,6.453419
S00445,L0022,T01,445,28.435492,0.516776,42.894167,837.261024,100.916006,12.514876,0.238552,,69.992617,NORMAL,0.194121,3.741224
S00483,L0024,T01,483,27.973195,0.345212,44.123277,818.160663,104.998581,12.514033,0.591209,-0.044693,73.138045,NORMAL,0.092241,1.10812
S00476,L0023,T01,476,27.796921,0.268139,43.685463,838.171446,103.549037,11.121011,1.003805,-0.036405,71.810918,NORMAL,0.173569,12.304821
S00102,L0005,T01,102,27.462115,0.279407,44.881522,871.282066,104.890178,15.108857,2.839341,-0.040115,70.33257,BEARING,0.734786,22.721553
S00400,L0020,T02,400,27.460221,0.281261,44.649653,812.530122,102.603692,12.574851,0.731912,-0.038628,73.089792,NORMAL,0.115979,5.244606
S00236,L0011,T02,236,27.016272,0.371083,43.50869,813.231152,105.675716,11.976653,0.601185,0.027772,82.643702,ENDPOINT,0.158879,5.222881
S00658,L0032,T02,658,26.550447,0.374083,41.833103,794.294893,104.829266,12.042522,0.573872,-0.043943,76.227274,NORMAL,0.230261,8.745801
S00487,L0024,T02,487,27.631741,0.456571,45.025424,796.456569,105.839207,10.477088,0.58453,-0.027717,72.47968,NORMAL,0.191414,8.234115
S00241,L0012,T01,241,29.453396,,43.885593,828.789132,106.022511,10.437725,0.905889,-0.030318,65.365281,NORMAL,0.2205,4.551795
S00766,L0038,T01,766,29.049552,0.347994,45.751876,824.297982,104.098128,12.573587,0.976785,-0.036305,68.91212,NORMAL,0.194417,5.551666
S00743,L0037,T03,743,27.241276,0.473894,43.929558,816.044497,107.417444,11.279115,0.462128,-0.037909,67.448114,NORMAL,0.166298,4.181789
S00385,L0019,T02,385,29.574041,0.449919,43.931066,854.941975,106.493718,13.349682,0.542197,-0.045727,67.337118,NORMAL,0.278537,13.170715
S00759,L0037,T01,759,29.579235,0.454694,45.335526,816.931857,102.250205,10.667379,1.101329,-0.048659,73.309489,NORMAL,0.275638,9.92985
S00716,L0035,T02,716,27.556896,0.407825,43.238144,798.15857,100.956618,11.995927,1.043567,-0.039137,72.826201,NORMAL,0.239607,9.408233
S00664,L0033,T01,664,27.192549,0.279316,45.618561,781.346663,104.350868,12.404017,0.964324,-0.066168,76.813329,NORMAL,0.247916,3.709904
S00053,L0002,T01,53,29.469211,0.337083,42.8639,880.208824,107.026806,12.789039,0.291954,-0.039146,78.87796,NORMAL,0.308253,12.222495
S00471,L0023,T01,471,27.518807,0.410428,45.201236,941.652081,102.611061,12.285766,1.128997,-0.043201,75.017084,ARC,0.513046,16.478816
S00430,L0021,T04,430,27.467319,0.303441,44.775705,827.352907,108.413456,12.717258,1.063438,-0.02126,70.014358,NORMAL,0.186736,5.033796
S00049,L0002,T04,49,29.479146,0.367399,42.588686,837.182983,106.601898,11.216046,0.867342,-0.045293,78.364145,NORMAL,0.2256,5.564213
S00243,L0012,T02,243,26.804438,0.427756,43.262325,766.683673,107.317141,12.506467,1.100507,-0.041491,75.507349,NORMAL,0.375135,18.107059
S00719,L0035,T01,719,28.381503,0.320056,42.585476,815.920259,102.238019,12.30775,0.93426,0.011422,82.370115,ENDPOINT,0.142853,9.594822
S00610,L0030,T02,610,27.264192,0.410736,44.073084,786.802314,105.591248,11.460388,0.639928,-0.035343,74.106693,NORMAL,0.222469,5.389403
S00038,L0001,T01,38,27.628398,0.397312,44.827317,841.261576,100.251779,13.162924,0.754729,-0.061361,69.640236,NORMAL,0.171062,7.801136
S00276,L0013,T03,276,29.663979,0.242347,43.694362,815.289635,102.96722,11.229378,1.147803,-0.035327,77.121657,NORMAL,0.242513,9.787977
S00216,L0010,T01,216,28.263595,0.478238,42.88654,856.010746,100.746076,12.001095,0.992917,-0.044463,66.623004,NORMAL,0.270995,10.336392
S00542,L0027,T01,542,27.862859,0.516933,42.175667,789.165511,102.725192,10.341425,0.877326,-0.0408,71.490893,NORMAL,0.232508,7.4678
S00223,L0011,T02,223,29.241285,0.500089,46.151421,,107.865274,11.315389,1.11034,-0.0417,67.555979,NORMAL,0.275235,13.825624
S00712,L0035,T04,712,29.701787,0.473107,43.206681,801.716369,105.831738,12.802378,1.129613,-0.050821,73.018816,NORMAL,0.331478,11.440007
S00129,L0006,T01,129,27.630577,0.360814,43.848841,794.43411,102.037844,13.068906,1.054321,-0.037219,73.197846,NORMAL,0.23617,9.700361
S00709,L0035,T01,709,28.185375,0.408744,41.954579,829.516412,99.332768,12.208115,0.990882,-0.036984,73.045739,NORMAL,0.182966,5.442787
S00378,L0018,T01,378,26.193841,,43.882918,796.82593,105.705622,10.583128,0.477716,-0.048461,76.937176,NORMAL,0.185978,7.977625
S00782,L0039,T01,782,28.472402,0.399809,41.933252,847.240581,102.653749,11.411381,0.69586,-0.051047,71.356738,NORMAL,0.191674,6.92385
S00094,L0004,T02,94,28.085798,0.223072,44.946499,824.936231,100.238072,11.460881,1.268628,-0.047186,68.254753,NORMAL,0.189556,10.545479
S00621,L0031,T02,621,30.391682,0.364242,44.004632,801.027846,108.048611,11.780813,0.822244,0.010425,83.828309,ENDPOINT,0.263636,9.933716
S00789,L0039,T01,789,26.645457,0.496923,45.724825,762.027831,105.078923,11.729135,0.796131,-0.031389,68.305329,NORMAL,0.336888,10.009682
S00469,L0023,T02,469,27.610692,0.03398,45.550504,813.570956,101.58846,13.3238,0.900733,-0.039043,73.719034,NORMAL,0.069216,5.763204
S00073,L0003,T03,73,,0.366831,44.844603,845.144932,105.532724,11.408512,0.935516,-0.049313,76.79876,NORMAL,0.237438,5.428084
S00165,L0008,T02,165,27.647324,0.410499,42.913651,852.638656,104.45799,11.489395,0.724454,-0.041164,74.334605,NORMAL,0.201855,8.228142
S00513,L0025,T02,513,26.926007,0.268529,43.719225,823.93504,105.746334,10.66193,0.924743,-0.046498,73.461137,NORMAL,0.161855,10.923456
S00257,L0012,T01,257,27.127205,0.532046,46.67792,794.84987,109.32915,13.471791,0.611121,-0.043349,69.769818,NORMAL,0.239527,5.908647
S00715,L0035,T03,715,27.342787,0.459355,41.178119,801.393939,102.178046,10.814001,0.719783,-0.046293,74.07051,NORMAL,0.194215,9.525171
S00457,L0022,T01,457,29.601301,0.269837,41.308534,774.12145,105.213551,12.40019,1.10149,-0.039454,68.710145,NORMAL,0.337593,16.238738
S00443,L0022,T02,443,25.985584,0.371215,48.096859,814.501492,103.874269,10.967149,0.287463,-0.030457,71.601795,NORMAL,0.207271,9.14671
S00310,L0015,T01,310,27.515999,0.086109,42.211184,832.549811,103.24682,12.069509,0.917311,-0.038907,70.763722,NORMAL,0.106429,6.308113
S00343,L0017,T01,343,25.811735,0.58403,43.016477,810.980896,105.943657,11.926404,0.540224,-0.043293,75.641693,NORMAL,0.277968,8.139525
S00705,L0035,T02,705,28.687081,0.461446,43.542456,835.758738,101.695086,11.959719,0.696188,-0.03969,64.678322,NORMAL,0.189112,9.312555
S00585,L0029,T03,585,27.217511,0.514153,,785.70359,105.55827,12.050799,0.814587,-0.035718,72.494111,NORMAL,0.25705,10.37184
S00738,L0036,T02,738,29.361545,0.468997,41.817992,849.391258,103.841103,16.478041,2.590681,-0.060822,72.157893,BEARING,0.706475,21.894424
S00717,L0035,T02,717,28.507999,0.218015,42.075252,762.897584,108.809738,10.883433,1.140441,-0.028316,70.332047,NORMAL,0.30777,9.705598
S00707,L0035,T03,707,28.934972,0.351963,45.317144,770.643308,108.487968,12.057105,1.049084,-0.024997,73.153492,NORMAL,0.320402,12.911747
S00740,L0037,T01,740,26.800059,0.356451,40.795027,778.561787,102.750193,11.308141,0.636661,-0.034487,65.68137,NORMAL,0.252705,7.561305
S00163,L0008,T03,163,26.755608,0.423121,43.151359,837.240849,102.524732,12.880455,0.722232,-0.03469,66.781539,NORMAL,0.211102,7.065887
S00346,L0017,T01,346,28.347545,0.32021,40.666293,795.794265,103.546518,11.016426,0.808861,-0.022792,70.84609,NORMAL,0.160159,2.414852
S00467,L0023,T02,467,27.60161,0.291792,43.629731,833.963409,106.899129,11.352609,0.516946,-0.061635,71.645446,NORMAL,0.127776,9.306123
S00080,L0004,T01,80,29.643111,0.417777,43.946458,824.019377,111.681033,11.570264,0.673188,-0.038147,68.258453,NORMAL,0.196648,4.88531
S00497,L0024,T03,497,26.967716,0.332216,44.115451,819.467883,98.638562,15.204121,2.799279,0.002067,85.497725,ENDPOINT,0.635818,20.573202
S00282,L0014,T02,282,28.522896,0.423977,43.273567,777.373466,107.458772,12.58423,0.840859,-0.039953,68.782988,NORMAL,0.24892,8.988597
S00655,L0032,T01,655,27.489116,0.527718,43.813118,831.171782,104.422893,12.251073,0.433085,-0.035535,71.771841,NORMAL,0.185403,6.143228
S00642,L0032,T01,642,27.05431,0.280677,45.535848,874.212208,107.263286,12.582137,0.472867,-0.031352,76.506702,NORMAL,0.252984,9.282757
S00410,L0020,T01,410,28.255545,0.386906,43.347841,811.735548,107.29616,12.010179,0.854831,-0.020445,73.60763,NORMAL,0.143873,7.79909
S00373,L0018,T01,373,28.049968,0.345217,44.760731,873.963997,106.116928,12.747521,0.609259,-0.038098,72.039195,NORMAL,0.223713,9.972239
S00751,L0037,T03,751,27.223603,0.365506,42.691491,826.848604,103.21382,12.309858,1.077634,-0.038232,77.289571,NORMAL,0.216726,13.095715
S00524,L0026,T01,524,29.582758,0.429764,44.011236,818.795658,111.467182,,0.656341,-0.047923,75.64607,NORMAL,0.18959,1.07767
S00006,L0000,T02,6,27.929877,0.268733,43.192787,886.971662,103.967284,13.324911,0.586459,-0.061628,72.994751,ARC,0.238118,10.313963
S00784,L0039,T02,784,26.997081,0.360729,41.899681,845.983384,107.938283,13.742985,0.878898,-0.038341,74.206071,NORMAL,0.225011,7.227552
S00287,L0014,T02,287,29.535798,0.43919,42.03812,,104.485711,11.113859,,-0.043565,73.710407,NORMAL,0.238166,9.811349
S00204,L0010,T02,204,,0.21667,43.676306,839.975472,106.864053,10.302215,0.822466,-0.046135,76.343539,NORMAL,0.163064,9.565699
S00201,L0010,T02,201,27.641724,0.485074,43.80671,806.233063,100.786465,11.96067,0.426413,-0.023535,68.788008,NORMAL,0.1736,8.256794
S00337,L0016,T02,337,26.179268,0.34715,41.857659,776.85389,104.541883,10.967113,0.534991,-0.03047,74.967341,NORMAL,0.285689,11.676236
S00061,L0003,T01,61,27.665734,0.283077,43.284881,855.37484,104.290285,12.478792,0.28409,-0.032489,78.110957,NORMAL,0.17592,6.272775
S00569,L0028,T03,569,27.845147,0.462596,41.948995,846.397424,107.054701,12.550198,0.844603,-0.054891,69.750569,NORMAL,0.200536,5.681889
S00269,L0013,T01,269,30.319298,0.23663,46.868803,832.27718,100.428749,11.995495,0.77214,-0.038425,64.440804,NORMAL,0.205815,7.935689
S00657,L0032,T01,657,28.525452,0.370948,43.268995,795.075154,106.344316,11.174626,0.544516,-0.035235,68.685008,NORMAL,0.181322,8.226631
S00367,L0018,T03,367,27.899259,0.507442,44.565656,844.460954,106.230583,13.214222,0.923321,0.023887,86.637941,ENDPOINT,0.22388,9.386687
S00550,L0027,T01,550,26.048663,0.225425,42.393873,861.185464,100.628353,12.069713,0.943318,-0.041912,77.963831,NORMAL,0.292716,7.86883
S00065,L0003,T03,65,27.433297,0.454284,43.621495,828.689381,104.321234,13.066869,0.921867,0.008629,85.931326,ENDPOINT,0.194096,5.999149
S00773,L0038,T01,773,27.943678,0.357091,42.714326,830.211007,105.860917,12.256524,0.734811,-0.030585,68.493951,NORMAL,0.117616,9.533843
S00097,L0004,T01,97,27.295054,0.256335,48.769633,830.704577,103.426625,11.774409,0.785526,-0.034588,77.558779,NORMAL,0.126092,4.627174
S00195,L0009,T03,195,28.900593,0.432772,43.898511,809.862304,106.504397,15.212218,2.647087,-0.044894,76.320947,BEARING,0.640339,20.906823
