sample_id,lot_id,tool_id,sequence,field_x,field_y,reticle_id,align_quality,ambient_temp_c,overlay_x_nm,overlay_y_nm,residual_nm,spec_pass
S00014,L0000,T02,14,0.629285,0.486007,3,0.826095,,6.737895,0.567149,6.761723,PASS
S00523,L0026,T02,523,0.432893,-0.60011,1,0.857332,294.16064,3.816401,-1.967816,4.293857,PASS
S00700,L0035,T01,700,0.746607,-0.769536,2,1.0,22.559329,12.829618,-8.752943,15.531037,FAIL
S00538,L0026,T01,538,0.380355,0.114786,2,0.940126,22.565909,4.302976,-1.752592,4.6462,PASS
S00378,L0018,T01,378,0.834273,0.679441,3,0.896585,20.582243,6.235724,-2.449396,6.699536,PASS
S00629,L0031,T02,629,0.635222,0.92888,3,0.836878,21.196202,6.65601,1.311687,6.784025,PASS
S00404,L0020,T01,404,-0.270233,-0.311371,2,0.739759,22.508197,5.372444,-0.552349,5.400764,PASS
S00774,L0038,T01,774,0.770068,-0.741625,4,0.868372,22.411823,13.539332,-6.282901,14.926097,FAIL
S00018,L0000,T02,18,0.685794,-0.248237,1,0.819999,21.687485,2.749677,-0.069401,2.750553,PASS
S00750,L0037,T01,750,0.562642,0.678444,4,0.786715,22.296131,7.228492,-0.870037,7.280664,PASS
S00430,L0021,T01,430,0.433798,-0.011642,3,0.626708,22.999108,6.604151,-0.915095,6.667249,PASS
S00630,L0031,T01,630,0.194864,-0.015099,2,0.72469,22.036112,4.55629,2.493725,5.194077,PASS
S00312,L0015,T02,312,0.197834,-0.955455,2,0.80991,21.378086,4.744889,-2.186812,5.224569,PASS
S00635,L0031,T01,635,0.373124,0.053319,4,0.712125,21.956091,7.605872,1.428316,7.738822,PASS
S00783,L0039,T02,783,-0.413032,0.012104,2,1.0,21.805231,1.523769,-0.908147,1.773867,PASS
S00213,L0010,T02,213,-0.831481,-0.910134,3,0.87825,22.041046,1.494924,-2.477154,2.070787,PASS
S00554,L0027,T04,554,0.769894,0.770183,3,0.782862,21.598342,5.311908,0.806561,5.372793,PASS
S00237,L0011,T01,237,-0.250068,-0.253209,2,0.757155,21.062067,0.440987,0.879413,0.983787,PASS
S00159,L0007,T02,159,-0.440436,0.716726,3,1.0,23.040075,4.509864,0.836726,4.586827,PASS
S00690,L0034,T04,690,,0.948919,2,0.862893,22.665562,-0.033953,3.457236,3.457403,PASS
S00434,L0021,T02,434,-0.405626,-0.692226,4,0.83442,21.84587,2.83305,-0.82077,2.949548,PASS
S00601,L0030,T01,601,0.910108,-0.602157,2,0.952705,23.546136,12.886522,-7.415641,14.867891,FAIL
S00513,L0025,T03,513,0.044918,-0.933156,4,0.711095,22.596608,3.026848,-0.113436,3.028973,FAIL
S00241,L0012,T01,241,0.865991,0.054785,3,0.896566,20.892699,6.324122,-0.373472,6.33514,PASS
S00021,L0001,T01,21,-0.236262,0.828547,3,1.0,21.286719,3.290799,0.284286,3.303056,PASS
S00350,L0017,T04,350,0.98516,-0.267638,2,0.879962,21.984789,5.765101,-1.720974,6.016489,PASS
S00797,L0039,T02,797,-0.294504,0.732471,1,0.935577,22.268924,2.624615,0.112364,2.62702,PASS
S00396,L0019,T01,396,-0.647574,-0.443794,4,0.661976,21.363043,3.604315,-2.192698,4.218887,PASS
S00631,L0031,T01,631,-0.003339,0.910115,3,0.878906,22.489559,3.499299,1.323787,3.741324,PASS
S00597,L0029,T04,597,0.849404,0.173355,2,0.850405,23.19169,2.607543,-1.774347,3.15398,PASS
S00388,L0019,T01,388,0.142809,0.422901,2,1.0,22.268476,6.055012,0.530996,6.07825,PASS
S00033,L0001,T01,33,0.370975,-0.698915,2,0.834623,22.592263,4.753384,-3.477132,5.889406,PASS
S00210,L0010,T01,210,0.111962,0.781207,3,0.816901,22.729926,6.224023,0.74562,6.268526,PASS
S00604,L0030,T01,604,0.287738,,1,0.921525,22.233918,3.042278,-0.371289,3.06485,PASS
S00170,L0008,T01,170,0.927397,-0.251287,3,0.958652,21.247563,5.526965,-0.41491,5.542517,PASS
S00454,L0022,T01,454,0.970719,0.362958,3,0.731909,22.894377,6.903856,3.027332,7.538432,PASS
S00023,L0001,T04,23,0.562208,-0.578075,4,1.0,21.674815,14.071761,-10.225761,17.394845,FAIL
S00022,L0001,T02,22,-0.521872,0.506604,4,0.902262,21.315263,4.525415,0.125969,4.527168,PASS
S00198,L0009,T01,198,0.624022,0.199805,3,0.912101,23.402625,6.426881,-1.347518,6.566628,PASS
S00230,L0011,T01,230,0.763438,0.807081,1,0.949486,22.502734,3.868864,-0.302643,3.880683,PASS
S00356,L0017,T03,356,-0.511438,-0.041795,4,0.955117,22.14353,3.631678,-0.990547,3.764341,PASS
S00558,L0027,T02,558,0.541937,-0.026497,3,0.64103,22.055137,4.079246,-0.522149,4.112528,PASS
S00325,L0016,T01,325,0.735163,-0.698969,1,0.900189,21.117443,12.35125,-7.178773,14.285943,FAIL
S00259,L0012,T02,259,0.217748,-0.363492,4,0.994578,22.014617,7.497843,-1.427833,7.632585,PASS
S00366,L0018,T04,366,0.063349,-0.524346,1,0.818009,23.11855,1.462993,-3.495486,3.789297,PASS
S00539,L0026,T04,539,-0.635387,0.2718,,0.845714,22.15462,0.046824,-1.608712,1.609394,PASS
S00425,L0021,T02,425,0.301635,0.534062,4,0.070555,22.463363,6.248406,1.538974,6.435139,PASS
S00555,L0027,T02,555,0.997161,0.887188,4,0.815891,21.188158,7.459373,0.932085,7.517382,PASS
S00711,L0035,T01,711,-0.575531,0.501409,1,0.831761,23.192801,-0.532943,2.513208,2.569094,PASS
S00529,L0026,T01,529,0.42813,-0.124308,4,0.929795,295.260674,6.450097,-1.201161,6.560986,PASS
S00200,L0010,T01,200,0.082254,0.321425,1,0.679411,22.850737,2.064878,1.131575,2.354608,PASS
S00649,L0032,T03,649,-0.873661,0.27419,4,0.977192,22.249142,2.210556,-0.8882,2.382322,PASS
S00286,L0014,T02,286,-0.522846,-0.100534,3,0.688778,21.447161,3.127167,-1.430184,3.438691,PASS
S00334,L0016,T01,334,0.249014,-0.860334,1,,24.593639,2.737984,-1.768013,3.259206,PASS
S00498,L0024,T01,498,-0.105502,-0.615006,1,0.886785,21.739614,1.994126,-0.478505,2.050733,PASS
S00047,L0002,T02,47,-0.939031,0.909208,3,0.813421,21.937397,2.675075,2.912674,3.954706,PASS
S00031,L0001,T01,31,-0.451675,0.53764,3,0.949958,20.173269,2.677864,1.301591,2.977431,PASS
S00394,L0019,T01,394,0.24475,0.250867,4,0.977856,23.051501,4.95257,-0.190893,4.956247,PASS
S00557,L0027,T03,557,0.486765,0.641632,1,0.870191,21.16937,3.154623,0.77353,3.248076,PASS
S00324,L0016,T02,324,-0.148949,-0.188565,2,0.851347,21.765109,0.446482,-1.049959,1.140947,PASS
S00574,L0028,T02,574,0.484111,0.674827,1,0.810551,21.685449,5.864723,1.92414,6.1723,PASS
S00063,L0003,T02,63,0.047342,0.623407,3,1.0,23.105217,3.413083,-0.122947,3.415296,PASS
S00371,L0018,T01,371,0.644072,0.600344,2,0.881064,23.11121,3.546939,0.724487,3.620174,PASS
S00578,L0028,T01,578,-0.720315,0.412851,4,0.840619,22.201518,5.545257,0.117715,5.546507,PASS
S00588,L0029,T01,588,-0.719437,-0.150655,1,0.884426,21.068328,-0.514021,-0.032338,0.515037,PASS
S00119,L0005,T01,119,0.973276,0.905104,2,0.779965,23.368568,4.983652,1.723456,5.273243,PASS
S00407,L0020,T01,407,-0.676136,-0.214737,3,0.91405,21.532447,1.919328,-2.33135,3.01977,PASS
S00426,L0021,T02,426,0.179089,0.063359,2,0.72445,,0.628883,-1.046019,1.220512,PASS
S00101,L0005,T01,101,0.514566,0.277055,3,0.788207,23.645111,6.688276,2.23624,7.052219,PASS
S00337,L0016,T03,337,-0.165203,0.380829,2,0.875389,23.327194,2.147432,2.064523,2.978879,PASS
S00196,L0009,T02,196,-0.082831,0.832428,1,0.941801,21.635434,2.471269,2.113326,3.251664,PASS
S00054,L0002,T04,54,0.033205,0.831987,1,0.816768,21.920141,4.052124,0.56412,4.091203,PASS
S00409,L0020,T02,409,0.426815,-0.068481,2,1.0,22.544669,4.699168,0.472727,4.722885,PASS
S00567,L0028,T03,567,0.446319,0.868468,2,1.0,20.96609,2.229313,0.69936,2.336438,PASS
S00331,L0016,T04,331,,0.650566,4,0.863861,20.182939,6.778795,1.885281,7.036075,PASS
S00084,L0004,T01,84,-0.464083,0.493421,1,0.953609,20.225013,1.111923,0.985306,1.485665,PASS
S00603,L0030,T01,603,-0.440809,0.724636,4,0.608094,20.296065,3.649431,2.681631,4.52874,PASS
S00093,L0004,T03,93,-0.290926,0.8223,3,1.0,21.701977,2.015211,0.901679,2.207736,PASS
S00452,L0022,T01,452,0.374859,-0.003638,4,1.0,24.15992,4.454158,-1.196438,4.612048,PASS
S00592,L0029,T04,592,0.396931,-0.571817,4,0.954198,21.422375,5.667312,-0.499152,5.689251,PASS
S00348,L0017,T01,348,0.326695,0.271872,4,0.880811,20.984412,5.003413,-1.034936,5.109329,PASS
S00120,L0006,T01,120,-0.837816,-0.418957,3,0.844744,21.314957,2.545958,-0.328707,2.56709,PASS
S00011,L0000,T01,11,-0.557668,0.525297,2,0.941678,22.500429,2.409698,-1.670108,2.931877,PASS
S00326,L0016,T04,326,-0.96727,0.349659,2,0.742161,22.403424,2.663182,1.083585,2.875186,PASS
S00072,L0003,T04,72,-0.775975,-0.412067,1,0.845354,21.52459,-1.854314,-3.950591,4.364132,PASS
S00218,L0010,T03,218,0.032993,-0.043873,2,1.0,21.600534,2.724514,-0.252059,2.736149,PASS
S00342,L0017,T02,342,-0.911962,-0.486116,4,0.749541,21.443141,1.610162,-1.264316,2.047221,PASS
S00413,L0020,T01,413,0.716855,-0.06548,3,0.716276,22.128579,4.9635,0.269323,4.970802,PASS
S00793,L0039,T01,793,-0.319548,-0.382738,4,0.798282,22.095175,2.357864,-2.856903,3.704243,PASS
S00019,L0000,T01,19,0.854652,0.436987,3,0.914205,20.957222,3.321955,-0.132503,3.324597,PASS
S00420,L0021,T02,420,-0.297861,-0.664856,3,0.875883,21.633547,6.033495,-1.403715,6.194632,PASS
S00524,L0026,T01,524,-0.88288,-0.12161,4,0.930889,22.389118,0.977285,-0.130441,0.985951,PASS
S00068,L0003,T01,68,0.189381,0.889624,2,0.80592,22.266698,3.525548,1.30847,3.76053,PASS
S00438,L0021,T01,438,0.031388,-0.864305,2,0.913025,21.711059,3.767115,-3.33956,5.034264,PASS
S00379,L0018,T01,379,-0.111419,0.870209,4,0.788308,21.596395,6.154753,0.923046,6.223584,PASS
S00110,L0005,T01,110,0.377574,0.759733,1,0.710161,21.930136,4.936417,0.234258,4.941972,PASS
S00501,L0025,T02,501,-0.296714,0.109193,2,0.81479,21.702354,0.682422,1.270478,1.442156,PASS
S00318,L0015,T02,318,-0.635582,-0.476389,4,0.836587,21.2502,1.719584,-1.240093,2.120094,PASS
S00417,L0020,T03,417,0.320316,-0.718655,1,0.928624,21.839132,1.408238,-0.937171,1.691575,PASS
S00303,L0015,T02,303,0.794651,0.684422,4,0.783292,21.117661,8.258155,1.317297,8.362559,FAIL
S00391,L0019,T01,391,,0.353383,1,0.976328,23.118373,0.056087,0.003147,0.056175,PASS
S00382,L0019,T01,382,-0.382939,-0.652943,4,0.905845,23.498467,1.37806,-1.810053,2.274938,PASS
S00401,L0020,T01,401,-0.373579,0.820754,2,0.768622,21.575326,2.980422,0.110115,2.982456,PASS
S00065,L0003,T01,65,0.24525,-0.227995,1,0.877393,22.448452,3.866797,-2.246749,4.472136,PASS
S00696,L0034,T03,696,0.73563,0.648743,2,0.916215,21.702385,5.429794,3.209732,6.307539,PASS
S00641,L0032,T01,641,-1.51408,0.179684,1,1.0,21.796653,4.186081,0.866248,4.274771,PASS
S00122,L0006,T03,122,0.838414,0.262272,2,0.884058,23.580289,5.845756,0.633095,5.879938,PASS
S00414,L0020,T02,414,0.699344,-0.610071,2,0.80964,22.728882,10.617507,-6.757663,12.585605,FAIL
S00026,L0001,T01,26,0.683247,-0.105099,2,0.822925,21.396475,4.904032,-1.424394,5.106704,PASS
S00096,L0004,T03,96,-0.046358,-0.797768,1,0.849126,21.133189,2.199208,-1.111176,2.463986,PASS
S00080,L0004,T01,80,-0.062145,-0.834562,1,0.857941,21.134327,0.006103,-1.200793,1.200809,PASS
S00470,L0023,T01,470,-0.119662,0.416712,1,0.857245,22.162281,2.935427,0.392443,2.961544,PASS
S00579,L0028,T03,579,0.646298,0.390371,4,0.997532,22.343933,4.550483,1.222199,4.711758,PASS
S00424,L0021,T01,424,-0.791989,,2,0.848955,22.80641,0.873622,0.836265,1.209361,PASS
S00443,L0022,T01,443,-0.995726,0.923899,2,0.848569,22.793887,0.643,4.158302,4.207722,PASS
S00059,L0002,T01,59,0.105183,-0.529625,2,0.793695,22.863254,4.802946,-1.691057,5.091951,PASS
S00187,L0009,T01,187,-0.849171,-0.030045,3,0.913464,21.786093,3.315924,-2.204952,3.982105,PASS
S00697,L0034,T01,697,-0.319118,0.693841,4,0.736473,20.252289,4.170294,3.331276,5.337485,PASS
S00191,L0009,T04,191,0.640128,-0.372607,1,0.929566,23.585803,9.015075,-5.854792,10.749426,FAIL
S00179,L0008,T01,179,-0.756179,-0.365567,1,0.905207,22.405842,0.914166,-0.503966,1.043878,PASS
S00684,L0034,T01,684,-0.565307,-0.786292,2,0.814351,20.905353,1.549122,-5.20555,5.431163,PASS
S00329,L0016,T03,329,0.931972,-0.321368,3,,23.784656,7.191822,-1.01079,7.262507,PASS
S00374,L0018,T01,374,0.667452,-0.100613,1,0.687866,22.603783,2.425388,-0.470912,2.470681,PASS
S00547,L0027,T01,547,-0.906992,-0.236053,2,0.909046,22.022894,0.177887,0.535905,0.564657,PASS
S00333,L0016,T01,333,0.586835,0.360952,3,0.870216,21.642109,5.979862,1.885488,6.270073,PASS
S00357,L0017,T04,357,0.078951,,2,0.828644,21.952756,1.819111,-2.482191,3.077407,PASS
S00228,L0011,T01,228,-0.807942,0.393583,2,0.880418,21.881596,0.462615,0.579644,0.74162,PASS
S00722,L0036,T04,722,-0.249843,0.654434,4,0.904995,21.310775,4.377946,2.625429,5.10483,PASS
S00497,L0024,T03,497,-0.399249,0.421869,1,0.760294,21.170801,-0.381388,2.532209,2.560769,PASS
S00293,L0014,T02,293,-0.487865,0.827139,4,0.721712,22.695458,2.896817,2.578853,3.878406,PASS
S00265,L0013,T01,265,0.868805,-0.966589,4,0.842681,21.322197,13.138503,-10.468443,16.799064,FAIL
S00509,L0025,T02,509,-0.698545,-0.729817,1,0.857185,21.843387,2.554679,-1.929865,3.201681,PASS
S00012,L0000,T01,12,-0.586305,-0.82006,1,0.756148,20.684047,-1.082751,-2.738426,2.944711,PASS
S00225,L0011,T03,225,0.871565,-0.391386,1,0.925996,21.963133,12.33326,-8.923423,15.222903,FAIL
S00704,L0035,T01,704,0.620505,0.365176,1,0.952882,22.661642,3.55256,0.006459,3.552566,PASS
S00153,L0007,T01,153,0.806748,0.279053,2,0.82741,23.87035,3.698796,2.033919,4.221128,PASS
S00192,L0009,T03,192,-0.31579,0.908225,,0.92542,22.928962,5.351232,2.978788,6.124448,PASS
S00003,L0000,T02,3,0.617948,0.532656,2,0.783087,22.446287,5.257104,2.951343,6.028895,PASS
S00175,L0008,T01,175,-0.601195,-0.907609,4,0.724927,22.050812,1.938804,-3.507902,4.008034,PASS
S00531,L0026,T02,531,-0.027889,-0.743596,4,0.82874,2.232473,3.767564,1.392661,4.016721,PASS
S00386,L0019,T01,386,0.809322,0.798579,1,0.791398,21.216491,3.627441,1.160707,3.808618,PASS
S00167,L0008,T02,167,-0.853941,-0.018143,3,0.939605,21.782189,-1.382333,-0.370853,1.431215,PASS
S00275,L0013,T03,275,-0.944293,0.151571,1,0.766803,22.696662,-1.569271,0.222413,1.584954,PASS
S00151,L0007,T01,151,0.640836,0.294377,1,0.80934,21.532072,5.194964,1.597971,5.435178,PASS
S00075,L0003,T01,75,-0.357652,0.701122,4,0.879215,22.884383,2.525148,2.614087,3.634532,PASS
S00580,L0029,T02,580,-0.879945,0.935551,3,0.757899,23.169402,4.126145,0.147409,4.128778,PASS
S00535,L0026,T02,535,-0.557185,0.389875,4,0.970456,20.24544,3.013725,-0.856595,3.133097,PASS
S00428,L0021,T01,428,-0.929967,-0.566357,1,0.867547,21.970472,2.065955,-0.390262,2.102493,PASS
S00002,L0000,T01,2,-0.303961,-0.410365,1,0.924443,20.896714,0.088467,-4.098876,4.099831,PASS
S00197,L0009,T03,197,-0.895851,0.162817,3,0.761178,20.73922,2.834705,1.806238,3.361257,PASS
S00189,L0009,T01,189,-0.121596,0.77083,3,0.815818,22.502425,1.66195,0.040571,1.662445,PASS
S00798,L0039,T01,798,0.443328,-0.493977,2,1.0,20.998436,4.113308,-2.641589,4.888486,PASS
S00423,L0021,T02,423,0.637413,0.084559,2,0.720743,22.573772,3.930645,0.232268,3.937502,PASS
S00090,L0004,T01,90,-0.819232,-0.099263,3,0.74757,21.323669,0.526555,-0.29115,0.601688,PASS
S00397,L0019,T03,397,-0.693471,-0.95164,3,0.867205,22.212835,1.64387,-2.886443,3.321725,PASS
S00485,L0024,T02,485,-0.918078,-0.266299,4,0.878105,22.453728,3.782145,-0.525864,3.818528,PASS
S00052,L0002,T03,52,0.534848,0.17374,2,0.844584,21.068389,2.94555,0.231823,2.954658,PASS
S00221,L0011,T01,221,0.679311,-0.661038,2,0.95786,22.138324,12.294845,-7.546546,14.426142,FAIL
S00216,L0010,T01,216,0.396221,-0.451025,2,0.868764,21.772235,4.647636,-1.820833,4.991588,PASS
S00274,L0013,T02,274,0.673461,,4,0.840573,21.751738,6.565943,-0.149963,6.567656,PASS
S00234,L0011,T02,234,0.929231,0.376032,1,0.920726,22.576189,4.760831,0.29035,4.769677,PASS
S00086,L0004,T01,86,-0.38234,0.701702,3,0.807676,24.027943,2.220461,0.589556,2.297395,PASS
S00467,L0023,T01,467,-0.898936,-0.973429,3,0.820435,21.972423,2.819283,-0.965867,2.980143,PASS
S00465,L0023,T04,465,-0.866713,0.821539,3,0.774083,22.823038,1.419207,1.599239,2.138156,PASS
S00703,L0035,T02,703,0.760591,0.362855,4,0.723251,21.054621,7.411124,0.887385,7.464062,PASS
S00280,L0014,T01,280,-0.756932,0.641267,2,0.61526,21.312928,1.925587,1.722174,2.583364,PASS
S00161,L0008,T01,161,-0.194303,0.151764,2,0.84263,23.349955,3.707225,-0.058897,3.707693,PASS
S00408,L0020,T01,408,0.864132,-0.864029,3,1.0,21.843941,14.520966,-9.152337,17.164606,FAIL
S00297,L0014,T02,297,0.998509,-0.031798,1,,22.174094,5.018904,-1.064578,5.130568,PASS
S00794,L0039,T04,794,-0.668946,0.064275,4,0.896856,21.512904,2.47778,1.297111,2.796764,PASS
S00050,L0002,T01,50,-0.720646,0.313279,2,0.805104,20.88078,0.071394,1.998604,1.999878,PASS
S00035,L0001,T01,35,0.838714,-0.796465,2,0.866544,23.318032,12.821075,-7.460965,14.833947,FAIL
S00659,L0032,T04,659,-0.135218,-0.7694,3,0.915868,21.243553,5.18306,-3.188661,6.085365,PASS
S00375,L0018,T04,375,-0.357548,0.759282,2,0.698809,21.727943,4.09274,1.675155,4.422291,PASS
S00642,L0032,T02,642,,,2,0.643629,22.561483,7.094096,-0.173037,7.096206,PASS
S00195,L0009,T03,195,0.697663,0.217025,1,0.884432,21.860498,5.005722,-0.661681,5.049265,PASS
S00600,L0030,T01,600,-0.533075,0.685967,2,0.811308,22.1648,3.800769,0.255178,3.809325,PASS
S00004,L0000,T02,4,0.170507,-0.952224,1,0.825447,22.53144,2.998345,-2.916285,4.182678,PASS
S00681,L0034,T01,681,-0.329282,0.663713,4,0.826551,21.952824,4.056803,1.087869,-18.314516,PASS
S00451,L0022,T01,451,0.079027,-0.668845,3,0.937596,20.391054,2.970355,-1.344706,3.260559,PASS
S00294,L0014,T01,294,-0.870277,-0.482536,3,0.790872,22.896689,1.759075,-0.856428,1.95648,PASS
S00723,L0036,T01,723,0.111449,0.877582,1,0.910801,23.221992,2.710251,-0.246653,2.721451,PASS
S00124,L0006,T04,124,-0.402776,-0.82951,4,0.832272,23.027286,1.748567,-3.341227,3.771112,PASS
S00698,L0034,T01,698,-0.456096,0.758801,3,0.748278,22.928789,1.667943,2.697772,3.171751,PASS
S00338,L0016,T02,338,-0.073721,0.560386,1,0.854215,22.06637,1.696393,3.003506,3.449464,PASS
S00483,L0024,T03,483,-0.546869,-0.953633,3,0.660428,,2.349492,-1.797246,2.958075,PASS
S00214,L0010,T01,214,-0.181449,-0.639902,1,0.922191,21.528503,3.737547,-0.001524,3.737548,PASS
S00585,L0029,T01,585,0.715165,0.179432,3,0.938387,21.770034,4.720016,1.89619,5.086658,PASS
S00441,L0022,T01,441,0.449344,-0.264109,1,0.899676,21.838077,0.898679,-2.017063,2.208204,PASS
S00067,L0003,T03,67,0.386284,-0.6461,4,0.732248,21.291028,5.875829,-2.132406,6.250802,PASS
S00250,L0012,T02,250,0.28821,-0.546631,3,0.966502,21.586642,6.005524,-3.356829,6.880016,PASS
S00168,L0008,T01,168,-0.906213,-0.610475,3,0.724119,22.726098,2.568428,-3.067509,4.000804,PASS
S00670,L0033,T01,670,-0.205135,-0.317215,1,0.592335,21.357194,1.641665,-2.028443,2.609529,PASS
S00148,L0007,T01,148,-0.667748,0.659732,1,0.779306,22.043263,-0.435362,2.087682,2.132594,PASS
S00361,L0018,T01,361,0.404389,0.525057,1,0.708994,23.121836,3.11281,2.43423,3.95159,PASS
S00208,L0010,T02,208,0.76848,-0.689209,3,0.73106,22.699538,13.516482,-6.712674,15.091563,FAIL
S00573,L0028,T01,573,0.060755,0.018835,1,0.877612,22.733644,2.087124,-1.232803,2.424023,PASS
S00044,L0002,T01,44,-0.273622,0.213864,3,0.89794,21.936743,6.296019,-0.37455,6.30715,PASS
S00773,L0038,T03,773,0.204224,0.764234,4,0.865913,23.108158,5.334506,-0.792111,5.392995,PASS
S00489,L0024,T01,489,0.82608,-0.48218,2,0.869635,22.207323,11.216431,-7.557392,13.524885,FAIL
S00094,L0004,T02,94,-0.815426,0.891258,4,0.946246,21.46647,3.80362,3.379989,5.088404,PASS
S00418,L0020,T02,418,-0.46295,-0.364445,4,0.819446,20.803355,5.316329,-0.169768,5.319038,PASS
S00107,L0005,T03,107,0.49738,0.737635,2,0.87837,21.520573,3.805701,1.579805,4.120576,PASS
S00559,L0027,T03,559,-0.066554,-0.687838,1,,22.233696,2.492208,-2.430515,3.481165,PASS
S00233,L0011,T01,233,0.719634,-0.210191,3,0.839418,22.561856,5.928576,0.025755,5.928632,PASS
S00142,L0007,T01,142,0.729255,0.27433,1,0.847531,22.468194,3.903252,-0.442925,3.928302,PASS
S00117,L0005,T01,117,0.995244,-0.779782,3,0.93021,21.699578,17.131687,-7.420924,18.66989,FAIL
S00340,L0017,T02,340,-0.517498,-0.104283,2,0.079015,20.970331,1.114173,0.381249,1.177596,PASS
S00039,L0001,T01,39,-0.570429,0.61163,3,0.999512,23.11141,1.895832,1.166542,2.225983,PASS
S00442,L0022,T01,442,-0.529185,0.57653,2,0.92695,21.930424,1.71607,-1.856329,2.528014,PASS
S00055,L0002,T04,55,-0.429935,-0.983868,3,0.868381,22.078276,3.526791,-2.267684,4.192928,PASS
S00298,L0014,T02,298,0.552011,-0.957592,1,0.824228,21.993251,10.031119,-10.345011,14.409809,FAIL
S00615,L0030,T04,615,-0.781237,-0.610764,1,0.920671,22.042288,-0.819633,-0.745932,1.108248,PASS
S00496,L0024,T03,496,0.205723,0.119911,3,0.988482,23.427273,3.920727,-2.131944,4.462879,PASS
S00359,L0017,T03,359,-0.523677,-0.208624,4,0.763076,22.494315,1.541655,0.772285,1.724276,PASS
S00253,L0012,T01,253,0.780965,-0.216791,3,0.834369,21.16019,7.292254,-0.405637,7.303527,PASS
S00570,L0028,T03,570,0.373027,0.016937,1,0.733743,22.122108,2.315494,1.067955,2.54991,PASS
S00016,L0000,T03,16,0.814433,0.081693,2,0.883988,21.917255,3.064002,0.295033,3.078173,PASS
S00249,L0012,T04,249,-0.505158,0.69278,1,,22.142419,-0.026796,-0.248034,0.249477,PASS
S00447,L0022,T01,447,-0.320733,-0.546278,3,0.900327,21.301704,2.974763,-0.796443,3.079535,PASS
S00494,L0024,T02,494,0.666562,0.422417,4,0.923279,22.387312,9.986086,-0.401315,9.994147,FAIL
S00660,L0033,T02,660,-0.26086,-0.537357,2,0.833763,21.114975,1.917735,-1.622075,2.511739,PASS
S00518,L0025,T01,518,0.864798,0.702866,1,0.804837,219.31616,5.385591,-0.193315,5.38906,PASS
S00419,L0020,T01,419,-0.792077,0.897204,1,0.959473,21.649667,-1.01426,2.116129,2.346642,PASS
S00256,L0012,T01,256,-0.3263,0.602231,3,0.683936,21.742774,3.390862,2.052643,3.963747,PASS
S00695,L0034,T01,695,0.903568,-0.888902,4,0.711275,22.728089,14.128986,-7.42946,15.963243,FAIL
S00715,L0035,T01,715,-0.725716,-0.881657,4,0.946193,21.09099,3.430338,-2.206498,4.078707,PASS
S00346,L0017,T01,346,0.281557,-0.954183,2,0.952818,22.418125,3.369005,-3.006224,4.51526,PASS
S00024,L0001,T04,24,-0.404091,0.004963,3,0.906993,22.911272,2.49213,-1.03327,2.697844,PASS
S00282,L0014,T01,282,0.898159,0.734463,2,0.694251,22.17572,4.223404,2.361319,4.838695,PASS
S00053,L0002,T01,53,0.315649,-0.311802,2,0.991134,22.803262,4.726507,-1.140791,4.862229,PASS
S00390,L0019,T02,390,0.550438,-0.355909,1,1.0,22.75516,9.754749,-9.238022,13.434887,FAIL
S00644,L0032,T01,644,0.518167,-0.78678,4,0.664751,21.870963,12.855322,-9.108665,15.755224,FAIL
S00412,L0020,T03,412,-0.925624,0.920514,1,1.0,22.153528,0.641189,2.889766,2.960045,PASS
S00665,L0033,T04,665,-0.860576,-0.212566,3,0.92196,22.056424,3.09562,1.401684,3.398173,PASS
S00506,L0025,T03,506,0.414984,-0.376847,2,1.0,22.080246,4.230871,-2.301081,4.816144,PASS
S00742,L0037,T01,742,,0.307993,2,0.958417,22.673724,6.881053,-3.101591,7.547765,PASS
S00077,L0003,T01,77,0.052699,0.006697,1,0.75275,23.51023,3.139939,2.01812,3.732562,PASS
S00728,L0036,T01,728,-0.527087,-0.917691,1,1.0,22.39286,0.492355,-1.632833,1.70545,PASS
S00444,L0022,T03,444,0.300197,-0.25823,2,0.839645,20.799082,2.981901,-1.61269,3.390059,PASS
S00066,L0003,T01,66,0.660203,0.77096,2,0.871133,22.153833,5.073674,8.198825,5.637676,PASS
S00123,L0006,T04,123,-0.480107,-0.65302,1,0.898765,22.595124,-0.651812,-2.805428,2.880153,PASS
S00108,L0005,T01,108,0.779879,-0.204215,2,0.676052,22.475257,5.577209,-0.532144,5.602539,PASS
S00758,L0037,T02,758,0.742764,-0.111675,1,0.862098,22.925001,5.257161,-1.862464,5.273095,PASS
S00010,L0000,T04,10,-0.016396,-0.811999,3,0.961592,22.644677,4.836123,-1.054771,4.949811,PASS
S00385,L0019,T01,385,0.508208,0.29644,2,0.725014,22.833893,3.321217,1.47217,3.632874,PASS
S00380,L0019,T01,380,-0.006952,-0.881157,1,0.897559,22.382862,3.818394,-1.243966,4.015916,PASS
S00212,L0010,T01,212,-0.478819,0.639188,3,0.896383,20.620944,1.649843,1.674394,2.350655,PASS
S00040,L0002,T02,40,0.383167,-0.133329,2,1.0,22.922053,3.509704,-3.80372,5.175549,PASS
S00495,L0024,T01,495,-0.266777,-0.83682,1,0.827907,22.023428,0.880629,-2.391789,2.548757,PASS
S00156,L0007,T03,156,0.453946,-0.158213,2,0.86368,20.937564,5.329163,-2.835247,6.036439,PASS
