sample_id,lot_id,tool_id,sequence,down_force_psi,platen_speed_rpm,head_speed_rpm,slurry_flow_ml_min,pad_age_runs,pattern_density,removal_rate_proxy,wiwnu_proxy,dishing_nm,erosion_nm,yield_proxy
S00415,L0020,T03,415,2.144485,123.574592,98.032274,217.709566,60.3337,0.21727,347.085763,5.38798,29.301935,24.377392,91.063524
S00422,L0021,T01,422,3.380649,109.179512,136.429827,140.621868,112.92759,0.262108,363.889408,8.484255,43.69101,30.128615,84.330614
S00567,L0028,T01,567,2.864915,147.085674,112.598996,200.244537,121.878183,0.346021,382.827819,9.861657,36.322441,34.495409,82.298279
S00101,L0005,T04,101,3.072277,86.822233,105.646011,178.725913,106.218803,0.592077,352.282671,8.886334,45.507559,31.55563,87.100874
S00599,L0029,T01,599,4.235336,139.37928,98.689028,190.402948,73.801597,0.621445,458.783459,6.172804,52.427467,33.433594,88.938753
S00363,L0018,T01,363,2.148599,89.898597,126.464508,125.209522,119.574859,0.457478,282.025579,10.400001,36.731642,37.841267,82.223795
S00660,L0033,T03,660,3.560851,96.343638,99.227827,120.231199,51.687672,0.720732,369.973698,4.859381,58.392639,35.326506,88.276888
S00198,L0009,T01,198,4.140162,117.917806,144.606151,183.437347,21.213787,0.455547,439.821961,3.262152,56.504277,21.972191,94.309651
S00149,L0007,T04,149,2.328913,138.692504,120.333288,127.949841,49.634091,0.704861,342.218391,4.533749,32.953001,27.107956,92.996074
S00394,L0019,T01,394,4.070156,70.979159,67.958987,154.791927,137.732394,0.660828,371.391519,11.819011,63.472879,31.863182,76.87329
S00482,L0024,T02,482,2.500078,144.557852,119.71085,177.257725,43.931403,0.591289,382.613717,3.777057,43.330227,22.842604,96.769569
S00182,L0009,T01,182,3.596301,108.104916,73.069627,199.969487,37.4131,0.528917,399.416153,4.26189,44.349687,25.048392,94.376026
S00256,L0012,T01,256,2.776163,133.949995,74.355621,221.063939,68.350803,0.266938,410.765091,4.957231,35.485607,21.428979,92.064764
S00304,L0015,T01,304,4.048891,139.593069,120.040019,176.084149,41.000966,0.41835,453.590155,4.448777,55.579408,25.456978,92.609333
S00672,L0033,T01,672,3.100831,122.863866,,176.673519,45.424535,0.252896,389.81584,3.592897,35.067748,16.722819,95.548172
S00293,L0014,T01,293,4.019111,86.466288,112.79393,183.423224,133.002228,0.274635,369.775646,10.418999,42.592638,27.926014,80.937045
S00266,L0013,T01,266,2.533427,139.41681,142.952406,169.714811,44.617448,0.491381,384.631747,4.1886,48.111765,26.545942,93.154009
S00743,L0037,T01,743,2.856575,101.921301,93.611605,122.22401,45.291494,0.74428,348.15652,3.911205,56.818949,33.056579,91.467955
S00209,L0010,T01,209,2.613128,111.92161,131.58665,182.42448,9.326759,0.735465,374.756869,2.06254,47.28338,28.114091,95.157307
S00359,L0017,T03,359,3.250575,85.192487,133.471873,204.036725,49.683424,0.687308,383.086595,3.955991,50.778543,32.114095,92.891123
S00436,L0021,T01,436,4.374183,122.99157,135.169878,178.952469,8.582609,0.689696,461.344343,3.925238,66.999024,22.487154,92.669973
S00390,L0019,T04,390,3.025138,147.92942,,177.909783,18.641281,0.702901,407.416226,3.163366,54.458192,25.039455,94.172579
S00224,L0011,T01,224,2.881711,112.4059,127.886479,165.442557,2.031277,0.779799,367.61717,2.922841,48.490778,26.929955,96.004924
S00270,L0013,T03,270,3.880342,108.723655,98.568099,181.070781,121.800595,0.358719,390.31573,9.327625,50.942907,29.184365,83.903651
S00132,L0006,T03,132,2.407482,137.727218,77.908301,148.49191,135.747943,0.542491,388.217777,10.677561,38.386842,37.756648,78.117773
S00144,L0007,T03,144,3.797457,72.863928,118.699813,200.172978,17.168316,0.603016,404.143379,2.703574,55.868187,21.833376,94.333472
S00121,L0006,T01,121,3.564371,128.11145,92.984751,217.711061,133.290621,0.295193,412.456254,10.897858,41.996359,29.025469,84.419003
S00052,L0002,T01,52,3.794327,103.997725,135.809693,229.179231,28.066756,0.758449,433.391086,3.470708,52.59799,25.562745,93.624851
S00191,L0009,T01,191,2.132688,70.873218,140.206425,167.098244,115.17754,0.301053,278.243229,8.974531,25.808874,29.799338,80.885792
S00480,L0024,T02,480,3.288832,118.404616,119.776817,149.863995,4.573282,0.4418,404.473426,2.948307,43.604992,23.181788,96.07379
S00699,L0034,T01,699,3.724371,110.148717,96.178163,198.036817,43.361239,0.479486,411.387734,4.561095,41.280891,25.783536,95.510984
S00496,L0024,T01,496,3.539209,73.447798,90.523941,143.835021,16.562366,0.684886,378.800432,2.705804,54.94075,28.417341,96.026765
S00357,L0017,T02,357,4.216491,124.434313,74.173276,,119.464077,0.766693,413.79386,9.374227,67.301328,42.557611,77.248744
S00039,L0001,T04,39,2.096891,111.902936,127.624724,182.67684,18.382323,0.336581,346.832743,3.225327,30.073707,17.135247,95.400861
S00588,L0029,T04,588,2.97865,133.987947,68.962455,214.512789,,0.571462,413.706365,3.437237,44.684601,23.491042,98.830009
S00663,L0033,T03,663,2.643306,147.941723,142.07147,214.89001,58.543742,0.222384,393.245827,4.819446,29.012099,20.808608,93.814873
S00560,L0028,T02,560,2.589112,135.134357,79.846682,139.880485,101.316299,0.425522,355.284401,8.216187,46.307752,29.206371,86.844882
S00462,L0023,T01,462,2.123529,81.032403,131.030612,186.335243,95.212848,0.625324,314.057199,7.6156,39.940601,32.716649,87.637617
S00577,L0028,T04,577,2.477989,123.579852,94.992132,155.824967,105.613496,0.30541,347.306594,8.348327,35.44745,25.756917,87.076913
S00532,L0026,T03,532,2.065173,144.399983,95.391872,161.045197,18.909969,0.691847,351.897352,3.051828,38.20648,24.878529,95.813934
S00403,L0020,T01,403,3.351938,72.114412,96.870556,186.463686,75.348872,0.384044,347.246724,5.388657,41.649673,27.039519,88.298918
S00294,L0014,T01,294,3.067733,130.447808,138.974749,132.897309,86.903116,0.444258,367.225883,6.882884,44.746627,28.927761,88.977614
S00770,L0038,T01,770,4.491435,109.091972,88.69508,193.889203,77.859405,0.797368,440.691634,6.394028,63.130328,40.757463,85.02874
S00455,L0022,T01,455,2.007812,114.885693,90.712639,161.872427,7.426695,0.420754,346.006577,2.954518,34.078753,18.697057,96.810701
S00638,L0031,T04,638,3.778248,125.803651,80.101047,167.130457,106.250696,0.249467,392.072817,8.695789,53.929743,34.83298,84.139298
S00632,L0031,T01,632,3.419434,101.841423,67.781852,174.631935,101.172467,0.262924,377.19809,8.200755,41.132391,25.802048,87.969764
S00228,L0011,T03,228,3.381774,82.91301,88.258661,217.664141,27.151065,0.234876,372.325808,3.769127,34.610463,16.278565,97.120672
S00043,L0002,T01,43,3.530287,97.13414,100.067775,185.041572,88.318921,0.518436,376.40709,7.006157,43.233119,30.747363,90.363708
S00643,L0032,T02,643,2.01597,137.74425,125.6659,146.669531,40.984302,0.402594,336.226739,4.145471,37.815914,29.802518,92.859046
S00026,L0001,T02,26,4.40707,78.143824,106.863542,214.77554,126.387131,0.637833,427.997577,10.403669,50.872004,31.592059,80.807207
S00216,L0010,T01,216,3.352373,121.657942,108.302885,156.383536,91.795992,0.612545,395.292458,6.624096,53.387086,31.667284,88.044941
S00521,L0026,T01,521,2.128191,116.272553,143.961394,215.153396,98.440358,0.372212,341.221704,8.592473,34.798819,26.799151,87.125673
S00333,L0016,T01,333,3.519099,88.905488,81.13581,154.354085,119.228164,0.479205,356.282189,9.460799,41.418299,33.701812,83.560254
S00529,L0026,T02,529,2.020199,142.308461,97.958895,217.410997,39.158958,0.720304,375.728058,4.185462,39.987374,30.632539,93.934815
S00553,L0027,T01,553,2.069064,123.155117,104.651325,227.343544,42.573821,0.48677,366.604236,4.650873,29.902786,28.605332,91.923518
S00020,L0001,T01,20,3.45591,115.01493,81.569128,172.561558,23.276463,0.254752,410.832429,2.783494,40.312938,15.044416,95.963567
S00036,L0001,T01,36,3.610293,136.466094,123.804848,126.59429,58.226255,0.409938,389.65149,5.14761,42.969427,22.998473,92.664107
S00236,L0011,T04,236,2.495917,140.502942,129.713078,197.636122,94.843498,0.615414,372.292758,7.129222,40.223716,36.947372,86.302049
S00769,L0038,T01,769,3.439894,87.073914,114.075817,214.803062,120.580156,0.62857,362.483319,9.433313,42.154762,33.543403,85.087728
S00337,L0016,T01,337,2.994636,133.649726,122.839913,168.271208,104.724491,0.397402,387.18653,7.479608,39.217133,27.37864,87.526601
S00345,L0017,T01,345,3.630424,,85.125155,141.969655,58.549223,0.249648,371.881635,5.269728,42.285491,22.214584,93.560294
S00442,L0022,T02,442,3.863442,116.422503,67.218079,143.205463,23.686234,0.480941,412.056904,3.364834,51.834936,26.823566,93.051426
S00653,L0032,T02,653,2.974644,118.351515,66.63375,157.754548,113.644782,0.234981,369.984212,8.751582,33.787196,27.408587,86.988339
S00128,L0006,T01,128,2.909838,149.593023,122.661796,219.41707,38.31085,0.590341,409.302166,4.737564,45.459749,27.365328,93.814135
S00673,L0033,T01,673,2.317873,102.804046,86.650268,175.319476,,0.376955,328.606848,5.460871,31.905054,23.422299,91.444687
S00159,L0007,T01,159,2.708724,79.347447,141.924272,220.26419,41.555243,0.213792,358.565412,4.370666,33.443511,15.624573,95.44869
S00407,L0020,T01,407,2.642375,84.152261,76.246459,176.630828,139.53467,0.301263,327.116161,11.500301,33.609352,28.806843,79.095643
S00136,L0006,T02,136,3.236179,121.144347,124.062251,204.93439,30.453987,0.34151,419.139789,3.214758,40.861755,23.835071,96.370349
S00657,L0032,T01,657,2.038313,138.293391,139.047515,194.078158,81.205834,0.470812,346.178837,6.503305,43.812324,20.228411,90.667383
S00739,L0036,T01,739,2.624145,125.375425,112.31325,204.388547,114.313996,0.639831,361.190562,9.90402,32.34994,37.607528,84.763214
S00156,L0007,T01,156,4.426018,111.030232,110.425706,,120.964032,0.763835,445.074093,10.691104,55.284681,42.995708,80.2269
S00352,L0017,T02,352,2.24029,132.381458,128.56953,163.658076,69.3822,0.737648,330.590223,5.831966,44.930873,32.892918,91.365489
S00115,L0005,T02,115,3.738934,109.969314,98.218888,220.315549,76.668673,0.750287,410.339162,5.714178,44.311553,29.511267,89.899836
S00523,L0026,T01,523,3.338845,93.06754,72.131737,173.704682,121.85741,0.27808,340.888371,9.352948,39.373762,32.03017,83.548785
S00263,L0013,T02,263,2.066852,105.405332,124.688588,226.96133,110.329346,0.679675,346.661107,9.019916,27.007306,41.494434,83.777524
S00423,L0021,T04,423,3.710925,100.487921,71.056836,210.862934,14.534696,0.31108,429.558399,2.859956,44.76852,20.700789,97.896861
S00098,L0004,T04,98,3.933415,139.301299,115.893471,124.54654,25.101809,0.541406,424.642065,3.311281,51.90196,22.553471,94.863876
S00709,L0035,T01,709,3.060596,123.79433,120.327833,168.332996,68.205174,0.697586,382.949103,5.869108,49.19538,34.724683,89.286017
S00292,L0014,T01,292,3.947074,95.694575,67.625521,194.271945,97.432739,0.775056,395.693694,7.306294,58.198931,39.55053,82.035826
S00717,L0035,T01,717,3.65335,149.368403,139.158128,190.345237,76.780486,0.328184,449.509621,6.488235,43.836271,28.332201,90.635918
S00546,L0027,T03,546,2.43007,85.135325,135.957527,124.232112,84.224783,0.706052,316.486216,6.515107,36.104762,36.112192,88.769905
S00730,L0036,T02,730,2.878158,90.836339,125.770151,206.382867,31.687511,0.381001,361.97336,3.450483,35.604078,19.59892,94.351754
S00674,L0033,T01,674,4.036467,77.307556,136.598133,136.760772,15.804304,0.357149,403.202678,3.162754,49.423421,20.260098,95.021375
S00534,L0026,T01,534,3.528537,141.482252,118.409525,222.325319,126.111106,0.437363,423.50107,9.749005,44.784706,31.235297,82.150812
S00367,L0018,T01,367,2.550194,104.153854,120.335625,146.057509,35.38656,0.415282,333.954749,3.882068,35.797971,17.701458,96.094672
S00286,L0014,T01,286,4.232869,102.523033,95.047673,217.412782,73.448247,0.676102,436.435519,7.019666,51.404014,29.834885,87.516704
S00395,L0019,T01,395,2.538388,81.089235,131.745462,131.569314,136.678588,0.247015,304.665629,11.196089,39.820459,27.954297,81.082274
S00412,L0020,T01,412,4.468356,108.496629,89.536931,123.452702,106.770055,0.703817,424.686558,8.798486,63.9095,34.723335,81.659887
S00320,L0016,T01,320,3.021391,77.895203,85.351648,161.612408,17.237405,0.299047,348.583866,2.650191,36.760338,43.008168,95.476454
S00377,L0018,T02,377,3.713582,131.720098,141.079173,167.983969,80.758573,0.394743,422.097356,6.506085,52.341515,27.161452,87.384375
S00343,L0017,T01,343,3.005873,94.793163,100.268927,192.185144,50.829612,0.789798,377.941893,3.987587,52.922113,36.511061,90.102316
S00170,L0008,T02,170,3.527622,82.27201,100.847046,209.070576,91.950915,0.578986,374.069275,7.361144,44.827076,33.549763,85.993368
S00131,L0006,T01,131,4.044587,113.431204,115.088496,2298.90212,43.695325,0.687664,448.132159,4.898119,49.400848,27.169158,93.114073
S00755,L0037,T01,755,2.379526,83.310573,77.350908,199.505837,77.150976,0.475085,318.011387,6.696219,31.940203,30.315788,90.34736
S00174,L0008,T01,174,2.760093,71.816333,72.686035,168.785486,102.772219,0.523388,312.470312,22.288228,38.807212,32.465229,86.127783
S00516,L0025,T02,516,2.847769,94.409898,113.97825,132.013297,68.157494,0.381571,330.380378,5.414458,37.986262,25.757453,91.954329
S00259,L0012,T01,259,3.309584,78.613621,104.962189,159.992093,43.391843,0.584394,366.226714,4.149308,56.871102,25.986594,93.192966
S00189,L0009,T04,189,2.983517,127.574863,67.48458,161.706953,11.965556,0.339208,390.883379,2.828489,38.916693,24.633557,97.763927
S00025,L0001,T01,25,3.783368,100.219813,130.775113,197.391376,105.593682,0.282315,393.352289,8.663417,48.215081,25.323342,84.60452
S00681,L0034,T02,681,3.711335,136.642304,129.950226,159.950318,72.510732,0.582042,413.671106,5.267019,45.147531,30.299874,88.678767
S00783,L0039,T01,783,2.05385,109.399224,137.060116,153.283761,131.95025,0.209496,309.470346,10.592594,27.609383,25.16442,79.514727
S00310,L0015,T01,310,3.986656,124.990888,66.172555,133.400033,100.154068,0.646941,408.230436,7.951491,62.176639,40.571624,81.580506
S00397,L0019,T03,397,3.535775,97.362986,122.289218,174.888066,68.526635,0.49204,377.04758,5.768314,55.852415,25.169875,88.501823
S00414,L0020,T03,414,3.313679,97.497276,117.999365,157.780851,81.04842,0.60414,363.05117,6.35395,45.448134,33.311265,88.383602
S00701,L0035,T01,701,3.326241,124.751173,97.110664,172.727243,100.327248,0.663393,390.196412,7.310779,47.88168,33.244497,85.410609
S00721,L0036,T04,721,,74.301523,122.570978,222.044259,121.559451,0.416096,389.159604,9.148562,44.459942,29.613053,84.96761
S00503,L0025,T01,503,2.821568,102.113793,106.930563,221.516579,98.257544,0.222698,357.950026,7.543034,33.488494,27.735666,87.508709
S00262,L0013,T02,262,2.14088,128.063111,124.30153,143.523554,59.152202,0.722355,328.7759,5.25199,38.981893,34.253934,92.390108
S00642,L0032,T01,642,2.885716,134.799225,88.292017,189.500199,101.675534,0.417478,393.66027,7.878006,43.011382,23.199701,87.135928
S00763,L0038,T02,763,3.960524,85.545904,120.97045,127.465367,94.248742,0.423291,365.823875,7.756679,52.281986,29.714855,87.354948
S00197,L0009,T01,197,2.881586,119.911156,143.009753,217.167921,0.425793,0.441949,385.646426,1.948837,39.167303,19.252239,98.225958
S00752,L0037,T03,752,4.391959,74.014078,98.630188,154.029976,9.321985,0.359976,401.091248,3.280658,49.354489,15.691009,95.342842
S00477,L0023,T02,477,3.914044,73.526534,110.984089,182.84245,41.794688,0.219187,391.915913,4.629162,44.853269,17.410975,95.645332
S00796,L0039,T02,796,3.627398,90.909504,96.575875,184.732654,3.753574,0.499177,410.409183,2.796754,50.275134,19.556445,95.413338
S00733,L0036,T04,733,2.052614,103.113555,125.621258,173.765501,66.468783,0.647175,326.534319,5.255458,47.204348,32.428368,89.051944
S00744,L0037,T01,744,2.750095,120.049914,102.194214,141.626495,119.537579,0.36093,353.586608,9.081546,40.153759,30.162079,83.297335
S00758,L0037,T01,758,,90.851447,87.468531,216.810479,47.877603,0.604874,390.073482,4.17716,42.196238,29.684694,94.209459
S00118,L0005,T01,118,4.440099,121.12977,85.205401,136.143945,21.961077,0.222901,445.900864,4.261365,48.033747,17.382052,93.930917
S00556,L0027,T01,556,4.109244,120.956987,96.639904,194.832567,70.395218,0.670531,449.467175,6.380634,61.104916,34.085674,88.10209
S00669,L0033,T02,669,3.420695,76.080287,141.634194,168.109922,139.729744,0.339246,338.71059,10.819221,44.347894,35.723837,81.044776
S00184,L0009,T02,184,3.117963,84.140271,91.155821,128.310731,30.989296,0.480408,344.860425,2.84185,45.971375,21.991277,96.204922
S00471,L0023,T01,471,4.272684,132.117847,143.855729,166.06972,131.716417,0.336265,435.842006,10.651205,54.566285,32.011208,78.439449
S00059,L0002,T02,59,3.149722,99.865113,101.169706,144.135747,61.717446,0.310347,350.938705,4.587867,36.796342,22.680704,91.629358
S00119,L0005,T02,119,3.322266,92.569513,118.057279,144.386103,7.265324,0.548867,379.559702,2.358924,51.85211,22.152492,93.761828
S00440,L0022,T01,440,2.502115,118.959474,141.589447,223.761327,114.834413,0.53043,375.973771,8.914271,34.524751,29.802197,85.078994
S00736,L0036,T02,736,3.585841,147.463052,104.615795,165.158712,40.795847,0.622206,426.405475,4.257024,58.358688,36.445774,91.667693
S00381,L0019,T02,381,3.817732,138.189426,99.420936,158.023662,105.487911,0.767255,401.452871,7.972867,56.878027,43.570057,80.346463
S00038,L0001,T01,38,4.304674,,117.236954,133.473522,99.79629,0.408104,380.181376,7.869493,54.54897,32.411587,84.745472
S00362,L0018,T02,362,3.041959,83.012705,84.448086,145.516202,117.275621,0.560194,327.396329,9.772869,48.449964,36.852542,81.662943
S00530,L0026,T01,530,4.323183,85.747148,107.161448,145.22481,106.117231,0.501213,384.832642,9.056707,56.361636,29.305983,81.905771
S00443,L0022,T01,443,2.44367,88.513067,141.701061,143.613445,100.171996,0.795512,311.615733,7.713974,43.411291,34.575653,85.318417
S00614,L0030,T02,614,3.219878,111.616711,71.353073,200.211493,11.817071,0.521179,386.487873,1.870609,41.583932,16.138475,97.020597
S00635,L0031,T01,635,3.736641,128.674532,79.645789,141.89353,78.879657,0.223122,380.200036,6.476979,39.550375,23.677998,88.987323
S00446,L0022,T01,446,2.840386,132.994857,134.637526,129.259662,37.96789,0.735941,370.83637,4.135338,50.102221,31.680962,93.661831
S00705,L0035,T04,705,3.313716,99.212167,144.637955,138.841643,17.467973,0.434668,390.628594,2.40057,53.091229,18.994209,94.276176
S00348,L0017,T04,348,,86.016592,105.817531,141.052654,28.07394,0.525764,348.514674,3.627787,46.440756,27.718882,94.279048
S00678,L0033,T03,678,4.15781,106.322488,66.893037,149.990991,97.023081,0.626814,402.018906,7.876638,59.739188,38.069764,83.385077
S00176,L0008,T01,176,2.087485,104.219334,142.068087,169.645903,73.808651,0.584955,322.399251,6.798247,41.424854,34.897763,88.469208
S00726,L0036,T02,726,2.613207,144.93419,67.790245,126.067583,126.934084,0.583585,360.915336,10.007637,46.802895,41.710167,79.126507
S00364,L0018,T01,364,3.927819,112.518487,139.812674,144.937815,59.785029,0.316434,414.121717,5.022969,46.970438,23.593461,92.101029
S00437,L0021,T01,437,2.241336,103.235317,117.216254,121.029361,44.33648,0.711718,321.898546,4.690164,48.852338,27.388816,91.039102
S00309,L0015,T01,309,2.049392,95.435736,74.686619,211.095933,135.11445,0.765127,319.550766,11.39964,36.039046,43.189146,77.285835
S00506,L0025,T01,506,3.734117,91.600493,96.228628,147.571874,61.229241,0.38774,359.586898,4.891,49.497267,20.127608,91.557719
S00022,L0001,T01,22,3.323538,85.353026,75.761558,229.418161,63.01603,0.43212,393.725799,4.749196,33.386747,23.989682,94.477845
S00360,L0018,T01,360,3.480565,136.718638,129.102631,174.084567,105.126415,0.439549,391.227819,8.40497,51.185103,29.101517,84.88218
S00514,L0025,T01,514,2.923305,81.661334,99.369872,199.579707,5.386177,0.528991,367.324238,2.525948,39.775103,23.510091,98.586523
S00787,L0039,T03,787,2.136771,145.836366,138.384426,,15.759466,0.460281,358.342139,3.519801,31.050038,26.906408,94.024353
S00135,L0006,T02,135,2.686187,90.359107,127.884797,163.730638,82.97499,0.667983,332.148314,5.723079,45.564693,37.675853,89.942852
S00358,L0017,T03,358,3.525198,134.272586,130.510799,157.09781,126.833624,0.593273,405.780234,10.228513,51.863269,36.339627,79.851053
S00295,L0014,T01,295,2.853904,72.857737,65.109827,191.514644,101.229304,0.606696,344.142057,7.600414,47.161849,36.361418,85.05717
S00225,L0011,T01,225,3.348122,70.893544,98.48213,179.883801,134.131084,0.640702,334.630026,10.593728,51.483288,39.451266,79.130127
S00742,L0037,T01,742,2.854869,131.746372,82.155378,127.435238,59.450583,0.698948,371.173916,4.599299,51.700959,33.719922,90.322819
S00549,L0027,T03,549,3.084523,124.959505,72.388858,227.134098,115.440676,0.511907,382.260708,8.586288,43.439284,32.587881,85.341228
S00424,L0021,T01,424,2.002569,116.286371,136.423592,197.875015,112.930672,0.279444,334.983329,9.468456,29.896477,29.340192,83.976941
S00633,L0031,T01,633,2.874248,103.372098,94.88898,209.937805,27.008344,0.355822,376.762824,3.917273,41.937712,19.474851,97.733551
S00094,L0004,T02,94,2.086196,135.776054,114.834065,216.287675,49.324636,0.543629,360.825812,4.352747,33.778829,26.184894,90.465327
S00378,L0018,T03,378,2.286207,120.352203,141.288955,216.782953,103.8544,0.425009,346.121743,8.3096,37.404004,32.111123,86.323936
S00579,L0028,T01,579,2.143503,145.465932,72.730846,200.801084,133.270703,0.25776,357.165929,11.043124,30.624108,37.596698,79.294421
S00650,L0032,T02,650,2.427821,80.437878,128.166864,179.667054,37.974141,0.35621,333.356323,4.093515,40.814593,19.790072,93.443182
S00233,L0011,T02,233,4.23834,144.70676,80.97082,176.060428,92.66699,0.273896,441.68332,7.485097,48.90664,25.6845,88.918251
S00160,L0008,T04,160,2.000923,82.867299,73.185357,220.909127,118.974508,0.503913,314.581518,10.136029,33.879548,33.435759,84.387225
S00202,L0010,T03,202,2.943336,80.214167,99.403729,199.764435,97.141668,0.380976,358.733366,7.589109,45.854256,30.804657,88.114256
S00438,L0021,T01,438,2.220091,145.311629,76.918292,138.376271,95.787771,0.785517,342.045094,7.557731,45.615828,40.66319,84.575127
S00178,L0008,T01,178,3.815074,106.944145,132.561451,141.940015,36.526422,0.74721,389.865847,3.513783,58.258175,32.316653,92.236458
S00722,L0036,T02,722,3.394896,149.658109,139.263521,180.51497,116.329942,0.273403,400.073213,8.641524,47.286399,27.734627,83.856788
S00620,L0031,T02,620,2.422947,86.606038,124.292959,140.005944,120.253778,0.573161,290.265141,9.999201,42.756048,35.032538,81.099574
S00067,L0003,T03,67,3.611514,134.711741,123.836334,136.800507,139.096328,0.792429,398.550974,11.355008,55.291457,43.412307,78.858188
S00347,L0017,T02,347,2.462913,131.040393,136.29142,209.44764,8.000257,0.765087,383.345963,2.894945,37.463919,25.949685,95.254018
S00319,L0015,T01,319,3.680153,76.807898,91.349503,159.977399,,0.392621,362.713974,9.994152,51.483395,31.365644,82.335912
S00248,L0012,T04,248,2.902611,140.741015,96.466425,135.743435,43.256836,0.405353,375.490742,4.533939,44.069654,30.509577,91.721437
S00302,L0015,T03,302,4.38297,94.642922,70.72829,187.734249,49.667751,0.502101,432.979335,4.981018,52.99381,31.586842,87.998987
S00598,L0029,T01,598,3.231978,82.539495,127.515175,165.282026,136.850498,0.547993,326.436872,10.964991,50.380135,37.995141,79.225031
S00568,L0028,T03,568,2.626391,90.860654,139.725462,214.091519,128.430194,0.740849,345.730595,10.384451,37.308562,48.267551,80.08641
S00389,L0019,T01,389,3.23553,121.819338,136.055241,140.405412,4.384584,0.684832,386.392382,2.35135,48.802607,25.782325,95.895583
S00685,L0034,T01,685,3.20882,101.138383,99.447095,121.351699,70.47749,0.361074,340.620389,5.289247,47.064785,27.767108,90.424651
S00575,L0028,T01,575,2.565119,79.947912,100.089735,172.855634,16.354196,0.539824,339.416862,3.096815,47.875604,24.909163,95.271497
S00495,L0024,T01,495,3.37134,120.050817,143.886696,188.944811,39.849907,0.639949,409.33713,3.617211,51.450533,20.493296,93.689422
S00740,L0037,T01,740,3.255055,86.028874,120.380111,136.865539,118.987734,0.269354,343.029876,9.092687,45.327916,27.904519,85.567144
S00375,L0018,T04,375,3.433845,91.047106,104.174318,189.469611,88.868816,0.357728,369.587481,6.376153,44.66677,30.83674,88.866926
S00688,L0034,T01,688,4.310171,149.114529,135.381279,179.301133,88.95845,0.422981,462.413026,7.601767,62.194759,24.702348,85.424843
S00298,L0014,T01,298,3.48633,131.171853,121.159823,144.62949,64.161814,0.317114,395.196893,5.2238,48.50353,25.186516,91.774653
S00106,L0005,T03,106,4.441416,148.868365,113.937082,121.121177,132.56567,0.254622,427.950425,11.087356,61.057053,29.959186,78.386763
S00667,L0033,T01,667,3.204519,87.279653,70.415268,223.250981,29.333684,0.441432,387.155349,3.161514,48.316827,21.138414,95.582899
S00140,L0007,T01,140,3.140597,138.316317,72.291327,226.7321,119.548452,0.382756,406.515572,9.520595,41.049083,32.296844,82.461722
S00361,L0018,T01,361,2.11837,82.432982,134.197915,175.240953,60.01158,0.389209,305.097175,5.266234,29.333002,21.008235,91.89403
S00133,L0006,T02,133,4.233025,138.355941,99.967194,137.445932,19.638593,0.228048,451.001217,3.227398,54.908865,13.458218,96.255989
S00493,L0024,T02,493,2.081759,103.490432,101.785242,172.801307,137.165832,0.610388,314.392547,11.464148,34.818241,31.853057,78.558759
S00240,L0012,T01,240,3.528072,106.782817,81.40035,184.955025,108.04838,0.524992,386.829649,8.214257,45.605442,37.260991,85.745076
S00472,L0023,T01,472,3.287074,82.133567,139.78981,150.132891,132.218927,0.322171,344.269376,10.912853,47.749186,26.936569,83.054858
S00617,L0030,T02,617,3.340593,97.092107,66.974032,208.866361,4.424493,0.287984,406.156599,2.402911,38.142035,12.391976,98.232679
S00421,L0021,T01,421,2.115694,123.81917,110.478503,142.580059,90.326765,0.475513,314.056327,7.32933,43.382746,31.37311,88.073203
S00680,L0034,T01,680,2.589617,70.562547,131.094224,145.542741,38.047796,0.781634,312.453417,4.028391,44.671163,34.496125,93.506228
S00297,L0014,T02,297,2.535818,148.042173,130.765352,163.919313,18.581922,0.704309,387.137706,2.904668,43.405733,34.541552,97.242515
S00712,L0035,T02,712,3.752657,86.48486,70.402629,150.85127,81.400306,0.79717,380.299242,6.82895,58.20535,37.750733,87.952733
S00637,L0031,T01,637,2.059136,147.128764,71.067015,124.594997,139.176252,0.269245,322.378157,10.727152,34.769745,32.864485,79.923991
S00524,L0026,T04,524,2.817065,133.868752,83.841309,135.125097,63.403656,0.610775,365.268613,5.46226,45.138548,26.913149,89.534977
S00515,L0025,T01,515,4.231362,104.14893,102.553264,205.920326,82.130241,0.256586,424.025529,6.097995,42.414198,21.653979,89.807643
S00075,L0003,T01,75,4.467458,125.057129,113.036987,188.046364,120.707473,0.626222,443.594281,10.141012,61.190042,37.840736,78.011569
S00237,L0011,T01,237,4.119728,148.247045,116.027369,215.810199,96.485953,0.234977,455.065728,8.187148,42.415513,29.064006,89.331624
S00315,L0015,T02,315,3.796822,93.846349,114.932435,128.586559,2.266,0.634508,383.575734,2.731852,54.266527,27.318175,94.947411
S00746,L0037,T01,746,,98.448303,74.921902,179.204437,62.509801,0.446477,410.710257,5.6299,50.951015,22.889288,89.740364
S00105,L0005,T01,105,3.518263,94.197856,141.750944,135.156728,33.814997,0.656744,367.265966,3.831441,54.103126,22.329474,94.398605
S00700,L0035,T02,700,4.270027,113.373707,87.24895,152.324595,95.123009,0.47941,409.349257,7.337134,47.764928,24.227893,86.676835
S00200,L0010,T01,200,3.993549,128.869011,133.545927,122.670379,54.215238,0.705248,410.317936,5.114324,63.881836,28.637858,90.54686
S00782,L0039,T01,782,3.448858,138.164789,136.744581,226.253047,2.787689,0.51581,452.235222,2.285953,45.842079,18.781824,98.294976
