sample_id,lot_id,tool_id,sequence,layer,pe_cycle,program_pulse_v,temperature_c,retention_time_h,state,vth_mean_v,vth_sigma_v,read_window_v,ber_proxy,read_error
S00014,L0000,T01,14,63,1057.171534,18.61838,40.526504,11.1107,6,2.702755,0.45329,0.03,0.201009,HIGH
S00304,L0015,T03,304,106,12.44568,17.63326,39.152938,20.763566,3,0.642072,0.265821,0.218256,0.010978,LOW
S00418,L0020,T01,418,48,117.824622,17.075529,33.168906,11.127607,4,1.327376,0.351445,0.110579,0.048968,LOW
S00434,L0021,T01,434,169,1299.090784,18.088495,45.32596,44.247209,6,2.520999,0.434603,0.03,0.201009,HIGH
S00684,L0034,T02,684,4,37.30235,17.931714,51.225875,100.289376,3,0.130162,0.289256,0.089946,0.043547,LOW
S00174,L0008,T03,174,91,26.308917,20.162179,40.775459,12.264404,3,0.76791,0.275614,0.190713,0.014805,LOW
S00588,L0029,T02,588,73,46.348798,15.437714,22.668099,1.388516,5,2.149456,0.310283,0.18712,0.030522,LOW
S00572,L0028,T03,572,187,1122.656956,17.940781,33.80752,5.598261,7,3.643692,0.420614,0.03,0.263084,HIGH
S00517,L0025,T03,517,119,150.067701,18.068718,56.391864,125.97773,5,1.573338,0.318577,0.03,0.150588,HIGH
S00165,L0008,T02,165,104,24.236966,19.993734,51.509957,2.737956,7,3.703509,0.284266,0.25831,0.028157,LOW
S00093,L0004,T02,93,38,189.209316,18.763598,58.763015,13.848816,1,-0.876826,0.341209,0.084953,0.023328,LOW
S00405,L0020,T01,405,118,167.230218,18.231407,51.721916,11.57125,0,-1.485183,0.293858,0.174135,0.006271,LOW
S00717,L0035,T03,717,40,561.679429,19.825952,45.780351,162.113335,3,0.311936,0.393028,0.03,0.080913,LOW
S00101,L0005,T01,101,93,1109.091762,15.667266,64.153278,57.833197,1,-1.091601,0.372256,0.03,0.041887,LOW
S00549,L0027,T01,549,140,118.153847,17.605229,42.172548,7.485166,2,-0.235176,0.328764,0.108668,0.025448,LOW
S00701,L0035,T02,701,,4284.592345,18.040166,38.974227,1.780897,5,2.214108,0.426399,0.03,0.150588,HIGH
S00557,L0027,T02,557,34,310.260852,16.92358,41.779201,435.776645,3,0.173328,0.380265,0.03,0.080913,LOW
S00013,L0000,T01,13,34,48.455355,15.249485,38.870311,425.582472,0,-2.176914,0.348191,0.03,0.029887,LOW
S00102,L0005,T01,102,117,51.72522,17.306939,49.682013,83.693813,0,-1.761364,0.293988,0.146107,0.008517,LOW
S00298,L0014,T01,298,85,1409.438222,18.622091,48.345666,263.483632,3,0.114118,0.361288,0.03,0.080913,LOW
S00598,L0029,T01,598,131,2332.501805,16.550435,53.816947,10.971962,5,1.911882,0.43862,0.03,0.150588,HIGH
S00493,L0024,T01,493,167,535.825184,17.626244,37.266153,66.247818,5,1.697804,0.380105,0.03,0.150588,HIGH
S00452,L0022,T01,452,39,58.329566,16.613717,43.399519,7.188143,7,3.530361,0.362284,0.035372,0.25179,HIGH
S00478,L0023,T01,478,34,433.918582,20.025461,28.978345,4.796839,0,-1.207754,0.397034,0.03,0.029887,LOW
S00496,L0024,T03,496,29,13.24129,18.344178,52.628903,1.427131,2,0.083362,0.314785,0.115442,0.023664,LOW
S00200,L0010,T01,200,142,4313.324334,17.00361,18.780845,121.047694,3,0.439128,0.430778,0.03,0.080913,LOW
S00163,L0008,T02,163,4,19.139893,16.778266,39.966711,11.067044,0,-1.518665,0.334755,0.083953,0.016733,LOW
S00199,L0009,T01,199,102,49.442916,17.679193,26.13292,9.069931,4,1.578242,0.27867,0.165136,0.027478,LOW
S00283,L0014,T02,283,37,371.244476,17.59051,34.047031,8.961599,1,-0.8435,0.411329,0.03,0.041887,LOW
S00219,L0010,T02,219,153,24.721621,15.81388,43.454686,748.88243,6,2.14747,0.308719,0.03,0.201009,HIGH
S00552,L0027,T01,552,86,120.592399,19.491774,41.986339,342.282636,,0.353351,0.306674,0.03,0.080913,LOW
S00662,L0033,T01,662,96,26.495539,17.322786,42.617995,404.579786,3,0.272568,0.235332,0.155201,0.021728,LOW
S00066,L0003,T01,66,2,33.546279,19.349354,45.630507,31.130392,2,-0.331549,0.353967,0.03,0.058415,LOW
S00060,L0003,T03,60,180,,19.769299,43.398227,34.324647,7,3.25066,0.491229,0.03,0.263084,HIGH
S00519,L0025,T01,519,83,4047.795705,14.930364,,29.188338,0,-1.8528,0.427384,0.03,0.029887,LOW
S00396,L0019,T01,396,149,1000.584275,16.895892,63.593838,3.265725,0,-1.565733,0.404298,0.03,0.029887,LOW
S00035,L0001,T01,35,44,4669.686652,18.861744,43.364191,219.934918,1,-1.080878,0.446466,0.03,0.041887,LOW
S00509,L0025,T01,509,115,915.298776,19.945788,59.613901,19.542883,5,1.890877,0.386841,0.03,0.150588,HIGH
S00350,L0017,T03,350,181,4525.135075,17.545515,42.428769,5.514759,6,2.619776,0.456878,0.03,0.201009,HIGH
S00207,L0010,T01,207,48,267.036084,17.414447,,1.04855,3,0.925218,0.378953,0.03,0.080913,LOW
S00213,L0010,T02,213,142,890.807731,18.532924,44.174341,247.064636,1,-1.126504,0.419642,0.03,0.041887,LOW
S00791,L0039,T01,791,3,887.955265,17.756885,45.529846,4.155889,7,3.566015,0.432088,0.03,0.263084,HIGH
S00740,L0037,T03,740,44,80.789522,16.511998,55.189517,33.351925,2,-0.356803,0.365963,0.03,0.058415,LOW
S00723,L0036,T03,723,121,1813.989286,18.301637,39.512373,6.184629,4,1.371311,0.414713,0.03,0.111056,LOW
S00408,L0020,T01,408,131,1125.445629,17.854958,42.866672,9.164327,3,0.570724,0.403158,0.03,0.080913,LOW
S00601,L0030,T03,601,56,551.932116,15.698307,49.621741,,4,0.846747,0.383302,0.03,0.111056,LOW
S00779,L0038,T01,779,186,67.686708,17.101822,41.507001,103.627672,1,-1.260032,0.321654,0.113846,0.017085,LOW
S00555,L0027,T02,555,128,38.608425,18.574553,59.348633,495.125312,4,0.569098,0.31991,0.03,0.111056,LOW
S00389,L0019,T01,389,183,1008.239229,17.168662,43.032254,800.082744,,-0.869334,0.41563,0.03,0.058415,LOW
S00722,L0036,T01,722,101,77.247107,18.740049,49.736964,62.435664,4,1.218969,0.32751,0.171609,0.025638,LOW
S00479,L0023,T03,479,6,1886.742851,16.81146,49.782606,6.166742,6,2.707171,0.496214,0.03,0.201009,HIGH
S00381,L0019,T01,381,99,4295.549228,17.488659,54.34841,1.876919,3,0.791285,0.444114,0.03,0.080913,LOW
S00449,L0022,T01,449,24,3150.795611,15.885435,37.759439,247.503823,2,-0.645753,0.426593,0.03,0.058415,LOW
S00590,L0029,T02,590,,11.061399,16.283384,42.267062,3.993449,4,1.502977,0.256053,0.319649,0.005137,LOW
S00750,L0037,T01,750,65,23.260008,19.024783,71.863378,1.004103,0,-1.220176,0.304069,0.166691,0.006803,LOW
S00593,L0029,T01,593,63,11.649528,17.682688,58.860406,517.088229,4,0.595284,0.308976,0.03,0.111056,LOW
S00154,L0007,T02,154,,392.971511,17.467687,63.857352,279.28222,7,2.505968,0.382158,0.03,0.263084,HIGH
S00153,L0007,T03,153,181,314.566095,18.100907,39.906458,2.147304,7,3.530668,0.435418,0.03,0.263084,HIGH
S00005,L0000,T02,5,103,942.07415,17.880197,50.656844,207.712708,3,0.402547,0.420262,0.03,0.080913,LOW
S00089,L0004,T03,89,19,287.817751,,56.544777,9.223424,0,-1.34481,0.340488,0.03,0.029887,LOW
S00658,L0032,T03,658,113,76.611595,16.830621,52.981558,3.585021,2,-0.027877,0.336517,0.068757,0.038928,LOW
S00616,L0030,T01,616,37,1904.303298,18.346002,36.119163,1.20782,3,0.679621,0.43337,0.03,0.080913,LOW
S00735,L0036,T01,735,116,46.39658,18.565248,43.717287,304.105631,2,-0.419121,0.336811,0.08543,0.032618,LOW
S00547,L0027,T01,547,59,4133.128431,20.588424,32.46938,12.30998,1,-0.664183,0.435769,0.03,0.041887,LOW
S00729,L0036,T01,729,52,,17.227868,50.311558,11.171906,2,-0.236016,0.368799,0.03,0.058415,LOW
S00291,L0014,T01,291,128,1317.587882,18.002995,,55.115229,6,2.440523,0.372893,0.03,0.201009,HIGH
S00054,L0002,T01,54,,213.719434,17.677324,39.726926,68.620157,6,2.611584,0.36741,0.03,0.201009,HIGH
S00228,L0011,T01,228,30,67.944826,18.940243,44.160973,1.050086,6,3.074565,0.350541,0.080955,0.125592,HIGH
S00743,L0037,T01,743,,1667.688776,16.148245,29.117337,210.247816,6,2.321869,0.394866,0.03,0.201009,HIGH
S00422,L0021,T01,422,69,196.041372,17.031928,34.963595,31.074613,0,-1.687756,0.356914,0.03,0.029887,LOW
S00649,L0032,T02,649,81,,18.53678,47.132605,8.501626,6,2.892118,0.403579,0.03,0.201009,HIGH
S00198,L0009,T01,198,28,3498.259273,16.92962,50.152464,211.151941,2,-0.634818,0.43163,0.03,0.058415,LOW
S00072,L0003,T02,72,40,377.326983,18.070026,,251.445648,1,-1.173507,0.360587,0.03,0.041887,LOW
S00025,L0001,T01,25,88,3051.023953,18.895329,46.626149,55.85725,4,1.228719,0.457544,0.03,0.111056,LOW
S00627,L0031,T03,627,52,1739.764236,19.084588,47.721735,47.533049,3,0.562828,0.446943,0.03,0.080913,LOW
S00018,L0000,T02,18,39,13.986965,19.127808,48.961107,434.574425,0,-1.88066,0.312306,-0.054304,0.016365,LOW
S00788,L0039,T01,788,181,2465.304366,14.879749,314.701371,68.292301,6,2.427288,0.420435,0.03,0.201009,HIGH
S00463,L0023,T02,463,23,25.484301,19.289462,51.804881,1.492991,3,0.917668,0.332741,0.05365,0.063557,LOW
S00696,L0034,T03,696,153,24.966899,18.170713,53.662469,37.23265,5,1.785361,0.292744,0.127893,0.056957,LOW
S00361,L0018,T02,361,152,494.848048,17.666523,37.538329,44.661791,4,1.155205,0.428792,0.03,0.111056,LOW
S00444,L0022,T03,444,56,102.206797,19.162393,32.806503,1.455446,4,1.604748,0.3478,0.080993,0.066551,LOW
S00789,L0039,T03,789,146,22.766987,16.758615,31.090925,266.991597,2,-0.482934,0.243976,0.183722,0.011307,LOW
S00486,L0024,T01,486,74,329.972875,16.988861,45.657716,83.560336,0,-1.815767,0.337749,0.03,0.029887,LOW
S00238,L0011,T02,238,148,254.584115,16.715786,41.141684,377.375135,0,-2.142331,0.40056,0.03,0.029887,LOW
S00368,L0018,T01,368,58,161.076641,18.9735,50.563484,,7,2.968459,0.305318,0.03,0.263084,HIGH
S00132,L0006,T01,132,170,143.436545,16.219656,51.55032,14.881988,1,-1.092793,0.393611,0.03,0.041887,LOW
S00480,L0024,T01,480,94,16.78256,17.872854,55.995862,324.74972,1,-1.382437,0.295075,0.138893,0.013024,LOW
S00322,L0016,T02,322,166,126.120442,,66.46996,457.750706,1,-1.473295,0.368441,0.03,0.041887,LOW
S00794,L0039,T02,794,64,2976.805702,16.391192,33.601486,60.962942,0,-1.605484,0.378273,0.03,0.029887,LOW
S00461,L0023,T01,461,12,25.362518,18.592742,35.357358,2.008663,5,2.264635,0.377645,0.038139,0.139491,HIGH
S00070,L0003,T01,70,73,121.253454,16.12484,17.536812,9.51798,5,2.093656,0.333342,0.135616,0.052562,LOW
S00342,L0017,T01,342,190,2606.399858,17.270209,41.832153,1.190171,0,-1.53522,0.506847,0.03,0.029887,LOW
S00378,L0018,T01,378,9,1402.816624,18.104165,36.562689,1.027695,2,0.160813,0.442923,0.03,0.058415,LOW
S00382,L0019,T01,382,14,21.058197,18.427683,44.915826,1.113355,5,2.210034,0.31647,0.071473,0.100996,LOW
S00196,L0009,T02,196,182,320.014483,18.291855,43.480503,,6,2.307969,0.415194,0.03,0.201009,HIGH
S00127,L0006,T03,127,121,1195.019042,17.999535,46.005449,979.365852,1,-1.458591,0.38486,0.03,0.041887,LOW
S00379,L0018,T02,379,151,1124.360543,17.807957,45.442302,36.35095,4,1.102456,0.382201,0.03,0.111056,LOW
S00346,L0017,T01,346,143,12.219021,18.966461,37.664207,49.029256,3,0.336431,0.278563,0.146758,0.023792,LOW
S00488,L0024,T01,488,182,13.888142,16.40613,47.225666,833.168761,5,1.22666,0.364019,0.03,0.150588,HIGH
S00384,L0019,T01,384,65,238.738654,18.56543,,8.27607,3,0.585866,0.377236,0.03,0.080913,LOW
S00646,L0032,T02,646,107,1083.283241,17.475883,49.427086,15.066045,3,0.483061,0.418444,0.03,0.080913,LOW
S00022,L0001,T02,22,40,659.898089,16.710928,44.120139,206.119916,0,-1.984649,0.397862,0.03,0.029887,LOW
S00691,L0034,T01,691,49,379.055007,15.538193,47.746527,13.726444,7,3.438556,0.380105,0.03,0.263084,HIGH
S00383,L0019,T01,383,75,3419.058711,18.222605,46.219811,8.797417,5,2.133895,0.431636,0.03,0.150588,HIGH
S00122,L0006,T01,122,132,3758.246671,17.573102,50.392069,131.712888,6,2.463717,0.443379,0.03,0.201009,HIGH
S00423,L0021,T03,423,142,57.441316,17.596484,44.989094,511.244724,1,-1.337903,0.290952,0.091179,0.021818,LOW
S00256,L0012,T01,256,36,183.142602,17.568946,34.53355,8.387876,3,0.581162,0.386521,0.03,0.080913,LOW
S00218,L0010,T01,218,78,103.083374,18.807158,30.699248,3.285902,5,2.332827,0.358236,0.080333,0.092485,LOW
S00170,L0008,T01,170,,117.024591,20.029815,50.441643,,5,1.98716,0.357027,0.03,0.150588,HIGH
S00229,L0011,T01,229,66,553.805693,16.976098,39.854803,16.004318,4,1.102492,0.379208,0.03,0.111056,LOW
S00736,L0036,T01,736,58,84.912441,18.126386,34.512891,220.828152,0,-1.846322,0.319329,0.064442,0.020656,LOW
S00065,L0003,T01,65,183,4433.845083,19.415189,43.145724,12.712783,6,2.574831,0.485692,0.03,0.201009,HIGH
S00300,L0015,T01,300,101,14.329922,19.658585,45.034089,234.110638,3,0.486051,0.302316,0.116946,0.032723,LOW
S00731,L0036,T01,731,35,1037.37689,16.798788,53.989965,418.99703,0,-2.345436,0.395383,0.03,0.029887,LOW
S00681,L0034,T01,681,122,1292.651651,17.836965,34.675359,4.369906,3,0.732742,0.385275,0.03,0.080913,LOW
S00427,L0021,T03,427,3,43.311932,16.607851,47.426312,258.277551,6,2.326533,0.304707,0.057978,0.156072,HIGH
S00068,L0003,T02,68,19,268.590841,15.313157,49.26046,,3,-0.084055,0.379614,0.03,0.080913,LOW
S00501,L0025,T03,501,85,1542.138798,17.156088,30.191363,214.378719,1,-1.032886,0.40924,0.03,0.041887,LOW
S00074,L0003,T01,74,63,12.797319,18.927311,39.180824,279.278341,4,1.297465,0.269728,0.145141,0.034008,LOW
S00357,L0017,T01,357,192,4340.878164,18.786345,42.500076,11.640945,4,1.283892,0.446493,0.03,0.111056,LOW
S00784,L0039,T02,784,165,709.389919,17.445896,46.074248,298.34636,0,-2.234255,0.389239,0.03,0.029887,LOW
S00602,L0030,T01,602,89,178.366398,18.205661,50.172074,11.01974,2,0.046308,0.340619,0.064729,0.04062,LOW
S00189,L0009,T03,189,9,177.549742,19.332401,43.630117,33.12454,5,1.87797,0.401843,0.03,0.150588,HIGH
S00582,L0029,T01,582,66,1012.945251,16.458691,67.258416,1.256987,6,2.890283,0.386551,0.042621,0.179634,HIGH
S00107,L0005,T02,107,75,1822.013327,16.198848,49.191719,27.227696,7,3.17233,0.363324,0.03,0.263084,HIGH
S00226,L0011,T01,226,173,3414.59222,19.055484,37.034752,1.19899,4,1.526386,0.481605,0.03,0.111056,LOW
S00775,L0038,T01,775,14,32.737327,18.43324,51.99364,39.877336,4,0.893795,0.296658,0.082038,0.06584,LOW
S00195,L0009,T01,195,65,108.632936,18.971708,48.37226,740.415321,4,0.951584,0.354136,0.03,0.111056,LOW
S00536,L0026,T02,536,80,538.326517,18.358857,53.608228,18.827931,3,0.596334,0.374174,0.03,0.080913,LOW
S00685,L0034,T01,685,130,23.243479,17.39321,28.53009,7.850165,2,-0.042844,0.285116,0.218537,0.007738,LOW
S00412,L0020,T01,412,178,2397.191472,19.731845,54.196993,17.250569,6,2.700496,0.41862,0.03,0.201009,HIGH
S00149,L0007,T01,149,178,96.160561,18.44609,28.555452,79.819897,3,0.510892,0.367001,0.03,0.080913,LOW
S00282,L0014,T01,282,62,498.110694,18.464293,,19.79619,3,0.516702,0.351685,0.03,0.080913,LOW
S00612,L0030,T01,612,50,11.447121,17.935792,52.661591,127.307047,4,1.004637,0.285339,0.18251,0.022807,LOW
S00705,L0035,T01,705,137,12.083957,17.426621,62.718043,34.537572,2,-0.38503,0.292191,0.103009,0.027038,LOW
S00055,L0002,T01,55,51,11.755582,20.897171,44.095544,7.030055,3,0.816262,0.31481,0.107423,0.036206,LOW
S00579,L0028,T03,579,33,198.231638,20.062359,63.620621,210.344215,4,0.767878,0.37252,0.03,0.111056,LOW
S00295,L0014,T03,295,99,91.850292,16.404001,49.005497,625.028626,2,-0.630192,0.29105,0.052986,0.045964,LOW
S00484,L0024,T01,484,110,53.245007,17.916544,61.068741,1.388497,4,1.492322,0.277842,0.222459,0.014817,LOW
S00004,L0000,T01,4,35,27.939461,18.957982,320.047911,515.46983,0,-2.034905,0.34063,0.03,0.029887,LOW
S00512,L0025,T01,512,8,171.737586,17.9242,51.350763,8.441187,5,2.145502,0.399523,0.03,0.150588,HIGH
S00251,L0012,T01,251,84,97.152546,17.955891,41.946732,571.853621,4,0.930851,0.326565,0.065269,0.078135,LOW
S00596,L0029,T01,596,33,3079.683508,16.042908,59.563384,1.317546,6,2.857386,0.460448,0.03,0.201009,HIGH
S00782,L0039,T03,782,,13.935704,17.439154,35.234844,3.41862,0,-1.513549,0.322826,0.145576,0.008566,LOW
S00781,L0039,T01,781,132,233.789951,17.55293,25.194375,4.769806,0,-1.335824,0.313345,0.121588,0.011124,LOW
S00683,L0034,T01,683,171,1847.075395,18.07908,52.806154,4.018823,0,-1.454658,0.392915,0.03,0.029887,LOW
S00380,L0019,T02,380,123,571.534993,17.925176,20.052951,42.649218,2,-0.001317,0.38871,0.03,0.058415,LOW
S00708,L0035,T02,708,80,310.325127,17.862163,27.236482,11.309674,7,3.635236,0.334482,0.098752,0.14353,HIGH
S00544,L0027,T01,544,32,60.170488,16.820957,50.319761,4.503713,5,2.040391,0.333469,0.103018,0.073563,LOW
S00134,L0006,T01,134,61,39.020926,16.945788,50.062461,1.276702,5,2.246607,0.276119,0.217918,0.021943,LOW
S00073,L0003,T01,73,128,,18.043305,57.027978,533.634333,4,0.686842,0.42804,0.03,0.111056,LOW
S00063,L0003,T01,63,175,416.289037,17.096691,51.803386,24.97039,6,2.539871,0.403596,0.03,0.201009,HIGH
S00742,L0037,T02,742,39,4207.366315,18.733501,50.077773,11.849831,1,-0.864254,0.478859,0.03,0.041887,LOW
S00535,L0026,T01,535,147,28.041667,19.26022,49.265127,7.052238,5,2.16659,0.360514,0.03,0.150588,HIGH
S00273,L0013,T01,273,103,51.779239,19.324654,37.836243,71.581476,7,3.360688,0.277671,0.114528,0.123488,HIGH
S00399,L0019,T02,399,149,,18.823805,36.961341,14.93591,2,0.072061,0.474468,0.03,-0.286539,LOW
S00674,L0033,T01,674,114,2726.947624,17.200108,39.162558,886.473487,5,1.599727,0.38419,0.03,0.150588,HIGH
S00308,L0015,T01,308,33,2182.649835,18.742125,47.788394,228.147507,1,-1.16338,0.409663,0.03,0.041887,LOW
S00771,L0038,T03,771,60,4989.849296,17.436885,44.115399,52.430053,3,0.445385,0.443879,0.03,0.080913,LOW
S00286,L0014,T01,286,98,3667.978353,20.62576,36.824516,60.62993,7,3.548028,0.419686,0.03,0.263084,HIGH
S00148,L0007,T01,148,103,1985.864595,18.484733,30.415793,7.415378,3,0.759543,0.431073,0.03,0.080913,LOW
S00223,L0011,T01,223,109,105.471961,17.008219,,6.461211,6,2.803787,0.324302,0.080074,0.12666,HIGH
S00276,L0013,T03,276,185,4386.601314,15.564168,42.280809,5.918262,,1.89541,0.453009,0.03,0.150588,HIGH
S00628,L0031,T02,628,143,16.910662,17.665385,59.403227,1.820352,1,-0.654059,0.281514,0.178357,0.008477,LOW
S00738,L0036,T01,738,22,856.825734,16.166515,49.222299,304.233741,7,3.03294,0.439402,0.03,0.263084,HIGH
S00340,L0017,T02,340,54,18.449571,18.95985,54.867344,852.905117,4,0.736334,0.295704,0.03,0.111056,LOW
S00289,L0014,T01,289,137,21.727929,17.266812,52.861057,519.447997,2,-0.680984,0.345766,0.03,0.058415,LOW
S00147,L0007,T02,147,113,115.698109,20.330127,36.484411,,5,2.17754,0.328974,0.110632,0.068055,LOW
S00002,L0000,T01,2,188,3623.257094,19.445351,46.974058,39.207864,7,3.239665,0.466112,0.03,0.263084,HIGH
S00363,L0018,T01,363,15,3030.094542,16.937713,36.978115,109.075646,6,2.442851,0.509379,0.03,0.201009,HIGH
S00183,L0009,T02,183,125,204.973229,18.701474,42.059364,563.119557,6,2.209272,0.353737,0.03,0.201009,HIGH
S00617,L0030,T03,617,31,13.046034,16.263381,314.333731,27.675069,7,3.345533,0.288282,0.139067,0.097112,LOW
S00106,L0005,T02,106,2,27.534358,19.94022,44.842804,630.284575,0,-2.174694,0.356784,0.03,0.029887,LOW
S00184,L0009,T01,184,10,44.599646,16.781254,34.465791,,2,-0.266122,0.320592,0.095295,0.029362,LOW
S00524,L0026,T03,524,15,472.533322,15.954103,53.7321,509.657808,5,1.291159,0.396875,0.03,0.150588,HIGH
S00155,L0007,T01,155,191,121.695872,18.304111,45.516081,814.098336,0,-2.158295,0.348347,0.03,0.029887,LOW
S00635,L0031,T01,635,171,499.746059,17.01338,49.885937,1.571665,7,3.629016,0.319876,0.066481,0.192897,HIGH
S00373,L0018,T01,373,168,184.397256,,40.916066,519.431606,2,-0.463925,0.363073,0.03,0.058415,LOW
S00702,L0035,T02,702,9,446.578168,17.716186,56.157594,96.484992,0,-2.003179,0.436645,0.03,0.029887,LOW
S00400,L0020,T02,400,146,444.624803,14.793834,56.850557,25.399648,3,0.201645,0.370111,0.03,0.080913,LOW
S00044,L0002,T01,44,22,1951.545507,21.3244,35.993671,3.476197,6,2.961842,0.420156,0.03,0.201009,HIGH
S00757,L0037,T03,757,176,957.288928,18.398611,68.905999,21.703708,6,2.500477,0.45018,0.03,0.201009,HIGH
S00088,L0004,T01,88,16,19.300743,16.951482,63.075419,15.730073,1,-1.010155,0.352019,0.03,0.041887,LOW
S00798,L0039,T03,798,30,142.46418,17.705007,48.154857,25.902654,2,-0.306351,0.349724,0.068903,0.038868,LOW
S00414,L0020,T02,414,53,3799.430866,15.840107,37.109344,56.649428,6,2.476459,0.450823,0.03,0.201009,HIGH
S00443,L0022,T01,443,6,227.087379,17.709388,51.601127,785.517011,1,-1.494468,0.429724,0.03,0.041887,LOW
S00765,L0038,T01,765,25,14.195421,19.09608,36.139138,11.20064,2,-0.027714,0.306208,0.144533,0.017295,LOW
S00024,L0001,T01,24,123,2084.307794,18.56403,49.878284,227.790426,1,-1.160258,0.384312,0.03,0.277273,LOW
S00221,L0011,T02,221,49,,16.164225,34.242439,1.478757,6,2.90726,0.268548,0.219299,0.030404,LOW
S00157,L0007,T03,157,7,10.255422,18.994457,39.978997,1.674637,6,3.059768,0.301984,0.189195,0.041841,LOW
S00012,L0000,T02,12,132,11.666127,20.201941,56.029262,37.895654,6,2.665863,0.274729,0.136934,0.072006,LOW
S00604,L0030,T01,604,101,255.550365,,37.211218,4.642206,0,-1.464143,0.398422,0.03,0.029887,LOW
S00215,L0010,T03,215,135,35.064113,17.294864,58.327561,68.649527,2,-0.593442,0.319442,0.03,0.058415,LOW
S00397,L0019,T01,397,146,147.184876,18.726017,34.225957,11.394875,6,2.920726,0.395513,0.03,0.201009,HIGH
S00335,L0016,T02,335,140,13.231539,,40.573592,463.647449,2,-0.535442,0.251131,0.164073,0.013997,LOW
S00279,L0013,T01,279,92,26.599924,17.927211,53.998918,3.295545,1,-0.660197,0.276392,0.185023,0.007882,LOW
S00435,L0021,T01,435,161,438.309948,19.63257,30.784657,41.530449,6,2.82355,0.423574,0.03,0.201009,HIGH
S00587,L0029,T03,587,104,357.443539,17.676887,37.275596,,4,1.285257,0.365573,0.03,0.111056,LOW
S00364,L0018,T01,364,118,1727.543314,19.536905,31.413254,465.681214,0,-1.721527,0.413262,0.03,0.029887,LOW
S00643,L0032,T03,643,38,24.286612,18.631907,50.817682,14.731319,2,-0.119032,0.313846,0.114293,0.023957,LOW
S00366,L0018,T02,366,30,2481.315603,17.944793,,5.595885,3,0.705266,0.431043,0.03,0.080913,LOW
S00263,L0013,T03,263,17,2639.860151,17.043756,54.013713,10.672195,4,1.156404,0.419759,0.03,0.111056,LOW
S00682,L0034,T01,682,192,60.266007,18.003835,47.88801,20.796046,0,-1.823489,0.359893,0.057013,0.022376,LOW
S00403,L0020,T03,403,137,11.003535,19.303298,41.157262,70.233537,2,-0.375893,0.265961,0.151517,0.016037,LOW
S00668,L0033,T02,668,45,18.376823,16.422342,48.319388,289.936019,6,2.06213,0.297253,0.127874,0.078956,LOW
S00108,L0005,T03,108,64,60.599867,18.15443,,66.988223,2,-0.502566,0.332707,0.03605,0.05486,LOW
S00503,L0025,T02,503,88,111.709638,16.891601,43.470553,177.888083,1,-1.184972,0.321618,0.065238,0.028815,LOW
S00651,L0032,T01,651,26,216.863761,20.26149,40.374842,566.992487,3,0.263183,0.421317,0.03,0.080913,LOW
S00426,L0021,T01,426,140,122.9831,18.553605,54.369555,5.105101,2,-0.139443,0.367761,0.03,0.058415,LOW
S00586,L0029,T02,586,62,1366.390294,17.335484,,47.646345,0,-1.702062,0.380834,0.03,0.029887,LOW
S00206,L0010,T01,206,85,124.200421,17.225739,30.781741,3.282616,5,2.356138,0.397415,0.03,0.150588,HIGH
S00659,L0032,T01,659,66,35.620658,18.827245,42.162101,135.019471,4,1.087059,0.272183,0.203807,0.01813,LOW
S00592,L0029,T01,592,13,55.003806,17.569826,35.580168,86.744432,7,3.18911,0.304978,0.154165,0.083492,LOW
S00453,L0022,T02,453,23,33.659811,17.710939,24.131059,22.260506,30.0,0.674125,0.316131,0.11291,0.034158,LOW
S00190,L0009,T01,190,64,258.187772,17.185013,41.98197,3.777065,,1.38018,0.355915,0.039674,0.100977,LOW
S00661,L0033,T02,661,102,2824.5748,16.987606,40.606063,10.426594,7,3.624093,0.326766,0.067703,0.190814,HIGH
S00608,L0030,T01,608,75,2820.189774,15.926896,49.092852,490.316659,2,-0.69016,0.43485,0.03,0.058415,LOW
S00741,L0037,T03,741,65,120.277774,19.892421,44.294725,179.796995,6,2.561214,0.31738,0.11138,0.0932,LOW
S00610,L0030,T01,610,129,284.087801,17.694432,40.081375,8.428393,1,-0.797291,0.366906,0.072866,0.026558,LOW
S00001,L0000,T01,1,170,105.049103,18.392873,32.42514,387.227518,3,0.419707,0.359333,0.03,0.080913,LOW
S00142,L0007,T01,142,32,861.937502,17.348659,46.635005,461.227193,4,0.694813,0.43537,0.03,0.111056,LOW
S00541,L0027,T02,541,24,25.278523,20.016903,57.420493,804.013093,2,-0.910647,0.339858,0.03,0.058415,LOW
S00369,L0018,T02,369,164,4898.677796,16.869636,41.942655,124.08863,3,0.278504,0.498898,0.03,0.080913,LOW
S00733,L0036,T03,733,9,2431.418471,17.900091,31.392597,4.349624,6,2.91058,0.488284,0.03,0.201009,HIGH
S00477,L0023,T01,477,147,44.117309,18.362249,61.061576,153.892022,1,-1.361703,0.313764,0.03,0.041887,LOW
S00456,L0022,T01,456,,1435.553589,17.901517,49.476886,2.667567,3,0.715082,0.420733,0.03,0.080913,LOW
S00440,L0022,T01,440,37,535.363092,19.186098,44.555962,13.431817,5,2.124658,0.023257,0.03,0.150588,HIGH
S00678,L0033,T01,678,91,4633.742012,19.808182,40.532124,37.336291,2,-0.131068,0.444636,0.03,0.058415,LOW
S00062,L0003,T01,62,,399.323446,18.341604,28.362688,3.00933,3,0.700873,0.3676,0.09914,0.039523,LOW
