sample_id,lot_id,tool_id,sequence,oes_peak_ratio,endpoint_slope,rf_source_w,rf_bias_w,pressure_mtorr,gas_flow_sccm,esc_temp_c,chamber_age_runs,endpoint_time_s,cd_bias_nm,selectivity,overetch_risk
S00343,L0017,T01,343,0.947223,-0.071136,868.344345,217.833105,31.242832,101.69283,18.290768,167.74648,65.232188,-0.556399,3.549782,0.057041
S00548,L0027,T01,548,0.927847,-0.045218,730.000676,207.065353,31.881948,104.13238,17.142266,179.327513,61.544351,0.096947,3.629536,0.048983
S00204,L0010,T02,204,0.885858,-0.034645,929.824674,169.525496,29.020626,100.71193,18.608044,45.261012,64.352403,-2.526003,4.932032,0.107561
S00339,L0016,T01,339,0.92909,-0.030909,769.008133,173.684725,27.951344,109.859599,14.293826,101.83018,62.171916,-1.909197,5.041762,0.088525
S00356,L0017,T04,356,0.889338,-0.03871,897.898202,186.961109,26.874791,106.404882,17.827384,63.424887,64.136517,-2.359041,4.376564,0.102079
S00030,L0001,T01,30,0.905316,-0.037212,894.8199,203.964722,32.232195,100.333778,18.352164,24.819443,64.053133,-0.472999,3.780948,0.055491
S00646,L0032,T01,646,0.956568,-0.047357,907.874612,192.393181,27.771461,111.845924,17.524185,39.985019,67.558253,0.002767,3.820639,0.04747
S00114,L0005,T01,114,0.96681,-0.028015,908.275076,187.687044,28.795755,116.858073,16.011244,101.301463,68.766606,-2.138868,4.580114,0.105608
S00389,L0019,T01,389,0.984909,-0.053591,926.705417,198.623502,28.903336,97.024945,15.66758,74.446879,68.433451,0.723846,3.839077,0.064066
S00417,L0020,T01,417,0.99835,-0.055102,846.163194,182.240077,31.125299,102.237823,17.989202,24.881557,62.99816,-0.244296,4.378073,0.051442
S00361,L0018,T02,361,0.87855,-0.059832,864.715636,144.962694,26.580628,114.185866,18.466138,169.510715,67.868836,-2.42943,5.668052,0.104359
S00092,L0004,T03,92,1.035637,-0.032956,884.871614,217.859355,30.336842,117.299768,15.597522,82.239545,67.464381,-1.402974,2.965059,0.075233
S00789,L0039,T01,789,1.013958,-0.057996,856.283388,167.811136,28.003628,114.633908,19.785654,158.079946,72.364495,-1.515861,5.374695,0.140062
S00219,L0010,T02,219,1.041128,-0.049127,787.138852,189.059027,29.096244,101.874945,18.239284,51.221043,63.265621,-1.457224,3.707653,0.076564
S00151,L0007,T01,151,0.964344,-0.029528,805.874475,191.588972,30.726523,104.941707,19.137539,96.747192,60.92597,-3.202177,4.557554,0.132476
S00021,L0001,T01,21,0.923271,-0.022664,917.526735,166.815808,26.815683,106.640385,16.408252,136.228104,70.449638,-0.300028,5.347961,0.07395
S00200,L0010,T01,200,0.981794,-0.02361,825.851916,164.093531,25.716822,103.313981,17.938032,56.56184,64.357289,-1.478476,4.541088,0.077092
S00385,L0019,T04,385,1.05815,-0.045242,905.625927,199.78686,29.93861,100.447176,18.461527,168.512199,70.026786,-1.312291,4.362271,0.096505
S00269,L0013,T03,269,1.064392,-0.03853,901.588064,190.376855,29.409434,113.912979,15.10133,153.725684,68.096507,-0.472898,4.515457,0.056252
S00621,L0031,T01,621,1.060471,-0.067045,928.596251,191.630951,24.544094,102.823248,19.859993,72.252514,71.950898,-0.003005,4.291105,0.082693
S00446,L0022,T03,446,0.892328,-0.046007,779.889687,195.840805,26.770054,94.5909,16.997604,4.311861,63.000674,0.250786,4.321249,0.051553
S00436,L0021,T01,436,1.025347,-0.043449,943.275826,195.523146,29.697651,107.159416,19.939799,63.407707,67.851405,-1.028657,3.659696,0.06661
S00056,L0002,T01,56,0.913123,-0.035339,759.836169,183.938242,31.421714,102.941527,17.954808,82.711263,63.674772,-2.677185,4.253276,0.112747
S00493,L0024,T03,493,1.022548,-0.049019,883.340983,204.951655,30.306924,91.102779,18.249948,118.83804,64.103931,-0.87132,3.590819,0.063267
S00528,L0026,T01,528,0.932239,-0.048533,806.274206,219.112802,28.392244,118.772413,20.343313,147.293874,66.019166,-0.335772,3.869394,0.053026
S00256,L0012,T01,256,0.876666,-0.059163,842.145375,178.476755,28.71447,101.713654,15.510476,109.949883,65.940097,-1.196279,4.564278,0.070352
S00254,L0012,T01,254,0.922044,-0.051905,834.147179,189.292989,26.12622,111.958844,18.883898,88.478737,65.147,-2.142918,4.539236,0.095351
S00740,L0037,T04,740,1.069384,,765.149373,173.501877,34.473969,107.860964,17.76621,138.3846,67.161832,-2.609946,4.00558,0.110414
S00693,L0034,T01,693,0.922707,-0.051518,953.431408,197.765896,33.80453,112.239965,16.905704,70.595971,76.144418,0.016048,4.83036,0.145204
S00766,L0038,T01,766,1.077869,-0.066154,860.137156,193.057849,29.636199,112.458085,17.80078,65.625096,63.31119,-1.864245,4.340849,0.087264
S00475,L0023,T03,475,0.945449,-0.041709,916.445376,120.245711,31.544588,121.578461,17.422799,158.801563,74.948281,-1.471246,7.149035,0.191109
S00484,L0024,T01,484,1.040814,-0.043603,972.912123,191.915592,30.37898,101.122185,17.251988,173.722074,72.359162,-0.764349,3.814198,0.111194
S00379,L0018,T01,379,1.058896,-0.022226,891.644692,169.898865,30.753444,,18.099535,100.857774,63.532306,-1.323954,5.155071,0.073331
S00181,L0009,T01,181,1.026285,-0.054996,773.355766,156.865013,30.456084,113.507118,18.156258,39.420731,64.631598,-0.63535,5.673801,0.058545
S00324,L0016,T01,324,0.99171,-0.037893,829.062327,192.609806,34.771696,98.136418,18.534548,11.938926,58.430823,-1.783007,3.401216,0.085025
S00462,L0023,T02,462,0.878567,-0.025022,798.518495,196.474602,28.176058,117.556604,16.081424,171.837506,66.105686,-2.216914,4.797131,0.097609
S00034,L0001,T01,34,0.999871,-0.066797,843.53032,192.392953,30.208903,101.191599,19.559896,108.743256,63.881632,-2.300945,4.240767,0.10023
S00231,L0011,T01,231,0.992641,-0.036929,760.023176,174.635215,27.298933,104.417265,20.083937,149.798849,67.721934,-1.90399,4.437259,0.088378
S00265,L0013,T03,265,0.963931,-0.027959,861.764372,175.890555,27.490923,99.457723,19.5183,49.129943,64.7698,-1.170637,4.588586,0.069767
S00184,L0009,T03,184,1.043484,-0.039724,921.529372,167.264313,28.711108,98.581643,17.09805,49.609966,63.922115,-1.084449,5.551941,0.067834
S00244,L0012,T01,244,1.068691,-0.064965,846.22395,198.681734,22.921695,99.163288,20.400238,66.680587,71.734594,1.010328,4.107284,0.110446
S00555,L0027,T01,555,0.983207,-0.050934,953.059771,175.571372,30.088641,100.09064,17.581213,111.099172,71.246718,-0.242227,4.547169,0.081046
S00764,L0038,T02,764,1.10039,-0.054836,790.704994,192.614839,29.25354,101.073002,16.061376,177.325112,69.448182,-0.049181,4.346365,0.059214
S00486,L0024,T04,486,0.972768,-0.024909,807.360783,208.979212,28.142491,108.988411,20.400769,85.788014,67.298522,-0.425582,3.679275,0.054627
S00334,L0016,T01,334,0.998607,-0.041593,856.084652,155.584374,31.397142,118.58142,15.67892,34.888891,67.379148,-0.949029,5.549267,0.064898
S00262,L0013,T01,262,1.034181,-0.025473,844.368176,199.622295,30.8062,94.400449,16.404131,84.64887,63.933991,-1.343799,3.866073,0.073804
S00443,L0022,T01,443,0.978562,-0.04324,785.558444,176.574402,28.032991,109.978413,18.352058,81.357914,67.934687,-1.266269,5.028217,0.071971
S00510,L0025,T01,510,1.017064,-0.043356,864.095159,173.601739,23.351533,115.285513,18.950324,100.266277,62.538534,0.23754,4.998819,0.051326
S00261,L0013,T04,261,0.927443,-0.044219,907.422823,205.018188,30.594588,98.705095,19.111047,4.937653,64.726958,-1.931859,3.653282,0.089167
S00433,L0021,T01,433,1.090658,-0.072751,871.427679,203.611407,23.799967,109.569889,17.881015,139.954454,72.26227,0.390299,4.279979,0.097611
S00568,L0028,T02,568,0.982172,-0.047327,859.355558,192.22972,26.82512,108.324328,16.82276,9.397875,63.667345,-1.522648,4.524787,0.078199
S00327,L0016,T02,327,1.193148,-0.063767,921.547489,171.914482,29.018688,118.00516,18.051331,61.91266,69.837545,-1.582749,5.222801,0.10244
S00129,L0006,T03,129,0.964778,-0.006213,971.105013,166.18106,30.073697,103.176025,19.625667,68.757211,68.259073,-1.889478,4.888175,0.091138
S00295,L0014,T04,295,1.150158,-0.029859,890.381301,170.942509,27.046837,101.850801,16.724376,142.572589,72.381836,0.058264,4.945695,0.08929
S00403,L0020,T02,403,0.949065,-0.032984,944.862991,221.136475,29.175818,95.987658,16.04836,,65.58717,-0.29753,2.735857,0.052358
S00684,L0034,T02,684,0.99027,-0.046318,794.991366,243.858874,25.562076,120.477085,21.120062,129.605777,61.901692,-2.159419,3.090011,0.06026
S00229,L0011,T01,229,1.124296,-0.071132,784.107195,163.368235,32.402983,107.787013,17.284165,130.3211,67.608461,-1.947629,4.897583,0.089616
S00338,L0016,T03,338,0.926627,-0.045911,819.50284,157.787708,22.576292,113.664831,17.791541,126.623923,59.96057,-2.511804,5.423043,0.107085
S00190,L0009,T01,190,0.8897,-0.057176,893.025465,167.273456,33.641887,97.955488,17.151114,135.079591,68.658489,-1.618405,5.009253,0.088283
S00737,L0036,T01,737,0.967802,-0.034701,792.14686,168.462727,32.161437,107.125087,17.091719,51.661367,62.506909,-1.686178,5.044613,0.082426
S00255,L0012,T01,255,0.973103,-0.044819,815.432688,197.310386,29.857462,105.542554,18.065744,89.713734,66.617927,-1.763771,4.313563,0.084503
S00210,L0010,T01,210,0.888405,-0.047657,842.877544,214.354875,27.568103,106.520513,16.889874,148.0118,67.609887,-0.030386,3.51077,0.047909
S00103,L0005,T02,103,0.975051,-0.055998,913.442696,203.717935,26.885701,115.235949,19.113133,158.382909,68.563059,-0.250807,4.049025,0.055842
S00355,L0017,T03,355,1.073416,-0.035437,919.183954,191.515061,25.594784,109.647786,17.663952,100.653949,68.513458,-1.049048,4.35283,0.072037
S00773,L0038,T01,773,0.917,-0.049967,816.700748,190.187433,27.201475,97.382893,17.216772,32.686016,66.4334,0.587028,4.267282,0.05762
S00535,L0026,T02,535,1.144928,-0.036235,840.190898,236.801655,30.968382,113.336338,17.830446,179.216034,63.949872,0.200217,2.390384,0.050694
S00690,L0034,T01,690,1.039659,-0.042977,784.138035,222.285425,26.12322,87.079173,17.435086,173.469187,68.944732,0.789078,3.336123,0.070299
S00585,L0029,T01,585,1.045492,-0.045922,861.421692,179.639966,32.574223,105.793122,20.618584,61.93022,65.801623,-1.531238,4.558179,0.078416
S00502,L0025,T01,502,0.94611,,943.917836,239.529289,24.428283,101.785479,20.804496,174.206812,76.289341,0.44955,2.79857,0.168086
S00605,L0030,T01,605,1.067349,-0.037654,865.0119,186.809284,32.643153,116.079052,16.301726,137.659175,76.068838,0.744228,4.311706,0.178112
S00624,L0031,T01,624,1.013404,-0.066155,879.657501,200.175398,31.90568,96.416806,17.987586,,69.166448,-0.497249,3.888871,0.065928
S00394,L0019,T03,394,1.098254,-0.032605,799.261681,191.090955,29.900986,96.047591,20.358446,57.626486,64.20798,-1.314205,4.127827,0.073099
S00730,L0036,T03,730,0.948796,-0.044063,823.790488,194.009208,26.328723,101.811498,18.481502,154.652118,68.862525,-2.307524,4.233261,0.112747
S00727,L0036,T02,727,1.042623,-0.046097,865.335715,165.043128,31.251209,116.19128,18.531968,142.855559,69.758284,-1.668333,5.115579,0.104113
S00131,L0006,T01,131,0.954736,-0.025418,817.810587,174.700004,23.174715,97.520427,17.85854,164.797821,69.165573,-1.050395,4.49076,0.07889
S00492,L0024,T01,492,0.957185,-0.058094,915.998324,181.833101,27.908916,105.057427,17.467325,5.913717,63.537099,-2.511835,4.659441,0.107086
S00680,L0034,T01,680,0.967333,-0.072507,858.935048,181.348508,30.687454,113.57157,19.034384,124.772834,67.243303,-1.106157,5.495583,0.068316
S00177,L0008,T02,177,0.945176,-0.036666,906.968092,180.019049,27.319058,115.107316,18.004205,13.357238,64.868351,-0.821506,5.051781,0.062241
S00530,L0026,T01,530,0.948559,-0.057151,760.796811,189.880372,30.094662,108.340077,18.820328,91.864489,61.869393,-1.667395,4.118475,0.08193
S00186,L0009,T03,186,1.056672,-0.060418,863.358639,198.83963,27.368355,114.449903,19.433384,137.092438,67.021666,0.261356,4.390133,0.051734
S00137,L0006,T02,137,0.881219,-0.029611,769.948236,191.741502,28.954993,94.109231,17.412326,99.462285,64.371516,-2.101383,3.823929,0.094105
S00252,L0012,T01,252,1.051412,-0.046013,751.926256,228.168823,25.493776,100.029698,18.276098,58.830328,58.57401,-0.180141,2.475723,0.050357
S00677,L0033,T01,677,0.991257,-0.05886,763.939774,172.323754,30.365733,105.439702,17.73622,128.796685,63.797209,-1.55782,5.436214,0.079091
S00122,L0006,T02,122,0.957723,-0.042158,865.85579,180.919267,27.454524,115.342513,18.87904,18.701879,60.555883,-2.302758,4.658893,0.100287
S00144,L0007,T03,144,0.932804,-0.045011,926.463239,212.425144,28.710016,97.696533,18.57184,153.609676,70.755755,0.975178,3.117722,0.095754
S00499,L0024,T02,499,0.95186,-0.059656,905.572791,226.607328,29.316003,108.471307,15.652028,30.655824,62.737981,-0.367838,3.198108,0.053593
S00648,L0032,T01,648,0.962119,-0.025914,886.937238,163.07153,31.498889,119.163888,18.890724,59.950491,65.665895,-3.040334,5.547476,0.126101
S00683,L0034,T01,683,1.00626,-0.047075,820.957342,189.806498,28.744591,102.028871,18.087225,85.510751,65.008889,-2.501353,4.00256,0.106736
S00749,L0037,T01,749,0.991973,-0.044826,855.582656,211.757196,25.569086,91.252172,16.930017,88.044192,69.406451,-0.931476,3.61905,0.078492
S00608,L0030,T01,608,0.975643,-0.041648,873.098902,197.536547,23.079681,102.994773,18.720364,114.726481,69.03667,-0.718369,3.196736,0.069586
S00719,L0035,T02,719,1.052049,-0.056679,791.538765,190.020148,26.661519,100.175495,16.362639,160.220167,68.246627,-1.236396,4.212386,0.073763
S00409,L0020,T01,409,0.992704,-0.033837,828.279104,189.218919,20.38772,104.231167,19.384531,2.223264,62.472781,2.130386,3.643715,0.076251
S00487,L0024,T01,487,0.969989,-0.024969,793.263632,175.832185,31.88445,112.825959,20.343122,11.763596,60.605886,-1.72705,4.906739,0.083514
S00547,L0027,T01,547,0.9436,-0.040391,910.578091,200.441521,30.051742,103.084133,18.413252,29.88143,62.084125,-1.001016,3.994168,0.066011
S00698,L0034,T01,698,0.962131,-0.052416,,188.853572,30.289986,110.001345,18.171678,100.654036,64.797474,-1.217714,3.904936,0.070844
S00437,L0021,T02,437,,-0.043855,826.795451,154.920497,27.226857,101.464478,18.56933,4.615676,61.033961,-1.431862,5.971033,0.075939
S00257,L0012,T01,257,0.976584,-0.078264,864.653497,174.195823,25.452314,102.275253,20.066644,150.236737,71.503871,-0.415217,4.900582,0.088742
S00100,L0005,T01,100,0.940576,-0.062983,817.113607,184.74822,24.577345,96.914048,19.253469,29.706918,66.957785,-0.136975,4.318159,0.049639
S00027,L0001,T02,27,0.940263,-0.03452,856.265829,148.186663,25.18599,97.447696,17.186352,95.531232,65.810928,-2.958516,5.928576,0.122979
S00660,L0033,T01,660,0.847651,-0.057166,948.553012,228.102267,23.438288,122.265424,17.325247,171.598329,66.414896,-0.198548,3.70033,0.050666
S00656,L0032,T02,656,0.934974,-0.05791,872.009747,198.176732,23.917747,97.147087,19.719019,129.412935,73.830357,0.710275,3.647579,0.132751
S00081,L0004,T01,81,0.979555,-0.054796,888.075368,157.775967,28.792439,109.387934,17.072776,111.811141,66.419671,-0.501465,6.332524,0.056015
S00572,L0028,T01,572,1.007297,-0.060895,819.300479,228.107895,28.172504,105.821453,16.536399,33.686642,63.972567,-0.955456,3.074722,0.065035
S00023,L0001,T02,23,1.130906,-0.069099,814.029153,218.898503,26.638052,125.66943,16.928569,60.899664,62.835196,-0.096987,3.170474,0.048983
S00352,L0017,T01,352,0.989197,-0.051944,875.021175,166.26299,26.909631,107.067283,18.91609,108.442867,68.063461,-1.862845,5.305314,0.087985
S00161,L0008,T03,161,1.058853,-0.040463,874.965996,183.42376,33.340271,112.208267,19.399896,161.095255,70.705858,-1.423545,5.046872,0.109498
S00133,L0006,T02,133,0.983669,-0.0504,857.14277,170.77519,27.330492,100.494237,17.805913,8.69844,58.595666,-2.304329,5.125334,0.100337
S00781,L0039,T01,781,1.033763,-0.032433,806.435467,172.493883,26.517286,117.623584,17.910012,158.233346,66.494551,-2.32845,5.703939,0.101102
S00025,L0001,T04,25,1.076897,-0.054721,943.997107,195.689021,24.006503,109.921704,18.641269,148.066088,70.84661,-1.803495,3.969532,0.125452
S00760,L0038,T02,760,1.067405,-0.040318,889.356175,191.472249,25.445099,100.797922,16.625398,143.941673,69.902458,0.789669,4.06914,0.080302
S00142,L0007,T04,142,1.072566,-0.053406,830.071369,203.416866,30.190861,96.020364,16.77112,40.156259,58.722449,-0.130964,3.469708,0.04954
S00375,L0018,T03,375,1.068519,-0.052414,845.353911,211.733532,25.828815,105.097677,18.425478,138.806586,69.576947,0.67982,3.528688,0.074088
S00716,L0035,T03,716,1.001926,-0.02879,852.311766,205.103269,29.633337,106.51737,19.081611,128.850415,67.250475,0.208734,3.914743,0.050838
S00057,L0002,T01,57,0.841189,-0.038492,834.178238,208.806918,26.689416,106.957772,19.359341,166.966701,71.939627,-0.426301,3.331211,0.094503
S00223,L0011,T01,223,1.00808,-0.042837,842.553878,168.530754,31.188939,113.467563,17.092699,134.163147,69.560087,-1.964979,4.728244,0.111229
S00353,L0017,T01,353,1.159341,-0.03836,840.637788,181.245039,28.525633,97.800061,18.481861,108.066186,64.743213,-0.85762,4.406883,0.062983
S00423,L0021,T03,423,0.93314,-0.02521,876.637056,260.160665,29.436004,108.063122,18.209302,121.19233,67.716861,1.791206,1.860781,0.085249
S00515,L0025,T01,515,0.984884,-0.052279,830.632933,164.118022,27.057311,114.549762,19.129503,179.050545,70.791948,-0.306261,5.192701,0.0777
S00160,L0008,T01,160,1.073898,-0.02468,864.603924,170.956611,30.113328,110.710909,17.744388,27.812031,64.169742,-0.231366,4.763034,0.051221
S00741,L0037,T01,741,1.139817,-0.03768,900.748497,157.459454,28.571402,105.09491,16.366713,43.674121,67.196469,-1.663885,6.400223,0.081837
S00552,L0027,T02,552,1.071594,-0.03629,790.357052,188.506202,30.238687,101.054739,19.529597,28.096469,63.81484,-0.793088,4.314432,0.061663
S00059,L0002,T01,59,0.98744,-0.031823,,187.154611,26.750001,103.021498,16.489367,20.552213,65.86586,-0.919088,4.134214,0.064265
S00075,L0003,T01,75,1.133889,-0.041879,782.268391,191.477412,28.599531,96.436584,19.315477,43.065284,61.783277,-1.075383,4.207171,0.067634
S00011,L0000,T03,11,1.18961,-0.048974,888.356975,172.154642,28.917475,106.725121,18.220553,132.071841,72.297105,-0.19588,4.769949,0.092216
S00438,L0021,T03,438,0.896011,-0.082688,826.911885,144.461205,30.008082,122.129709,15.245588,121.173238,66.50223,-0.372888,6.887015,0.053683
S00580,L0029,T02,580,0.999938,-0.048268,869.137482,175.023635,22.283909,109.858147,18.38798,15.859408,61.793031,-2.458175,4.630635,0.105303
S00249,L0012,T01,249,0.971527,-0.054941,817.894921,173.538337,24.405529,99.464404,17.938744,162.584269,68.331194,-0.932016,4.645251,0.067602
S00752,L0037,T02,752,0.91649,-0.052515,858.303727,222.114898,21.764904,99.760317,20.434436,6.373227,66.904978,-0.132973,2.314871,0.049573
S00297,L0014,T03,297,1.032793,-0.056287,850.829184,230.787229,30.815982,100.107039,19.743603,109.578381,67.172145,0.362576,2.648305,0.0535
S00306,L0015,T01,306,0.98615,-0.057964,699.504719,198.02983,29.435496,104.723331,17.901805,178.586451,65.962484,-0.224994,3.134972,0.051113
S00174,L0008,T01,174,1.074912,-0.046178,799.840158,210.624022,30.314915,104.524312,18.498031,44.982738,63.05969,-2.315322,3.987063,0.100685
S00393,L0019,T01,393,1.068608,-0.040346,913.640096,168.829491,30.237682,99.614538,15.794453,63.969217,63.747658,-0.623388,5.018754,0.058315
S00250,L0012,T04,250,1.08195,-0.045285,962.595589,194.829212,30.425622,97.891675,,15.920549,70.903649,0.049727,4.477874,0.072625
S00686,L0034,T03,686,1.039787,-0.045057,921.394436,158.059901,27.982719,124.092752,18.137164,134.117174,75.02717,-1.881495,5.938127,0.216293
S00712,L0035,T01,712,1.094291,-0.048732,755.614977,184.003923,28.903166,119.091684,17.159234,179.76983,69.626052,-1.759942,4.563722,0.105259
S00214,L0010,T01,214,1.048469,-0.056112,897.653489,176.788814,30.134284,105.229989,17.322569,82.50199,67.645092,-0.842861,4.948126,0.062679
S00670,L0033,T01,670,1.056965,-0.046506,869.458983,203.652924,28.330954,116.057429,20.921905,132.929986,67.965666,-1.062509,3.795444,0.06735
S00400,L0020,T02,400,0.937692,-0.053309,889.771988,216.913016,29.053837,90.901538,16.733847,141.586391,71.424692,1.152256,3.401996,0.110759
S00285,L0014,T01,285,1.022046,-0.029008,785.319695,214.168408,25.170563,,17.087525,40.45748,62.240037,-1.140454,3.555395,0.069084
S00135,L0006,T03,135,1.060803,-0.066467,901.401208,216.446435,27.593736,92.745679,17.585854,20.650568,67.230319,0.874669,2.833044,0.063336
S00501,L0025,T02,501,0.945902,-0.03911,897.852148,213.511239,30.989925,101.648569,17.701179,167.110453,68.977046,-1.332527,3.719141,0.084165
S00466,L0023,T03,466,0.992718,-0.062018,892.908527,200.495349,27.927449,111.956896,17.21768,105.33127,68.354389,-0.099277,3.642459,0.051559
S00242,L0012,T02,242,1.07446,-0.05545,861.380413,202.616289,27.825715,100.248238,19.894285,172.165238,72.365139,0.630993,3.336405,0.10675
S00392,L0019,T03,392,1.037686,-0.050959,874.129004,193.049083,30.37755,102.830444,16.602265,114.405667,66.888238,-0.884106,4.085079,0.063533
S00076,L0003,T02,76,1.09193,-0.021646,796.788528,198.089965,24.946576,103.665938,17.265486,96.766694,65.427438,-1.712095,3.776238,0.083114
S00792,L0039,T01,792,1.030196,-0.040543,738.483614,214.711029,23.785273,94.997338,17.779843,88.729804,64.554689,0.546491,3.425105,0.056854
S00664,L0033,T01,664,0.978959,-0.042356,883.477929,209.288247,28.565622,122.81703,18.999321,146.407738,69.055993,-0.966468,3.810337,0.075625
S00044,L0002,T02,44,1.001633,-0.053557,875.715723,209.799397,26.739666,97.659668,16.96181,177.521235,70.038785,0.75634,3.254969,0.080953
S00575,L0028,T01,575,0.992258,-0.039683,928.112015,209.663921,33.124736,110.216784,19.594812,116.81394,74.321888,-0.102734,4.123219,0.117558
S00672,L0033,T03,672,1.019416,-0.05561,849.060645,161.266049,28.78094,109.133331,18.492395,32.528533,63.505623,-1.827329,4.950127,0.08624
S00246,L0012,T01,246,1.142544,-0.051383,774.127233,182.146777,28.896576,104.662993,20.985063,115.800498,64.557882,-1.317313,4.250524,0.073173
S00328,L0016,T02,328,1.001644,-0.061691,861.534316,180.528564,29.18137,91.1821,17.415438,107.937308,63.509239,-2.194784,4.094743,0.096929
S00111,L0005,T02,111,0.940478,-0.05954,827.183743,240.228039,26.242704,100.477337,19.547581,75.82674,67.885878,-0.423452,2.187439,0.054589
S00367,L0018,T01,367,0.95033,-0.054796,867.176087,182.403995,27.476865,119.873705,18.115767,20.604105,65.919237,-0.38363,4.972959,0.053874
S00410,L0020,T03,410,1.07669,-0.051051,889.640651,236.538695,29.229045,97.901295,17.196718,,70.604045,0.408396,2.431056,0.078244
S00733,L0036,T02,733,1.058322,-0.043663,928.94159,218.063138,28.682675,115.80889,16.811221,86.578902,71.391416,-0.287048,3.325946,0.083875
S00498,L0024,T01,498,0.986192,-0.037818,859.666389,195.004506,28.88475,105.816471,16.457484,108.288197,68.229974,0.554939,3.753266,0.058896
S00531,L0026,T01,531,0.901503,-0.056588,928.587379,166.438453,31.147622,102.344815,18.355673,0.779814,67.303858,-1.438914,4.999644,0.076112
S00631,L0031,T01,631,0.912679,-0.038177,777.873536,159.130894,24.151005,108.564843,18.056294,137.161817,67.001606,-1.33026,6.034001,0.073481
S00377,L0018,T01,377,0.993398,-0.075557,835.209753,191.261881,26.980612,90.764509,16.53339,137.621323,72.505258,-1.60201,3.869273,0.146352
S00303,L0015,T01,303,1.042961,-0.036823,800.931517,196.858827,18.565906,81.966792,18.99018,35.983247,80.648273,0.807086,3.449276,0.305704
S00043,L0002,T01,43,0.994311,-0.038491,860.792241,180.1917,28.524025,105.808284,18.669836,153.89164,69.196306,-0.934432,4.451114,0.076315
S00722,L0036,T02,722,1.020677,-0.059919,855.30929,215.117687,34.071983,118.452071,17.524501,82.947391,71.610471,0.089557,3.759473,0.081131
S00071,L0003,T03,71,1.084094,-0.044833,887.44297,143.417137,24.324445,101.132672,18.009568,63.249824,70.421918,-1.046073,6.412074,0.093588
S00765,L0038,T02,765,1.242256,-0.046832,893.898517,171.097454,27.398838,109.455063,16.048194,105.105119,65.879659,-0.838897,5.266695,0.062598
S00504,L0025,T01,504,0.868381,-0.029436,757.572597,208.86479,25.212312,110.734786,18.285518,178.927758,61.139879,0.438325,3.575788,0.054858
S00036,L0001,T01,36,1.012326,-0.073802,818.762373,181.432122,28.144484,117.57503,17.379661,73.149711,63.351427,-1.006098,4.964257,0.066121
S00126,L0006,T03,126,1.078442,-0.063482,900.994562,218.961915,27.089358,100.462884,17.402676,4.619913,63.069233,-0.227833,3.786711,0.051161
S00237,L0011,T03,237,1.095396,-0.065787,941.075589,174.864176,27.364902,105.168512,19.821662,126.124984,68.037184,-0.893151,4.870766,0.064055
S00326,L0016,T03,326,0.968789,-0.041472,830.701363,195.44089,29.025487,101.992002,19.589949,77.528711,63.882247,-2.252812,4.400557,0.098721
S00121,L0006,T01,121,0.984134,-0.056137,865.08418,187.474933,24.664041,122.27674,20.288559,100.035857,62.504385,-1.829331,5.08986,0.086295
S00714,L0035,T01,714,,-0.050073,878.382126,151.938705,26.729302,114.421672,16.601373,11.693535,65.526818,-1.797907,5.574536,0.085432
S00019,L0000,T03,19,1.12161,-0.040464,843.761922,232.445789,28.492577,114.358932,16.904347,15.252972,61.618583,-0.756633,2.802795,0.060929
S00508,L0025,T01,508,0.920569,-0.045541,765.10429,171.172014,27.29797,105.341782,18.029537,104.550356,63.30512,-1.219206,4.989795,0.070878
S00134,L0006,T01,134,1.045068,-0.062393,,146.741024,25.126252,103.307296,18.92747,135.725105,63.001704,-1.887623,5.723918,0.087917
S00794,L0039,T02,794,1.017068,-0.059145,755.280074,179.970947,21.810882,90.244839,16.347549,130.557469,66.700429,-2.251794,4.295502,0.098689
S00658,L0032,T01,658,1.003218,-0.037812,815.753174,192.002377,28.860669,98.370555,16.206895,76.699022,63.787801,-2.35249,4.343002,0.101869
S00667,L0033,T04,667,0.834762,-0.040593,819.022511,190.354341,27.988392,99.636034,16.862552,57.722783,65.762835,-1.41183,4.343251,0.075448
S00212,L0010,T04,212,1.092772,-0.041586,811.858819,146.066674,26.860539,102.977617,16.022288,115.408971,66.539022,-2.003127,6.47146,0.091214
S00005,L0000,T04,5,1.03764,-0.031553,985.495201,204.526588,28.690969,100.872347,19.481073,106.335901,76.118635,0.488665,3.743485,0.166426
S00280,L0014,T03,280,1.082384,,857.875971,,28.62243,112.401889,18.518278,62.305332,63.572305,-1.422716,4.294618,0.075715
S00613,L0030,T01,613,0.982085,-0.039195,791.224489,189.739715,28.407644,113.730829,16.336185,38.734841,59.159574,-0.818128,5.028893,0.062172
S00603,L0030,T03,603,1.008976,-0.045834,860.522762,173.603664,26.838862,100.11435,18.038876,94.557171,70.018346,0.11645,4.39382,-0.029625
S00274,L0013,T01,274,0.995962,-0.060493,871.041444,188.910071,24.703312,115.113459,15.726535,99.08411,67.671429,-0.153165,5.081455,0.049907
S00225,L0011,T01,225,1.014416,-0.070011,781.531781,134.661073,28.984007,100.467032,18.719933,117.947462,67.92283,-3.133319,6.828822,0.129731
S00240,L0012,T02,240,0.987748,-0.036368,951.928543,163.214544,27.089885,99.251993,19.226403,59.495565,70.59314,-0.489887,5.066889,0.080205
